test,n,corr_dE_dJ,eta_E@20,eta_crit@20,eta_unc@20,eta_random@20,eta_speed@20,oracle_gap,act_diff,note
0-5 m/s,3342,-0.07067789515484406,0.06233073427504375,0.17501936260524315,0.13334390368852064,-0.03071905891535725,0.04832986001608092,0.9376692657249562,0.19000598444045483,
5-10 m/s,2422,-0.033587664430438285,0.0005785336537447326,-0.07870165531430111,0.036534998150379014,0.00010066901956260269,-0.0432695343960583,0.9994214663462553,0.28901734104046245,
10-15 m/s,1893,0.2936575980106668,0.22542013461306806,0.15858735774784455,0.02343858741971959,0.21001978145557382,0.3304716895867965,0.7745798653869319,0.35974643423137875,
15-20 m/s,351,0.23034940050636968,0.430172148586251,0.020173261873074073,0.007084960330825052,0.26214239185961663,0.43930682340888844,0.5698278514137489,0.4843304843304843,
