sample_token,JC_mean_m_cheap,JC_max_m_cheap,JC_final_m_cheap,JC_lat_mean_m_cheap,JC_soft_mean_m_cheap,JC_soft_max_m_cheap,JC_soft_final_m_cheap,JC_soft_lat_mean_m_cheap,JC_mean_m_full,JC_max_m_full,JC_final_m_full,JC_lat_mean_m_full,JC_soft_mean_m_full,JC_soft_max_m_full,JC_soft_final_m_full,JC_soft_lat_mean_m_full,JC_cheap,JC_full,dJC,dJC_soft
001899e5cdf548fba1e27741e0d172a5,0.07500000000000018,1.2000000000000028,0.0,0.0,0.10349662726518938,0.17564929737693963,0.12052798373093135,0.016912651062010564,0.07500000000000018,1.2000000000000028,0.0,0.0,0.10349662726518938,0.17564929737693963,0.12052798373093135,0.016912651062010564,0.07500000000000018,0.07500000000000018,0.0,0.0
00972ce25a2142b2867ccf11fb8bffeb,0.44999999999999973,1.1999999999999993,0.0,0.0,0.19535186989504227,0.407424434134956,0.15106604756252542,0.010560894012450195,1.0499999999999994,2.3999999999999986,1.1999999999999993,0.0,0.2904496413055837,0.5230096157142211,0.22383315692904274,0.013168144226072709,0.44999999999999973,1.0499999999999994,-0.5999999999999996,-0.09509777141054143
020154f4d8cd4e8582c4a02f10d70d7a,1.8124143795447332,7.299315036357866,7.299315036357866,0.14999999999999947,0.1984318314833874,0.2687230693035712,0.13814680240712227,0.01087975502014027,1.8124143795447332,7.299315036357866,7.299315036357866,0.14999999999999947,0.1984318314833874,0.2687230693035712,0.13814680240712227,0.01087975502014027,1.8124143795447332,1.8124143795447332,0.0,0.0
027520592f994e3887e4f8b4ba4fc099,0.7500000000000002,3.6000000000000014,3.6000000000000014,0.0,0.049906249575930775,0.07969988325046798,0.029617580194427836,0.002269077301024325,0.375,2.3999999999999986,1.2000000000000028,0.0,0.01870484991313815,0.03716840999370519,0.00622366033954962,0.002598667144775746,0.7500000000000002,0.375,0.3750000000000002,0.031201399662792624
029a6b83ae1a42cbbf775fd77415745f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02b68afcd7504587a003bffe899e4986,0.1499999999999999,1.2000000000000028,0.0,0.0,0.012727956704959404,0.02522963730033938,0.014877695401647009,0.0015370845794664412,0.0,0.0,0.0,0.0,0.021456293155604156,0.03440739744267149,0.014602328209982975,0.0015591144561759585,0.1499999999999999,0.0,0.1499999999999999,-0.008728336450644752
02c072c88359462ba2d87a8a673be1ad,2.6249999999999996,4.800000000000001,2.3999999999999986,0.0,0.3683531517594284,0.6080375338513075,0.2280802108061561,0.015751504898070312,2.6249999999999996,4.800000000000001,2.3999999999999986,0.0,0.3663339699746805,0.6162827089808651,0.2202359764126143,0.015139532089233132,2.6249999999999996,2.6249999999999996,0.0,0.0020191817847479143
038e74a5fb5f467cb0ff08036b938dae,0.2999999999999998,1.1999999999999993,0.0,0.0,0.06279350744277198,0.13918222992653695,0.0823934321690151,0.0052033424377446735,0.2999999999999998,1.1999999999999993,0.0,0.0,0.06279350744277198,0.13918222992653695,0.0823934321690151,0.0052033424377446735,0.2999999999999998,0.2999999999999998,0.0,0.0
03b1880912dc4590b00679eb1d363841,0.0,0.0,0.0,0.0,0.023981814130090307,0.04942752870565425,0.008887257402466955,0.0022025585174567652,0.0,0.0,0.0,0.0,0.023981814130090307,0.04942752870565425,0.008887257402466955,0.0022025585174567652,0.0,0.0,0.0,0.0
03f54952344b4fd29253e26557b6d56f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
053ccfde42e04975969c107a59b4c305,0.8312071897723663,7.29931503635786,7.29931503635786,0.07500000000000018,0.04108521396031376,0.08932915205244199,0.023070710606355408,0.006282663345337447,0.906207189772366,7.29931503635786,7.29931503635786,0.07500000000000018,0.054163707734438925,0.0850820467031239,0.021577746316007406,0.0030614376068105464,0.8312071897723663,0.906207189772366,-0.07499999999999973,-0.013078493774125163
