section,track,geometry,system,target,unit,budget_level,budget,budget_shipped,share_cascade,share_cascade_shipped,share_equal,eta_cascade,eta_cascade_shipped,eta_match,Cc,Cf,Cs,signal,eligible,share_skipping,ineligible_reason,k,n_test,n_units,coverage,n_positive,n_nonnegative,share_positive,share_nonnegative,share_skipping_exceeds_nonnegative,regime,denominator,oracle_same_k,oracle_capacity,oracle_same_k_over_capacity,gain_r2,gain_random,tie_frac_r2,ndg_r2,ndg_random,ndg_minus_random,all_cheap_loss,gain_share_all_cheap_r2,gain_share_all_cheap_random,n_draws,n_draws_oracle_nonpositive,gain_minus_random_mean,gain_minus_random_lo,gain_minus_random_hi,ndg_r2_lo,ndg_r2_hi,ndg_minus_random_lo,ndg_minus_random_hi,p_le_random,beats_random,loses_to_random,cascade_eta_shipped,cascade_minus_random_lo_shipped,cascade_minus_random_hi_shipped
validation,nuScenes,oracle,plan_ade,JC_ade,ms,0.3,18.51529400119034,18.51529400119034,0.0,0.0,True,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validation,nuScenes,oracle,plan_ade,JC_ade,ms,0.5,22.38554650102742,22.38554650102742,0.0,0.0,True,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validation,nuScenes,oracle,plan_ade,JC_ade,mJ,0.1,30.37173042357946,30.37173042357946,0.0,0.0,True,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validation,nuScenes,oracle,plan_ade,JC_ade,mJ,0.2,37.03785043214059,37.03785043214059,0.0,0.0,True,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validation,nuScenes,oracle,plan_ade,JC_ade,mJ,0.3,43.70397044070172,43.70397044070172,0.06310186642451769,0.06310186642451769,True,0.05242508966095389,0.05242508966095389,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validation,nuScenes,oracle,plan_ade,JC_ade,mJ,0.5,57.03621045782397,57.03621045782397,0.26310186642451766,0.26310186642451766,True,-0.05712437201658145,-0.05712437201658145,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validation,nuScenes,oracle,plan_fde,JC_fde,ms,0.1,14.645041501353262,14.645041501353262,0.0,0.0,True,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validation,nuScenes,oracle,plan_fde,JC_fde,ms,0.2,16.5801677512718,16.5801677512718,0.0,0.0,True,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validation,nuScenes,oracle,plan_fde,JC_fde,ms,0.3,18.51529400119034,18.51529400119034,0.0,0.0,True,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validation,nuScenes,oracle,plan_fde,JC_fde,ms,0.5,22.38554650102742,22.38554650102742,0.0,0.0,True,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validation,nuScenes,oracle,plan_fde,JC_fde,mJ,0.1,30.37173042357946,30.37173042357946,0.0,0.0,True,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validation,nuScenes,oracle,plan_fde,JC_fde,mJ,0.2,37.03785043214059,37.03785043214059,0.0,0.0,True,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validation,nuScenes,oracle,plan_fde,JC_fde,mJ,0.3,43.70397044070172,43.70397044070172,0.06310186642451769,0.06310186642451769,True,-0.004211154187432555,-0.004211154187432555,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validation,nuScenes,oracle,plan_fde,JC_fde,mJ,0.5,57.03621045782397,57.03621045782397,0.26310186642451766,0.26310186642451766,True,0.2690372169372769,0.2690372169372769,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validation,nuScenes,mono,brake,J,ms,0.1,14.645041501353262,14.645041501353262,0.0,0.0,True,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validation,nuScenes,mono,brake,J,ms,0.2,16.5801677512718,16.5801677512718,0.0,0.0,True,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validation,nuScenes,mono,brake,J,ms,0.3,18.51529400119034,18.51529400119034,0.0,0.0,True,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validation,nuScenes,mono,brake,J,ms,0.5,22.38554650102742,22.38554650102742,0.0,0.0,True,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validation,nuScenes,mono,brake,J,mJ,0.1,30.37173042357946,30.37173042357946,0.0,0.0,True,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validation,nuScenes,mono,brake,J,mJ,0.2,37.03785043214059,37.03785043214059,0.0,0.0,True,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validation,nuScenes,mono,brake,J,mJ,0.3,43.70397044070172,43.70397044070172,0.06310186642451769,0.06310186642451769,True,-0.05055829815745938,-0.05055829815745938,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validation,nuScenes,mono,brake,J,mJ,0.5,57.03621045782397,57.03621045782397,0.26310186642451766,0.26310186642451766,True,-0.11465869496522753,-0.11465869496522753,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validation,nuScenes,mono,plan_ade,JC_ade,ms,0.1,14.645041501353262,14.645041501353262,0.0,0.0,True,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validation,nuScenes,mono,plan_ade,JC_ade,ms,0.2,16.5801677512718,16.5801677512718,0.0,0.0,True,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validation,nuScenes,mono,plan_ade,JC_ade,ms,0.3,18.51529400119034,18.51529400119034,0.0,0.0,True,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validation,nuScenes,mono,plan_ade,JC_ade,ms,0.5,22.38554650102742,22.38554650102742,0.0,0.0,True,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validation,nuScenes,mono,plan_ade,JC_ade,mJ,0.1,30.37173042357946,30.37173042357946,0.0,0.0,True,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validation,nuScenes,mono,plan_ade,JC_ade,mJ,0.2,37.03785043214059,37.03785043214059,0.0,0.0,True,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validation,nuScenes,mono,plan_ade,JC_ade,mJ,0.3,43.70397044070172,43.70397044070172,0.06310186642451769,0.06310186642451769,True,0.07271929350309565,0.07271929350309565,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validation,nuScenes,mono,plan_ade,JC_ade,mJ,0.5,57.03621045782397,57.03621045782397,0.26310186642451766,0.26310186642451766,True,0.15612969127940296,0.15612969127940296,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validation,nuScenes,mono,plan_fde,JC_fde,ms,0.1,14.645041501353262,14.645041501353262,0.0,0.0,True,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validation,nuScenes,mono,plan_fde,JC_fde,ms,0.2,16.5801677512718,16.5801677512718,0.0,0.0,True,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validation,nuScenes,mono,plan_fde,JC_fde,ms,0.3,18.51529400119034,18.51529400119034,0.0,0.0,True,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validation,nuScenes,mono,plan_fde,JC_fde,ms,0.5,22.38554650102742,22.38554650102742,0.0,0.0,True,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validation,nuScenes,mono,plan_fde,JC_fde,mJ,0.1,30.37173042357946,30.37173042357946,0.0,0.0,True,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validation,nuScenes,mono,plan_fde,JC_fde,mJ,0.2,37.03785043214059,37.03785043214059,0.0,0.0,True,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validation,nuScenes,mono,plan_fde,JC_fde,mJ,0.3,43.70397044070172,43.70397044070172,0.06310186642451769,0.06310186642451769,True,0.09741190109127736,0.09741190109127736,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validation,nuScenes,mono,plan_fde,JC_fde,mJ,0.5,57.03621045782397,57.03621045782397,0.26310186642451766,0.26310186642451766,True,0.12019141431875494,0.12019141431875494,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validation,KITTI,oracle,brake,J,ms,0.1,15.02567092411482,15.02567092411482,0.0,0.0,True,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validation,KITTI,oracle,brake,J,ms,0.2,16.87258609890705,16.87258609890705,0.0,0.0,True,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validation,KITTI,oracle,brake,J,ms,0.3,18.71950127369928,18.71950127369928,0.03920713491760384,0.03920713491760384,True,0.009085917245866071,0.009085917245866071,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validation,KITTI,oracle,brake,J,ms,0.5,22.41333162328374,22.41333162328374,0.23920713491760384,0.23920713491760384,True,0.06742283351158078,0.06742283351158078,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validation,KITTI,oracle,brake,J,mJ,0.1,17.162697553314068,17.162697553314068,0.0,0.0,True,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validation,KITTI,oracle,brake,J,mJ,0.2,20.46767989835946,20.46767989835946,0.0,0.0,True,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validation,KITTI,oracle,brake,J,mJ,0.3,23.77266224340485,23.77266224340485,0.06433421244540062,0.06433421244540062,True,0.013936441821113858,0.013936441821113858,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validation,KITTI,oracle,brake,J,mJ,0.5,30.38262693349563,30.38262693349563,0.2643342124454006,0.2643342124454006,True,0.1242730212754428,0.1242730212754428,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validation,KITTI,oracle,traj,JB,ms,0.1,15.02567092411482,15.02567092411482,0.0,0.0,True,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validation,KITTI,oracle,traj,JB,ms,0.2,16.87258609890705,16.87258609890705,0.0,0.0,True,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validation,KITTI,oracle,traj,JB,ms,0.3,18.71950127369928,18.71950127369928,0.03920713491760384,0.03920713491760384,True,0.02711821614466994,0.02711821614466994,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validation,KITTI,oracle,traj,JB,ms,0.5,22.41333162328374,22.41333162328374,0.23920713491760384,0.23920713491760384,True,0.1487278568847747,0.1487278568847747,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validation,KITTI,oracle,traj,JB,mJ,0.1,17.162697553314068,17.162697553314068,0.0,0.0,True,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validation,KITTI,oracle,traj,JB,mJ,0.2,20.46767989835946,20.46767989835946,0.0,0.0,True,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validation,KITTI,oracle,traj,JB,mJ,0.3,23.77266224340485,23.77266224340485,0.06433421244540062,0.06433421244540062,True,0.04446889578427505,0.04446889578427505,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validation,KITTI,oracle,traj,JB,mJ,0.5,30.38262693349563,30.38262693349563,0.2643342124454006,0.2643342124454006,True,0.14844871841864563,0.14844871841864563,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validation,KITTI,mono,brake,J,ms,0.1,15.02567092411482,15.02567092411482,0.0,0.0,True,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validation,KITTI,mono,brake,J,ms,0.2,16.87258609890705,16.87258609890705,0.0,0.0,True,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validation,KITTI,mono,brake,J,ms,0.3,18.71950127369928,18.71950127369928,0.03920713491760384,0.03920713491760384,True,-0.0013461005280107677,-0.0013461005280107677,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validation,KITTI,mono,brake,J,ms,0.5,22.41333162328374,22.41333162328374,0.23920713491760384,0.23920713491760384,True,0.07245382562007277,0.07245382562007277,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validation,KITTI,mono,brake,J,mJ,0.1,17.162697553314068,17.162697553314068,0.0,0.0,True,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validation,KITTI,mono,brake,J,mJ,0.2,20.46767989835946,20.46767989835946,0.0,0.0,True,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validation,KITTI,mono,brake,J,mJ,0.3,23.77266224340485,23.77266224340485,0.06433421244540062,0.06433421244540062,True,0.005856821595070074,0.005856821595070074,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validation,KITTI,mono,brake,J,mJ,0.5,30.38262693349563,30.38262693349563,0.2643342124454006,0.2643342124454006,True,0.06768700453458537,0.06768700453458537,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validation,KITTI,mono,traj,JB,ms,0.1,15.02567092411482,15.02567092411482,0.0,0.0,True,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validation,KITTI,mono,traj,JB,ms,0.2,16.87258609890705,16.87258609890705,0.0,0.0,True,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validation,KITTI,mono,traj,JB,ms,0.3,18.71950127369928,18.71950127369928,0.03920713491760384,0.03920713491760384,True,0.07190681693651593,0.07190681693651593,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validation,KITTI,mono,traj,JB,ms,0.5,22.41333162328374,22.41333162328374,0.23920713491760384,0.23920713491760384,True,0.1092947172805121,0.1092947172805121,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validation,KITTI,mono,traj,JB,mJ,0.1,17.162697553314068,17.162697553314068,0.0,0.0,True,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validation,KITTI,mono,traj,JB,mJ,0.2,20.46767989835946,20.46767989835946,0.0,0.0,True,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validation,KITTI,mono,traj,JB,mJ,0.3,23.77266224340485,23.77266224340485,0.06433421244540062,0.06433421244540062,True,0.09455187559343814,0.09455187559343814,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validation,KITTI,mono,traj,JB,mJ,0.5,30.38262693349563,30.38262693349563,0.2643342124454006,0.2643342124454006,True,0.1085094278427247,0.1085094278427247,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shares,nuScenes,,,,ms,0.1,14.645041501353262,,0.0,,,,,,12.709915251434722,19.351262499185395,9.765887999975575,R2_cnn_clf,True,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shares,nuScenes,,,,ms,0.2,16.5801677512718,,0.0,,,,,,12.709915251434722,19.351262499185395,9.765887999975575,R2_cnn_clf,True,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shares,nuScenes,,,,ms,0.3,18.51529400119034,,0.0,,,,,,12.709915251434722,19.351262499185395,9.765887999975575,R2_cnn_clf,True,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shares,nuScenes,,,,ms,0.5,22.38554650102742,,0.0,,,,,,12.709915251434722,19.351262499185395,9.765887999975575,R2_cnn_clf,True,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shares,nuScenes,,,,mJ,0.1,30.37173042357946,,0.0,,,,,,23.70561041501833,66.66120008561128,15.791913882183096,R2_cnn_clf,True,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shares,nuScenes,,,,mJ,0.2,37.03785043214059,,0.0,,,,,,23.70561041501833,66.66120008561128,15.791913882183096,R2_cnn_clf,True,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shares,nuScenes,,,,mJ,0.3,43.70397044070172,,0.06310186642451769,,,,,,23.70561041501833,66.66120008561128,15.791913882183096,R2_cnn_clf,True,0.0979254661793175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shares,nuScenes,,,,mJ,0.5,57.03621045782397,,0.26310186642451766,,,,,,23.70561041501833,66.66120008561128,15.791913882183096,R2_cnn_clf,True,0.40829811195978966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shares,KITTI,,,,ms,0.1,15.02567092411482,,0.0,,,,,,13.17875574932259,18.469151747922297,4.816622999982201,R2_cnn_clf,True,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shares,KITTI,,,,ms,0.2,16.87258609890705,,0.0,,,,,,13.17875574932259,18.469151747922297,4.816622999982201,R2_cnn_clf,True,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shares,KITTI,,,,ms,0.3,18.71950127369928,,0.03920713491760384,,,,,,13.17875574932259,18.469151747922297,4.816622999982201,R2_cnn_clf,True,0.13687491911496857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shares,KITTI,,,,ms,0.5,22.41333162328374,,0.23920713491760384,,,,,,13.17875574932259,18.469151747922297,4.816622999982201,R2_cnn_clf,True,0.8350892589417348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shares,KITTI,,,,mJ,0.1,17.162697553314068,,0.0,,,,,,13.85771520826868,33.0498234504539,7.788712671991685,R2_cnn_clf,True,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shares,KITTI,,,,mJ,0.2,20.46767989835946,,0.0,,,,,,13.85771520826868,33.0498234504539,7.788712671991685,R2_cnn_clf,True,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shares,KITTI,,,,mJ,0.3,23.77266224340485,,0.06433421244540062,,,,,,13.85771520826868,33.0498234504539,7.788712671991685,R2_cnn_clf,True,0.11078690971901223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shares,KITTI,,,,mJ,0.5,30.38262693349563,,0.2643342124454006,,,,,,13.85771520826868,33.0498234504539,7.788712671991685,R2_cnn_clf,True,0.4551974667396185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shares,,,,,,,,,,,,,,,,,,"R1_mlp_reg, R1_mlp_clf, R1_gbm_reg, R1_gbm_clf",False,,"reads CHEAP's detection list (103_routers_r1.py det_list_features), which exists only after CHEAP has run",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shares,,,,,,,,,,,,,,,,,,"gate_ridge, gate_gbm",False,,reads features computed from CHEAP's detections,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
evaluation,nuScenes,oracle,brake,J,mJ,0.3,43.70397044070172,,0.06310186642451769,,,,,,23.70561041501833,66.66120008561128,15.791913882183096,R2_cnn_clf,,0.0979254661793175,,93.0,955.0,24.0,1.0,33.0,926.0,0.03455497382198953,0.9696335078534032,False,at_capacity,oracle escalating the same k (budget-constrained),50.488453014699864,50.48845301469991,0.9999999999999991,-6.195040481679159,2.030893264191293,0.010752688172043012,-0.1227021251745514,0.0402249057541928,-0.1629270309287442,254.13343950277152,-0.02437711658017204,0.00799144444810123,50.0,0.0,-7.9040583320668585,-17.596114083802956,3.636448897629237,-0.5040293720827256,0.113720986293765,-0.4728393858162231,0.04552254560047809,0.92,False,False,-0.02089666881597621,-0.44064235639314986,0.26167061476555914
evaluation,nuScenes,oracle,brake,J,mJ,0.5,57.03621045782397,,0.26310186642451766,,,,,,23.70561041501833,66.66120008561128,15.791913882183096,R2_cnn_clf,,0.40829811195978966,,389.0,955.0,24.0,1.0,33.0,926.0,0.03455497382198953,0.9696335078534032,False,at_capacity,oracle escalating the same k (budget-constrained),50.488453014699864,50.48845301469991,0.9999999999999991,-8.675610441481675,8.49481161043455,0.010282776349614395,-0.17183355645608206,0.16825256277829032,-0.3400861192343724,254.13343950277152,-0.03413801213431836,0.03342657946571375,50.0,0.0,-17.898769614810597,-32.80876842753898,-5.46853396300997,-1.037250735033376,0.1911934625133462,-0.8731648529361329,-0.08573765011208219,1.0,False,True,-0.14863071324859048,-0.7144640714637321,-0.21176981365209138
evaluation,nuScenes,oracle,plan_ade,JC_ade,mJ,0.3,43.70397044070172,,0.06310186642451769,,,,,,23.70561041501833,66.66120008561128,15.791913882183096,R2_cnn_clf,,0.0979254661793175,,73.0,752.0,24.0,1.0,154.0,598.0,0.2047872340425532,0.7952127659574468,False,share_below_positives,oracle escalating the same k (budget-constrained),77.58585171900884,89.9413467723231,0.8626271954255825,6.093062205502133,0.7535332706123697,0.0136986301369863,0.07853316127235746,0.009712251060173012,0.06882091021218444,3006.829334022631,0.002026407730082453,0.00025060726330093007,50.0,0.0,5.513944368653912,-3.8782042222922555,15.083411127768601,-0.03447183255640002,0.18046187995106014,-0.04824544528568261,0.17797979148608745,0.12,False,False,0.05242508966095389,-0.10282349770332494,0.2378034434354959
evaluation,nuScenes,oracle,plan_ade,JC_ade,mJ,0.5,57.03621045782397,,0.26310186642451766,,,,,,23.70561041501833,66.66120008561128,15.791913882183096,R2_cnn_clf,,0.40829811195978966,,307.0,752.0,24.0,1.0,154.0,598.0,0.2047872340425532,0.7952127659574468,False,at_capacity,oracle escalating the same k (budget-constrained),89.94134677232302,89.9413467723231,0.999999999999999,4.353653451405259,3.168968685999966,0.003257328990228013,0.0484054732071788,0.035233725085547965,0.013171748121630834,3006.829334022631,0.0014479217034845157,0.0010539236963477473,50.0,0.0,-0.7040693041103266,-15.409046250915528,11.136407692015235,-0.06769267061217829,0.18019509876410664,-0.1306486767188598,0.2051488171704289,0.5,False,False,-0.05712437201658145,-0.23785831035543523,0.16713809332051408
