dataset,mode,split,threshold,det_per_frame,precision,recall,f1
KITTI,cheap_384,test,0.28,4.1914592760181,0.704608326023885,0.5788493267337271,0.6355676079434017
KITTI,cheap_384,test,0.29,4.085972850678733,0.7156007751937985,0.5733141731864388,0.6366037841013183
KITTI,cheap_384,test,0.3,3.986425339366516,0.7257377979568672,0.567300015966789,0.6368121023766772
KITTI,cheap_384,test,0.31,3.8933823529411766,0.7357448972179851,0.5617116397892384,0.6370563651190394
KITTI,cheap_384,test,0.32,3.809106334841629,0.7441532407751132,0.5560168183511629,0.6364732280937714
KITTI,cheap_384,test,0.33,3.735576923076923,0.7524415171473995,0.55149289477886,0.6364831645640837
KITTI,cheap_384,test,0.34,3.659502262443439,0.7604327666151468,0.546010963861834,0.6356257344509844
KITTI,cheap_384,test,0.35,3.5899321266968327,0.767527965968174,0.5407419234658577,0.6344784848805397
KITTI,cheap_384,test,0.36,3.5141402714932126,0.7747464992757123,0.5343019852041088,0.6324419568881564
KITTI,cheap_384,test,0.37,3.441742081447964,0.7820870994248151,0.528287827984459,0.6306089751986764
KITTI,cheap_384,test,0.38,3.3752828054298645,0.7896103896103897,0.5232849007397946,0.6294351078678547
KITTI,cheap_384,test,0.39,3.310237556561086,0.7964972234087997,0.5178029698227686,0.627601867306428
KITTI,cheap_384,test,0.4,3.2415158371040724,0.8035246902809283,0.5116823673425941,0.625223858643346
KITTI,cheap_384,test,0.41,3.1869343891402715,0.8096548052178543,0.5070519985097663,0.6235816294508553
KITTI,cheap_384,test,0.42,3.1278280542986425,0.8156419529837251,0.5016765128532652,0.6212444770516661
KITTI,cheap_384,test,0.43,3.072680995475113,0.8213529682466636,0.4963542498270265,0.6187748398210191
KITTI,cheap_384,test,0.44,3.0050904977375565,0.8274044795783926,0.4892756400021289,0.6149236253606079
KITTI,cheap_384,test,0.45,2.951074660633484,0.8316243411595592,0.48310181489169196,0.6111679252338981
KITTI,cheap_384,test,0.46,2.8947963800904977,0.8376318874560376,0.47724732556282934,0.6080521680416934
KITTI,cheap_384,test,0.47,2.837386877828054,0.8435163958935513,0.47102027782212996,0.604491810819173
KITTI,cheap_384,test,0.48,2.7842194570135748,0.8487557135601829,0.4650061206024802,0.6008343239067542
KITTI,cheap_384,test,0.49,2.7270927601809953,0.8529503266618272,0.45787428814732023,0.5958753279929376
KITTI,cheap_384,test,0.5,2.6679864253393664,0.8575365698537206,0.4503166746500612,0.5905295844930417
KITTI,cheap_384,test,0.51,2.6054864253393664,0.8619342233800065,0.441907499068604,0.5842660047726931
KITTI,cheap_384,test,0.52,2.5565610859728505,0.8639380530973452,0.4345095534621321,0.5782125297530455
KITTI,cheap_384,test,0.53,2.496889140271493,0.8670291086193227,0.42599393262015006,0.571295526679611
KITTI,cheap_384,test,0.54,2.4423076923076925,0.8696155627605373,0.4178508701900048,0.5644723782002012
KITTI,cheap_384,test,0.55,2.3832013574660635,0.8731458407499704,0.409228804087498,0.5572730709275223
KITTI,cheap_384,test,0.56,2.33512443438914,0.8758629042024949,0.4020969716323381,0.5511625646538606
KITTI,cheap_384,test,0.57,2.269230769230769,0.8803589232303091,0.39283623396668266,0.5432582459740692
KITTI,cheap_384,test,0.58,2.214366515837104,0.8837803320561941,0.38458672627601254,0.5359492465841005
KITTI,cheap_384,test,0.59,2.163744343891403,0.8878577963664881,0.37740167119059026,0.529660555356708
KITTI,cheap_384,test,0.6,2.1029411764705883,0.8924152770306616,0.3685134919367715,0.5216267216515295
KITTI,cheap_384,test,0.61,2.044400452488688,0.8944528980495228,0.35898664111980416,0.512344842294457
KITTI,cheap_384,test,0.62,1.9852941176470589,0.8981481481481481,0.34988557134493586,0.5035906851857336
KITTI,cheap_384,test,0.63,1.915158371040724,0.9023922031896042,0.3387620416200969,0.4925998946109043
KITTI,cheap_384,test,0.64,1.856052036199095,0.9043120524150541,0.328756187130768,0.4822088069316856
KITTI,cheap_384,test,0.65,1.7927036199095023,0.9062943681968765,0.31832455159934003,0.4711600379672155
KITTI,cheap_384,test,0.66,1.7324660633484164,0.9077701599738818,0.30783969343764966,0.4597654205812068
KITTI,cheap_384,test,0.67,1.6620475113122173,0.9072656117066531,0.29474692639310235,0.4449433628961049
KITTI,cheap_384,test,0.68,1.592760180995475,0.9096235795454546,0.2832508382564266,0.43198452001148285
KITTI,cheap_384,test,0.69,1.523472850678733,0.9110822350102098,0.2713289690776518,0.4181337299843687
KITTI,cheap_384,test,0.7,1.44881221719457,0.9127464376341987,0.25818297940284207,0.40251033286709736
KITTI,cheap_384,all,0.1,8.204295704295705,0.4489954337899543,0.6567604209257785,0.5333590210389637
KITTI,cheap_384,all,0.11,7.707917082917083,0.4722073714054273,0.6494437151649487,0.546822649727044
KITTI,cheap_384,all,0.12,7.265234765234765,0.4952389137160536,0.6424928446921604,0.5593365151744637
KITTI,cheap_384,all,0.13,6.909090909090909,0.5152906304222094,0.6360799672900213,0.5693493441557104
KITTI,cheap_384,all,0.14,6.583291708291708,0.5348546064986058,0.6294303729367966,0.5783012585091234
KITTI,cheap_384,all,0.15,6.31456043956044,0.5523365040441395,0.6238567647248704,0.5859221840523784
KITTI,cheap_384,all,0.16,6.054195804195804,0.5703353822037045,0.6179818803933805,0.5932034197312305
KITTI,cheap_384,all,0.17,5.820554445554445,0.5876080753470211,0.6124297919042803,0.5997622260543053
KITTI,cheap_384,all,0.18,5.617882117882118,0.6026940517471325,0.6065118681271385,0.6045969329562583
KITTI,cheap_384,all,0.19,5.415959040959041,0.6182472158815798,0.6000989907249995,0.6090379372583068
KITTI,cheap_384,all,0.2,5.217907092907093,0.6347971760201029,0.5939228302739461,0.6136801443787053
KITTI,cheap_384,all,0.21,5.062312687312687,0.6482399664520585,0.5885644192902796,0.6169625266757262
KITTI,cheap_384,all,0.22,4.893981018981019,0.6632134928937766,0.5822376207794444,0.6200931404403788
KITTI,cheap_384,all,0.23,4.754370629370629,0.6762009823234313,0.5769868084099077,0.6226665301393149
KITTI,cheap_384,all,0.24,4.618381618381618,0.688811377893143,0.571068884632766,0.6244383009972053
KITTI,cheap_384,all,0.25,4.4968781218781215,0.7007025631057177,0.5658180722632292,0.6260777162480043
KITTI,cheap_384,all,0.26,4.373626373626373,0.7131110095934217,0.5603090232197809,0.6275424022501985
KITTI,cheap_384,all,0.27,4.266108891108891,0.7241167344788221,0.5552734080785039,0.628553798604426
KITTI,cheap_384,all,0.28,4.155344655344655,0.7352145690587811,0.5493770040241882,0.6288535371520144
KITTI,cheap_384,all,0.29,4.060939060939061,0.745110701107011,0.5442553099916073,0.6290385385039327
KITTI,cheap_384,all,0.3,3.967032967032967,0.7547846889952153,0.538703221502507,0.6286953905058649
KITTI,cheap_384,all,0.31,3.8691308691308692,0.7648786470436354,0.5325055413286277,0.6278820439544477
KITTI,cheap_384,all,0.32,3.782967032967033,0.773717567835215,0.5268028147797457,0.6268207680998804
KITTI,cheap_384,all,0.33,3.7015484515484514,0.7825045543485595,0.5214228840732531,0.6258259002858577
KITTI,cheap_384,all,0.34,3.6223776223776225,0.7905060672917815,0.5155049602961114,0.624052615521518
KITTI,cheap_384,all,0.35,3.547952047952048,0.7975503308461214,0.5095655167961437,0.6218334009821676
KITTI,cheap_384,all,0.36,3.4717782217782216,0.8049061218617366,0.5032602380081345,0.6193054016503479
KITTI,cheap_384,all,0.37,3.398101898101898,0.8115537262972218,0.4966967225462136,0.6162368625645889
KITTI,cheap_384,all,0.38,3.3274225774225776,0.8189221646776251,0.49099399599733157,0.6139108411925697
KITTI,cheap_384,all,0.39,3.255994005994006,0.8251898442893304,0.4841507241386731,0.6102556818264908
KITTI,cheap_384,all,0.4,3.1881868131868134,0.8311856174846265,0.47765176784523017,0.6066716676174462
KITTI,cheap_384,all,0.41,3.1324925074925076,0.8363563882798485,0.47227183713873766,0.6036665881469891
KITTI,cheap_384,all,0.42,3.072052947052947,0.8415105077029389,0.4662032753018141,0.60000125408264
KITTI,cheap_384,all,0.43,3.013986013986014,0.8464534305601591,0.4600916740192386,0.5961465463086654
KITTI,cheap_384,all,0.44,2.9463036963036964,0.8521658048656439,0.45271040908993093,0.5912964402404381
KITTI,cheap_384,all,0.45,2.8896103896103895,0.8566551426101988,0.44638361057909576,0.5869308409186497
KITTI,cheap_384,all,0.46,2.830044955044955,0.8618452985041698,0.43984161484000084,0.5824371804775266
KITTI,cheap_384,all,0.47,2.771728271728272,0.8670481167777978,0.43317050076395014,0.5777177189497047
KITTI,cheap_384,all,0.48,2.7155344655344655,0.8717465280971213,0.4266069853020293,0.5728688750190846
KITTI,cheap_384,all,0.49,2.6563436563436564,0.8753760812335465,0.4191611612042437,0.566880028896359
KITTI,cheap_384,all,0.5,2.596028971028971,0.8794554812641301,0.41160773849232823,0.5607636809854988
KITTI,cheap_384,all,0.51,2.528346653346653,0.8835876920037536,0.4027416126880286,0.5532914950019769
KITTI,cheap_384,all,0.52,2.473026973026973,0.8859321349222379,0.3948869138565495,0.5462801431308332
KITTI,cheap_384,all,0.53,2.4125874125874125,0.8889233954451345,0.3863866233402914,0.5386425325841049
KITTI,cheap_384,all,0.54,2.3576423576423577,0.8917372881355933,0.3786825625685941,0.5316122244500161
KITTI,cheap_384,all,0.55,2.2992007992007992,0.8950141212252879,0.3706557059545073,0.5242158481113673
KITTI,cheap_384,all,0.56,2.2436313686313687,0.8984805476707297,0.3630592437969399,0.5171484409922481
KITTI,cheap_384,all,0.57,2.1735764235764234,0.9022750775594622,0.35320321074264566,0.507673382067099
KITTI,cheap_384,all,0.58,2.1162587412587412,0.9045848822800495,0.3445522821666057,0.4990273197756766
KITTI,cheap_384,all,0.59,2.059815184815185,0.9080933616247348,0.3364823861068669,0.49102261824435217
KITTI,cheap_384,all,0.6,1.995879120879121,0.9108427704435963,0.3268415502808324,0.48106170235658463
KITTI,cheap_384,all,0.61,1.9325674325674325,0.9131558542258982,0.31709311584066796,0.4707265636629138
KITTI,cheap_384,all,0.62,1.8711288711288712,0.9160437800320341,0.3078611547483268,0.4608434657080518
KITTI,cheap_384,all,0.63,1.8015734265734267,0.9195952034379982,0.29735953000925347,0.449401099280805
KITTI,cheap_384,all,0.64,1.7397602397602399,0.9220499569336779,0.28776173362887086,0.4386313939093862
KITTI,cheap_384,all,0.65,1.6776973026973028,0.9235578712318571,0.2779057005745766,0.4272489041676984
KITTI,cheap_384,all,0.66,1.6195054945054945,0.9259002236101472,0.26873829865071336,0.41656927376224817
KITTI,cheap_384,all,0.67,1.5506993006993006,0.9265582219358995,0.2571391680475155,0.4025596615356576
KITTI,cheap_384,all,0.68,1.4865134865134866,0.9280073924731183,0.2467021024769201,0.38978381603526535
KITTI,cheap_384,all,0.69,1.4180819180819182,0.929464600211342,0.2353612085476339,0.3756096576209195
KITTI,cheap_384,all,0.7,1.3496503496503496,0.9307920059215397,0.2240203146183477,0.36112589777930776
KITTI,full_640,trainval,0.1,10.194096601073346,0.4547687988067035,0.7745303468208092,0.5730618730451278
KITTI,full_640,trainval,0.11,9.68313953488372,0.4759485485994042,0.7704841040462428,0.5884165345979189
KITTI,full_640,trainval,0.12,9.195661896243292,0.497702015903509,0.7655346820809249,0.6032252785620437
KITTI,full_640,trainval,0.13,8.793157423971378,0.5171273809221066,0.7609104046242775,0.6157683428608646
KITTI,full_640,trainval,0.14,8.421511627906977,0.5353548763973341,0.755021676300578,0.6264908260276357
KITTI,full_640,trainval,0.15,8.11717352415027,0.5522589531680441,0.7509393063583815,0.6364541268999563
KITTI,full_640,trainval,0.16,7.820214669051879,0.5694841587555759,0.746278901734104,0.6460038669772562
KITTI,full_640,trainval,0.17,7.549642218246869,0.586487767312363,0.7422326589595376,0.6552324572910851
KITTI,full_640,trainval,0.18,7.31015205724508,0.6012052246795754,0.7370303468208093,0.6622249545485835
KITTI,full_640,trainval,0.19,7.088774597495528,0.6158796252484149,0.7323699421965318,0.6690923348827571
KITTI,full_640,trainval,0.2,6.888193202146691,0.6298532658096351,0.7280346820809248,0.6753944945806494
KITTI,full_640,trainval,0.21,6.7117620751341684,0.6419456938197567,0.7232297687861272,0.6801678589040758
KITTI,full_640,trainval,0.22,6.534436493738819,0.6547464239271782,0.7183887283236994,0.6850927238859268
KITTI,full_640,trainval,0.23,6.362254025044723,0.6683537185435119,0.7142702312138728,0.690549538304316
KITTI,full_640,trainval,0.24,6.216010733452594,0.679509317217066,0.7098265895953757,0.6943371705480389
KITTI,full_640,trainval,0.25,6.069096601073345,0.6913157216020044,0.7053468208092486,0.6982607918525311
KITTI,full_640,trainval,0.26,5.940071556350627,0.7009862972443909,0.7002528901734104,0.7006194017766679
KITTI,full_640,trainval,0.27,5.820885509838998,0.7110752564250317,0.6963511560693642,0.7036361865432336
KITTI,full_640,trainval,0.28,5.700581395348837,0.721296042050759,0.6919075144508671,0.7062962010568851
KITTI,full_640,trainval,0.29,5.599060822898032,0.7288230360637405,0.6869580924855492,0.7072715867132611
KITTI,full_640,trainval,0.3,5.498211091234347,0.7378395965511632,0.683128612716763,0.7094308468155949
KITTI,full_640,trainval,0.31,5.403622540250447,0.745747982619491,0.6788294797687862,0.7107170068962292
KITTI,full_640,trainval,0.32,5.317754919499105,0.7528699381859467,0.6744942196531792,0.7115302968316524
KITTI,full_640,trainval,0.33,5.213998211091234,0.7615044817086246,0.6690751445086706,0.7123038966945391
KITTI,full_640,trainval,0.34,5.126788908765653,0.7693549090591879,0.6648843930635838,0.7133148157398903
KITTI,full_640,trainval,0.35,5.053667262969588,0.7758407079646018,0.6609465317919075,0.71379980412282
KITTI,full_640,trainval,0.36,4.97227191413238,0.7822899802122684,0.6557442196531792,0.7134491414248605
KITTI,full_640,trainval,0.37,4.906976744186046,0.787139992708713,0.651264450867052,0.7127846377233932
KITTI,full_640,trainval,0.38,4.8260286225402504,0.7944120100083403,0.6465317919075144,0.7128836248306863
KITTI,full_640,trainval,0.39,4.761404293381037,0.7997463955290471,0.6423410404624278,0.7124532382559934
KITTI,full_640,trainval,0.4,4.6838103756708405,0.8059295330850759,0.6369942196531792,0.7115725318801432
KITTI,full_640,trainval,0.41,4.616279069767442,0.8107440418523542,0.6316112716763006,0.7100539935968782
KITTI,full_640,trainval,0.42,4.553667262969588,0.8158515026517383,0.6271676300578035,0.709173761870254
KITTI,full_640,trainval,0.43,4.494856887298748,0.8202079498532411,0.622471098265896,0.7077883941229928
KITTI,full_640,trainval,0.44,4.414579606440071,0.8261574308580691,0.6159682080924855,0.7057453227976128
KITTI,full_640,trainval,0.45,4.34727191413238,0.8312329612674245,0.6104768786127167,0.7039537215570784
KITTI,full_640,trainval,0.46,4.281305903398927,0.8360493053379296,0.6048049132947977,0.7018707667801489
KITTI,full_640,trainval,0.47,4.219364937388193,0.8400021198791668,0.5989161849710982,0.6992625826078676
KITTI,full_640,trainval,0.48,4.15406976744186,0.8438929859503688,0.5924855491329479,0.6961875118263938
KITTI,full_640,trainval,0.49,4.0945885509839,0.8481786904046748,0.5870303468208092,0.6938454509132951
KITTI,full_640,trainval,0.5,4.033989266547406,0.8518847006651885,0.5808887283236994,0.6907585113398338
KITTI,full_640,trainval,0.51,3.9631037567084078,0.857304068160018,0.574349710982659,0.6878651122854933
KITTI,full_640,trainval,0.52,3.9004919499105544,0.8620076821647652,0.568171965317919,0.6849050044262059
KITTI,full_640,trainval,0.53,3.839221824686941,0.8677267167569457,0.5630057803468208,0.6829161402071614
KITTI,full_640,trainval,0.54,3.768112701252236,0.8724704765295828,0.5557803468208092,0.6790151087034486
KITTI,full_640,trainval,0.55,3.699463327370304,0.8769946808510638,0.5484826589595375,0.6748846312919623
KITTI,full_640,trainval,0.56,3.630366726296959,0.8811826301201109,0.540643063583815,0.670131759236846
KITTI,full_640,trainval,0.57,3.5561270125223614,0.8848016097591649,0.5317919075144508,0.6643124228483955
KITTI,full_640,trainval,0.58,3.4903846153846154,0.887821128835928,0.5235910404624278,0.658709339062622
KITTI,full_640,trainval,0.59,3.424865831842576,0.8905719509010186,0.5154263005780347,0.6529513184936044
KITTI,full_640,trainval,0.6,3.3642665474060824,0.8936523762047192,0.5079479768786127,0.6477294551579835
KITTI,full_640,trainval,0.61,3.2860017889087656,0.8962912555290915,0.4973627167630058,0.6397310418851122
KITTI,full_640,trainval,0.62,3.211762075134168,0.8985587969087238,0.4871387283236994,0.6317724924517991
KITTI,full_640,trainval,0.63,3.12567084078712,0.9017026756331378,0.4756864161849711,0.6228127067133312
KITTI,full_640,trainval,0.64,3.0494186046511627,0.9038644863239715,0.4649205202312139,0.6140119086456658
KITTI,full_640,trainval,0.65,2.9644454382826475,0.9067662367051369,0.45328757225433525,0.6044258886385273
KITTI,full_640,trainval,0.66,2.8848389982110914,0.9099294628323386,0.44248554913294796,0.5954246802518491
KITTI,full_640,trainval,0.67,2.7830948121645798,0.9122609673790776,0.42770953757225433,0.5823750822292827
KITTI,full_640,trainval,0.68,2.6934257602862255,0.9152345371523454,0.41502890173410406,0.5710880622283759
KITTI,full_640,trainval,0.69,2.5936940966010735,0.9174928873178723,0.4002528901734104,0.5573596761002786
KITTI,full_640,trainval,0.7,2.487254025044723,0.9182774431358447,0.3839234104046243,0.5414651767549248
KITTI,full_640,test,0.1,10.173925339366516,0.3984711605281445,0.7865240300175634,0.5289593502570133
KITTI,full_640,test,0.11,9.674773755656108,0.4167787196726103,0.7824791101176221,0.5438707733806153
KITTI,full_640,test,0.12,9.200509049773755,0.4362032397872929,0.7790196391505668,0.5592569006804904
KITTI,full_640,test,0.13,8.835407239819004,0.45237180718263875,0.7759859492256107,0.5715503718166897
KITTI,full_640,test,0.14,8.48868778280543,0.46861673773987206,0.7727925914098674,0.5834393775404793
KITTI,full_640,test,0.15,8.179298642533936,0.4841643039900422,0.7696524562243866,0.594406228416308
KITTI,full_640,test,0.16,7.896210407239819,0.49912252426489023,0.7661397626270691,0.6044558764198421
KITTI,full_640,test,0.17,7.6264140271493215,0.5139615085104016,0.7622545106179147,0.6139548043185175
KITTI,full_640,test,0.18,7.407522624434389,0.5260184018630932,0.7579967001969238,0.6210522169332666
KITTI,full_640,test,0.19,7.1914592760181,0.5391875417830037,0.7544307839693437,0.6289021603296757
KITTI,full_640,test,0.2,6.993495475113122,0.5518217477455619,0.751024535632551,0.6361942727088039
KITTI,full_640,test,0.21,6.820418552036199,0.5635029232491603,0.7482037362286444,0.6428495113665601
KITTI,full_640,test,0.22,6.648472850678733,0.5751414351950317,0.7445313747405397,0.6489651680205641
KITTI,full_640,test,0.23,6.5,0.5857988165680473,0.741550907445846,0.6545368355419062
KITTI,full_640,test,0.24,6.351809954751131,0.5970614425645592,0.7387301080419394,0.6603833716018523
KITTI,full_640,test,0.25,6.211538461538462,0.6068566745583682,0.7345255202512108,0.6646155231860424
KITTI,full_640,test,0.26,6.088235294117647,0.615709773318469,0.7305338229815318,0.6682250014568678
KITTI,full_640,test,0.27,5.965780542986425,0.6255510784546101,0.7273936877960508,0.6726392935062263
KITTI,full_640,test,0.28,5.844739819004525,0.6350704020902889,0.7237745489382085,0.6765272130113187
KITTI,full_640,test,0.29,5.739253393665158,0.6435399625505075,0.7203150779711534,0.6797665800682426
KITTI,full_640,test,0.3,5.633484162895928,0.6526606425702811,0.7171749427856725,0.6833985976093219
KITTI,full_640,test,0.31,5.520361990950226,0.6623975409836066,0.713130022885731,0.6868282191776749
KITTI,full_640,test,0.32,5.413744343891403,0.6714726009507391,0.7090851029857895,0.6897664864563764
KITTI,full_640,test,0.33,5.3054298642533935,0.6807036247334755,0.7045611794134866,0.6924269601559481
KITTI,full_640,test,0.34,5.205033936651584,0.689160554197229,0.6998775879503966,0.6944777277841718
KITTI,full_640,test,0.35,5.1218891402714934,0.6975871017613605,0.6972164564372771,0.6974017298529732
KITTI,full_640,test,0.36,5.027432126696833,0.7058558811948022,0.6926925328649742,0.6992122593212817
KITTI,full_640,test,0.37,4.9400452488687785,0.7136478131440348,0.6883282771834585,0.7007594111286578
KITTI,full_640,test,0.38,4.85774886877828,0.7194504278977703,0.6824737878545958,0.7004744667135868
KITTI,full_640,test,0.39,4.779977375565611,0.7255354395929475,0.6775773058704562,0.7007367726683497
KITTI,full_640,test,0.4,4.6900452488687785,0.7335986493005306,0.6723082654744797,0.7016174830388245
KITTI,full_640,test,0.41,4.61368778280543,0.7401618242000736,0.6673585608600777,0.7018773369745854
KITTI,full_640,test,0.42,4.541289592760181,0.7464192302901981,0.6625685241364628,0.7019988445558816
KITTI,full_640,test,0.43,4.466346153846154,0.7529285126321789,0.6572462611102241,0.7018413022628325
KITTI,full_640,test,0.44,4.384898190045249,0.7602708803611739,0.6514449944116238,0.7016633704539378
KITTI,full_640,test,0.45,4.315328054298643,0.7663018546431614,0.646388844536697,0.7012560791639466
KITTI,full_640,test,0.46,4.239819004524887,0.7727454642475987,0.640481132577572,0.7004239677449419
KITTI,full_640,test,0.47,4.166006787330317,0.7799198968162379,0.6352120921815956,0.7001672681309942
KITTI,full_640,test,0.48,4.093891402714932,0.7852307267200884,0.6286124860290595,0.6982469269278136
KITTI,full_640,test,0.49,4.022907239819005,0.7909314586994728,0.6221725477673107,0.6964750485688099
KITTI,full_640,test,0.5,3.955316742081448,0.7973687973687974,0.6169567300015967,0.69565603718489
KITTI,full_640,test,0.51,3.871889140271493,0.8034475202687897,0.6088668902017138,0.6927531001306785
KITTI,full_640,test,0.52,3.8006221719457014,0.8089887640449438,0.601894725637341,0.6902427787119025
KITTI,full_640,test,0.53,3.7290723981900453,0.8162445017442742,0.5960934589387408,0.6890107352905407
KITTI,full_640,test,0.54,3.658371040723982,0.8222016079158936,0.589121294374368,0.6864148164903483
KITTI,full_640,test,0.55,3.591628959276018,0.8278740157480315,0.5826281334823566,0.683930460959594
KITTI,full_640,test,0.56,3.520079185520362,0.834337591387483,0.5754430783969344,0.6811184211849287
KITTI,full_640,test,0.57,3.432975113122172,0.8432325562237417,0.5672467933365267,0.6782388748959728
KITTI,full_640,test,0.58,3.362556561085973,0.8505466778805719,0.5604342966629411,0.6756654239809516
KITTI,full_640,test,0.59,3.294683257918552,0.856480686695279,0.5529299057959445,0.6720167819561998
KITTI,full_640,test,0.6,3.226527149321267,0.862389341747743,0.5451594017776359,0.6680261125012071
KITTI,full_640,test,0.61,3.150735294117647,0.8676958980342878,0.5351003246580446,0.6619697846797442
KITTI,full_640,test,0.62,3.0865384615384617,0.8732820230896097,0.527329820639736,0.6575806918461818
KITTI,full_640,test,0.63,3.0096153846153846,0.8777485435068596,0.5166852945872585,0.6504715424795483
KITTI,full_640,test,0.64,2.9380656108597285,0.8840119357012225,0.5081696737452764,0.6453584128737684
KITTI,full_640,test,0.65,2.8563348416289593,0.89,0.49757837032306135,0.6382987210796891
KITTI,full_640,test,0.66,2.7811085972850678,0.8953630262355095,0.48735962531268295,0.6311660382454638
KITTI,full_640,test,0.67,2.701923076923077,0.9001465354825204,0.475969982436532,0.6226837990896389
KITTI,full_640,test,0.68,2.627262443438914,0.9023681377825619,0.4641013358880196,0.6129522338800969
KITTI,full_640,test,0.69,2.542420814479638,0.906896551724138,0.4512214593645218,0.602615063227969
KITTI,full_640,test,0.7,2.4626696832579187,0.9107717041800643,0.43898025440417265,0.5924211361388955
KITTI,full_640,all,0.1,10.18518981018981,0.4299375942522958,0.7793798015881556,0.5541715980539023
KITTI,full_640,all,0.11,9.679445554445554,0.44983422135641765,0.7753340936968732,0.5693451324915243
KITTI,full_640,all,0.12,9.197802197802197,0.47053872053872053,0.7709871096860272,0.5844087642990676
KITTI,full_640,all,0.13,8.811813186813186,0.48845745057748174,0.7670059609632228,0.5968310550923298
KITTI,full_640,all,0.14,8.451173826173827,0.5057552787505356,0.7622070627730315,0.6080468368409135
KITTI,full_640,all,0.15,8.144605394605394,0.5220631075404005,0.7585056704469646,0.6184561644910951
KITTI,full_640,all,0.16,7.853771228771229,0.5382474997217497,0.7543093244959005,0.6282201297764443
KITTI,full_640,all,0.17,7.5835414585414584,0.5542821386816842,0.7503281757730961,0.6375750695401294
KITTI,full_640,all,0.18,7.353146853146853,0.5677603423680456,0.7455077578600787,0.6446052253414931
KITTI,full_640,all,0.19,7.134115884115884,0.5817433922632592,0.7412898921861887,0.6518966704761485
KITTI,full_640,all,0.2,6.93469030969031,0.5951056128788288,0.7373302631862102,0.6586273847014301
KITTI,full_640,all,0.21,6.759740259740259,0.6069977093031849,0.7333275947405797,0.6642091570358232
KITTI,full_640,all,0.22,6.58479020979021,0.619256224990992,0.7289590910069078,0.669644454432983
KITTI,full_640,all,0.23,6.423076923076923,0.6314643440391944,0.725300738126493,0.6751375913966196
KITTI,full_640,all,0.24,6.275974025974026,0.6426638545107246,0.7215132669091222,0.6798098134204579
KITTI,full_640,all,0.25,6.131993006993007,0.6535383362183077,0.7171447631754503,0.6838657244123754
KITTI,full_640,all,0.26,6.0054945054945055,0.6628129418614322,0.7124965030450408,0.6867573039627914
KITTI,full_640,all,0.27,5.884865134865135,0.6727920892925349,0.7089027093331038,0.6903755234394313
KITTI,full_640,all,0.28,5.764235764235765,0.6826906412478336,0.7047924422733435,0.6935655073229897
KITTI,full_640,all,0.29,5.660964035964036,0.6906447841528246,0.7004454582624976,0.6955105967713322
KITTI,full_640,all,0.3,5.557942057942058,0.6997169048260987,0.6968947039962126,0.6983029529320923
KITTI,full_640,all,0.31,5.45516983016983,0.7085040631795811,0.6926983580451483,0.7005120656355176
KITTI,full_640,all,0.32,5.36013986013986,0.7165688193085453,0.6884804923712583,0.7022438991064628
KITTI,full_640,all,0.33,5.254370629370629,0.7254794780996744,0.6834233575071553,0.703823724667099
KITTI,full_640,all,0.34,5.161338661338661,0.7336446336978613,0.6790333340506575,0.7052834021644696
KITTI,full_640,all,0.35,5.083791208791209,0.7410282233303038,0.6756116981213282,0.7068095833512918
KITTI,full_640,all,0.36,4.996628371628372,0.7483317921675455,0.670683681594181,0.7073832959614029
KITTI,full_640,all,0.37,4.921578421578421,0.7545671369126155,0.6662506186920313,0.7076640474538006
KITTI,full_640,all,0.38,4.840034965034965,0.7611909491988957,0.6610643654909725,0.7076032083021102
KITTI,full_640,all,0.39,4.769605394605395,0.7669066631758084,0.6565882631431708,0.7074727203554418
KITTI,full_640,all,0.4,4.6865634365634365,0.7739674926725286,0.6512728916051561,0.7073389900001901
KITTI,full_640,all,0.41,4.615134865134865,0.7795876400238108,0.6460651186812714,0.7065737124261773
KITTI,full_640,all,0.42,4.548201798201799,0.7852396902970732,0.6414814177193398,0.7061179188434172
KITTI,full_640,all,0.43,4.482267732267732,0.7906056722572018,0.6365318814693667,0.7052518725306407
KITTI,full_640,all,0.44,4.401473526473526,0.7971742275938378,0.6303126815726613,0.7039910794960292
KITTI,full_640,all,0.45,4.333166833166834,0.8026801152737753,0.6249973100346468,0.702781880516228
KITTI,full_640,all,0.46,4.262987012987013,0.8082488722245006,0.6192300243172868,0.7012250338894533
KITTI,full_640,all,0.47,4.195804195804196,0.8136607142857143,0.6135918569368827,0.6996036982683381
KITTI,full_640,all,0.48,4.127497502497502,0.8182010710071703,0.6070929006434397,0.697012786677353
KITTI,full_640,all,0.49,4.062937062937063,0.8231497418244407,0.6012395360347759,0.6949085851102399
KITTI,full_640,all,0.5,3.9992507492507494,0.8280771872853306,0.5954722503174159,0.692771143908688
KITTI,full_640,all,0.51,3.922827172827173,0.833832049404724,0.5883061826163679,0.6898746393046838
KITTI,full_640,all,0.52,3.856393606393606,0.8389353021177385,0.5818072263229249,0.6871035552447625
KITTI,full_640,all,0.53,3.7905844155844157,0.8453632021083841,0.5763842561707805,0.6854298034492652
KITTI,full_640,all,0.54,3.7196553446553446,0.8506395407392486,0.5692612279153845,0.6820703533154938
KITTI,full_640,all,0.55,3.651848151848152,0.8556627000410341,0.5622888377197701,0.6786262749797808
