dataset,mode,split,threshold,det_per_frame,precision,recall,f1
KITTI,cheap_320,trainval,0.34,2.8054561717352415,0.8200223178702375,0.38995664739884395,0.5285598560761658
KITTI,cheap_320,trainval,0.35,2.7477638640429336,0.8267415364583334,0.38497109826589593,0.5253252102051961
KITTI,cheap_320,trainval,0.36,2.6753130590339893,0.8345870946171848,0.37846820809248555,0.5207754032175034
KITTI,cheap_320,trainval,0.37,2.610912343470483,0.841726618705036,0.372471098265896,0.516421392869757
KITTI,cheap_320,trainval,0.38,2.544499105545617,0.8492837683451973,0.36640173410404625,0.5119400450875929
KITTI,cheap_320,trainval,0.39,2.4856887298747763,0.8562432529686937,0.3608742774566474,0.5077507430760989
KITTI,cheap_320,trainval,0.4,2.4183810375670842,0.863245492371706,0.3540101156069364,0.5021092275913118
KITTI,cheap_320,trainval,0.41,2.3629248658318427,0.8678906028201003,0.34772398843930635,0.4965165507415324
KITTI,cheap_320,trainval,0.42,2.3079159212880143,0.8738494331944578,0.34190751445086703,0.4915056225448418
KITTI,cheap_320,trainval,0.43,2.250447227191413,0.8800675675675675,0.3355491329479769,0.48585365618569204
KITTI,cheap_320,trainval,0.44,2.179561717352415,0.888478506207038,0.328143063583815,0.4792748479796696
KITTI,cheap_320,trainval,0.45,2.1252236135957068,0.8940446127946128,0.3219291907514451,0.4733968081439132
KITTI,cheap_320,trainval,0.46,2.0758050089445437,0.8993859743617365,0.3162933526011561,0.4680013862274295
KITTI,cheap_320,trainval,0.47,2.0219141323792487,0.9028975890289759,0.3089956647398844,0.46042246682438964
KITTI,cheap_320,trainval,0.48,1.9646690518783543,0.9064420669246529,0.3013728323699422,0.45234913602720417
KITTI,cheap_320,trainval,0.49,1.9060822898032201,0.910253402158611,0.2934971098265896,0.443873942454709
KITTI,cheap_320,trainval,0.5,1.8530858676207513,0.9138409557137686,0.28659682080924853,0.4363473355386024
KITTI,cheap_320,trainval,0.51,1.788685152057245,0.9176147018377298,0.2778901734104046,0.42659149936916396
KITTI,cheap_320,trainval,0.52,1.7392665474060822,0.9208022627924917,0.27113439306358383,0.4189168298956367
KITTI,cheap_320,trainval,0.53,1.6858228980322003,0.9245257991776098,0.26365606936416186,0.41030223518910663
KITTI,cheap_320,trainval,0.54,1.6348389982110911,0.9269593762823143,0.2564306358381503,0.40172855917599554
KITTI,cheap_320,trainval,0.55,1.5887745974955276,0.929064039408867,0.24971098265895952,0.3936247203930681
KITTI,cheap_320,trainval,0.56,1.5353309481216457,0.9324206233614915,0.24208815028901734,0.3843785403140538
KITTI,cheap_320,trainval,0.57,1.4762969588550985,0.9354740987579522,0.2334898843930636,0.37370482293718704
KITTI,cheap_320,trainval,0.58,1.4320214669051878,0.9381636477201749,0.2270592485549133,0.36562744098806216
KITTI,cheap_320,trainval,0.59,1.385062611806798,0.9392960929932193,0.2196893063583815,0.35609302282886973
KITTI,cheap_320,trainval,0.6,1.3336314847942754,0.9413145539906104,0.2119942196531792,0.3460534574638618
KITTI,cheap_320,trainval,0.61,1.283989266547406,0.9428770463253222,0.2041907514450867,0.33568507978989837
KITTI,cheap_320,trainval,0.62,1.237701252236136,0.9438121047877145,0.19660404624277455,0.3254202924546503
KITTI,cheap_320,trainval,0.63,1.1840339892665475,0.9465533522190746,0.1884393063583815,0.3143066270524087
KITTI,cheap_320,trainval,0.64,1.1366279069767442,0.9474719653747786,0.18063583815028902,0.3034238253730362
KITTI,cheap_320,trainval,0.65,1.0869856887298748,0.9483645340464925,0.17279624277456648,0.29232886424823823
KITTI,cheap_320,trainval,0.66,1.0496422182468694,0.9497230507030251,0.16658236994219652,0.2834477261310789
KITTI,cheap_320,trainval,0.67,0.9986583184257602,0.9505150022391402,0.15820086705202313,0.2712548844391041
KITTI,cheap_320,trainval,0.68,0.9523703041144902,0.9521014322610941,0.15065028901734104,0.26013898355592274
KITTI,cheap_320,trainval,0.69,0.9047406082289803,0.9532871972318339,0.14295520231213873,0.24862633337031798
KITTI,cheap_320,trainval,0.7,0.8629248658318426,0.9567245400362788,0.13641618497109825,0.2387848313291908
KITTI,cheap_320,test,0.1,7.04920814479638,0.45085452940704485,0.6214274309436373,0.522574065961333
KITTI,cheap_320,test,0.11,6.608597285067873,0.47423827456350565,0.6132311458832296,0.5348521531994813
KITTI,cheap_320,test,0.12,6.230203619909502,0.4959146618247844,0.6051413060833466,0.5451102485420078
KITTI,cheap_320,test,0.13,5.868778280542986,0.5184560524286815,0.5963063494597903,0.5546628330043213
KITTI,cheap_320,test,0.14,5.533371040723982,0.5413983440662373,0.5875246154664964,0.5635191511090726
KITTI,cheap_320,test,0.15,5.268099547511312,0.5617887051750053,0.5808185640534356,0.5711451656727541
KITTI,cheap_320,test,0.16,5.019513574660634,0.5808777959321652,0.5722497205811912,0.576531479222835
KITTI,cheap_320,test,0.17,4.79524886877828,0.6006133522057089,0.565490446537868,0.5825229505321221
KITTI,cheap_320,test,0.18,4.60774886877828,0.6157859203338857,0.5572941614774602,0.5850817918452869
KITTI,cheap_320,test,0.19,4.425339366515837,0.6313905930470347,0.5492575443078397,0.5874672320460305
KITTI,cheap_320,test,0.2,4.262160633484163,0.6478667639838099,0.5431901644579276,0.5909286880780789
KITTI,cheap_320,test,0.21,4.134049773755656,0.6604870707347106,0.53722922986854,0.592515874034976
KITTI,cheap_320,test,0.22,4.0002828054298645,0.6747260516083422,0.5313747405396775,0.5945313740656969
KITTI,cheap_320,test,0.23,3.8656674208144794,0.6890774745775111,0.5245090212358294,0.5956350915129134
KITTI,cheap_320,test,0.24,3.75197963800905,0.7018165372729328,0.518548086646442,0.596421127664143
KITTI,cheap_320,test,0.25,3.654128959276018,0.7120965869514744,0.5124807067965299,0.5960191554284778
KITTI,cheap_320,test,0.26,3.5497737556561084,0.7245060548119822,0.5068923306189792,0.596470755551104
KITTI,cheap_320,test,0.27,3.456447963800905,0.7340042546228113,0.5002395018361807,0.5949844522310157
KITTI,cheap_320,test,0.28,3.358314479638009,0.7460210526315789,0.4943317898770557,0.594640346834641
KITTI,cheap_320,test,0.29,3.2799773755656108,0.7548715295740644,0.4885837458087179,0.5932146765956126
KITTI,cheap_320,test,0.3,3.205599547511312,0.7610939567710631,0.48139869072329555,0.5897654767549292
KITTI,cheap_320,test,0.31,3.134049773755656,0.7698068940624436,0.47618287295758155,0.5883978635136186
KITTI,cheap_320,test,0.32,3.063631221719457,0.7782701006184806,0.47064771941029326,0.5865734991800635
KITTI,cheap_320,test,0.33,2.996606334841629,0.7852963382408455,0.4645803395603811,0.583790778650687
KITTI,cheap_320,test,0.34,2.9281674208144794,0.7925439443693258,0.45819362392889457,0.580679098793803
KITTI,cheap_320,test,0.35,2.8713235294117645,0.7987786861026298,0.45308425142370534,0.5782007473775976
KITTI,cheap_320,test,0.36,2.8085407239819005,0.8055583526331689,0.44701687157379316,0.5749725329146681
KITTI,cheap_320,test,0.37,2.754242081447964,0.8110688982441729,0.44153494065676724,0.5717933264023971
KITTI,cheap_320,test,0.38,2.692024886877828,0.8173127429351823,0.4349885571344936,0.5677893822472748
KITTI,cheap_320,test,0.39,2.6402714932126696,0.8235861182519281,0.4300920751503539,0.5650857844192151
KITTI,cheap_320,test,0.4,2.5729638009049776,0.8301824576830072,0.4223215711320453,0.5598448416755093
KITTI,cheap_320,test,0.41,2.516685520361991,0.8357118777390719,0.4159880781308212,0.5554784535406856
KITTI,cheap_320,test,0.42,2.4703054298642533,0.8400686891814539,0.4106125924743201,0.5516078114875624
KITTI,cheap_320,test,0.43,2.425339366515837,0.8452658582089553,0.40566288785991805,0.5482214556632434
KITTI,cheap_320,test,0.44,2.368212669683258,0.8510866969190352,0.39863750066528286,0.5429599176603678
KITTI,cheap_320,test,0.45,2.32579185520362,0.8553015564202334,0.3934216828995689,0.5389411634506973
KITTI,cheap_320,test,0.46,2.2782805429864252,0.8586146971201589,0.3869285220075576,0.5334580296030725
KITTI,cheap_320,test,0.47,2.2197398190045248,0.8641865205758695,0.37947735377082337,0.5273759586605591
KITTI,cheap_320,test,0.48,2.171662895927602,0.8675608803229587,0.37271807972750015,0.521424027619589
KITTI,cheap_320,test,0.49,2.1165158371040724,0.8721272047033671,0.3651072435999787,0.5147285709906622
KITTI,cheap_320,test,0.5,2.068156108597285,0.8754273212088063,0.35808185640534357,0.5082647879973268
KITTI,cheap_320,test,0.51,2.0161199095022626,0.8788048814700519,0.35052424290808454,0.5011553206258642
KITTI,cheap_320,test,0.52,1.9660633484162895,0.8826237054085155,0.3432859651923998,0.49431428412557354
KITTI,cheap_320,test,0.53,1.9148755656108598,0.8871658543789691,0.33626057799776465,0.48767771412918187
KITTI,cheap_320,test,0.54,1.867081447963801,0.8906392002423508,0.32902230028207996,0.480527028620857
KITTI,cheap_320,test,0.55,1.8232466063348416,0.8932836978439584,0.3223162488690191,0.4737082317969095
KITTI,cheap_320,test,0.56,1.7743212669683257,0.897513547975773,0.3150779711533344,0.46641716244549863
KITTI,cheap_320,test,0.57,1.7194570135746607,0.8993421052631579,0.30576401085741656,0.45636885509043895
KITTI,cheap_320,test,0.58,1.6733597285067874,0.9016393442622951,0.29809995209963275,0.44806175166684115
KITTI,cheap_320,test,0.59,1.6241515837104072,0.9038829879853735,0.290169780190537,0.4393097774771743
KITTI,cheap_320,test,0.6,1.5822963800904977,0.9059874888293119,0.2832508382564266,0.4315732344240808
KITTI,cheap_320,test,0.61,1.52460407239819,0.9087367835281024,0.27372398743945925,0.42072102859984795
KITTI,cheap_320,test,0.62,1.4762443438914028,0.9090038314176245,0.2649422534461653,0.4102974175597288
KITTI,cheap_320,test,0.63,1.4179864253393666,0.9106501794974072,0.25467028580552453,0.39802877987072705
KITTI,cheap_320,test,0.64,1.3639705882352942,0.9125025917478747,0.24540954813986907,0.3867941979415042
KITTI,cheap_320,test,0.65,1.3040158371040724,0.9147690305790501,0.23481824471765395,0.37370709070731883
KITTI,cheap_320,test,0.66,1.2491515837104072,0.915779941136518,0.22486561285858747,0.3610717053794748
KITTI,cheap_320,test,0.67,1.1917420814479638,0.9171808258186995,0.21454042258768427,0.3477399796770575
KITTI,cheap_320,test,0.68,1.1354638009049773,0.9183063511830635,0.20437490020756827,0.33434025668557776
KITTI,cheap_320,test,0.69,1.0777714932126696,0.917869325636316,0.19341103837351642,0.3194982384498399
KITTI,cheap_320,test,0.7,1.0209276018099547,0.9163434903047092,0.18292618021182608,0.3049719626388829
KITTI,cheap_320,all,0.1,6.753871128871129,0.4815568087270038,0.582495857453356,0.5272386511071276
KITTI,cheap_320,all,0.11,6.3575174825174825,0.5041739506197089,0.5744259613936172,0.5370121081388819
KITTI,cheap_320,all,0.12,6.015734265734266,0.5258438161663969,0.567410531752351,0.5458369681633061
KITTI,cheap_320,all,0.13,5.712162837162837,0.5463568196226745,0.5601799048828251,0.5531820218349951
KITTI,cheap_320,all,0.14,5.426198801198801,0.5668193220260972,0.552432804665476,0.5595336034447367
KITTI,cheap_320,all,0.15,5.187687312687313,0.5849360903160581,0.5454388947470357,0.5644974434423367
KITTI,cheap_320,all,0.16,4.959165834165834,0.6031778007201672,0.5378639523122942,0.5686515764741817
KITTI,cheap_320,all,0.17,4.74537962037962,0.6213257545854056,0.5303750887688566,0.5722592010662381
KITTI,cheap_320,all,0.18,4.568181818181818,0.6356951506205237,0.5228001463341152,0.5737468570514364
KITTI,cheap_320,all,0.19,4.396603396603396,0.6499091115655533,0.5147302502743765,0.5744746238410463
KITTI,cheap_320,all,0.2,4.231518481518481,0.665230478663755,0.5074135445135467,0.5757023417603395
KITTI,cheap_320,all,0.21,4.105394605394605,0.6766638277162672,0.5009145882201037,0.5756742447668096
KITTI,cheap_320,all,0.22,3.977272727272727,0.6892307692307692,0.4945662699864426,0.5758931293218122
KITTI,cheap_320,all,0.23,3.8442807192807193,0.7030696767906448,0.487830596741914,0.5759993638468972
KITTI,cheap_320,all,0.24,3.7275224775224776,0.714606365159129,0.48075060793216984,0.5748030960057151
KITTI,cheap_320,all,0.25,3.6225024975024973,0.7259126477989589,0.47463900664959435,0.5739802311528769
KITTI,cheap_320,all,0.26,3.5158591408591406,0.7376309714082756,0.46833372786158517,0.5729147177109808
KITTI,cheap_320,all,0.27,3.4243256743256745,0.7468820654948581,0.46209300824205385,0.5709447414490897
KITTI,cheap_320,all,0.28,3.3213036963036964,0.758243410911005,0.4552282166605694,0.5689029523243381
KITTI,cheap_320,all,0.29,3.241133866133866,0.7675207089192834,0.4496761281714691,0.5670993058167333
KITTI,cheap_320,all,0.3,3.158716283716284,0.7754892271199841,0.4427037379758549,0.5636413761082822
KITTI,cheap_320,all,0.31,3.0815434565434567,0.7842930664181221,0.43691493253566893,0.5611973594929474
KITTI,cheap_320,all,0.32,3.0054945054945055,0.792338374605285,0.4304805354107039,0.557868781604089
KITTI,cheap_320,all,0.33,2.9336913086913086,0.7997701442983016,0.4241752566226947,0.5543428750034566
KITTI,cheap_320,all,0.34,2.8596403596403595,0.8075982532751091,0.41754718199229596,0.5504821960395607
KITTI,cheap_320,all,0.35,2.8023226773226773,0.8140902811817655,0.412511566851019,0.5475642450515873
KITTI,cheap_320,all,0.36,2.7341408591408594,0.8214204156200046,0.4061847683401838,0.5435761686052465
KITTI,cheap_320,all,0.37,2.6742007992007992,0.827784263366799,0.40039596289999785,0.5397277534937549
KITTI,cheap_320,all,0.38,2.6096403596403595,0.8347210259354962,0.3941337235576406,0.5354444147601815
KITTI,cheap_320,all,0.39,2.553946053946054,0.8413358106786623,0.38886139146527793,0.5318871047014335
KITTI,cheap_320,all,0.4,2.4866383616383616,0.848139406417918,0.381630764595752,0.5264009451266148
KITTI,cheap_320,all,0.41,2.430819180819181,0.8531799034213501,0.3753254858077428,0.5213166576891691
KITTI,cheap_320,all,0.42,2.3796203796203796,0.858364819479429,0.36968731842733865,0.5167966058617095
KITTI,cheap_320,all,0.43,2.3276723276723277,0.8640557939914163,0.3638985129871527,0.5121177828596477
KITTI,cheap_320,all,0.44,2.262862137862138,0.8711991611941946,0.35664636639480085,0.506106034129912
KITTI,cheap_320,all,0.45,2.213786213786214,0.8760717509025271,0.3508360412317889,0.5010279450372852
KITTI,cheap_320,all,0.46,2.1652097902097904,0.8804429321183459,0.34485355828616926,0.495592504159842
KITTI,cheap_320,all,0.47,2.109265734265734,0.884909123201705,0.3374938130796875,0.48862996865314784
KITTI,cheap_320,all,0.48,2.056068931068931,0.8883085332523535,0.33022014676450967,0.48146158401244854
KITTI,cheap_320,all,0.49,1.999000999000999,0.8924287856071964,0.3224515268243345,0.4737339498490642
KITTI,cheap_320,all,0.5,1.948051948051948,0.8958333333333334,0.31550065635154617,0.466652479093377
KITTI,cheap_320,all,0.51,1.8891108891108892,0.8993257535695399,0.3072586025091997,0.45802943300265564
KITTI,cheap_320,all,0.52,1.8394105894105894,0.9027834351663272,0.30030773203641137,0.4506937683952822
KITTI,cheap_320,all,0.53,1.786963036963037,0.906848357791754,0.29301254599840754,0.4429145833682517
KITTI,cheap_320,all,0.54,1.7373876123876124,0.9097247178897434,0.2857819191288816,0.43493338758178884
KITTI,cheap_320,all,0.55,1.6923076923076923,0.9120425029515938,0.279067765607179,0.42736876703354754
KITTI,cheap_320,all,0.56,1.6408591408591409,0.9157534246575343,0.2716004217865674,0.4189467480723558
KITTI,cheap_320,all,0.57,1.5836663336663337,0.9181517110865794,0.2627127762594418,0.4085315252201871
KITTI,cheap_320,all,0.58,1.5385864135864136,0.9206233260287314,0.2557834255094794,0.40033804231003783
KITTI,cheap_320,all,0.59,1.4906343656343657,0.9222585239172322,0.24818696335191204,0.3911203810277082
KITTI,cheap_320,all,0.6,1.4434315684315684,0.9242148974824812,0.24080569842260433,0.38206399897667775
KITTI,cheap_320,all,0.61,1.3902347652347653,0.9263451001526992,0.23230540790634616,0.3714579588171232
KITTI,cheap_320,all,0.62,1.343031968031968,0.9269177126917713,0.22423551184660742,0.361112427632689
KITTI,cheap_320,all,0.63,1.2873376623376624,0.9290910854593074,0.215218747982526,0.34948195729970943
KITTI,cheap_320,all,0.64,1.2370129870129871,0.9304461942257218,0.2068260560803977,0.338424711752041
KITTI,cheap_320,all,0.65,1.1828171828171827,0.9320101351351351,0.19787385138479416,0.3264413641915063
KITTI,cheap_320,all,0.66,1.1377372627372628,0.9332674788716936,0.19014827089027092,0.3159279143508109
KITTI,cheap_320,all,0.67,1.083916083916084,0.934331797235023,0.18098086896640772,0.30322650444283644
KITTI,cheap_320,all,0.68,1.0332167832167831,0.9357021996615905,0.1723729798360197,0.29111702775963944
KITTI,cheap_320,all,0.69,0.9811438561438561,0.936107929235077,0.16335621597193828,0.27817014266049833
KITTI,cheap_320,all,0.7,0.9326923076923077,0.9372071227741331,0.15522176074372163,0.26633301622362415
KITTI,cheap_384,trainval,0.1,8.0,0.4761851520572451,0.6373916184971098,0.5451198925835438
KITTI,cheap_384,trainval,0.11,7.534660107334526,0.49924321115892567,0.629985549132948,0.5570456927638977
KITTI,cheap_384,trainval,0.12,7.119856887298748,0.5221733668341708,0.6230130057803468,0.5681534579687265
KITTI,cheap_384,trainval,0.13,6.7837656529517,0.5416158486336816,0.6161849710982659,0.5764990667634418
KITTI,cheap_384,trainval,0.14,6.479427549194991,0.5603602981778023,0.6092485549132948,0.5837826910994125
KITTI,cheap_384,trainval,0.15,6.219812164579606,0.5777458206003955,0.6033959537572254,0.5902923730557617
KITTI,cheap_384,trainval,0.16,5.985241502683363,0.594111933049391,0.5974349710982659,0.5957688183570038
KITTI,cheap_384,trainval,0.17,5.7645348837209305,0.6104969160944955,0.5915823699421965,0.6008908341750762
KITTI,cheap_384,trainval,0.18,5.567531305903399,0.6256325809301952,0.5857297687861271,0.6050239667084372
KITTI,cheap_384,trainval,0.19,5.372093023255814,0.641067266067266,0.5794797687861272,0.6087196978224362
KITTI,cheap_384,trainval,0.2,5.17195885509839,0.6582645164079727,0.573121387283237,0.6127493772864756
KITTI,cheap_384,trainval,0.21,5.015429338103757,0.6729234473226626,0.5683164739884393,0.6162120219958807
KITTI,cheap_384,trainval,0.22,4.849284436493739,0.6885087153001936,0.5622832369942197,0.6190268628249052
KITTI,cheap_384,trainval,0.23,4.708855098389982,0.7028207807009212,0.557514450867052,0.6217913009111882
KITTI,cheap_384,trainval,0.24,4.583184257602862,0.7148711943793911,0.5521676300578034,0.6230728302621573
KITTI,cheap_384,trainval,0.25,4.466010733452594,0.7261666332866012,0.5467846820809249,0.6238365708507111
KITTI,cheap_384,trainval,0.26,4.344141323792487,0.7385082616976373,0.5411127167630058,0.6245852773058834
KITTI,cheap_384,trainval,0.27,4.234570661896243,0.7494851349210541,0.5355852601156069,0.6247333881316623
KITTI,cheap_384,trainval,0.28,4.126788908765653,0.7597940937415335,0.529371387283237,0.623990107358199
KITTI,cheap_384,trainval,0.29,4.041144901610018,0.7687029659141212,0.5245303468208092,0.6235658010702093
KITTI,cheap_384,trainval,0.3,3.9516994633273703,0.7779538252602988,0.5192919075144509,0.6228351586302443
KITTI,cheap_384,trainval,0.31,3.8499552772808587,0.7881744787129,0.5126806358381503,0.6212556469632492
KITTI,cheap_384,trainval,0.32,3.762298747763864,0.7973848439821694,0.5069725433526011,0.6198488639842447
KITTI,cheap_384,trainval,0.33,3.6746422182468694,0.8066695064808617,0.5010115606936416,0.618118222479418
KITTI,cheap_384,trainval,0.34,3.5930232558139537,0.8147249190938511,0.49479768786127165,0.6156808657896109
KITTI,cheap_384,trainval,0.35,3.514758497316637,0.8217966662425245,0.48840317919075144,0.612682264984514
KITTI,cheap_384,trainval,0.36,3.4382826475849733,0.8292793964620188,0.4821893063583815,0.6098043454599746
KITTI,cheap_384,trainval,0.37,3.3635957066189626,0.8353942294907593,0.4752528901734104,0.6058435043925522
KITTI,cheap_384,trainval,0.38,3.2895796064400717,0.8427027394466725,0.4690751445086705,0.6026796367261477
KITTI,cheap_384,trainval,0.39,3.2131037567084078,0.8485628784188183,0.4613078034682081,0.5976905704677903
KITTI,cheap_384,trainval,0.4,3.146019677996422,0.8537209467623854,0.45455202312138726,0.5932410016335106
KITTI,cheap_384,trainval,0.41,3.0894454382826475,0.8581354950781702,0.44866329479768785,0.5892474060848985
KITTI,cheap_384,trainval,0.42,3.0279516994633275,0.8626393914777343,0.4421242774566474,0.5846174701878768
KITTI,cheap_384,trainval,0.43,2.96757602862254,0.8670032401476905,0.4354768786127168,0.5797552827538867
KITTI,cheap_384,trainval,0.44,2.8998211091234345,0.8724552745219001,0.42789017341040464,0.5741782528659763
KITTI,cheap_384,trainval,0.45,2.841010733452594,0.8772136953955135,0.42145953757225435,0.5693658251022371
KITTI,cheap_384,trainval,0.46,2.7788461538461537,0.8817896515651404,0.4144508670520231,0.5638744976720014
KITTI,cheap_384,trainval,0.47,2.7198121645796065,0.8864589328290717,0.40747832369942194,0.5583157887371866
KITTI,cheap_384,trainval,0.48,2.6612254025044724,0.890765481892278,0.40054190751445085,0.5526010432404993
KITTI,cheap_384,trainval,0.49,2.600402504472272,0.8939719666351363,0.3928829479768786,0.5458678172219507
KITTI,cheap_384,trainval,0.5,2.539132379248658,0.8976662263320123,0.38533236994219655,0.5392053512982256
KITTI,cheap_384,trainval,0.51,2.467352415026834,0.9016675729563168,0.37615606936416185,0.5308521753447232
KITTI,cheap_384,trainval,0.52,2.4069767441860463,0.9044035674470458,0.36799132947976876,0.523127956540723
KITTI,cheap_384,trainval,0.53,2.3459302325581395,0.9073491564197884,0.35950144508670523,0.5149673253392615
KITTI,cheap_384,trainval,0.54,2.2906976744186047,0.9103865677469738,0.35209537572254335,0.5077979962908942
KITTI,cheap_384,trainval,0.55,2.2327817531305905,0.913470205307962,0.34447254335260113,0.5002857327717131
KITTI,cheap_384,trainval,0.56,2.17128801431127,0.9177136972193615,0.3365606936416185,0.4925020565692095
KITTI,cheap_384,trainval,0.57,2.097942754919499,0.9210189725005329,0.3263005780346821,0.48187976044932224
KITTI,cheap_384,trainval,0.58,2.038685152057245,0.9224525611495009,0.3173771676300578,0.4722670772202057
KITTI,cheap_384,trainval,0.59,1.977638640429338,0.925599276345545,0.3087066473988439,0.46299486041290766
KITTI,cheap_384,trainval,0.6,1.9112254025044724,0.9268749268749269,0.29855491329479766,0.45163428269371836
KITTI,cheap_384,trainval,0.61,1.8441413237924866,0.9295501394446465,0.2886560693641618,0.44051702837957174
KITTI,cheap_384,trainval,0.62,1.7808586762075134,0.9318181818181818,0.27933526011560694,0.42982113609493133
KITTI,cheap_384,trainval,0.63,1.7117620751341682,0.9348138471587198,0.2692557803468208,0.41808883165201594
KITTI,cheap_384,trainval,0.64,1.647808586762075,0.9378477405346722,0.2599349710982659,0.40705116706536754
KITTI,cheap_384,trainval,0.65,1.5867620751341682,0.9389797068771139,0.25046965317919073,0.39545344160372825
KITTI,cheap_384,trainval,0.66,1.5301878354203935,0.9421306444541867,0.2421965317919075,0.38533401775839093
KITTI,cheap_384,trainval,0.67,1.4626565295169947,0.9438923711970647,0.23161127167630058,0.37195310068819926
KITTI,cheap_384,trainval,0.68,1.4025044722719142,0.9445153061224489,0.22189306358381503,0.3593619530183822
KITTI,cheap_384,trainval,0.69,1.3347495527728086,0.9460546155134864,0.2109465317919075,0.3449727608189142
KITTI,cheap_384,trainval,0.7,1.2712432915921288,0.9470536499560246,0.20083092485549134,0.3313881283571876
KITTI,cheap_384,test,0.1,8.462669683257918,0.41648843737468255,0.6852945872585023,0.5181006884429813
KITTI,cheap_384,test,0.11,7.927036199095022,0.43970745629682484,0.67810953217308,0.5334859293748917
KITTI,cheap_384,test,0.12,7.449095022624435,0.46268033409263476,0.6711905902389697,0.5477637354792577
KITTI,cheap_384,test,0.13,7.067590497737557,0.48333400024008644,0.6653893235403694,0.5599351502769297
KITTI,cheap_384,test,0.14,6.714649321266968,0.5037274143958219,0.65916227579967,0.571056931117886
KITTI,cheap_384,test,0.15,6.4343891402714934,0.5212728551336147,0.6539996806642184,0.5801416614655788
KITTI,cheap_384,test,0.16,6.141402714932127,0.5410296555535089,0.6482516365958806,0.5898072423650169
KITTI,cheap_384,test,0.17,5.891402714932127,0.5592837941628265,0.6431422640906913,0.5982888397637736
KITTI,cheap_384,test,0.18,5.6815610859728505,0.5742658038825286,0.6371281068710416,0.6040659131939161
KITTI,cheap_384,test,0.19,5.47143665158371,0.5899105804517496,0.6304752780882431,0.6095187594232936
KITTI,cheap_384,test,0.2,5.276018099547511,0.6057032590051458,0.6245675661291181,0.6149907850282204
KITTI,cheap_384,test,0.21,5.121606334841629,0.6176697956929873,0.6183937410186812,0.6180315563534496
KITTI,cheap_384,test,0.22,4.950509049773756,0.6318766066838046,0.611634466975358,0.6215907838858176
KITTI,cheap_384,test,0.23,4.811934389140271,0.6432559506317955,0.6056735323859705,0.6238992819771761
KITTI,cheap_384,test,0.24,4.66289592760181,0.6564167879670063,0.5989142583426473,0.6263485235781332
KITTI,cheap_384,test,0.25,4.53591628959276,0.6689943263295717,0.5938581084677205,0.6291910190971558
KITTI,cheap_384,test,0.26,4.41091628959276,0.6814772071552222,0.5885890680717442,0.6316363832272407
KITTI,cheap_384,test,0.27,4.305995475113122,0.6925653487455667,0.5842780350204907,0.6338298435550033
