track,geometry,system,target,setting,quota,arch,eta,official,ok
nuScenes,mono,plan_fde,JC_fde,quota,0.3,R1_gbm_clf,0.02946193241090585,0.0294619324109058,True
nuScenes,mono,plan_fde,JC_fde,quota,0.5,R1_gbm_clf,0.14915242764337278,0.1491524276433727,True
nuScenes,mono,plan_fde,JC_fde,budget_ms_20,0.2,gate_ridge,0.0,0.0,True
nuScenes,mono,plan_fde,JC_fde,budget_ms_20,0.2,gate_gbm,0.0,0.0,True
nuScenes,mono,plan_fde,JC_fde,budget_ms_20,0.2,R1_mlp_reg,0.17748718549263695,0.1774871854926369,True
nuScenes,mono,plan_fde,JC_fde,budget_ms_20,0.2,R1_mlp_clf,0.1251054452424611,0.1251054452424611,True
nuScenes,mono,plan_fde,JC_fde,budget_ms_20,0.2,R1_gbm_reg,0.0,0.0,True
nuScenes,mono,plan_fde,JC_fde,budget_ms_20,0.2,R1_gbm_clf,0.0,0.0,True
nuScenes,mono,plan_fde,JC_fde,budget_ms_20,0.2,gate_gbm_batched,0.001441898762776398,0.0014418987627763,True
KITTI,oracle,brake,J,quota,0.1,gate_ridge,0.05873106624552544,0.0587310662455254,True
KITTI,oracle,brake,J,quota,0.2,gate_ridge,0.23358204690953963,0.2335820469095396,True
KITTI,oracle,brake,J,quota,0.3,gate_ridge,0.27863214050644164,0.2786321405064416,True
KITTI,oracle,brake,J,quota,0.5,gate_ridge,0.26654905463147943,0.2665490546314794,True
KITTI,oracle,brake,J,quota,0.1,gate_gbm,0.07823735273260969,0.0782373527326096,True
KITTI,oracle,brake,J,quota,0.2,gate_gbm,0.2013597056903986,0.2013597056903986,True
KITTI,oracle,brake,J,quota,0.3,gate_gbm,0.37693452516508624,0.3769345251650862,True
KITTI,oracle,brake,J,quota,0.5,gate_gbm,0.6311644506614923,0.6311644506614923,True
KITTI,oracle,brake,J,quota,0.1,R1_mlp_reg,0.09618746876223509,0.096187468762235,True
KITTI,oracle,brake,J,quota,0.2,R1_mlp_reg,0.2385842173630035,0.2385842173630035,True
KITTI,oracle,brake,J,quota,0.3,R1_mlp_reg,0.40667847621066816,0.4066784762106681,True
KITTI,oracle,brake,J,quota,0.5,R1_mlp_reg,0.5078170811873821,0.5078170811873821,True
KITTI,oracle,brake,J,quota,0.1,R1_mlp_clf,0.1754526445711225,0.1754526445711225,True
KITTI,oracle,brake,J,quota,0.2,R1_mlp_clf,0.2944599313668216,0.2944599313668216,True
KITTI,oracle,brake,J,quota,0.3,R1_mlp_clf,0.3938023647101328,0.3938023647101328,True
KITTI,oracle,brake,J,quota,0.5,R1_mlp_clf,0.5791711592161148,0.5791711592161148,True
KITTI,oracle,brake,J,quota,0.1,R1_gbm_reg,0.1259484419261831,0.1259484419261831,True
KITTI,oracle,brake,J,quota,0.2,R1_gbm_reg,0.2730397235270348,0.2730397235270348,True
KITTI,oracle,brake,J,quota,0.3,R1_gbm_reg,0.4764025808848761,0.4764025808848761,True
KITTI,oracle,brake,J,quota,0.5,R1_gbm_reg,0.5589809682409129,0.5589809682409129,True
KITTI,oracle,brake,J,quota,0.1,R1_gbm_clf,0.26526145507954324,0.2652614550795432,True
KITTI,oracle,brake,J,quota,0.2,R1_gbm_clf,0.3486827082780155,0.3486827082780155,True
KITTI,oracle,brake,J,quota,0.3,R1_gbm_clf,0.5116088147507714,0.5116088147507714,True
KITTI,oracle,brake,J,quota,0.5,R1_gbm_clf,0.6265633450587214,0.6265633450587214,True
KITTI,oracle,brake,J,budget_ms_20,0.2,gate_ridge,0.0,0.0,True
KITTI,oracle,brake,J,budget_ms_20,0.2,gate_gbm,0.0,0.0,True
KITTI,oracle,brake,J,budget_ms_20,0.2,R1_mlp_reg,0.16423340632977623,0.1642334063297762,True
KITTI,oracle,brake,J,budget_ms_20,0.2,R1_mlp_clf,0.2634832813782769,0.2634832813782769,True
KITTI,oracle,brake,J,budget_ms_20,0.2,R1_gbm_reg,0.0,0.0,True
KITTI,oracle,brake,J,budget_ms_20,0.2,R1_gbm_clf,0.0,0.0,True
KITTI,oracle,brake,J,budget_ms_20,0.2,gate_gbm_batched,0.012117974121319519,0.0121179741213195,True
KITTI,oracle,traj,JB,quota,0.1,gate_ridge,0.24042778771569362,0.2404277877156936,True
KITTI,oracle,traj,JB,quota,0.2,gate_ridge,0.45595489004931256,0.4559548900493125,True
KITTI,oracle,traj,JB,quota,0.3,gate_ridge,0.5382384802402096,0.5382384802402096,True
KITTI,oracle,traj,JB,quota,0.5,gate_ridge,0.5545415803766613,0.5545415803766613,True
KITTI,oracle,traj,JB,quota,0.1,gate_gbm,0.2910553693730437,0.2910553693730437,True
KITTI,oracle,traj,JB,quota,0.2,gate_gbm,0.5750197548262174,0.5750197548262174,True
KITTI,oracle,traj,JB,quota,0.3,gate_gbm,0.760511248321243,0.760511248321243,True
KITTI,oracle,traj,JB,quota,0.5,gate_gbm,0.9692766767776011,0.9692766767776012,True
KITTI,oracle,traj,JB,quota,0.1,R1_mlp_reg,0.2273446422502143,0.2273446422502143,True
KITTI,oracle,traj,JB,quota,0.2,R1_mlp_reg,0.4089410950023817,0.4089410950023817,True
KITTI,oracle,traj,JB,quota,0.3,R1_mlp_reg,0.5983482238539645,0.5983482238539645,True
KITTI,oracle,traj,JB,quota,0.5,R1_mlp_reg,0.7734958233604255,0.7734958233604255,True
