scenario,log,type,map,iteration,route_len,route_ids_missing_in_map,d_route_any_m,d_route_first2_m,ego_on_any_road,ego_on_route_block,ego_speed,idm_coll,idm_logdev,pdm_coll,pdm_logdev
1112f279a18757c6,2021.07.16.18.06.21_veh-38_04471_04922,stationary_in_traffic,us-nv-las-vegas-strip,110,39,0,0.0,0.0,True,True,0.0002990509186494379,0.0,1.4294812380854705,0.0,1.982762135504459
1112f279a18757c6,2021.07.16.18.06.21_veh-38_04471_04922,stationary_in_traffic,us-nv-las-vegas-strip,123,39,0,0.0,0.0,True,True,4.342388846110658e-05,0.0,1.4012421686163348,0.0,1.957059362771461
1112f279a18757c6,2021.07.16.18.06.21_veh-38_04471_04922,stationary_in_traffic,us-nv-las-vegas-strip,137,39,0,0.0,0.0,True,True,0.0009156095384843443,0.0,1.258118082913797,0.0,1.831084325664197
1112f279a18757c6,2021.07.16.18.06.21_veh-38_04471_04922,stationary_in_traffic,us-nv-las-vegas-strip,150,39,0,0.0,0.0,True,True,0.0003028008677444537,0.0,0.9339616132498816,0.0,1.590838999496177
1112f279a18757c6,2021.07.16.18.06.21_veh-38_04471_04922,stationary_in_traffic,us-nv-las-vegas-strip,163,39,0,0.0,0.0,True,True,0.0006512593909010346,0.0,0.678112014728575,0.0,1.4401042975552092
1112f279a18757c6,2021.07.16.18.06.21_veh-38_04471_04922,stationary_in_traffic,us-nv-las-vegas-strip,176,39,0,0.0,0.0,True,True,0.030272705313766107,0.0,0.9339448988058292,0.0,1.6888934473728066
1112f279a18757c6,2021.07.16.18.06.21_veh-38_04471_04922,stationary_in_traffic,us-nv-las-vegas-strip,190,39,0,0.0,0.0,True,True,0.0847648078051065,0.0,2.02716020412459,0.0,1.976037823535513
1112f279a18757c6,2021.07.16.18.06.21_veh-38_04471_04922,stationary_in_traffic,us-nv-las-vegas-strip,203,39,0,0.0,0.0,True,True,0.5026224637879256,0.0,3.2730566245351804,0.0,2.7086592791193835
1112f279a18757c6,2021.07.16.18.06.21_veh-38_04471_04922,stationary_in_traffic,us-nv-las-vegas-strip,216,39,0,0.0,0.0,True,True,1.390892652994883,0.0,4.313093918720375,0.0,3.125743205679795
1112f279a18757c6,2021.07.16.18.06.21_veh-38_04471_04922,stationary_in_traffic,us-nv-las-vegas-strip,230,39,0,0.0,0.0,True,True,2.3615210110791076,1.0,5.287807318575298,0.0,2.9391958099702795
1112f279a18757c6,2021.07.16.18.06.21_veh-38_04471_04922,stationary_in_traffic,us-nv-las-vegas-strip,243,39,0,0.0,0.0,True,True,3.2522748438486984,1.0,5.85949248107764,0.0,2.9818873355146502
1112f279a18757c6,2021.07.16.18.06.21_veh-38_04471_04922,stationary_in_traffic,us-nv-las-vegas-strip,256,39,0,0.0,1.9229509669177214,True,True,4.272987205273648,1.0,6.111934042662215,0.0,2.76999062715534
1112f279a18757c6,2021.07.16.18.06.21_veh-38_04471_04922,stationary_in_traffic,us-nv-las-vegas-strip,270,39,0,0.0,5.2430505510842975,True,True,5.361412094646025,1.0,5.832043086378563,0.0,2.2417357544461445
1112f279a18757c6,2021.07.16.18.06.21_veh-38_04471_04922,stationary_in_traffic,us-nv-las-vegas-strip,283,39,0,0.0,8.961089180965752,True,True,6.151151973733519,1.0,5.425471693215653,0.0,1.743579396894817
1112f279a18757c6,2021.07.16.18.06.21_veh-38_04471_04922,stationary_in_traffic,us-nv-las-vegas-strip,296,39,0,0.0,13.040320896396043,True,True,6.530089827050341,1.0,5.361125489431273,0.0,1.6594179640706086
1112f279a18757c6,2021.07.16.18.06.21_veh-38_04471_04922,stationary_in_traffic,us-nv-las-vegas-strip,310,39,0,0.0,17.73421118994199,True,True,7.1309026719554325,1.0,5.131070688757461,0.0,1.368507066256495
1544fea2d87a510d,2021.05.12.23.36.44_veh-35_00152_00504,high_magnitude_speed,us-nv-las-vegas-strip,4,19,0,0.0,112.34121572670486,True,True,9.740226735207571,0.0,4.04629325736836,0.0,1.1261240973740316
