quota,policy,mode,total_risk,risk_sd,risk_all_cheap,risk_all_full,risk_oracle,risk_reduction,eta,frac_of_full_gain,n_selected,std_err_total,mean_latency_ms,extra_compute_ms,risk_per_extra_ms,risk_per_1000_extra_ms,total_frames
0.3,riskweighted_uncertainty,pooled,617.6107097107202,0.0,703.3057591408106,441.00440110880066,334.65579231307606,85.69504943009031,0.23245641432577296,0.3267045587298581,751,5326.0,8.36,3905.2000000000003,0.021943831155917828,21.943831155917827,2503.3333333333335
0.3,learned_uncertainty,pooled,557.8713404393433,0.0,703.3057591408106,441.00440110880066,334.65579231307606,145.43441870146728,0.3945054436134724,0.5544554545680973,751,4909.0,8.36,3905.2000000000003,0.03724122162794921,37.24122162794921,2503.3333333333335
0.3,learned_criticality,pooled,493.85323632765176,0.0,703.3057591408106,441.00440110880066,334.65579231307606,209.4525228131588,0.5681609701894625,0.7985186366728544,751,4943.0,8.36,3905.2000000000003,0.053634262729990466,53.63426272999047,2503.3333333333335
0.3,learned_unc_crit,pooled,506.03462120121617,0.0,703.3057591408106,441.00440110880066,334.65579231307606,197.27113793959438,0.5351177422776677,0.7520782180453692,751,4930.0,8.36,3905.2000000000003,0.050514989741778746,50.51498974177875,2503.3333333333335
0.3,learned_all_visual,pooled,570.6824222801114,0.0,703.3057591408106,441.00440110880066,334.65579231307606,132.62333686069917,0.35975409953765813,0.5056143736949867,751,4947.0,8.36,3905.2000000000003,0.03396070287327132,33.960702873271316,2503.3333333333335
0.3,learned_all,pooled,503.89804268797167,0.0,703.3057591408106,441.00440110880066,334.65579231307606,199.40771645283888,0.540913425732165,0.7602237287254312,751,4950.0,8.36,3905.2000000000003,0.051062100904649924,51.062100904649924,2503.3333333333335
0.3,oracle,pooled,334.65579231307606,0.0,703.3057591408106,441.00440110880066,334.65579231307606,368.6499668277345,1.0,1.4054443697647436,751,4460.0,8.36,3905.2000000000003,0.09439976616504518,94.39976616504518,2503.3333333333335
0.5,random,pooled,570.4686867304476,8.395285580014184,703.3057591408106,441.00440110880066,308.6583911046192,132.8370724103629,0.3365968790603489,0.5064292209808238,1251,4744.015625,9.4,6505.2,0.020420136569261962,20.420136569261963,2502.0
0.5,lowest_confidence,pooled,555.9305159558617,0.0,703.3057591408106,441.00440110880066,308.6583911046192,147.37524318494889,0.37343526175862846,0.5618546708666449,1251,4686.0,9.4,6505.2,0.022654990343870886,22.654990343870885,2502.0
0.5,lowest_min_confidence,pooled,584.440888046306,0.0,703.3057591408106,441.00440110880066,308.6583911046192,118.86487109450457,0.3011926107248332,0.45316147802787554,1251,4812.0,9.4,6505.2,0.018272285416974815,18.272285416974814,2502.0
0.5,highest_uncertainty,pooled,575.2691225985789,0.0,703.3057591408106,441.00440110880066,308.6583911046192,128.0366365422317,0.324433017707317,0.4881279971360528,1251,4850.0,9.4,6505.2,0.019682198324760453,19.682198324760453,2502.0
0.5,highest_entropy,pooled,574.0719832946972,0.0,703.3057591408106,441.00440110880066,308.6583911046192,129.2337758461133,0.32746645819328474,0.4926919815273785,1251,4850.0,9.4,6505.2,0.01986622637983664,19.86622637983664,2502.0
0.5,scene_complexity,pooled,580.3995460131102,0.0,703.3057591408106,441.00440110880066,308.6583911046192,122.90621312770031,0.311432998373447,0.46856872587255716,1251,4821.0,9.4,6505.2,0.018893533346814904,18.893533346814905,2502.0
0.5,criticality_heuristic,pooled,562.8792946546431,0.0,703.3057591408106,441.00440110880066,308.6583911046192,140.42646448616745,0.3558276979900942,0.5353630859548602,1251,4818.0,9.4,6505.2,0.02158680201779614,21.586802017796142,2502.0
0.5,riskweighted_uncertainty,pooled,570.1129125024562,0.0,703.3057591408106,441.00440110880066,308.6583911046192,133.19284663835435,0.33749837811192457,0.5077855777708181,1251,4824.0,9.4,6505.2,0.020474827313280815,20.474827313280816,2502.0
0.5,learned_uncertainty,pooled,494.6433458824799,0.0,703.3057591408106,441.00440110880066,308.6583911046192,208.66241325833067,0.528731293196399,0.7955064160699717,1251,4440.0,9.4,6505.2,0.03207624873306442,32.076248733064425,2502.0
0.5,learned_criticality,pooled,458.7269938921801,0.0,703.3057591408106,441.00440110880066,308.6583911046192,244.57876524863048,0.6197400136371903,0.932434231693087,1251,4486.0,9.4,6505.2,0.037597424406418015,37.597424406418014,2502.0
0.5,learned_unc_crit,pooled,471.12838755191535,0.0,703.3057591408106,441.00440110880066,308.6583911046192,232.1773715888952,0.5883160268982289,0.8851550496378349,1251,4510.0,9.4,6505.2,0.03569104279482494,35.69104279482494,2502.0
0.5,learned_all_visual,pooled,516.0345359321757,0.0,703.3057591408106,441.00440110880066,308.6583911046192,187.27122320863486,0.47452799226944564,0.7139544553398053,1251,4474.0,9.4,6505.2,0.028787927075053014,28.787927075053013,2502.0
0.5,learned_all,pooled,464.2708271061414,0.0,703.3057591408106,441.00440110880066,308.6583911046192,239.03493203466917,0.6056924520341622,0.9112988732810853,1251,4479.0,9.4,6505.2,0.03674520876140152,36.74520876140152,2502.0
0.5,oracle,pooled,308.6583911046192,0.0,703.3057591408106,441.00440110880066,308.6583911046192,394.6473680361913,1.0,1.504557090352657,1251,3682.0,9.4,6505.2,0.06066644654064308,60.66644654064308,2502.0
0.1,random,per_sequence,676.5684317520344,5.777059853422852,703.3057591408106,441.00440110880066,511.67129950440744,26.73732738877618,0.1395225443247845,0.10193362165327903,250,5749.703125,7.32,1300.0,0.020567174914443216,20.567174914443218,2500.0
0.1,lowest_confidence,per_sequence,662.5350329466575,0.0,703.3057591408106,441.00440110880066,511.67129950440744,40.7707261941531,0.212752582554877,0.15543467445249617,250,5678.0,7.32,1300.0,0.03136209707242546,31.36209707242546,2500.0
0.1,lowest_min_confidence,per_sequence,690.2771550209669,0.0,703.3057591408106,441.00440110880066,511.67129950440744,13.028604119843635,0.06798675011041024,0.049670364719399174,250,5797.0,7.32,1300.0,0.01002200316911049,10.022003169110489,2500.0
0.1,highest_uncertainty,per_sequence,703.8804459539598,0.0,703.3057591408106,441.00440110880066,511.67129950440744,-0.574686813149242,-0.002998869901789176,-0.002190941051395968,250,5863.0,7.32,1300.0,-0.00044206677934557074,-0.44206677934557076,2500.0
0.1,highest_entropy,per_sequence,699.902982071746,0.0,703.3057591408106,441.00440110880066,511.67129950440744,3.402777069064541,0.017756603251423503,0.012972777169721264,250,5871.0,7.32,1300.0,0.0026175208223573393,2.6175208223573394,2500.0
0.1,scene_complexity,per_sequence,709.126252608256,0.0,703.3057591408106,441.00440110880066,511.67129950440744,-5.820493467445431,-0.03037289576461833,-0.02219010039107433,250,5897.0,7.32,1300.0,-0.004477302667265716,-4.4773026672657155,2500.0
0.1,criticality_heuristic,per_sequence,710.0363324846642,0.0,703.3057591408106,441.00440110880066,511.67129950440744,-6.730573343853621,-0.035121936611107664,-0.02565969690112034,250,5825.0,7.32,1300.0,-0.005177364110656632,-5.177364110656631,2500.0
0.1,riskweighted_uncertainty,per_sequence,707.7771204823373,0.0,703.3057591408106,441.00440110880066,511.67129950440744,-4.471361341526745,-0.02333276254182293,-0.017046657230730324,250,5804.0,7.32,1300.0,-0.003439508724251342,-3.439508724251342,2500.0
0.1,learned_uncertainty,per_sequence,626.5753664786673,0.0,703.3057591408106,441.00440110880066,511.67129950440744,76.73039266214323,0.40039976530174864,0.29252762257059856,250,5576.0,7.32,1300.0,0.059023378970879406,59.023378970879406,2500.0
0.1,learned_criticality,per_sequence,598.4179723451944,0.0,703.3057591408106,441.00440110880066,511.67129950440744,104.8877867956162,0.5473325987122808,0.3998751191475579,250,5588.0,7.32,1300.0,0.08068291291970477,80.68291291970476,2500.0
0.1,learned_unc_crit,per_sequence,591.472077624605,0.0,703.3057591408106,441.00440110880066,511.67129950440744,111.8336815162055,0.58357814000881,0.42635570915556564,250,5547.0,7.32,1300.0,0.08602590885861962,86.02590885861962,2500.0
0.1,learned_all_visual,per_sequence,632.971247179205,0.0,703.3057591408106,441.00440110880066,511.67129950440744,70.33451196160559,0.3670243446562507,0.268143910840989,250,5579.0,7.32,1300.0,0.0541034707396966,54.103470739696604,2500.0
0.1,learned_all,per_sequence,587.5258690251828,0.0,703.3057591408106,441.00440110880066,511.67129950440744,115.77989011562772,0.6041705147148495,0.4414002694621907,250,5537.0,7.32,1300.0,0.08906145393509825,89.06145393509824,2500.0
0.1,oracle,per_sequence,511.67129950440744,0.0,703.3057591408106,441.00440110880066,511.67129950440744,191.6344596364031,1.0,0.7305888962001372,250,5365.0,7.32,1300.0,0.14741112279723315,147.41112279723313,2500.0
0.2,random,per_sequence,649.6127038866405,7.761575260236211,703.3057591408106,441.00440110880066,416.51624051139976,53.693055254170076,0.18722112129750532,0.20469987520086594,500,5497.125,7.84,2600.0,0.020651175097757723,20.651175097757722,2500.0
0.2,lowest_confidence,per_sequence,633.9115276292554,0.0,703.3057591408106,441.00440110880066,416.51624051139976,69.39423151155518,0.24196920390673815,0.2645591773988706,500,5413.0,7.84,2600.0,0.02669008904290584,26.69008904290584,2500.0
0.2,lowest_min_confidence,per_sequence,659.4159888266919,0.0,703.3057591408106,441.00440110880066,416.51624051139976,43.889770314118664,0.1530382648705966,0.16732574563629438,500,5572.0,7.84,2600.0,0.01688068089004564,16.88068089004564,2500.0
0.2,highest_uncertainty,per_sequence,686.4846761594033,0.0,703.3057591408106,441.00440110880066,416.51624051139976,16.821082981407244,0.058653060480719436,0.06412884442388013,500,5677.0,7.84,2600.0,0.0064696473005412475,6.469647300541247,2500.0
0.2,highest_entropy,per_sequence,676.6207335657581,0.0,703.3057591408106,441.00440110880066,416.51624051139976,26.685025575052464,0.09304742273212165,0.10173422575950203,500,5627.0,7.84,2600.0,0.010263471375020178,10.263471375020178,2500.0
0.2,scene_complexity,per_sequence,696.3003946139736,0.0,703.3057591408106,441.00440110880066,416.51624051139976,7.005364526836956,0.02442684990830953,0.026707313219407953,500,5681.0,7.84,2600.0,0.002694370971860368,2.694370971860368,2500.0
0.2,criticality_heuristic,per_sequence,691.8551241751295,0.0,703.3057591408106,441.00440110880066,416.51624051139976,11.450634965681047,0.03992696462689611,0.043654501263709324,500,5591.0,7.84,2600.0,0.004404090371415787,4.404090371415787,2500.0
0.2,riskweighted_uncertainty,per_sequence,686.9302802787352,0.0,703.3057591408106,441.00440110880066,416.51624051139976,16.375478862075397,0.05709929337841589,0.06243001936755897,500,5566.0,7.84,2600.0,0.0062982611007982294,6.298261100798229,2500.0
0.2,learned_uncertainty,per_sequence,587.7727506882528,0.0,703.3057591408106,441.00440110880066,416.51624051139976,115.53300845255774,0.40284948001132986,0.4404590556426273,500,5257.0,7.84,2600.0,0.044435772481752976,44.43577248175298,2500.0
0.2,learned_criticality,per_sequence,534.0349529984701,0.0,703.3057591408106,441.00440110880066,416.51624051139976,169.27080614234046,0.5902266127133888,0.6453295072977988,500,5198.0,7.84,2600.0,0.06510415620859249,65.10415620859249,2500.0
0.2,learned_unc_crit,per_sequence,539.9275713923164,0.0,703.3057591408106,441.00440110880066,416.51624051139976,163.37818774849416,0.5696797725708077,0.6228644372041579,500,5202.0,7.84,2600.0,0.0628377645186516,62.837764518651596,2500.0
0.2,learned_all_visual,per_sequence,600.6271669624684,0.0,703.3057591408106,441.00440110880066,416.51624051139976,102.67859217834211,0.35802770153194935,0.3914527661950258,500,5279.0,7.84,2600.0,0.03949176622243927,39.491766222439274,2500.0
0.2,learned_all,per_sequence,533.7967009918566,0.0,703.3057591408106,441.00440110880066,416.51624051139976,169.50905814895395,0.5910573683412518,0.6462378213393312,500,5201.0,7.84,2600.0,0.06519579159575152,65.19579159575152,2500.0
0.2,oracle,per_sequence,416.51624051139976,0.0,703.3057591408106,441.00440110880066,416.51624051139976,286.7895186294108,1.0,1.0933588784333037,500,4891.0,7.84,2600.0,0.11030366101131184,110.30366101131183,2500.0
0.3,random,per_sequence,623.2081953698741,8.113576619912351,703.3057591408106,441.00440110880066,356.8047505605812,80.0975637709364,0.2311611273488992,0.30536465526481077,751,5246.484375,8.36,3905.2000000000003,0.0205104895449494,20.5104895449494,2503.3333333333335
0.3,lowest_confidence,per_sequence,605.2069910672035,0.0,703.3057591408106,441.00440110880066,356.8047505605812,98.09876807360706,0.2831125036996628,0.3739926045736889,751,5167.0,8.36,3905.2000000000003,0.02512003689276018,25.12003689276018,2503.3333333333335
0.3,lowest_min_confidence,per_sequence,637.9922470969984,0.0,703.3057591408106,441.00440110880066,356.8047505605812,65.31351204381212,0.18849443559033494,0.24900180667704208,751,5337.0,8.36,3905.2000000000003,0.01672475469727853,16.72475469727853,2503.3333333333335
0.3,highest_uncertainty,per_sequence,664.2132107873267,0.0,703.3057591408106,441.00440110880066,356.8047505605812,39.092548353483835,0.11282087897424486,0.14903677452067626,751,5431.0,8.36,3905.2000000000003,0.010010383169487819,10.010383169487818,2503.3333333333335
0.3,highest_entropy,per_sequence,640.9300361613431,0.0,703.3057591408106,441.00440110880066,356.8047505605812,62.37572297946747,0.18001599255092762,0.23780175385845873,751,5372.0,8.36,3905.2000000000003,0.015972478484960428,15.972478484960428,2503.3333333333335
0.3,scene_complexity,per_sequence,668.8680991853034,0.0,703.3057591408106,441.00440110880066,356.8047505605812,34.437659955507115,0.09938689672683412,0.1312904371288254,751,5417.0,8.36,3905.2000000000003,0.008818411337577362,8.818411337577363,2503.3333333333335
0.3,criticality_heuristic,per_sequence,662.4845072518887,0.0,703.3057591408106,441.00440110880066,356.8047505605812,40.82125188892189,0.11780990784466962,0.1556272990547776,751,5314.0,8.36,3905.2000000000003,0.010453050263474825,10.453050263474825,2503.3333333333335
0.3,riskweighted_uncertainty,per_sequence,648.6970117719666,0.0,703.3057591408106,441.00440110880066,356.8047505605812,54.60874736884398,0.1576005437692681,0.20819086785734373,751,5285.0,8.36,3905.2000000000003,0.013983598117598068,13.983598117598069,2503.3333333333335
0.3,learned_uncertainty,per_sequence,552.9844143224657,0.0,703.3057591408106,441.00440110880066,356.8047505605812,150.32134481834487,0.4338265722061795,0.5730864145964523,751,4947.0,8.36,3905.2000000000003,0.03849261108735656,38.492611087356565,2503.3333333333335
0.3,learned_criticality,per_sequence,497.09428197303,0.0,703.3057591408106,441.00440110880066,356.8047505605812,206.21147716778057,0.5951251859633017,0.7861624458025703,751,4915.0,8.36,3905.2000000000003,0.05280433195938251,52.80433195938251,2503.3333333333335
0.3,learned_unc_crit,per_sequence,513.5774949809005,0.0,703.3057591408106,441.00440110880066,356.8047505605812,189.72826415991005,0.547554724118444,0.723321699831827,751,4900.0,8.36,3905.2000000000003,0.048583494868357585,48.58349486835758,2503.3333333333335
0.3,learned_all_visual,per_sequence,562.6747437714803,0.0,703.3057591408106,441.00440110880066,356.8047505605812,140.63101536933027,0.4058603348531621,0.5361429175375005,751,4973.0,8.36,3905.2000000000003,0.03601121975041746,36.01121975041746,2503.3333333333335
0.3,learned_all,per_sequence,503.5056269435531,0.0,703.3057591408106,441.00440110880066,356.8047505605812,199.80013219725743,0.5766220797334142,0.7617197779543133,751,4924.0,8.36,3905.2000000000003,0.051162586345707625,51.16258634570762,2503.3333333333335
0.3,oracle,per_sequence,356.8047505605812,0.0,703.3057591408106,441.00440110880066,356.8047505605812,346.5010085802293,1.0,1.3210034869051046,751,4463.0,8.36,3905.2000000000003,0.08872810831205298,88.72810831205298,2503.3333333333335
0.5,random,per_sequence,570.4533920343504,8.514677055978588,703.3057591408106,441.00440110880066,309.42014264155836,132.85236710646018,0.3372866678585924,0.506487530614491,1251,4746.75,9.4,6505.2,0.02042248771851137,20.42248771851137,2502.0
0.5,lowest_confidence,per_sequence,553.9661569306514,0.0,703.3057591408106,441.00440110880066,309.42014264155836,149.33960221015911,0.37914459415260887,0.569343610458679,1251,4681.0,9.4,6505.2,0.022956957850667023,22.956957850667024,2502.0
0.5,lowest_min_confidence,per_sequence,593.7168469613207,0.0,703.3057591408106,441.00440110880066,309.42014264155836,109.58891217948985,0.27822521968049047,0.4177977308303383,1251,4849.0,9.4,6505.2,0.016846355558551598,16.846355558551597,2502.0
0.5,highest_uncertainty,per_sequence,598.3487322862884,0.0,703.3057591408106,441.00440110880066,309.42014264155836,104.95702685452216,0.2664657516244222,0.40013909055596175,1251,4907.0,9.4,6505.2,0.01613432743874472,16.134327438744723,2502.0
0.5,highest_entropy,per_sequence,593.2925128450534,0.0,703.3057591408106,441.00440110880066,309.42014264155836,110.0132462957572,0.27930252257882604,0.41941546594025547,1251,4889.0,9.4,6505.2,0.016911585546294843,16.91158554629484,2502.0
0.5,scene_complexity,per_sequence,595.6673332984051,0.0,703.3057591408106,441.00440110880066,309.42014264155836,107.63842584240547,0.273273309137476,0.41036167959629793,1251,4850.0,9.4,6505.2,0.016546520605424195,16.546520605424195,2502.0
0.5,criticality_heuristic,per_sequence,581.8780157096801,0.0,703.3057591408106,441.00440110880066,309.42014264155836,121.42774343113047,0.3082817405477943,0.46293219502245986,1251,4768.0,9.4,6505.2,0.018666258290464623,18.666258290464622,2502.0
0.5,riskweighted_uncertainty,per_sequence,591.7650181846252,0.0,703.3057591408106,441.00440110880066,309.42014264155836,111.54074095618535,0.283180538420085,0.42523889999293674,1251,4769.0,9.4,6505.2,0.01714639687575868,17.14639687575868,2502.0
0.5,learned_uncertainty,per_sequence,496.10684217863815,0.0,703.3057591408106,441.00440110880066,309.42014264155836,207.1989169621724,0.52603829203945,0.789926969943049,1251,4446.0,9.4,6505.2,0.03185127543537054,31.851275435370535,2502.0
0.5,learned_criticality,per_sequence,453.1979714249542,0.0,703.3057591408106,441.00440110880066,309.42014264155836,250.10778771585638,0.6349756813634021,0.953513125484217,1251,4431.0,9.4,6505.2,0.038447363296417694,38.44736329641769,2502.0
0.5,learned_unc_crit,per_sequence,465.88656519720416,0.0,703.3057591408106,441.00440110880066,309.42014264155836,237.4191939436064,0.6027617765119817,0.9051390191987988,1251,4436.0,9.4,6505.2,0.03649683237158064,36.49683237158064,2502.0
0.5,learned_all_visual,per_sequence,512.1491286029544,0.0,703.3057591408106,441.00440110880066,309.42014264155836,191.15663053785613,0.48531000506391697,0.7287672163501661,1251,4474.0,9.4,6505.2,0.02938520422705776,29.38520422705776,2502.0
0.5,learned_all,per_sequence,466.7717682851594,0.0,703.3057591408106,441.00440110880066,309.42014264155836,236.53399085565115,0.6005144157278468,0.9017642631754342,1251,4414.0,9.4,6505.2,0.03636075614210957,36.360756142109565,2502.0
0.5,oracle,per_sequence,309.42014264155836,0.0,703.3057591408106,441.00440110880066,309.42014264155836,393.8856164992522,1.0,1.501652982106118,1251,3725.0,9.4,6505.2,0.060549347675590635,60.54934767559064,2502.0
