sample_token,tip_cheap,tip_full,G_TIP
00efc10ef0e3438480dc7ac6d0df60b2,-0.006301334127783775,-0.006301334127783775,0.0
00fd7d81fe4a4ea684e14ed50d5a37b8,-0.004506747238337994,-0.003193533979356289,-0.0013132132589817047
0170ade2cf354eec9044a5993ba1c7ee,-0.0010135609190911055,-0.0010135609190911055,0.0
0199de548b04496da4b8bef9c6951ab9,-0.03044161945581436,-0.01105213537812233,-0.019389484077692032
01d0f2b18e56473d872fc2f36e99d908,-0.0015399158000946045,-0.0015399158000946045,0.0
021f100a552c4ad894918f998d0eb4b0,-0.0005690730758942664,-0.0005690730758942664,0.0
022185f5d8fe463590f4963c820513a6,-0.12684081494808197,-0.08538471907377243,-0.04145609587430954
023c4df2d451409881d8e6ea82f14704,-0.02079131454229355,-0.010634209029376507,-0.010157105512917042
02663984599f4982809698103440bc6a,-0.007148558273911476,-0.007148558273911476,0.0
02b77820e04f4624aa31597716f9f886,-0.004330985248088837,-0.004330985248088837,0.0
03298f08b51b40f2bf78400cb92975aa,-0.0031896745786070824,-0.0031896745786070824,0.0
035db40dd3384262bf0adc563d86bd3a,-0.003819636069238186,-0.003819636069238186,0.0
03fccaffb14a45b398aae06a636e51b1,-0.003968990407884121,-0.003968990407884121,0.0
0503c1c5e89b423f964322fa046b2824,-0.0002623830223456025,-0.0002623830223456025,0.0
0535c443366c403288dcf15cb56fc4d6,-0.005312236025929451,-0.005312236025929451,0.0
056f20ab990f40cd875233deeeb11d5c,-0.003094135317951441,-0.0028792181983590126,-0.0002149171195924282
057db3b976d2449781b5e281b11db22c,-0.03305869922041893,-0.03305869922041893,0.0
058a48f541de490f83c729817bb3a724,-0.04456841200590134,-0.04456841200590134,0.0
05e3ef4be3694a318f401f275ccd3390,-0.04274297133088112,-0.015308914706110954,-0.027434056624770164
06cb58f2250844178023fce182fee869,-0.002378828590735793,-0.002378828590735793,0.0
071d9eda004d43b8975015fc4c66695a,-0.002647081855684519,-0.002647081855684519,0.0
075b7e583bec42a8ad2d9a902606bec5,-0.06828456372022629,-0.0686187893152237,0.000334225594997406
0766b067db7e4c44be9b6a9d6d4ca9c1,-0.0009908754145726562,-0.0009908754145726562,0.0
07900d5585594008b24500c059f30677,-0.0014733710559085011,-0.0014733710559085011,0.0
080571d24642475e9b895fe72fa0ccfc,3.92901711165905e-10,3.92901711165905e-10,0.0
0874cd8e6c714fbdb6a970cfc8d477c5,-0.014847394078969955,-0.006329478230327368,-0.008517915848642588
0982b4c9783041e0af7db20da8cddd1c,-0.01041357684880495,-0.01041357684880495,0.0
0a910d54005c4c2ca577180762860017,-0.04565659910440445,-0.04565659910440445,0.0
0be6cd38d36d463fbb5eb4207047aeb5,-0.003103699069470167,-0.0029829116538167,-0.00012078741565346718
0c52a1e71f6642f9aa24710e8826f225,-0.0027958890423178673,-0.002699037315323949,-9.685172699391842e-05
0cd661df01aa40c3bb3a773ba86f753a,-0.023751605302095413,-0.030464567244052887,0.006712961941957474
0d50b5bbfe7446319e709b2be6a9f306,-0.03505785018205643,-0.03505785018205643,0.0
0d5f3abf3f73428fb363ba873b09af3a,-0.010249503888189793,-0.010249503888189793,0.0
0e9f2062b7bb42979dd8f309b044bc62,-0.008866275660693645,-0.008557306602597237,-0.00030896905809640884
10559e4431f3420b919aef01bd9681fd,-0.020897865295410156,-0.020897865295410156,0.0
10a9b869e81c48f6a401e5bf985d98d5,-0.005213531665503979,-0.005213531665503979,0.0
10e1b1d85b45424c8ba1a65ecdad7507,-0.016037119552493095,-0.01512287650257349,-0.0009142430499196053
11400db8e2114dd7b57574202ad5dff8,-0.037208255380392075,-0.009159140288829803,-0.02804911509156227
11eeb4453b844cca84a5e5a6d6e54558,-0.007406053598970175,-0.0076697575859725475,0.00026370398700237274
1299fa6151d54cffabb2042092ed946b,-0.015688909217715263,-0.01735624670982361,0.001667337492108345
12e97a45b04f4f77bc0f921e7a29db4f,-0.0025753406807780266,-0.0031764896120876074,0.0006011489313095808
133e49dcd0ae48ec99f1d9af8817cd3c,-0.027860987931489944,-0.02855398692190647,0.0006929989904165268
13478b4305e74bf7a8f477bdf83300bc,-0.00910395011305809,-0.00910395011305809,0.0
14b6236609b440faa461db2880d53626,-0.005440795328468084,-0.011686756275594234,0.00624596094712615
14cfbc93523b417b977e6c1dcdbcb370,-0.03337476775050163,-0.03469529002904892,0.001320522278547287
15a9394391874187a22c9bc977d1dca1,-0.0035136700607836246,-0.0035136700607836246,0.0
16e8481c9b204778902892a483a6dc01,-0.002265476156026125,-0.002568027935922146,0.0003025517798960209
16feed9c3ea34bdead251d7c4116e48d,-0.0705803781747818,-0.0705803781747818,0.0
171c637d2681463fad3bf01068fab647,1.3096723705530167e-09,1.3096723705530167e-09,0.0
178b909fda4148d3aed88c3ef1100680,-0.011979653500020504,-0.00872566644102335,-0.0032539870589971542
17ada19142c74efcb26c874df31daf2c,-0.0035637952387332916,-0.0035637952387332916,0.0
17d2a758f5294a5aa6e1b22f18d2fb95,-0.014091669581830502,-0.01284096296876669,-0.0012507066130638123
17e5200d6b3b46389d085288b6e8e20b,-0.01987328939139843,-0.01987328939139843,0.0
18809bbf10f14be2a76e29805a9ebf35,-0.013310070149600506,-0.013310070149600506,0.0
1884894a0bd844908f63eaabb34d9846,-0.12024091929197311,-0.11962085217237473,-0.0006200671195983887
18d8bc7ee6f5445a9ba253b4f4efb2bb,-0.009583187289536,-0.009583187289536,0.0
