dataset,detector,cheap_mode,full_mode,geometry,n_frames,n_seqs,JB_all_cheap,JB_all_full,JB_oracle_at_20pct,oracle_reduction_frac,all_full_reduction_frac,frames_dJB_nonzero,frames_dJB_pos,frames_dJB_neg,plan_change_rate,collision_rate_cheap,collision_rate_full
KITTI,YOLOv8s,cheap_320,full_640,mono,8008,21,2577.8505543002257,2230.477834922458,1925.0502196099658,0.2532343597658503,0.13475285400012812,1246,789,457,0.10127372627372627,0.007367632367632368,0.00536963036963037
KITTI,YOLOv8s,cheap_320,full_640,oracle,8008,21,1559.5652251891722,1536.918158034129,1529.3427063281124,0.01937881043570582,0.014521397880166388,169,110,59,0.012612387612387612,0.00012487512487512488,0.0
KITTI,YOLOv8s,cheap_384,full_640,mono,8008,21,2457.976061640717,2230.477834922458,1870.7152437118184,0.23892047896385848,0.0925551026588934,1198,771,427,0.09565434565434565,0.006618381618381618,0.00536963036963037
KITTI,YOLOv8s,cheap_512,full_640,mono,8008,21,2372.374728999543,2230.477834922458,1843.2897407040512,0.22301914694505828,0.059812175683107455,1003,585,418,0.07917082917082917,0.006243756243756244,0.00536963036963037
KITTI,RT-DETR-l,rt_cheap_320,rt_full_640,mono,8008,21,2602.690757905755,2203.9391425271724,1878.2397339898935,0.2783469460270372,0.15320745046923542,1591,1161,430,0.13573926073926074,0.006493506493506494,0.00487012987012987
KITTI,RT-DETR-l,rt_mid_480,rt_full_640,mono,8008,21,2376.667524667213,2203.9391425271724,1867.8588167813432,0.21408493304384865,0.07267671239132469,1304,885,419,0.10726773226773227,0.005619380619380619,0.00487012987012987
