config,task,n,act_diff,improved_same_action,corr_dE_dJ,corr_crit_dJ,eta_E@20,eta_crit@20,eta_unc@20,eta_speed@20,eta_E@20_nonempty,eta_E@20_speedstrat,oracle_gap@20
nuScenes mini,longitudinal,404,0.11138613861386139,1.0,-0.07626791512623123,0.032844294311032564,0.18535546130427125,0.07542673586382784,0.07966610175503522,0.2095586729121724,0.21578047002262796,0.07490459520076086,0.8146445386957287
nuScenes mini,lateral,404,0.0297029702970297,1.0,0.00042727819592612283,0.1022246990738448,0.24467795925222038,0.24467795925222038,0.04118173583990939,-0.3367600331147244,0.24467795925222194,-0.004039647140605234,0.7553220407477796
nuScenes mini oracle range,longitudinal,404,0.11138613861386139,1.0,-0.07626791512623123,0.032844294311032564,0.18535546130427125,0.07542673586382784,0.07966610175503522,0.2095586729121724,0.21578047002262796,0.07490459520076086,0.8146445386957287
nuScenes mini oracle range,lateral,404,0.0297029702970297,1.0,0.00042727819592612283,0.1022246990738448,0.24467795925222038,0.24467795925222038,0.04118173583990939,-0.3367600331147244,0.24467795925222194,-0.004039647140605234,0.7553220407477796
