scenario,log,iteration,planner,n_tracks,n_tracks_reference,collision_reference,min_clearance_reference,log_deviation_mean_reference,log_deviation_final_reference,ok_reference,n_tracks_cheap,collision_cheap,min_clearance_cheap,log_deviation_mean_cheap,log_deviation_final_cheap,ok_cheap,n_tracks_full,collision_full,min_clearance_full,log_deviation_mean_full,log_deviation_final_full,ok_full
00009841879a5bb9,2021.06.09.12.39.51_veh-26_05620_06003,295,idm,321,321,0.0,5.730969119355301,12.19605666737268,2.4657011188989,1,307,0.0,5.730969119355301,12.19605666737268,2.4657011188989,1,314,0.0,5.730969119355301,12.19605666737268,2.4657011188989,1
00009841879a5bb9,2021.06.09.12.39.51_veh-26_05620_06003,309,idm,331,331,0.0,6.88186000506342,8.857030031525529,4.583142733396878,1,317,0.0,6.88186000506342,8.857030031525529,4.583142733396878,1,323,0.0,6.88186000506342,8.857030031525529,4.583142733396878,1
043c7c1fabd85c6e,2021.08.30.14.54.34_veh-40_00439_00835,4,idm,37,37,0.0,0.09081655092156354,0.8135589384279791,1.243294431478496,1,35,0.0,0.09081655092156354,0.8135589384279791,1.243294431478496,1,36,0.0,0.09081655092156354,0.8135589384279791,1.243294431478496,1
043c7c1fabd85c6e,2021.08.30.14.54.34_veh-40_00439_00835,17,idm,33,33,0.0,0.09571706334549102,0.8007190681003075,1.219515185348828,1,31,0.0,0.09571706334549102,0.8007190681003075,1.219515185348828,1,33,0.0,0.09571706334549102,0.8007190681003075,1.219515185348828,1
043c7c1fabd85c6e,2021.08.30.14.54.34_veh-40_00439_00835,30,idm,32,32,0.0,0.10568826890139706,0.7976825465790744,1.2142826877985695,1,31,0.0,0.10568826890139706,0.7976825465790744,1.2142826877985695,1,32,0.0,0.10568826890139706,0.7976825465790744,1.2142826877985695,1
043c7c1fabd85c6e,2021.08.30.14.54.34_veh-40_00439_00835,43,idm,32,32,0.0,0.09947260793151821,0.7867566957421095,1.19320203282041,1,32,0.0,0.09947260793151821,0.7867566957421095,1.19320203282041,1,32,0.0,0.09947260793151821,0.7867566957421095,1.19320203282041,1
043c7c1fabd85c6e,2021.08.30.14.54.34_veh-40_00439_00835,57,idm,32,32,0.0,0.09963315698748473,0.7996349279439514,1.2181152253862404,1,31,0.0,0.09963315698748473,0.7996349279439514,1.2181152253862404,1,32,0.0,0.09963315698748473,0.7996349279439514,1.2181152253862404,1
043c7c1fabd85c6e,2021.08.30.14.54.34_veh-40_00439_00835,70,idm,33,33,0.0,0.09118272583903933,0.811472422702792,1.2400018089335791,1,33,0.0,0.09118272583903933,0.811472422702792,1.2400018089335791,1,32,0.0,0.09118272583903933,0.811472422702792,1.2400018089335791,1
043c7c1fabd85c6e,2021.08.30.14.54.34_veh-40_00439_00835,83,idm,30,30,0.0,0.09114543090757105,0.8023775520130259,1.2233279190357167,1,29,0.0,0.09114543090757105,0.8023775520130259,1.2233279190357167,1,29,0.0,0.09114543090757105,0.8023775520130259,1.2233279190357167,1
043c7c1fabd85c6e,2021.08.30.14.54.34_veh-40_00439_00835,97,idm,32,32,0.0,0.10677290442185329,0.808245329783158,1.2343215757079173,1,31,0.0,0.10677290442185329,0.808245329783158,1.2343215757079173,1,31,0.0,0.10677290442185329,0.808245329783158,1.2343215757079173,1
043c7c1fabd85c6e,2021.08.30.14.54.34_veh-40_00439_00835,110,idm,33,33,0.0,0.09782575969495264,0.7773869312283759,1.1766567211142962,1,31,0.0,0.09782575969495264,0.7773869312283759,1.1766567211142962,1,32,0.0,0.09782575969495264,0.7773869312283759,1.1766567211142962,1
043c7c1fabd85c6e,2021.08.30.14.54.34_veh-40_00439_00835,123,idm,32,32,0.0,0.09721199944224454,0.8135838929265093,1.2448457114376887,1,31,0.0,0.09721199944224454,0.8135838929265093,1.2448457114376887,1,31,0.0,0.09721199944224454,0.8135838929265093,1.2448457114376887,1
043c7c1fabd85c6e,2021.08.30.14.54.34_veh-40_00439_00835,137,idm,33,33,0.0,0.0987151398719852,0.8002667033158315,1.2194272583405636,1,32,0.0,0.0987151398719852,0.8002667033158315,1.2194272583405636,1,33,0.0,0.0987151398719852,0.8002667033158315,1.2194272583405636,1
043c7c1fabd85c6e,2021.08.30.14.54.34_veh-40_00439_00835,150,idm,35,35,0.0,0.0949160771903264,0.8126584740854891,1.2432507198178593,1,33,0.0,0.0949160771903264,0.8126584740854891,1.2432507198178593,1,33,0.0,0.0949160771903264,0.8126584740854891,1.2432507198178593,1
043c7c1fabd85c6e,2021.08.30.14.54.34_veh-40_00439_00835,163,idm,36,36,0.0,0.10239195026209248,0.81117118637618,1.2401686118114879,1,34,0.0,0.10239195026209248,0.81117118637618,1.2401686118114879,1,35,0.0,0.10239195026209248,0.81117118637618,1.2401686118114879,1
043c7c1fabd85c6e,2021.08.30.14.54.34_veh-40_00439_00835,176,idm,38,38,0.0,0.09473693126078665,0.7974747091199387,1.2144101997911123,1,36,0.0,0.09473693126078665,0.7974747091199387,1.2144101997911123,1,36,0.0,0.09473693126078665,0.7974747091199387,1.2144101997911123,1
043c7c1fabd85c6e,2021.08.30.14.54.34_veh-40_00439_00835,190,idm,34,34,0.0,0.09687204543163451,0.8071251605951391,1.2327439718270237,1,32,0.0,0.09687204543163451,0.8071251605951391,1.2327439718270237,1,34,0.0,0.09687204543163451,0.8071251605951391,1.2327439718270237,1
043c7c1fabd85c6e,2021.08.30.14.54.34_veh-40_00439_00835,203,idm,34,34,0.0,0.10010092976283873,0.7833651849637921,1.187656774205699,1,33,0.0,0.10010092976283873,0.7833651849637921,1.187656774205699,1,34,0.0,0.10010092976283873,0.7833651849637921,1.187656774205699,1
043c7c1fabd85c6e,2021.08.30.14.54.34_veh-40_00439_00835,216,idm,31,31,0.0,0.09908415109981349,0.8133254438999599,1.2444955356231302,1,30,0.0,0.09908415109981349,0.8133254438999599,1.2444955356231302,1,30,0.0,0.09908415109981349,0.8133254438999599,1.2444955356231302,1
043c7c1fabd85c6e,2021.08.30.14.54.34_veh-40_00439_00835,230,idm,32,32,0.0,0.11345741845040677,0.8030161791108658,1.2249852084775257,1,31,0.0,0.11345741845040677,0.8030161791108658,1.2249852084775257,1,31,0.0,0.11345741845040677,0.8030161791108658,1.2249852084775257,1
043c7c1fabd85c6e,2021.08.30.14.54.34_veh-40_00439_00835,243,idm,30,30,0.0,0.10950593398374257,0.8085141358760881,1.2355365908740887,1,29,0.0,0.10950593398374257,0.8085141358760881,1.2355365908740887,1,29,0.0,0.10950593398374257,0.8085141358760881,1.2355365908740887,1
043c7c1fabd85c6e,2021.08.30.14.54.34_veh-40_00439_00835,256,idm,33,33,0.0,0.09578498608885391,0.8015545588328573,1.221450649009614,1,31,1.0,0.0,2.612905592180544,6.814791357338272,1,32,0.0,0.09578498608885391,0.8015545588328573,1.221450649009614,1
043c7c1fabd85c6e,2021.08.30.14.54.34_veh-40_00439_00835,270,idm,35,35,0.0,0.09133544832059341,0.7857728617141417,1.1929307852038968,1,34,0.0,0.09133544832059341,0.7857728617141417,1.1929307852038968,1,34,0.0,0.09133544832059341,0.7857728617141417,1.1929307852038968,1
043c7c1fabd85c6e,2021.08.30.14.54.34_veh-40_00439_00835,283,idm,32,32,0.0,0.08422869355483537,0.7894127551058633,1.1992395682279682,1,30,1.0,0.0,2.6107975573962037,6.810480567965319,1,31,0.0,0.08422869355483537,0.7894127551058633,1.1992395682279682,1
043c7c1fabd85c6e,2021.08.30.14.54.34_veh-40_00439_00835,296,idm,31,31,0.0,0.09704782985299854,0.7915908391167836,1.2039034594800022,1,30,0.0,0.09704782985299854,0.7915908391167836,1.2039034594800022,1,30,0.0,0.09704782985299854,0.7915908391167836,1.2039034594800022,1
043c7c1fabd85c6e,2021.08.30.14.54.34_veh-40_00439_00835,310,idm,30,30,0.0,0.09616710925534122,0.7997714722133635,1.218863118563867,1,28,0.0,0.09616710925534122,0.7997714722133635,1.218863118563867,1,30,0.0,0.09616710925534122,0.7997714722133635,1.218863118563867,1
087f4978523b5cdd,2021.06.09.17.37.09_veh-12_00404_00864,4,idm,262,262,0.0,0.9110723918469182,0.589097906784159,0.8810672327829456,1,241,0.0,0.9110723918469182,0.589097906784159,0.8810672327829456,1,248,0.0,0.9110723918469182,0.589097906784159,0.8810672327829456,1
087f4978523b5cdd,2021.06.09.17.37.09_veh-12_00404_00864,17,idm,260,260,0.0,1.2504182437760198,0.5890566682107113,0.8810428223244899,1,245,0.0,1.2504182437760198,0.5890566682107113,0.8810428223244899,1,250,0.0,1.2504182437760198,0.5890566682107113,0.8810428223244899,1
087f4978523b5cdd,2021.06.09.17.37.09_veh-12_00404_00864,30,idm,253,253,0.0,1.2568640894236203,0.5891256607318781,0.8810182384353263,1,240,0.0,1.2568640894236203,0.5891256607318781,0.8810182384353263,1,247,0.0,1.2568640894236203,0.5891256607318781,0.8810182384353263,1
087f4978523b5cdd,2021.06.09.17.37.09_veh-12_00404_00864,43,idm,248,248,0.0,1.2476785760977533,0.5889658551977568,0.8809797071518117,1,234,0.0,1.2476785760977533,0.5889658551977568,0.8809797071518117,1,241,0.0,1.2476785760977533,0.5889658551977568,0.8809797071518117,1
087f4978523b5cdd,2021.06.09.17.37.09_veh-12_00404_00864,57,idm,251,251,0.0,1.240843007817622,0.5893437280855454,0.8809562130903718,1,239,0.0,1.240843007817622,0.5893437280855454,0.8809562130903718,1,246,0.0,1.240843007817622,0.5893437280855454,0.8809562130903718,1
087f4978523b5cdd,2021.06.09.17.37.09_veh-12_00404_00864,70,idm,250,250,0.0,1.242116765350527,0.5887249666381217,0.8809533064769619,1,239,0.0,1.242116765350527,0.5887249666381217,0.8809533064769619,1,243,0.0,1.242116765350527,0.5887249666381217,0.8809533064769619,1
087f4978523b5cdd,2021.06.09.17.37.09_veh-12_00404_00864,83,idm,249,249,0.0,1.2192526266511632,0.5891519642494418,0.8810542365882399,1,238,0.0,1.2192526266511632,0.5891519642494418,0.8810542365882399,1,240,0.0,1.2192526266511632,0.5891519642494418,0.8810542365882399,1
087f4978523b5cdd,2021.06.09.17.37.09_veh-12_00404_00864,97,idm,244,244,0.0,1.2296195358188913,0.5889746333230738,0.8810970103490514,1,235,0.0,1.2296195358188913,0.5889746333230738,0.8810970103490514,1,239,0.0,1.2296195358188913,0.5889746333230738,0.8810970103490514,1
087f4978523b5cdd,2021.06.09.17.37.09_veh-12_00404_00864,110,idm,246,246,0.0,1.22877238571134,0.5891952735876749,0.8810978459652646,1,236,0.0,1.22877238571134,0.5891952735876749,0.8810978459652646,1,240,0.0,1.22877238571134,0.5891952735876749,0.8810978459652646,1
087f4978523b5cdd,2021.06.09.17.37.09_veh-12_00404_00864,123,idm,245,245,0.0,1.2342834256233013,0.5888723115945743,0.8810525736985174,1,236,0.0,1.2342834256233013,0.5888723115945743,0.8810525736985174,1,239,0.0,1.2342834256233013,0.5888723115945743,0.8810525736985174,1
087f4978523b5cdd,2021.06.09.17.37.09_veh-12_00404_00864,137,idm,248,248,0.0,1.2439078328158486,0.5890846913881254,0.8810731892469468,1,237,0.0,1.2439078328158486,0.5890846913881254,0.8810731892469468,1,240,0.0,1.2439078328158486,0.5890846913881254,0.8810731892469468,1
087f4978523b5cdd,2021.06.09.17.37.09_veh-12_00404_00864,150,idm,258,258,0.0,0.334431440871701,0.5892363046814539,0.8809469217522127,1,244,0.0,0.334431440871701,0.5892363046814539,0.8809469217522127,1,246,0.0,0.334431440871701,0.5892363046814539,0.8809469217522127,1
087f4978523b5cdd,2021.06.09.17.37.09_veh-12_00404_00864,163,idm,256,256,0.0,0.278877561801133,0.5889830218559102,0.8809894152210274,1,244,0.0,0.278877561801133,0.5889830218559102,0.8809894152210274,1,247,0.0,0.278877561801133,0.5889830218559102,0.8809894152210274,1
087f4978523b5cdd,2021.06.09.17.37.09_veh-12_00404_00864,176,idm,257,257,0.0,0.2784782055952161,0.5892601970482011,0.8810948369393281,1,242,0.0,0.2784782055952161,0.5892601970482011,0.8810948369393281,1,247,0.0,0.2784782055952161,0.5892601970482011,0.8810948369393281,1
087f4978523b5cdd,2021.06.09.17.37.09_veh-12_00404_00864,190,idm,248,248,0.0,0.38582937790798744,0.5889363528527516,0.8810825104317487,1,234,0.0,0.38582937790798744,0.5889363528527516,0.8810825104317487,1,239,0.0,0.38582937790798744,0.5889363528527516,0.8810825104317487,1
087f4978523b5cdd,2021.06.09.17.37.09_veh-12_00404_00864,203,idm,249,249,0.0,0.49227859894600884,0.5890153528665368,0.8811324047545852,1,236,0.0,0.49227859894600884,0.5890153528665368,0.8811324047545852,1,238,0.0,0.49227859894600884,0.5890153528665368,0.8811324047545852,1
087f4978523b5cdd,2021.06.09.17.37.09_veh-12_00404_00864,216,idm,244,244,0.0,0.6911260090282338,0.5892063161041157,0.8811389061683078,1,231,0.0,0.6911260090282338,0.5892063161041157,0.8811389061683078,1,236,0.0,0.6911260090282338,0.5892063161041157,0.8811389061683078,1
087f4978523b5cdd,2021.06.09.17.37.09_veh-12_00404_00864,230,idm,244,244,0.0,1.1476659319650429,0.5891982874686801,0.8810885872247524,1,231,0.0,1.1476659319650429,0.5891982874686801,0.8810885872247524,1,235,0.0,1.1476659319650429,0.5891982874686801,0.8810885872247524,1
087f4978523b5cdd,2021.06.09.17.37.09_veh-12_00404_00864,243,idm,246,246,0.0,1.2332174960036282,0.5891525485115998,0.8811068058840188,1,232,0.0,1.2332174960036282,0.5891525485115998,0.8811068058840188,1,233,0.0,1.2332174960036282,0.5891525485115998,0.8811068058840188,1
087f4978523b5cdd,2021.06.09.17.37.09_veh-12_00404_00864,256,idm,252,252,0.0,1.2425428444524518,0.5891729073125184,0.8810266709080451,1,240,0.0,1.2425428444524518,0.5891729073125184,0.8810266709080451,1,244,0.0,1.2425428444524518,0.5891729073125184,0.8810266709080451,1
087f4978523b5cdd,2021.06.09.17.37.09_veh-12_00404_00864,270,idm,251,251,0.0,1.2472747356763405,0.5891460995246568,0.8810774008012282,1,237,0.0,1.2472747356763405,0.5891460995246568,0.8810774008012282,1,242,0.0,1.2472747356763405,0.5891460995246568,0.8810774008012282,1
087f4978523b5cdd,2021.06.09.17.37.09_veh-12_00404_00864,283,idm,249,249,0.0,1.222923888931336,0.589231598972668,0.8811492524860364,1,235,0.0,1.222923888931336,0.589231598972668,0.8811492524860364,1,239,0.0,1.222923888931336,0.589231598972668,0.8811492524860364,1
087f4978523b5cdd,2021.06.09.17.37.09_veh-12_00404_00864,296,idm,251,251,0.0,1.2143603886247685,0.5888936915273221,0.8810699701007781,1,238,0.0,1.2143603886247685,0.5888936915273221,0.8810699701007781,1,243,0.0,1.2143603886247685,0.5888936915273221,0.8810699701007781,1
087f4978523b5cdd,2021.06.09.17.37.09_veh-12_00404_00864,310,idm,248,248,0.0,1.2087533386880558,0.5892905604823485,0.8810741517189445,1,232,0.0,1.2087533386880558,0.5892905604823485,0.8810741517189445,1,239,0.0,1.2087533386880558,0.5892905604823485,0.8810741517189445,1
0ccc6a47285b5da5,2021.10.05.07.10.04_veh-52_01442_01802,4,idm,13,13,0.0,3.260949240131407,0.6165907303309328,1.7175113098719799,1,12,0.0,3.260949240131407,0.6165907303309328,1.7175113098719799,1,12,0.0,3.260949240131407,0.6165907303309328,1.7175113098719799,1
0ccc6a47285b5da5,2021.10.05.07.10.04_veh-52_01442_01802,17,idm,14,14,0.0,3.3314738687491867,0.8200351619051205,2.392278917158949,1,14,0.0,3.3314738687491867,0.8200351619051205,2.392278917158949,1,14,0.0,3.3314738687491867,0.8200351619051205,2.392278917158949,1
0ccc6a47285b5da5,2021.10.05.07.10.04_veh-52_01442_01802,30,idm,13,13,0.0,3.5489455209473535,1.116751181607007,3.101596434245918,1,13,0.0,3.5489455209473535,1.116751181607007,3.101596434245918,1,13,0.0,3.5489455209473535,1.116751181607007,3.101596434245918,1
0ccc6a47285b5da5,2021.10.05.07.10.04_veh-52_01442_01802,43,idm,13,13,0.0,4.690906010625123,1.5483927631798504,3.909469307531891,1,13,0.0,4.690906010625123,1.5483927631798504,3.909469307531891,1,13,0.0,4.690906010625123,1.5483927631798504,3.909469307531891,1
0ccc6a47285b5da5,2021.10.05.07.10.04_veh-52_01442_01802,57,idm,15,15,0.0,6.585054351924517,1.8498671225864984,4.472618984811305,1,15,0.0,6.585054351924517,1.8498671225864984,4.472618984811305,1,15,0.0,6.585054351924517,1.8498671225864984,4.472618984811305,1
0ccc6a47285b5da5,2021.10.05.07.10.04_veh-52_01442_01802,70,idm,15,15,0.0,10.173850787833022,1.9433249133536172,4.70301989483894,1,15,0.0,10.173850787833022,1.9433249133536172,4.70301989483894,1,15,0.0,10.173850787833022,1.9433249133536172,4.70301989483894,1
0ccc6a47285b5da5,2021.10.05.07.10.04_veh-52_01442_01802,83,idm,13,13,0.0,14.153636537184674,2.086914074611934,5.115346522469959,1,12,0.0,14.153636537184674,2.086914074611934,5.115346522469959,1,12,0.0,14.153636537184674,2.086914074611934,5.115346522469959,1
0ccc6a47285b5da5,2021.10.05.07.10.04_veh-52_01442_01802,97,idm,14,14,0.0,18.858169736606513,2.283799095799764,5.902242355384445,1,13,0.0,18.858169736606513,2.283799095799764,5.902242355384445,1,13,0.0,18.858169736606513,2.283799095799764,5.902242355384445,1
0ccc6a47285b5da5,2021.10.05.07.10.04_veh-52_01442_01802,110,idm,12,12,0.0,23.246099323043552,2.6710624147219484,7.241604737993536,1,11,0.0,23.246099323043552,2.6710624147219484,7.241604737993536,1,12,0.0,23.246099323043552,2.6710624147219484,7.241604737993536,1
0ccc6a47285b5da5,2021.10.05.07.10.04_veh-52_01442_01802,123,idm,11,11,0.0,24.78931595595607,3.335647840271946,9.108243758683349,1,10,0.0,24.78931595595607,3.335647840271946,9.108243758683349,1,10,0.0,24.78931595595607,3.335647840271946,9.108243758683349,1
0ccc6a47285b5da5,2021.10.05.07.10.04_veh-52_01442_01802,137,idm,11,11,0.0,24.74779815841716,4.140245836972037,10.506300115854147,1,10,0.0,24.74779815841716,4.140245836972037,10.506300115854147,1,10,0.0,24.74779815841716,4.140245836972037,10.506300115854147,1
0ccc6a47285b5da5,2021.10.05.07.10.04_veh-52_01442_01802,150,idm,11,11,0.0,24.839454933557317,5.023240352253328,11.9767623093111,1,11,0.0,24.839454933557317,5.023240352253328,11.9767623093111,1,11,0.0,24.839454933557317,5.023240352253328,11.9767623093111,1
0ccc6a47285b5da5,2021.10.05.07.10.04_veh-52_01442_01802,163,idm,10,10,0.0,24.978183705793803,5.616509397963151,12.948862099385389,1,9,0.0,24.978183705793803,5.616509397963151,12.948862099385389,1,9,0.0,24.978183705793803,5.616509397963151,12.948862099385389,1
0ccc6a47285b5da5,2021.10.05.07.10.04_veh-52_01442_01802,176,idm,8,8,0.0,24.694987489256853,5.59340134439134,12.482861136962947,1,7,0.0,24.694987489256853,5.59340134439134,12.482861136962947,1,7,0.0,24.694987489256853,5.59340134439134,12.482861136962947,1
0ccc6a47285b5da5,2021.10.05.07.10.04_veh-52_01442_01802,190,idm,7,7,0.0,24.836564771454487,4.67702392633737,10.132861253677946,1,6,0.0,24.836564771454487,4.67702392633737,10.132861253677946,1,6,0.0,24.836564771454487,4.67702392633737,10.132861253677946,1
0ccc6a47285b5da5,2021.10.05.07.10.04_veh-52_01442_01802,203,idm,7,7,0.0,24.539196514568108,3.2611321524199353,7.016627511292921,1,6,0.0,24.539196514568108,3.2611321524199353,7.016627511292921,1,7,0.0,24.539196514568108,3.2611321524199353,7.016627511292921,1
0ccc6a47285b5da5,2021.10.05.07.10.04_veh-52_01442_01802,216,idm,8,8,0.0,24.686917707347174,2.186393158882776,4.658877818293828,1,7,0.0,24.686917707347174,2.186393158882776,4.658877818293828,1,7,0.0,24.686917707347174,2.186393158882776,4.658877818293828,1
0ccc6a47285b5da5,2021.10.05.07.10.04_veh-52_01442_01802,230,idm,9,9,0.0,24.67677174794256,1.2114854879535866,2.5699163635631552,1,8,0.0,24.67677174794256,1.2114854879535866,2.5699163635631552,1,7,0.0,24.67677174794256,1.2114854879535866,2.5699163635631552,1
0ccc6a47285b5da5,2021.10.05.07.10.04_veh-52_01442_01802,243,idm,8,8,0.0,24.610697663404384,0.7047503240417089,1.5250235388125368,1,7,0.0,24.610697663404384,0.7047503240417089,1.5250235388125368,1,7,0.0,24.610697663404384,0.7047503240417089,1.5250235388125368,1
0ccc6a47285b5da5,2021.10.05.07.10.04_veh-52_01442_01802,256,idm,8,8,0.0,24.85313879292251,0.6006577321192956,1.383150837288243,1,8,0.0,24.85313879292251,0.6006577321192956,1.383150837288243,1,8,0.0,24.85313879292251,0.6006577321192956,1.383150837288243,1
0ccc6a47285b5da5,2021.10.05.07.10.04_veh-52_01442_01802,270,idm,6,6,0.0,24.981657174978285,0.6086516642146498,1.5069409058995131,1,6,0.0,24.981657174978285,0.6086516642146498,1.5069409058995131,1,6,0.0,24.981657174978285,0.6086516642146498,1.5069409058995131,1
0ccc6a47285b5da5,2021.10.05.07.10.04_veh-52_01442_01802,283,idm,5,5,0.0,25.630881403956106,0.795954382852222,2.0878473139914027,1,4,0.0,25.630881403956106,0.795954382852222,2.0878473139914027,1,4,0.0,25.630881403956106,0.795954382852222,2.0878473139914027,1
0ccc6a47285b5da5,2021.10.05.07.10.04_veh-52_01442_01802,296,idm,4,4,0.0,26.80817354062515,1.0465940986101452,2.844007689886302,1,3,0.0,26.80817354062515,1.0465940986101452,2.844007689886302,1,3,0.0,26.80817354062515,1.0465940986101452,2.844007689886302,1
