cell,dataset,system,geometry,moderate_gap_kitti,scheme,split,t_cheap,t_full,n_frames,n_units,cheap_det_per_frame,cheap_precision,cheap_recall,full_det_per_frame,full_precision,full_recall,affected,harmed,harm_rate,harm_rate_lo,harm_rate_hi,rho,rho_lo,rho_hi,all_full_reduction,oracle20_reduction,exact_FN_sign_disagreement,exact_FN_n_both_nonzero,exact_FN_spearman,exact_FN_harmed_given_gain_pos,exact_FN_harmed_given_gain_pos_affected,FN_FP_sign_disagreement,FN_FP_n_both_nonzero,FN_FP_spearman,FN_FP_harmed_given_gain_pos,FN_FP_harmed_given_gain_pos_affected,E5_combined_sign_disagreement,E5_combined_n_both_nonzero,E5_combined_spearman,E5_combined_harmed_given_gain_pos,E5_combined_harmed_given_gain_pos_affected,E_risk_sign_disagreement,E_risk_n_both_nonzero,E_risk_spearman,E_risk_harmed_given_gain_pos,E_risk_harmed_given_gain_pos_affected,brake_vs_plan_both_nonzero,brake_vs_plan_opposite_sign
nuScenes mono Y8 320->640 q_plan,nuScenes,plan,mono,False,S2,test,0.25,0.4,752,24,2.074468085106383,0.6685897435897435,0.31918554631488383,2.583776595744681,0.7143592382913021,0.43016919988528823,402,210,0.5223880597014925,0.46758207070707075,0.5754905904148993,0.5789406204699955,0.314403176819727,1.1498638670675116,0.020681078220948484,0.04825440466733061,0.5026178010471204,191.0,0.033266491589811334,0.34156378600823045,0.5,0.49809885931558934,263.0,0.005445126726417479,0.34328358208955223,0.4919786096256685,0.5153061224489796,392.0,-0.0205281316770022,0.3451086956521739,0.5291666666666667,0.49044585987261147,157.0,0.03985093617306712,0.37209302325581395,0.5,71.0,41.0
nuScenes mono Y8 320->640 q_plan,nuScenes,plan,mono,False,S3,all,0.25,0.34,2655,85,2.609416195856874,0.6551674364896074,0.33239841291558353,3.4990583804143127,0.6618945102260495,0.4528663291831988,1483,755,0.5091031692515172,0.47859258315529507,0.5412050503807674,0.6742023987723592,0.49845615451692815,0.9780742455471819,0.017140547996067033,0.0513422237092634,0.5251256281407035,796.0,-0.01997102085349685,0.34392523364485983,0.5175808720112518,0.5100095328884652,1049.0,-0.014568132375324724,0.3466933867735471,0.5080763582966226,0.5102599179206566,1462.0,-0.01937997947431004,0.33782771535580525,0.5142531356898518,0.5228571428571429,700.0,-0.012593040495528203,0.3499420625724218,0.515358361774744,285.0,149.0
nuScenes mono Y8 320->640 q_plan,nuScenes,plan,mono,False,S3,test,0.25,0.34,752,24,2.074468085106383,0.6685897435897435,0.31918554631488383,2.8404255319148937,0.6807116104868914,0.45110410094637227,411,211,0.51338199513382,0.4637210206389596,0.5651212993421052,0.5100347758607696,0.26984041038045636,1.0981116580087475,0.02785244076678603,0.055708600652805425,0.5073170731707317,205.0,0.009889028870596039,0.3333333333333333,0.4972677595628415,0.5129151291512916,271.0,-0.018278543164183973,0.33460076045627374,0.5028571428571429,0.513715710723192,401.0,-0.03129835291432557,0.3342696629213483,0.5219298245614035,0.4876543209876543,162.0,0.02168906328937883,0.3492063492063492,0.48175182481751827,74.0,43.0
nuScenes mono Y8 320->640 q_plan,nuScenes,plan,mono,False,S4,all,0.3,0.45,2655,85,2.2580037664783426,0.7094245204336947,0.3118073607880695,2.872316384180791,0.7387883556254917,0.41510466548091396,1448,750,0.5179558011049724,0.48675664664458124,0.5464454116397961,0.6897592068314957,0.498387371374552,0.9362359686643758,0.013801687055560716,0.04360846222554714,0.54177545691906,766.0,-0.03803633825330301,0.35935935935935936,0.5406626506024096,0.5084241823587711,1009.0,-0.014844566748036392,0.35121951219512193,0.5150214592274678,0.5174581005586593,1432.0,-0.025300195091569746,0.3484098939929329,0.5272727272727272,0.5586987270155587,707.0,-0.05155886159055405,0.3808948004836759,0.5585106382978723,263.0,131.0
nuScenes mono Y8 320->640 q_plan,nuScenes,plan,mono,False,S4,test,0.3,0.45,752,24,1.803191489361702,0.724188790560472,0.2996845425867508,2.3843085106382977,0.7389849414389291,0.41095497562374533,399,208,0.5213032581453634,0.46906411082474225,0.578370596205962,0.5431963450637027,0.2690962192340022,1.1366846948501699,0.021468023770417077,0.04619674227821989,0.5026455026455027,189.0,0.03342417198763475,0.3442622950819672,0.5060240963855421,0.4722222222222222,252.0,0.05688743491966737,0.3254901960784314,0.4797687861271676,0.5115089514066496,391.0,0.008122963940087137,0.33884297520661155,0.5278969957081545,0.5,158.0,0.033837170422990205,0.3728813559322034,0.5116279069767442,73.0,43.0
KITTI mono Y8 320->640 q_traj,KITTI,traj,mono,False,S0,all,0.25,0.25,8008,21,3.6225024975024973,0.7259126477989589,0.47463900664959435,6.131993006993007,0.6535383362183077,0.7171447631754503,1355,477,0.35202952029520296,0.23206869144007686,0.4761585201433683,0.06219486441839134,0.014477076270807873,0.19271685819828885,0.424294266112015,0.4524332934569339,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 320->640 q_traj,KITTI,traj,mono,False,S0,test,0.25,0.25,3536,6,3.654128959276018,0.7120965869514744,0.5124807067965299,6.211538461538462,0.6068566745583682,0.7345255202512108,478,192,0.401673640167364,0.3112449799196787,0.5356466687283097,0.33418801469345294,0.033108097636521026,0.8308939089072925,0.16374963934356715,0.2459397592072119,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 320->640 q_traj,KITTI,traj,mono,False,S1,all,0.25,0.56396484375,8008,21,3.6225024975024973,0.7259126477989589,0.47463900664959435,3.5526973026973026,0.8634446397188049,0.5518517721491747,1284,414,0.32242990654205606,0.20921265314030107,0.4508936838624339,0.10945248701045349,0.03828036239760156,0.33104624928811266,0.3687698009050611,0.41409334766104605,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 320->640 q_traj,KITTI,traj,mono,False,S1,test,0.25,0.56396484375,3536,6,3.654128959276018,0.7120965869514744,0.5124807067965299,3.4881221719457014,0.83760337279066,0.5723029432114535,431,136,0.31554524361948955,0.2395543175487465,0.46153846153846156,0.6046655088574167,0.11295393139218142,1.4917262789484065,0.09009955480177732,0.22790714400196865,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 320->640 q_traj,KITTI,traj,mono,False,S2,all,0.2,0.35,8008,21,4.231518481518481,0.665230478663755,0.5074135445135467,5.083791208791209,0.7410282233303038,0.6756116981213282,1299,433,0.3333333333333333,0.22389128989361703,0.4435712025544033,0.07849247149000849,0.020321922076956437,0.24726891929863157,0.3816211616916178,0.4141270145765049,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 320->640 q_traj,KITTI,traj,mono,False,S2,test,0.2,0.35,3536,6,4.262160633484163,0.6478667639838099,0.5431901644579276,5.1218891402714934,0.6975871017613605,0.6972164564372771,458,159,0.3471615720524017,0.27188453573390814,0.4843846108020759,0.45916979075948466,0.16341587542907626,0.9340650844511641,0.11710680877846318,0.21653155977162486,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 320->640 q_traj,KITTI,traj,mono,False,S3,all,0.25,0.3,8008,21,3.6225024975024973,0.7259126477989589,0.47463900664959435,5.557942057942058,0.6997169048260987,0.6968947039962126,1332,454,0.3408408408408408,0.23019091519856671,0.4561358784520348,0.05929303119910175,0.013722143278077234,0.17443775341647055,0.42552466741282263,0.4523456097654191,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 320->640 q_traj,KITTI,traj,mono,False,S3,test,0.25,0.3,3536,6,3.654128959276018,0.7120965869514744,0.5124807067965299,5.633484162895928,0.6526606425702811,0.7171749427856725,454,169,0.3722466960352423,0.289544235924933,0.48737808606032373,0.33192971439181046,0.02842386116994844,0.8155976533036867,0.16397699375049024,0.24544871592546819,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 320->640 q_traj,KITTI,traj,mono,False,S4,all,0.1,0.35,8008,21,6.753871128871129,0.4815568087270038,0.582495857453356,5.083791208791209,0.7410282233303038,0.6756116981213282,1343,389,0.2896500372300819,0.21485589535561603,0.3707965352467819,0.1666764306084565,0.05258979161295949,0.3872939971423982,0.2485295325657795,0.2982389334640352,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 320->640 q_traj,KITTI,traj,mono,False,S4,test,0.1,0.35,3536,6,7.04920814479638,0.45085452940704485,0.6214274309436373,5.1218891402714934,0.6975871017613605,0.6972164564372771,549,149,0.27140255009107467,0.2033271719038817,0.38435866013071895,0.7150128349577655,0.1513488021449926,1.2388281713093792,0.04869695038774739,0.17087418789730563,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 320->640 q_brake,KITTI,brake,mono,False,S0,all,0.25,0.25,8008,21,3.6225024975024973,0.7259126477989589,0.47463900664959435,6.131993006993007,0.6535383362183077,0.7171447631754503,3026,1232,0.4071381361533377,0.2694130837388593,0.5098255761836394,0.19152415505145867,0.050145217190060695,0.6537427422336527,0.5016626047116192,0.6199579483173769,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 320->640 q_brake,KITTI,brake,mono,False,S0,test,0.25,0.25,3536,6,3.654128959276018,0.7120965869514744,0.5124807067965299,6.211538461538462,0.6068566745583682,0.7345255202512108,1508,741,0.49137931034482757,0.35008665511265163,0.5646619176607715,0.6525584093080944,0.2198103896389055,1.1115661401575923,0.10147249926226366,0.2917041401751494,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 320->640 q_brake,KITTI,brake,mono,False,S1,all,0.25,0.56396484375,8008,21,3.6225024975024973,0.7259126477989589,0.47463900664959435,3.5526973026973026,0.8634446397188049,0.5518517721491747,2424,712,0.29372937293729373,0.20908032978257696,0.3557066934910441,0.14137548986216222,0.037349714967307636,0.5225659638191155,0.4815514271256064,0.5605820581766864,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 320->640 q_brake,KITTI,brake,mono,False,S1,test,0.25,0.56396484375,3536,6,3.654128959276018,0.7120965869514744,0.5124807067965299,3.4881221719457014,0.83760337279066,0.5723029432114535,1154,419,0.3630849220103986,0.33934081139963496,0.38803418803418804,0.6431184720293251,0.2859884076185962,1.0257156835075973,0.0698940178399371,0.19572458831896317,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 320->640 q_brake,KITTI,brake,mono,False,S2,all,0.2,0.35,8008,21,4.231518481518481,0.665230478663755,0.5074135445135467,5.083791208791209,0.7410282233303038,0.6756116981213282,2818,1050,0.37260468417317244,0.25943021042341924,0.4612099211818392,0.19118897704921675,0.04988277627114032,0.7327019143684209,0.46642218115953754,0.5761939938662722,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 320->640 q_brake,KITTI,brake,mono,False,S2,test,0.2,0.35,3536,6,4.262160633484163,0.6478667639838099,0.5431901644579276,5.1218891402714934,0.6975871017613605,0.6972164564372771,1404,650,0.46296296296296297,0.38168649005400573,0.5075995776418745,0.7203577727394042,0.2770991760599774,1.1494109932680532,0.06875230147801192,0.2455863754167067,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 320->640 q_brake,KITTI,brake,mono,False,S3,all,0.25,0.3,8008,21,3.6225024975024973,0.7259126477989589,0.47463900664959435,5.557942057942058,0.6997169048260987,0.6968947039962126,2926,1147,0.39200273410799724,0.2669817845559379,0.48622184342164154,0.1785717629029761,0.053867435822995205,0.5945840888978388,0.5018428411153503,0.6104437216217504,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 320->640 q_brake,KITTI,brake,mono,False,S3,test,0.25,0.3,3536,6,3.654128959276018,0.7120965869514744,0.5124807067965299,5.633484162895928,0.6526606425702811,0.7171749427856725,1446,694,0.47994467496542187,0.35405405405405405,0.5438373570520966,0.6561661855366232,0.22365711371991287,1.0779746433604285,0.09266981822588492,0.2692556362552468,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 320->640 q_brake,KITTI,brake,mono,False,S4,all,0.1,0.45,8008,21,6.753871128871129,0.4815568087270038,0.582495857453356,4.333166833166834,0.8026801152737753,0.6249973100346468,2850,862,0.3024561403508772,0.24342586123928564,0.352678013464654,0.31504065724868524,0.113666975734441,0.6904269460470948,0.3110902506316306,0.4525703999299061,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 320->640 q_brake,KITTI,brake,mono,False,S4,test,0.1,0.45,3536,6,7.04920814479638,0.45085452940704485,0.6214274309436373,4.315328054298643,0.7663018546431614,0.646388844536697,1472,534,0.36277173913043476,0.3105145413870246,0.4502923976608187,0.7935383386179478,0.4947588919939228,1.0438738852620653,0.05135402066117132,0.2467414905894384,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 384->640 q_traj,KITTI,traj,mono,True,S0,all,0.25,0.25,8008,21,4.4968781218781215,0.7007025631057177,0.5658180722632292,6.131993006993007,0.6535383362183077,0.7171447631754503,920,418,0.4543478260869565,0.37782613889773814,0.5129225177626712,0.21065344354519153,0.052786143429112614,0.5455290919170566,0.17819163559951962,0.2257457565911603,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 384->640 q_traj,KITTI,traj,mono,True,S0,test,0.25,0.25,3536,6,4.53591628959276,0.6689943263295717,0.5938581084677205,6.211538461538462,0.6068566745583682,0.7345255202512108,349,185,0.5300859598853869,0.4144736842105263,0.6349809885931559,1.4952451255265933,0.3343863623359471,2.362029451405258,-0.04439519665731109,0.08964287454642907,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 384->640 q_traj,KITTI,traj,mono,True,S1,all,0.25,0.43408203125,8008,21,4.4968781218781215,0.7007025631057177,0.5658180722632292,4.454170829170829,0.7927331856794415,0.6342507908498138,870,369,0.4241379310344828,0.34280905682805285,0.4810034012698785,0.25869755479815865,0.060931341551074734,0.6984548860110205,0.153734433142853,0.20738422507293194,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 384->640 q_traj,KITTI,traj,mono,True,S1,test,0.25,0.43408203125,3536,6,4.53591628959276,0.6689943263295717,0.5938581084677205,4.4389140271493215,0.7552242609582059,0.6551173558997285,310,140,0.45161290322580644,0.3537394225983076,0.5471014492753623,1.7202508382473536,0.31937269028445864,3.0272659105766766,-0.058743851681360516,0.08156026839802996,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 384->640 q_traj,KITTI,traj,mono,True,S2,all,0.25,0.35,8008,21,4.4968781218781215,0.7007025631057177,0.5658180722632292,5.083791208791209,0.7410282233303038,0.6756116981213282,896,389,0.4341517857142857,0.35608251633986926,0.4888889780987293,0.20810502180786533,0.05098994132312833,0.5613814286379875,0.1801571075321942,0.22750126278548202,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 384->640 q_traj,KITTI,traj,mono,True,S2,test,0.25,0.35,3536,6,4.53591628959276,0.6689943263295717,0.5938581084677205,5.1218891402714934,0.6975871017613605,0.6972164564372771,326,158,0.48466257668711654,0.4031451612903226,0.5819689610235753,1.4802714782706088,0.32512510285399066,2.341644258966181,-0.04319713331118633,0.08994315770474864,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 384->640 q_traj,KITTI,traj,mono,True,S3,all,0.25,0.29,8008,21,4.4968781218781215,0.7007025631057177,0.5658180722632292,5.660964035964036,0.6906447841528246,0.7004454582624976,905,402,0.44419889502762433,0.37327760881814886,0.5017019494875058,0.2083817023050768,0.051033999069570415,0.5580289780647743,0.18004653067854218,0.22744109276252153,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 384->640 q_traj,KITTI,traj,mono,True,S3,test,0.25,0.29,3536,6,4.53591628959276,0.6689943263295717,0.5938581084677205,5.739253393665158,0.6435399625505075,0.7203150779711534,333,169,0.5075075075075075,0.4145216962524655,0.6081504702194357,1.4872810956750564,0.3247593844437666,2.341736269900382,-0.0436812781284458,0.08964287454642907,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 384->640 q_traj,KITTI,traj,mono,True,S4,all,0.1,0.35,8008,21,8.204295704295705,0.4489954337899543,0.6567604209257785,5.083791208791209,0.7410282233303038,0.6756116981213282,1106,310,0.28028933092224234,0.21798222939785833,0.3503524112347641,0.2857487538331885,0.0684816838045805,0.9125436270335119,0.12806183389210593,0.1792952194054667,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 384->640 q_traj,KITTI,traj,mono,True,S4,test,0.1,0.35,3536,6,8.462669683257918,0.41648843737468255,0.6852945872585023,5.1218891402714934,0.6975871017613605,0.6972164564372771,472,132,0.2796610169491525,0.23640724000436966,0.36312849162011174,1.6634826672505039,0.2413531913908668,2.5950858751396395,-0.05650505862328229,0.08516433271337896,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 384->640 q_brake,KITTI,brake,mono,True,S0,all,0.25,0.25,8008,21,4.4968781218781215,0.7007025631057177,0.5658180722632292,6.131993006993007,0.6535383362183077,0.7171447631754503,2646,1180,0.4459561602418745,0.3538095626543238,0.5259501158677887,0.5512850317471808,0.2308009158351037,1.0385995797456522,0.16267845116400656,0.362542956383722,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 384->640 q_brake,KITTI,brake,mono,True,S0,test,0.25,0.25,3536,6,4.53591628959276,0.6689943263295717,0.5938581084677205,6.211538461538462,0.6068566745583682,0.7345255202512108,1470,691,0.47006802721088436,0.3733459357277883,0.5521590909090909,0.8091245638497271,0.2785801105965123,1.4430583312028147,0.048099543531185895,0.2515504270651793,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 384->640 q_brake,KITTI,brake,mono,True,S1,all,0.25,0.43408203125,8008,21,4.4968781218781215,0.7007025631057177,0.5658180722632292,4.454170829170829,0.7927331856794415,0.6342507908498138,2331,903,0.38738738738738737,0.32199103772814586,0.44850530920049836,0.49220149300008187,0.20873949299201766,0.8483573009510802,0.16526095564708182,0.3254459266204779,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 384->640 q_brake,KITTI,brake,mono,True,S1,test,0.25,0.43408203125,3536,6,4.53591628959276,0.6689943263295717,0.5938581084677205,4.4389140271493215,0.7552242609582059,0.6551173558997285,1270,532,0.4188976377952756,0.3792123868478514,0.47667804323094426,0.8552226047965646,0.36646062855454775,1.09202661257235,0.02925514121587609,0.20189075194804054,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 384->640 q_brake,KITTI,brake,mono,True,S2,all,0.25,0.35,8008,21,4.4968781218781215,0.7007025631057177,0.5658180722632292,5.083791208791209,0.7410282233303038,0.6756116981213282,2469,1035,0.41919805589307413,0.336987343319479,0.4893277370388899,0.5130808522751201,0.2227334181699289,0.938728430412423,0.16754109169922388,0.34408400754428775,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 384->640 q_brake,KITTI,brake,mono,True,S2,test,0.25,0.35,3536,6,4.53591628959276,0.6689943263295717,0.5938581084677205,5.1218891402714934,0.6975871017613605,0.6972164564372771,1357,613,0.45173176123802505,0.3747252747252747,0.5239811273073963,0.8294519672303124,0.27594817802155186,1.2193635595450905,0.038398667646020894,0.22493368844335623,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 384->640 q_brake,KITTI,brake,mono,True,S3,all,0.25,0.29,8008,21,4.4968781218781215,0.7007025631057177,0.5658180722632292,5.660964035964036,0.6906447841528246,0.7004454582624976,2569,1124,0.4375243285325029,0.3428884040646631,0.5183957802648546,0.5439839070824204,0.21305272084151128,1.0104458008510058,0.16063584862731703,0.35225916611752595,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 384->640 q_brake,KITTI,brake,mono,True,S3,test,0.25,0.29,3536,6,4.53591628959276,0.6689943263295717,0.5938581084677205,5.739253393665158,0.6435399625505075,0.7203150779711534,1416,659,0.4653954802259887,0.3823279524214104,0.5406597951680672,0.8391884015501521,0.30364275847727024,1.331219480652386,0.0380185196478074,0.23611497324823755,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 384->640 q_brake,KITTI,brake,mono,True,S4,all,0.1,0.45,8008,21,8.204295704295705,0.4489954337899543,0.6567604209257785,4.333166833166834,0.8026801152737753,0.6249973100346468,2779,933,0.335732277797769,0.28785032266880517,0.4043229596543186,0.7429401580970448,0.38423833875767316,1.1284416676594595,0.08374103068235932,0.32454016425359045,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 384->640 q_brake,KITTI,brake,mono,True,S4,test,0.1,0.45,3536,6,8.462669683257918,0.41648843737468255,0.6852945872585023,4.315328054298643,0.7663018546431614,0.646388844536697,1548,564,0.3643410852713178,0.2942583732057416,0.490216271884655,1.0717493442167665,0.4979924244752671,1.9378219268727337,-0.01844788887615231,0.2540678778696051,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 512->640 q_traj,KITTI,traj,mono,True,S0,all,0.25,0.25,8008,21,5.516483516483516,0.6671269467584209,0.659299748219243,6.131993006993007,0.6535383362183077,0.7171447631754503,624,254,0.40705128205128205,0.33382446357989837,0.480415804519964,0.43522822619035645,0.22320417238349163,0.9460923414951001,0.04721799483964695,0.08360544387893236,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 512->640 q_traj,KITTI,traj,mono,True,S0,test,0.25,0.25,3536,6,5.546097285067873,0.6286777828769569,0.681409335249348,6.211538461538462,0.6068566745583682,0.7345255202512108,265,116,0.4377358490566038,0.31051258440761204,0.567014316502463,0.7257511395736943,0.31668651195432257,2.287188743325139,0.022284595189168126,0.08125683787538016,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 512->640 q_traj,KITTI,traj,mono,True,S1,all,0.25,0.30078125,8008,21,5.516483516483516,0.6671269467584209,0.659299748219243,5.557942057942058,0.6997169048260987,0.6968947039962126,605,235,0.3884297520661157,0.3171874549452134,0.4573781210705945,0.41017886391888614,0.18016265033520545,0.9240786701060486,0.04925428551651474,0.08350715581976269,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 512->640 q_traj,KITTI,traj,mono,True,S1,test,0.25,0.30078125,3536,6,5.546097285067873,0.6286777828769569,0.681409335249348,5.633484162895928,0.6526606425702811,0.7171749427856725,247,98,0.3967611336032389,0.294478527607362,0.5303606719367588,0.7213364224991969,0.31640348533061996,2.8837814796535604,0.022550410208758476,0.08092342175106625,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 512->640 q_traj,KITTI,traj,mono,True,S2,all,0.3,0.35,8008,21,4.951298701298701,0.7157629255989911,0.6358217306161097,5.083791208791209,0.7410282233303038,0.6756116981213282,604,237,0.3923841059602649,0.33564078282828286,0.4605903455727636,0.32012376844178275,0.15261064449170392,0.750456989532576,0.06738186621335363,0.0991090187973192,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 512->640 q_traj,KITTI,traj,mono,True,S2,test,0.3,0.35,3536,6,4.964366515837104,0.6777942349322091,0.6585236042365213,5.1218891402714934,0.6975871017613605,0.6972164564372771,239,96,0.401673640167364,0.32432432432432434,0.5039370078740157,0.48791019127819957,0.2882743469181427,2.331874742068399,0.05145210796539745,0.10047477432488679,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 512->640 q_traj,KITTI,traj,mono,True,S3,all,0.25,0.26,8008,21,5.516483516483516,0.6671269467584209,0.659299748219243,6.0054945054945055,0.6628129418614322,0.7124965030450408,617,247,0.40032414910858993,0.33093254719532644,0.4778175758504444,0.41075496050189,0.17843591560155792,0.9839727786026582,0.04927567254939525,0.08362509524283164,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 512->640 q_traj,KITTI,traj,mono,True,S3,test,0.25,0.26,3536,6,5.546097285067873,0.6286777828769569,0.681409335249348,6.088235294117647,0.615709773318469,0.7305338229815318,260,111,0.4269230769230769,0.29654374627474356,0.5668449197860963,0.7221348806326601,0.27913484655923226,2.1753625998271295,0.022599994042283824,0.08133440459796037,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 512->640 q_traj,KITTI,traj,mono,True,S4,all,0.1,0.35,8008,21,9.656968031968033,0.42946736839382926,0.7381049732079451,5.083791208791209,0.7410282233303038,0.6756116981213282,744,221,0.2970430107526882,0.24568878111639428,0.3616583030555721,0.6408762078356696,0.26926693037935506,1.5330650256257088,0.025051566589952785,0.06975746841771395,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 512->640 q_traj,KITTI,traj,mono,True,S4,test,0.1,0.35,3536,6,9.697115384615385,0.399953337805127,0.7526744371706849,5.1218891402714934,0.6975871017613605,0.6972164564372771,351,98,0.2792022792022792,0.22026431718061673,0.3609022556390977,1.4176926917548298,0.396984548536077,3.502638109399927,-0.02716226811098914,0.06502931137452712,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 512->640 q_brake,KITTI,brake,mono,True,S0,all,0.25,0.25,8008,21,5.516483516483516,0.6671269467584209,0.659299748219243,6.131993006993007,0.6535383362183077,0.7171447631754503,2325,1063,0.4572043010752688,0.4145185418131498,0.4907932123746571,0.6794995286298514,0.43855919242487196,0.8870058717500913,0.07984635537649912,0.24913022759422127,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 512->640 q_brake,KITTI,brake,mono,True,S0,test,0.25,0.25,3536,6,5.546097285067873,0.6286777828769569,0.681409335249348,6.211538461538462,0.6068566745583682,0.7345255202512108,1340,611,0.45597014925373136,0.39663865546218485,0.5007154636203389,0.6789364264471329,0.33664889872903103,0.9548306548884337,0.0713965439663071,0.22226670543693292,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 512->640 q_brake,KITTI,brake,mono,True,S1,all,0.25,0.30078125,8008,21,5.516483516483516,0.6671269467584209,0.659299748219243,5.557942057942058,0.6997169048260987,0.6968947039962126,2265,994,0.4388520971302428,0.40766103334471376,0.46236776981927813,0.6679597763150312,0.463520302565737,0.8365207341536766,0.08017915236375132,0.24147421500301272,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 512->640 q_brake,KITTI,brake,mono,True,S1,test,0.25,0.30078125,3536,6,5.546097285067873,0.6286777828769569,0.681409335249348,5.633484162895928,0.6526606425702811,0.7171749427856725,1308,578,0.4418960244648318,0.39677600653995504,0.4740446589506071,0.7053321528586074,0.4050854112573172,0.9256586796275785,0.06229921525234773,0.21131473446625196,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 512->640 q_brake,KITTI,brake,mono,True,S2,all,0.3,0.35,8008,21,4.951298701298701,0.7157629255989911,0.6358217306161097,5.083791208791209,0.7410282233303038,0.6756116981213282,2183,952,0.4360971140632158,0.4001737974588752,0.4663885379810862,0.62497392276906,0.37860929642683017,0.815427988272098,0.0904331394362267,0.2411382699143335,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 512->640 q_brake,KITTI,brake,mono,True,S2,test,0.3,0.35,3536,6,4.964366515837104,0.6777942349322091,0.6585236042365213,5.1218891402714934,0.6975871017613605,0.6972164564372771,1267,561,0.44277821625887925,0.38494691539046383,0.48482897082186993,0.6833178697914811,0.3217163215108653,0.9291947961502988,0.0647784177536704,0.20455343568333503,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 512->640 q_brake,KITTI,brake,mono,True,S3,all,0.25,0.26,8008,21,5.516483516483516,0.6671269467584209,0.659299748219243,6.0054945054945055,0.6628129418614322,0.7124965030450408,2309,1048,0.4538761368557817,0.4059430080333807,0.4836310887831247,0.6817357706320797,0.42601493610694363,0.8707914194647542,0.07862736488805014,0.24705058763344862,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 512->640 q_brake,KITTI,brake,mono,True,S3,test,0.25,0.26,3536,6,5.546097285067873,0.6286777828769569,0.681409335249348,6.088235294117647,0.615709773318469,0.7305338229815318,1329,601,0.45221971407072986,0.3781551496308696,0.4958227183337802,0.6845670882032184,0.3407866325705303,0.9508170366770833,0.06946456395796191,0.22011787280893227,,,,,,,,,,,,,,,,,,,,,,
