cell,dataset,system,geometry,moderate_gap_kitti,scheme,split,t_cheap,t_full,n_frames,n_units,cheap_det_per_frame,cheap_precision,cheap_recall,full_det_per_frame,full_precision,full_recall,affected,harmed,harm_rate,harm_rate_lo,harm_rate_hi,rho,rho_lo,rho_hi,all_full_reduction,oracle20_reduction,exact_FN_sign_disagreement,exact_FN_n_both_nonzero,exact_FN_spearman,exact_FN_harmed_given_gain_pos,exact_FN_harmed_given_gain_pos_affected,FN_FP_sign_disagreement,FN_FP_n_both_nonzero,FN_FP_spearman,FN_FP_harmed_given_gain_pos,FN_FP_harmed_given_gain_pos_affected,E5_combined_sign_disagreement,E5_combined_n_both_nonzero,E5_combined_spearman,E5_combined_harmed_given_gain_pos,E5_combined_harmed_given_gain_pos_affected,E_risk_sign_disagreement,E_risk_n_both_nonzero,E_risk_spearman,E_risk_harmed_given_gain_pos,E_risk_harmed_given_gain_pos_affected,brake_vs_plan_both_nonzero,brake_vs_plan_opposite_sign
KITTI mono Y8 512->640 q_brake,KITTI,brake,mono,True,S4,all,0.25,0.45,8008,21,5.516483516483516,0.6671269467584209,0.659299748219243,4.333166833166834,0.8026801152737753,0.6249973100346468,2129,801,0.37623297322686705,0.3553792181708949,0.401387550510404,0.6153287925839551,0.44427936580979077,0.7662582659999083,0.08543146259033498,0.2220895688143804,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 512->640 q_brake,KITTI,brake,mono,True,S4,test,0.25,0.45,3536,6,5.546097285067873,0.6286777828769569,0.681409335249348,4.315328054298643,0.7663018546431614,0.646388844536697,1212,463,0.382013201320132,0.3623501604318807,0.4232121922626026,0.7000604287243453,0.449281872251524,0.9025472560238732,0.053859958758510226,0.17933498370748718,,,,,,,,,,,,,,,,,,,,,,
KITTI mono RT-DETR 480->640 q_traj,KITTI,traj,mono,True,S0,all,0.25,0.25,8008,21,12.661213786213786,0.33802803010129107,0.7604854849469539,13.042207792207792,0.34165374083223227,0.7927650691859088,730,302,0.4136986301369863,0.33539326188526863,0.5221671093058377,0.5480288170458065,0.2546176564743274,1.4318851344597319,0.037064733722942826,0.08200685158880944,,,,,,,,,,,,,,,,,,,,,,
KITTI mono RT-DETR 480->640 q_traj,KITTI,traj,mono,True,S0,test,0.25,0.25,3536,6,12.96606334841629,0.31122404466934217,0.7811485443610623,13.581447963800905,0.3054514409461936,0.8035552717015275,349,135,0.3868194842406877,0.31647398843930635,0.6204819277108434,1.7005236479251953,0.29028687740247483,10.75810033324183,-0.039458766344353635,0.05632752935782021,,,,,,,,,,,,,,,,,,,,,,
KITTI mono RT-DETR 480->640 q_traj,KITTI,traj,mono,True,S1,all,0.25,0.252685546875,8008,21,12.661213786213786,0.33802803010129107,0.7604854849469539,12.843656343656344,0.3465464939913662,0.7919903591641739,734,302,0.4114441416893733,0.32411015058338866,0.5308093466759115,0.5478617834725495,0.25449304052716076,1.384316983951894,0.03708973619229854,0.08203185405816517,,,,,,,,,,,,,,,,,,,,,,
KITTI mono RT-DETR 480->640 q_traj,KITTI,traj,mono,True,S1,test,0.25,0.252685546875,3536,6,12.96606334841629,0.31122404466934217,0.7811485443610623,13.374717194570136,0.3098555811642315,0.8027569322475917,353,135,0.38243626062322944,0.31487831731101207,0.609037634192433,1.6971996594890408,0.2987620683051837,10.59105061227174,-0.03934844811798838,0.05643784758418548,,,,,,,,,,,,,,,,,,,,,,
KITTI mono RT-DETR 480->640 q_traj,KITTI,traj,mono,True,S2,all,0.5,0.55,8008,21,4.713661338661339,0.7483773544917477,0.6337558372248165,5.103771228771229,0.7453695774510044,0.6832511997245475,633,274,0.43285939968404424,0.364768932556613,0.5303030303030303,0.42590001116776804,0.19051806539957367,0.9863963337960813,0.049357369874107444,0.08597347297376687,,,,,,,,,,,,,,,,,,,,,,
KITTI mono RT-DETR 480->640 q_traj,KITTI,traj,mono,True,S2,test,0.5,0.55,3536,6,4.824660633484163,0.7002930832356389,0.6599606152536058,5.228223981900452,0.6914588629848001,0.7054127414976848,317,137,0.43217665615141954,0.38666666666666666,0.6117809917355369,0.9584767479555824,0.30780618825819656,1.1227369742075675,0.0023029206362900137,0.05546098927479414,,,,,,,,,,,,,,,,,,,,,,
KITTI mono RT-DETR 480->640 q_traj,KITTI,traj,mono,True,S3,all,0.25,0.25,8008,21,12.661213786213786,0.33802803010129107,0.7604854849469539,13.042207792207792,0.34165374083223227,0.7927650691859088,730,302,0.4136986301369863,0.3293967016849717,0.5226076116821003,0.5480288170458065,0.2632730681503872,1.4708800915770595,0.037064733722942826,0.08200685158880944,,,,,,,,,,,,,,,,,,,,,,
KITTI mono RT-DETR 480->640 q_traj,KITTI,traj,mono,True,S3,test,0.25,0.25,3536,6,12.96606334841629,0.31122404466934217,0.7811485443610623,13.581447963800905,0.3054514409461936,0.8035552717015275,349,135,0.3868194842406877,0.3222486022128986,0.5974025974025974,1.7005236479251953,0.32218331746132517,9.284223007332118,-0.039458766344353635,0.05632752935782021,,,,,,,,,,,,,,,,,,,,,,
KITTI mono RT-DETR 480->640 q_traj,KITTI,traj,mono,True,S4,all,0.15,0.1,8008,21,31.520354645354644,0.1457639205277024,0.8078719146097398,51.69792707292707,0.09275671079742123,0.8398287030063053,1180,643,0.5449152542372881,0.45315157078237284,0.62809622298859,0.5965915762180948,0.30138456666177943,1.801997966115759,0.0636373186470604,0.15774910709714143,,,,,,,,,,,,,,,,,,,,,,
KITTI mono RT-DETR 480->640 q_traj,KITTI,traj,mono,True,S4,test,0.15,0.1,3536,6,31.392816742081447,0.13615602900770235,0.8208526265368035,51.18269230769231,0.0866439756439867,0.8479961679706212,510,276,0.5411764705882353,0.44876325088339225,0.6341463414634146,2.161846583159711,1.2887661516419222,7.552174642485893,-0.10348323656889928,0.08906790110572932,,,,,,,,,,,,,,,,,,,,,,
KITTI mono RT-DETR 480->640 q_brake,KITTI,brake,mono,True,S0,all,0.25,0.25,8008,21,12.661213786213786,0.33802803010129107,0.7604854849469539,13.042207792207792,0.34165374083223227,0.7927650691859088,3091,1377,0.44548689744419284,0.4213347525506279,0.46657343965491943,0.8048020416752141,0.6887633783057788,1.0278597937592107,0.05941604260124559,0.30391028423323196,,,,,,,,,,,,,,,,,,,,,,
KITTI mono RT-DETR 480->640 q_brake,KITTI,brake,mono,True,S0,test,0.25,0.25,3536,6,12.96606334841629,0.31122404466934217,0.7811485443610623,13.581447963800905,0.3054514409461936,0.8035552717015275,1641,758,0.4619134673979281,0.45357142857142857,0.4685777287761852,0.8344891244603078,0.6892780507739907,1.2740301743311526,0.04656539764978543,0.2797452491969507,,,,,,,,,,,,,,,,,,,,,,
KITTI mono RT-DETR 480->640 q_brake,KITTI,brake,mono,True,S1,all,0.25,0.252685546875,8008,21,12.661213786213786,0.33802803010129107,0.7604854849469539,12.843656343656344,0.3465464939913662,0.7919903591641739,3095,1373,0.4436187399030695,0.41890068843241524,0.4643856442875046,0.8356238394855496,0.7168432366253071,1.0231346641437038,0.049970496312800275,0.3034729293747138,,,,,,,,,,,,,,,,,,,,,,
KITTI mono RT-DETR 480->640 q_brake,KITTI,brake,mono,True,S1,test,0.25,0.252685546875,3536,6,12.96606334841629,0.31122404466934217,0.7811485443610623,13.374717194570136,0.3098555811642315,0.8027569322475917,1649,760,0.46088538508186777,0.4505420054200542,0.4712998624182835,0.8935903557590276,0.7670787601097656,1.3411945997020644,0.029804467039657705,0.2784284172893176,,,,,,,,,,,,,,,,,,,,,,
KITTI mono RT-DETR 480->640 q_brake,KITTI,brake,mono,True,S2,all,0.5,0.55,8008,21,4.713661338661339,0.7483773544917477,0.6337558372248165,5.103771228771229,0.7453695774510044,0.6832511997245475,2206,958,0.4342701722574796,0.4083230570380725,0.4729786639625843,0.8347278049818047,0.5584487883993082,1.0329785159941647,0.04163210882510779,0.25190025957194506,,,,,,,,,,,,,,,,,,,,,,
KITTI mono RT-DETR 480->640 q_brake,KITTI,brake,mono,True,S2,test,0.5,0.55,3536,6,4.824660633484163,0.7002930832356389,0.6599606152536058,5.228223981900452,0.6914588629848001,0.7054127414976848,1418,591,0.41678420310296194,0.3801615665252029,0.4563093401376691,0.8211383799715395,0.4682858702863095,1.0531079525547906,0.04501851345898366,0.2508249899461826,,,,,,,,,,,,,,,,,,,,,,
KITTI mono RT-DETR 480->640 q_brake,KITTI,brake,mono,True,S3,all,0.25,0.25,8008,21,12.661213786213786,0.33802803010129107,0.7604854849469539,13.042207792207792,0.34165374083223227,0.7927650691859088,3091,1377,0.44548689744419284,0.4208720347660298,0.46802427924761675,0.8048020416752141,0.6889043991080376,1.0016282820914233,0.05941604260124559,0.30391028423323196,,,,,,,,,,,,,,,,,,,,,,
KITTI mono RT-DETR 480->640 q_brake,KITTI,brake,mono,True,S3,test,0.25,0.25,3536,6,12.96606334841629,0.31122404466934217,0.7811485443610623,13.581447963800905,0.3054514409461936,0.8035552717015275,1641,758,0.4619134673979281,0.45257971940898767,0.4688028631468348,0.8344891244603078,0.6892755880657928,1.2948917227423853,0.04656539764978543,0.2797452491969507,,,,,,,,,,,,,,,,,,,,,,
KITTI mono RT-DETR 480->640 q_brake,KITTI,brake,mono,True,S4,all,0.55,0.6,8008,21,4.255244755244755,0.7896760183120084,0.6041877380619337,4.6558441558441555,0.7806565819118121,0.653446383610579,2088,911,0.4363026819923372,0.40789905496321754,0.4771237680179334,0.8029472575860093,0.5840501153496394,0.9782784167934844,0.046008006397589306,0.23348067037266262,,,,,,,,,,,,,,,,,,,,,,
KITTI mono RT-DETR 480->640 q_brake,KITTI,brake,mono,True,S4,test,0.55,0.6,3536,6,4.341628959276018,0.7457660239708181,0.632923519080313,4.778280542986425,0.7286931818181818,0.6798658789717388,1341,563,0.4198359433258762,0.3927825389605726,0.46080575904436255,0.7936922388294035,0.49267500483338456,0.9831755430261125,0.046081195638249736,0.22290001206976837,,,,,,,,,,,,,,,,,,,,,,
KITTI oracle Y8 320->640 q_traj,KITTI,traj,oracle,False,S0,all,0.25,0.25,8008,21,3.6225024975024973,0.7259126477989589,0.47463900664959435,6.131993006993007,0.6535383362183077,0.7171447631754503,779,74,0.09499358151476252,0.03522623922169826,0.18249586685770966,0.004000053212079966,0.0003846121180322896,0.01359762276690431,0.6896389125273614,0.692408583706688,,,,,,,,,,,,,,,,,,,,,,
KITTI oracle Y8 320->640 q_traj,KITTI,traj,oracle,False,S0,test,0.25,0.25,3536,6,3.654128959276018,0.7120965869514744,0.5124807067965299,6.211538461538462,0.6068566745583682,0.7345255202512108,250,43,0.172,0.03954802259887006,0.26582278481012656,0.004112740209148572,0.00039221414917942516,0.06983564207754252,0.5177014669711844,0.5198394315034303,,,,,,,,,,,,,,,,,,,,,,
KITTI oracle Y8 320->640 q_traj,KITTI,traj,oracle,False,S1,all,0.25,0.56396484375,8008,21,3.6225024975024973,0.7259126477989589,0.47463900664959435,3.5526973026973026,0.8634446397188049,0.5518517721491747,768,100,0.13020833333333334,0.060202476152908274,0.2387680805500244,0.07297716804355689,0.02419293628785216,0.19398837267352695,0.5835116733843514,0.6294469275938686,,,,,,,,,,,,,,,,,,,,,,
KITTI oracle Y8 320->640 q_traj,KITTI,traj,oracle,False,S1,test,0.25,0.56396484375,3536,6,3.654128959276018,0.7120965869514744,0.5124807067965299,3.4881221719457014,0.83760337279066,0.5723029432114535,238,54,0.226890756302521,0.09159695348660749,0.4247160652134089,0.2921454591485421,0.03358273046640953,2.259173089935811,0.26014288167140487,0.36750895368769837,,,,,,,,,,,,,,,,,,,,,,
KITTI oracle Y8 320->640 q_traj,KITTI,traj,oracle,False,S2,all,0.2,0.35,8008,21,4.231518481518481,0.665230478663755,0.5074135445135467,5.083791208791209,0.7410282233303038,0.6756116981213282,718,63,0.08774373259052924,0.032407470030265624,0.16707118272841048,0.001862327745009992,0.0002750282896937825,0.0071472271604964294,0.6332988515827677,0.6344804621510973,,,,,,,,,,,,,,,,,,,,,,
KITTI oracle Y8 320->640 q_traj,KITTI,traj,oracle,False,S2,test,0.2,0.35,3536,6,4.262160633484163,0.6478667639838099,0.5431901644579276,5.1218891402714934,0.6975871017613605,0.6972164564372771,249,37,0.14859437751004015,0.04419889502762431,0.2634730538922156,0.0078451073807592,0.0004313162299081033,0.06502205616642687,0.4226991553937001,0.4260414966838454,,,,,,,,,,,,,,,,,,,,,,
KITTI oracle Y8 320->640 q_traj,KITTI,traj,oracle,False,S3,all,0.25,0.3,8008,21,3.6225024975024973,0.7259126477989589,0.47463900664959435,5.557942057942058,0.6997169048260987,0.6968947039962126,768,67,0.08723958333333333,0.03242345424217579,0.1691682293722858,0.0013819877082352616,0.0002666271101037113,0.004651661797734031,0.6896986005356281,0.6906530745953731,,,,,,,,,,,,,,,,,,,,,,
KITTI oracle Y8 320->640 q_traj,KITTI,traj,oracle,False,S3,test,0.25,0.3,3536,6,3.654128959276018,0.7120965869514744,0.5124807067965299,5.633484162895928,0.6526606425702811,0.7171749427856725,241,39,0.16182572614107885,0.04371584699453552,0.24061325187969923,0.0050419618123591125,0.00037873187370137795,0.06382762468935532,0.5090265187656251,0.511606016765129,,,,,,,,,,,,,,,,,,,,,,
KITTI oracle Y8 320->640 q_traj,KITTI,traj,oracle,False,S4,all,0.1,0.35,8008,21,6.753871128871129,0.4815568087270038,0.582495857453356,5.083791208791209,0.7410282233303038,0.6756116981213282,761,60,0.07884362680683311,0.03336618589964183,0.14231104382067275,0.003918514657992522,0.0006976570205596736,0.013911839101016137,0.43448983437610944,0.4361990868918994,,,,,,,,,,,,,,,,,,,,,,
KITTI oracle Y8 320->640 q_traj,KITTI,traj,oracle,False,S4,test,0.1,0.35,3536,6,7.04920814479638,0.45085452940704485,0.6214274309436373,5.1218891402714934,0.6975871017613605,0.6972164564372771,328,37,0.11280487804878049,0.039634146341463415,0.25984251968503935,0.01369119832309815,0.0019243729363432067,0.046239845035405125,0.30668074203075313,0.3109378538540268,,,,,,,,,,,,,,,,,,,,,,
KITTI oracle Y8 320->640 q_brake,KITTI,brake,oracle,False,S0,all,0.25,0.25,8008,21,3.6225024975024973,0.7259126477989589,0.47463900664959435,6.131993006993007,0.6535383362183077,0.7171447631754503,1846,630,0.3412784398699892,0.18923547588101136,0.4901451768113533,0.09109588298414505,0.028809401203432543,0.3947532071851633,0.6752883148104513,0.742969805250284,,,,,,,,,,,,,,,,,,,,,,
KITTI oracle Y8 320->640 q_brake,KITTI,brake,oracle,False,S0,test,0.25,0.25,3536,6,3.654128959276018,0.7120965869514744,0.5124807067965299,6.211538461538462,0.6068566745583682,0.7345255202512108,888,407,0.4583333333333333,0.24811433901918975,0.6159907473514924,0.34314914787734563,0.10116561299302326,0.9201627843087279,0.2649403626912378,0.4033493476259723,,,,,,,,,,,,,,,,,,,,,,
KITTI oracle Y8 320->640 q_brake,KITTI,brake,oracle,False,S1,all,0.25,0.56396484375,8008,21,3.6225024975024973,0.7259126477989589,0.47463900664959435,3.5526973026973026,0.8634446397188049,0.5518517721491747,1236,230,0.18608414239482202,0.11251197173718627,0.2629197251880611,0.056952072459225275,0.016893906078553178,0.22805621245080132,0.6194538665491126,0.6568636104895412,,,,,,,,,,,,,,,,,,,,,,
KITTI oracle Y8 320->640 q_brake,KITTI,brake,oracle,False,S1,test,0.25,0.56396484375,3536,6,3.654128959276018,0.7120965869514744,0.5124807067965299,3.4881221719457014,0.83760337279066,0.5723029432114535,499,141,0.28256513026052105,0.22856609808102346,0.3660314213076982,0.2728705847569481,0.16348580893492554,0.4355533274470913,0.16517402923526128,0.2271590528077435,,,,,,,,,,,,,,,,,,,,,,
KITTI oracle Y8 320->640 q_brake,KITTI,brake,oracle,False,S2,all,0.2,0.35,8008,21,4.231518481518481,0.665230478663755,0.5074135445135467,5.083791208791209,0.7410282233303038,0.6756116981213282,1590,433,0.2723270440251572,0.1434653794642857,0.39374732904063287,0.07440259128365823,0.01857306714846976,0.3576936306642172,0.6425155286246886,0.6941630589866893,,,,,,,,,,,,,,,,,,,,,,
KITTI oracle Y8 320->640 q_brake,KITTI,brake,oracle,False,S2,test,0.2,0.35,3536,6,4.262160633484163,0.6478667639838099,0.5431901644579276,5.1218891402714934,0.6975871017613605,0.6972164564372771,748,291,0.3890374331550802,0.2696536317791737,0.4896265560165975,0.3200627192427335,0.11914677547632117,0.6288496694293946,0.22142190737367226,0.3256504881260032,,,,,,,,,,,,,,,,,,,,,,
KITTI oracle Y8 320->640 q_brake,KITTI,brake,oracle,False,S3,all,0.25,0.3,8008,21,3.6225024975024973,0.7259126477989589,0.47463900664959435,5.557942057942058,0.6997169048260987,0.6968947039962126,1727,542,0.3138390272148234,0.1651218138211138,0.47372794927809736,0.07905689490218305,0.02305977359187836,0.39058137735379783,0.6743957544050009,0.732288184440417,,,,,,,,,,,,,,,,,,,,,,
KITTI oracle Y8 320->640 q_brake,KITTI,brake,oracle,False,S3,test,0.25,0.3,3536,6,3.654128959276018,0.7120965869514744,0.5124807067965299,5.633484162895928,0.6526606425702811,0.7171749427856725,811,353,0.4352651048088779,0.2606516290726817,0.5652173913043478,0.32204772110908636,0.10730792104706724,0.7325938143098708,0.2530346030487137,0.3732336492218317,,,,,,,,,,,,,,,,,,,,,,
KITTI oracle Y8 320->640 q_brake,KITTI,brake,oracle,False,S4,all,0.1,0.35,8008,21,6.753871128871129,0.4815568087270038,0.582495857453356,5.083791208791209,0.7410282233303038,0.6756116981213282,1796,421,0.2344097995545657,0.1401250087296599,0.3111242164625227,0.14457229956244236,0.04359401774031856,0.39581308029645357,0.48837591214745574,0.5709143062559767,,,,,,,,,,,,,,,,,,,,,,
KITTI oracle Y8 320->640 q_brake,KITTI,brake,oracle,False,S4,test,0.1,0.35,3536,6,7.04920814479638,0.45085452940704485,0.6214274309436373,5.1218891402714934,0.6975871017613605,0.6972164564372771,925,296,0.32,0.24643332230973541,0.4364086090587857,0.4037843691689344,0.20687282119830483,0.7892320220951355,0.19688556846517885,0.33022543905925145,,,,,,,,,,,,,,,,,,,,,,
