geometry,target,signal,deployable,quota,eta,n_escalated,boot_dropped,n_frames,lo,hi,minus_random,minus_random_lo,minus_random_hi,p_le_random,minus_unc_sum,minus_unc_sum_lo,minus_unc_sum_hi
oracle,plan,gbm (OOF by scene),True,0.1,0.05490020686718471,266.0,0,2655,-0.07073362303156973,0.22989528553312813,0.04829567119401597,-0.08231582488069936,0.19422051104083368,0.2375,0.018414957577103853,-0.170560288181342,0.20955899725271673
oracle,plan,gbm (OOF by scene) [escalate only pred>0],True,0.1,0.05490020686718471,266.0,0,2655,-0.07073362303156973,0.22989528553312813,0.04829567119401597,-0.08231582488069936,0.19422051104083368,0.2375,0.018414957577103853,-0.170560288181342,0.20955899725271673
oracle,plan,random,True,0.2,0.035313853188280134,531.0,0,2655,,,,,,,,,
oracle,plan,unc_sum (eta-table uncertainty),True,0.2,0.053410790341732774,531.0,0,2655,-0.11649033285228926,0.1778669204327429,0.012109239926903805,-0.10454474149810766,0.12382817411740188,0.435,,,
oracle,plan,feat_ent_mean (gate uncertainty),True,0.2,0.10336042573606793,531.0,0,2655,-0.00735233516425054,0.20637292981333527,0.07696427300702627,-0.0005119359507400752,0.1529821774642799,0.0275,0.06485503308012247,-0.09668041258645087,0.22401365167167775
oracle,plan,crit_sum (GT geometry),False,0.2,0.05594064815071905,531.0,0,2655,-0.12473083472935768,0.1867380573467452,0.009810282850504034,-0.1291293972705743,0.13584362004189396,0.445,-0.0022989570763997723,-0.17420874159522998,0.17491770079699076
oracle,plan,dE_E6_risk_weighted (needs FULL),False,0.2,0.17124564383217628,531.0,0,2655,-0.09890597758957956,0.3480319740900997,0.11371352296070607,-0.08408517894176662,0.2842389837290188,0.1225,0.10160428303380227,-0.10532895182266293,0.3265996919203077
oracle,plan,linear (OOF by scene),True,0.2,0.015825968038193014,531.0,0,2655,-0.15285757090753013,0.15048493580360217,-0.01705304613031884,-0.14183468935236596,0.0949280890078228,0.635,-0.029162286057222646,-0.17690909937077492,0.09448168857427444
oracle,plan,linear (OOF by scene) [escalate only pred>0],True,0.2,0.015825968038193014,531.0,0,2655,-0.15285757090753013,0.15048493580360217,-0.01705304613031884,-0.14183468935236596,0.0949280890078228,0.635,-0.029162286057222646,-0.17690909937077492,0.09448168857427444
oracle,plan,gbm (OOF by scene),True,0.2,0.13409820370006031,531.0,0,2655,-0.05279649261882548,0.2897600834084916,0.09558082362612634,-0.03142255814140052,0.21795296719313148,0.07,0.08347158369922253,-0.07422955099909931,0.20708893791475214
oracle,plan,gbm (OOF by scene) [escalate only pred>0],True,0.2,0.13409820370006031,531.0,0,2655,-0.05279649261882548,0.2897600834084916,0.09558082362612634,-0.03142255814140052,0.21795296719313148,0.07,0.08347158369922253,-0.07422955099909931,0.20708893791475214
oracle,plan,random,True,0.3,0.052636034792067105,796.0,0,2655,,,,,,,,,
