scenario,log,iteration,planner,n_tracks,n_tracks_reference,collision_reference,min_clearance_reference,log_deviation_mean_reference,log_deviation_final_reference,ok_reference,n_tracks_cheap,collision_cheap,min_clearance_cheap,log_deviation_mean_cheap,log_deviation_final_cheap,ok_cheap,n_tracks_full,collision_full,min_clearance_full,log_deviation_mean_full,log_deviation_final_full,ok_full
00009841879a5bb9,2021.06.09.12.39.51_veh-26_05620_06003,4,pdm_closed,150,150,0.0,0.023314141914175024,1.5264589969399605,1.803802857497331,1,128,0.0,0.023314141914175024,1.5264589969399605,1.803802857497331,1,141,0.0,0.023314141914175024,1.5264589969399605,1.803802857497331,1
00009841879a5bb9,2021.06.09.12.39.51_veh-26_05620_06003,17,pdm_closed,150,150,0.0,0.03301438617389385,1.5253919177706212,1.8015378886300861,1,127,0.0,0.03301438617389385,1.5253919177706212,1.8015378886300861,1,142,0.0,0.03301438617389385,1.5253919177706212,1.8015378886300861,1
00009841879a5bb9,2021.06.09.12.39.51_veh-26_05620_06003,30,pdm_closed,149,149,0.0,0.034455957388364176,1.5268520456203625,1.8043747545923225,1,125,0.0,0.034455957388364176,1.5268520456203625,1.8043747545923225,1,135,0.0,0.034455957388364176,1.5268520456203625,1.8043747545923225,1
00009841879a5bb9,2021.06.09.12.39.51_veh-26_05620_06003,43,pdm_closed,152,152,0.0,0.03339886359369733,1.5281138572004092,1.806530706567941,1,126,0.0,0.03339886359369733,1.5281138572004092,1.806530706567941,1,137,0.0,0.03339886359369733,1.5281138572004092,1.806530706567941,1
00009841879a5bb9,2021.06.09.12.39.51_veh-26_05620_06003,57,pdm_closed,159,159,0.0,0.03119933037461469,1.523119920698517,1.7970251853741186,1,139,0.0,0.03119933037461469,1.523119920698517,1.7970251853741186,1,146,0.0,0.03119933037461469,1.523119920698517,1.7970251853741186,1
00009841879a5bb9,2021.06.09.12.39.51_veh-26_05620_06003,70,pdm_closed,155,155,0.0,0.03042539868248366,1.5270741117775541,1.8010043724932896,1,135,0.0,0.03042539868248366,1.5270741117775541,1.8010043724932896,1,144,0.0,0.03042539868248366,1.5270741117775541,1.8010043724932896,1
00009841879a5bb9,2021.06.09.12.39.51_veh-26_05620_06003,83,pdm_closed,154,154,0.0,0.028479602282394392,1.5159550407833522,1.7209994332096923,1,130,0.0,0.028479602282394392,1.5159550407833522,1.7209994332096923,1,137,0.0,0.028479602282394392,1.5159550407833522,1.7209994332096923,1
00009841879a5bb9,2021.06.09.12.39.51_veh-26_05620_06003,96,pdm_closed,151,151,0.0,0.027839332347224147,1.4470993174479387,1.282276167320595,1,130,0.0,0.027839332347224147,1.4470993174479387,1.282276167320595,1,144,0.0,0.027839332347224147,1.4470993174479387,1.282276167320595,1
00009841879a5bb9,2021.06.09.12.39.51_veh-26_05620_06003,110,pdm_closed,148,148,0.0,0.02199245472793775,1.4321658105377457,1.8672425776305275,1,126,0.0,0.02199245472793775,1.4321658105377457,1.8672425776305275,1,134,0.0,0.02199245472793775,1.4321658105377457,1.8672425776305275,1
00009841879a5bb9,2021.06.09.12.39.51_veh-26_05620_06003,123,pdm_closed,150,150,0.0,0.012551507703778074,1.8214926033008847,4.366259179518022,1,130,0.0,0.012551507703778074,1.8214926033008847,4.366259179518022,1,140,0.0,0.012551507703778074,1.8214926033008847,4.366259179518022,1
00009841879a5bb9,2021.06.09.12.39.51_veh-26_05620_06003,136,pdm_closed,152,152,0.0,0.0096596043648494,2.119739915034506,5.340083060784388,1,129,0.0,0.0096596043648494,2.119739915034506,5.340083060784388,1,140,0.0,0.0096596043648494,2.119739915034506,5.340083060784388,1
00009841879a5bb9,2021.06.09.12.39.51_veh-26_05620_06003,149,pdm_closed,163,163,0.0,1.0051383872669895,1.7058726082923434,4.9387389072917784,1,141,0.0,1.0051383872669895,1.7058726082923434,4.9387389072917784,1,152,0.0,1.0051383872669895,1.7058726082923434,4.9387389072917784,1
00009841879a5bb9,2021.06.09.12.39.51_veh-26_05620_06003,163,pdm_closed,178,178,0.0,0.020674934010141276,3.3807331240952356,5.847478488027237,1,159,0.0,1.020425646315666,3.0393984996470387,5.711577078204445,1,169,0.0,0.020674934010141276,3.3807331240952356,5.847478488027237,1
00009841879a5bb9,2021.06.09.12.39.51_veh-26_05620_06003,176,pdm_closed,190,190,0.0,0.07486648676079923,3.506694581504463,6.62153529206362,1,167,0.0,1.074693168069478,2.684955624219217,4.9833701526882965,1,179,0.0,1.074693168069478,2.684955624219217,4.9833701526882965,1
00009841879a5bb9,2021.06.09.12.39.51_veh-26_05620_06003,189,pdm_closed,202,202,0.0,0.11824353555603628,2.566886384135163,4.736350711241191,1,185,0.0,1.0449733266732664,2.1491348881808348,4.573866635004725,1,194,0.0,1.0449733266732664,2.1491348881808348,4.573866635004725,1
00009841879a5bb9,2021.06.09.12.39.51_veh-26_05620_06003,202,pdm_closed,213,213,0.0,1.0928898600942198,2.2579029153914214,5.279676366484495,1,202,0.0,1.0928898600942198,2.2579029153914214,5.279676366484495,1,206,0.0,1.0928898600942198,2.2579029153914214,5.279676366484495,1
00009841879a5bb9,2021.06.09.12.39.51_veh-26_05620_06003,216,pdm_closed,222,222,0.0,1.0806993005778938,2.870524314020407,6.579015499115221,1,207,0.0,1.0806993005778938,2.870524314020407,6.579015499115221,1,213,0.0,1.0806993005778938,2.870524314020407,6.579015499115221,1
00009841879a5bb9,2021.06.09.12.39.51_veh-26_05620_06003,229,pdm_closed,237,237,0.0,1.0449731249698648,3.6637257652577473,8.002775804181685,1,221,0.0,1.0449731249698648,3.6637257652577473,8.002775804181685,1,226,0.0,1.0449731249698648,3.6637257652577473,8.002775804181685,1
00009841879a5bb9,2021.06.09.12.39.51_veh-26_05620_06003,242,pdm_closed,274,274,0.0,0.07272709007074038,4.3909453213258764,8.965229276621967,1,262,0.0,0.07272709007074038,4.3909453213258764,8.965229276621967,1,267,0.0,0.07272709007074038,4.3909453213258764,8.965229276621967,1
00009841879a5bb9,2021.06.09.12.39.51_veh-26_05620_06003,255,pdm_closed,295,295,0.0,0.0905256878965431,4.821081453659225,9.744117353700053,1,285,0.0,0.0905256878965431,4.821081453659225,9.744117353700053,1,287,0.0,0.0905256878965431,4.789180179494286,9.691318406927591,1
00009841879a5bb9,2021.06.09.12.39.51_veh-26_05620_06003,269,pdm_closed,298,298,0.0,0.31627207184596423,1.0838424734521492,2.1599948827024433,1,287,0.0,0.33085247647524857,2.4846677584410104,6.8369325069701015,1,293,0.0,0.33085247647524857,2.4846677584410104,6.8369325069701015,1
00009841879a5bb9,2021.06.09.12.39.51_veh-26_05620_06003,282,pdm_closed,300,300,0.0,3.444979598116236,1.0664775156143151,1.9899092990955098,1,290,0.0,3.444979598116236,1.0664775156143151,1.9899092990955098,1,293,0.0,3.444979598116236,1.0664775156143151,1.9899092990955098,1
00009841879a5bb9,2021.06.09.12.39.51_veh-26_05620_06003,295,pdm_closed,321,321,0.0,4.85097927247333,1.3396749098607343,2.9275369263306303,1,307,0.0,4.85097927247333,1.3396749098607343,2.9275369263306303,1,314,0.0,4.85097927247333,1.3396749098607343,2.9275369263306303,1
00009841879a5bb9,2021.06.09.12.39.51_veh-26_05620_06003,309,pdm_closed,331,331,0.0,1.9398982480050577,1.6927999540050327,3.8413639423269426,1,317,0.0,1.9398982480050577,1.6927999540050327,3.8413639423269426,1,323,0.0,1.9398982480050577,1.6927999540050327,3.8413639423269426,1
043c7c1fabd85c6e,2021.08.30.14.54.34_veh-40_00439_00835,4,pdm_closed,37,37,0.0,0.7663230828656051,1.1785199328756555,1.446280278471013,1,35,0.0,0.7663230828656051,1.1785199328756555,1.446280278471013,1,36,0.0,0.7663230828656051,1.1785199328756555,1.446280278471013,1
043c7c1fabd85c6e,2021.08.30.14.54.34_veh-40_00439_00835,17,pdm_closed,33,33,0.0,0.7599223043080864,1.1686746377018749,1.4282493978974053,1,31,0.0,0.7599223043080864,1.1686746377018749,1.4282493978974053,1,33,0.0,0.7599223043080864,1.1686746377018749,1.4282493978974053,1
043c7c1fabd85c6e,2021.08.30.14.54.34_veh-40_00439_00835,30,pdm_closed,32,32,0.0,0.7617639980186229,1.1659300036034699,1.4231435642560715,1,31,0.0,0.7617639980186229,1.1659300036034699,1.4231435642560715,1,32,0.0,0.7617639980186229,1.1659300036034699,1.4231435642560715,1
043c7c1fabd85c6e,2021.08.30.14.54.34_veh-40_00439_00835,43,pdm_closed,32,32,0.0,0.769387235105026,1.157923345761957,1.4082719176498841,1,32,0.0,0.769387235105026,1.157923345761957,1.4082719176498841,1,32,0.0,0.769387235105026,1.157923345761957,1.4082719176498841,1
043c7c1fabd85c6e,2021.08.30.14.54.34_veh-40_00439_00835,57,pdm_closed,32,32,0.0,0.7523624323111424,1.169067414506602,1.4285756635011626,1,31,0.0,0.7523624323111424,1.169067414506602,1.4285756635011626,1,32,0.0,0.7523624323111424,1.169067414506602,1.4285756635011626,1
043c7c1fabd85c6e,2021.08.30.14.54.34_veh-40_00439_00835,70,pdm_closed,33,33,0.0,0.7617639992228339,1.1768315029697027,1.4424766205843396,1,33,0.0,0.7617639992228339,1.1768315029697027,1.4424766205843396,1,32,0.0,0.7617639992228339,1.1768315029697027,1.4424766205843396,1
043c7c1fabd85c6e,2021.08.30.14.54.34_veh-40_00439_00835,83,pdm_closed,30,30,0.0,0.758568892982464,1.1709145716809992,1.431694882051301,1,29,0.0,0.758568892982464,1.1709145716809992,1.431694882051301,1,29,0.0,0.758568892982464,1.1709145716809992,1.431694882051301,1
043c7c1fabd85c6e,2021.08.30.14.54.34_veh-40_00439_00835,97,pdm_closed,32,32,0.0,0.7523624316070598,1.1749899013985843,1.438955832173926,1,31,0.0,0.7523624316070598,1.1749899013985843,1.438955832173926,1,31,0.0,0.7523624316070598,1.1749899013985843,1.438955832173926,1
043c7c1fabd85c6e,2021.08.30.14.54.34_veh-40_00439_00835,110,pdm_closed,33,33,0.0,0.7710355674597926,1.1511622431167432,1.3955142505171834,1,31,0.0,0.7710355674597926,1.1511622431167432,1.3955142505171834,1,32,0.0,0.7710355674597926,1.1511622431167432,1.3955142505171834,1
043c7c1fabd85c6e,2021.08.30.14.54.34_veh-40_00439_00835,123,pdm_closed,32,32,0.0,0.7585688927147358,1.1784107456689166,1.4451530799051948,1,31,0.0,0.7585688927147358,1.1784107456689166,1.4451530799051948,1,31,0.0,0.7585688927147358,1.1784107456689166,1.4451530799051948,1
043c7c1fabd85c6e,2021.08.30.14.54.34_veh-40_00439_00835,137,pdm_closed,33,33,0.0,0.7546416613109698,1.1684812604189023,1.4268824068004304,1,32,0.0,0.7546416613109698,1.1684812604189023,1.4268824068004304,1,33,0.0,0.7546416613109698,1.1684812604189023,1.4268824068004304,1
043c7c1fabd85c6e,2021.08.30.14.54.34_veh-40_00439_00835,150,pdm_closed,35,35,0.0,0.09613079186141271,0.8008269223679275,1.1891589010641321,1,33,0.0,0.09613079186141271,0.8008269223679275,1.1891589010641321,1,33,0.0,0.09613079186141271,0.8008269223679275,1.1891589010641321,1
043c7c1fabd85c6e,2021.08.30.14.54.34_veh-40_00439_00835,163,pdm_closed,36,36,0.0,0.7690234030763212,1.1765009416884467,1.441477516086945,1,34,0.0,0.7690234030763212,1.1765009416884467,1.441477516086945,1,35,0.0,0.7690234030763212,1.1765009416884467,1.441477516086945,1
043c7c1fabd85c6e,2021.08.30.14.54.34_veh-40_00439_00835,176,pdm_closed,38,38,0.0,0.774790006865318,1.166304487983623,1.4228331319266572,1,36,0.0,0.774790006865318,1.166304487983623,1.4228331319266572,1,36,0.0,0.774790006865318,1.166304487983623,1.4228331319266572,1
043c7c1fabd85c6e,2021.08.30.14.54.34_veh-40_00439_00835,190,pdm_closed,34,34,0.0,0.7661251696855991,1.1734724190781414,1.4359325896496826,1,32,0.0,0.7661251696855991,1.1734724190781414,1.4359325896496826,1,34,0.0,0.7661251696855991,1.1734724190781414,1.4359325896496826,1
043c7c1fabd85c6e,2021.08.30.14.54.34_veh-40_00439_00835,203,pdm_closed,34,34,0.0,0.10157236501941032,0.7695087754545739,1.1362449921285447,1,33,0.0,0.10157236501941032,0.7695087754545739,1.1362449921285447,1,34,0.0,0.10157236501941032,0.7695087754545739,1.1362449921285447,1
043c7c1fabd85c6e,2021.08.30.14.54.34_veh-40_00439_00835,216,pdm_closed,31,31,0.0,0.7620557903676507,1.1782068121423057,1.4445990323923876,1,30,0.0,0.7620557903676507,1.1782068121423057,1.4445990323923876,1,30,0.0,0.7620557903676507,1.1782068121423057,1.4445990323923876,1
043c7c1fabd85c6e,2021.08.30.14.54.34_veh-40_00439_00835,230,pdm_closed,32,32,0.0,0.773606248248527,1.1698073919819658,1.4291500183390695,1,31,0.0,0.773606248248527,1.1698073919819658,1.4291500183390695,1,31,0.0,0.773606248248527,1.1698073919819658,1.4291500183390695,1
043c7c1fabd85c6e,2021.08.30.14.54.34_veh-40_00439_00835,243,pdm_closed,30,30,0.0,0.7641832365311457,1.1741808839424683,1.4371305096809563,1,29,0.0,0.7641832365311457,1.1741808839424683,1.4371305096809563,1,29,0.0,0.7641832365311457,1.1741808839424683,1.4371305096809563,1
043c7c1fabd85c6e,2021.08.30.14.54.34_veh-40_00439_00835,256,pdm_closed,33,33,0.0,0.7620557909762219,1.168597668913535,1.4267695045585307,1,31,1.0,0.0,4.075460029740032,10.146511275291157,1,32,0.0,0.7620557909762219,1.168597668913535,1.4267695045585307,1
043c7c1fabd85c6e,2021.08.30.14.54.34_veh-40_00439_00835,270,pdm_closed,35,35,0.0,0.7736062483853233,1.1574268557900769,1.4066750044116723,1,34,0.0,0.7736062483853233,1.1574268557900769,1.4066750044116723,1,34,0.0,0.7736062483853233,1.1574268557900769,1.4066750044116723,1
043c7c1fabd85c6e,2021.08.30.14.54.34_veh-40_00439_00835,283,pdm_closed,32,32,0.0,0.7641832373961746,1.1597125032235955,1.4106540087048984,1,30,1.0,0.0,4.0731452098686125,10.139630342812628,1,31,0.0,0.7641832373961746,1.1597125032235955,1.4106540087048984,1
043c7c1fabd85c6e,2021.08.30.14.54.34_veh-40_00439_00835,296,pdm_closed,31,31,0.0,0.7669901325577181,1.162127151840978,1.4152419771953741,1,30,0.0,0.7669901325577181,1.162127151840978,1.4152419771953741,1,30,0.0,0.7669901325577181,1.162127151840978,1.4152419771953741,1
043c7c1fabd85c6e,2021.08.30.14.54.34_veh-40_00439_00835,310,pdm_closed,30,30,0.0,0.7746493835116081,1.169179588046882,1.4280021753257468,1,28,0.0,0.7746493835116081,1.169179588046882,1.4280021753257468,1,30,0.0,0.7746493835116081,1.169179588046882,1.4280021753257468,1
087f4978523b5cdd,2021.06.09.17.37.09_veh-12_00404_00864,4,pdm_closed,262,262,0.0,0.8328662941347437,0.5690303766323852,0.8287340943800953,1,241,0.0,0.5135716918984281,1.2274357765757278,1.3562467042993975,1,248,0.0,0.5135716918984281,1.2274357765757278,1.3562467042993975,1
087f4978523b5cdd,2021.06.09.17.37.09_veh-12_00404_00864,17,pdm_closed,260,260,0.0,0.5149353700423188,1.2274195507323427,1.3562186522304522,1,245,0.0,0.5149353700423188,1.2274195507323427,1.3562186522304522,1,250,0.0,0.5149353700423188,1.2274195507323427,1.3562186522304522,1
087f4978523b5cdd,2021.06.09.17.37.09_veh-12_00404_00864,30,pdm_closed,253,253,0.0,0.5155205380748438,1.2274150503540653,1.356139374887544,1,240,0.0,0.5155205380748438,1.2274150503540653,1.356139374887544,1,247,0.0,0.5155205380748438,1.2274150503540653,1.356139374887544,1
087f4978523b5cdd,2021.06.09.17.37.09_veh-12_00404_00864,43,pdm_closed,248,248,0.0,0.49958242409948533,1.2273794140361143,1.3561259207762806,1,234,0.0,0.49958242409948533,1.2273794140361143,1.3561259207762806,1,241,0.0,0.49958242409948533,1.2273794140361143,1.3561259207762806,1
