cell,arch,joint_lo,joint_hi,official_lo,official_hi,width_ratio_joint_over_official
nuScenes|oracle|brake|J,gate_ridge,-0.1758432875818128,0.6613986544157677,-0.1483202108092776,0.6204499398910267,1.0890666621680127
nuScenes|oracle|brake|J,gate_gbm,-0.8048700586883845,0.37960165030140824,-0.8115389443464646,0.4433482233270868,0.9438870198869731
nuScenes|oracle|brake|J,R1_mlp_reg,-0.7414582591443016,0.5644008337634595,-0.7373439484278964,0.5554310264331936,1.0101209555422257
nuScenes|oracle|brake|J,R1_mlp_clf,-0.35988344298031966,0.38750696717705435,-0.3449405558701156,0.3753057594462498,1.0376872387456584
nuScenes|oracle|brake|J,R1_gbm_reg,-0.31334847142661665,0.7113638827694827,-0.3057432951659427,0.6945746484527434,1.0243866569954405
nuScenes|oracle|brake|J,R1_gbm_clf,-0.25304308095309264,0.7405535361508904,-0.2185710323340783,0.7447259158695331,1.0314541315187133
nuScenes|oracle|plan_ade|JC_ade,gate_ridge,-0.4189181830521369,0.1945054326478263,-0.4369287297979579,0.182386083899705,0.9904875551700015
nuScenes|oracle|plan_ade|JC_ade,gate_gbm,-0.43753704902434787,0.11650513149184126,-0.4267984879602629,0.1231809128837275,1.0073871488022355
nuScenes|oracle|plan_ade|JC_ade,R1_mlp_reg,-0.2666681073099003,0.10262252286623023,-0.2631360389513981,0.1122960604125936,0.9836415980459178
nuScenes|oracle|plan_ade|JC_ade,R1_mlp_clf,-0.23015562132731998,0.17714392279750663,-0.2427201028078641,0.1752019321268251,0.9745826017249303
nuScenes|oracle|plan_ade|JC_ade,R1_gbm_reg,-0.32182023120753517,0.0454510441847498,-0.3202726829569113,0.0430115236612463,1.0109750677334512
nuScenes|oracle|plan_ade|JC_ade,R1_gbm_clf,-0.25066979370468323,0.08139342636083285,-0.2695599572259486,0.0820691218943711,0.944356538703363
nuScenes|oracle|plan_fde|JC_fde,gate_ridge,-0.46701627378489724,0.3136167841331668,-0.4584824117318333,0.3081868033856151,1.0182136474574326
nuScenes|oracle|plan_fde|JC_fde,gate_gbm,-0.6347066437426615,0.05067299883981347,-0.62982093696262,0.0676040166300864,0.9827288786439582
nuScenes|oracle|plan_fde|JC_fde,R1_mlp_reg,-0.06955747750929311,0.2977412010612254,-0.0635167971863111,0.3112780715502356,0.9799992187958757
nuScenes|oracle|plan_fde|JC_fde,R1_mlp_clf,-0.0775125555562202,0.4047944425773765,-0.0591650846099793,0.4219919255330829,1.0023900472533749
nuScenes|oracle|plan_fde|JC_fde,R1_gbm_reg,-0.289985126921983,0.19529221861738374,-0.2777179209196512,0.1872896514903969,1.0435902000998913
nuScenes|oracle|plan_fde|JC_fde,R1_gbm_clf,-0.04523690815699692,0.41048939648336213,-0.0312101803291377,0.4110098292672413,1.0305420260297753
nuScenes|mono|brake|J,gate_ridge,-0.032533205808698146,0.6341626160166863,-0.0184861360282401,0.6396499794514964,1.0130059818088064
nuScenes|mono|brake|J,gate_gbm,-0.1195725291850275,0.5434170290520477,-0.1919336621136262,0.540414861697671,0.9052924074820781
nuScenes|mono|brake|J,R1_mlp_reg,-0.16561603041956868,0.3612120822104137,-0.1741339359008313,0.3524326859612792,1.000496595790571
nuScenes|mono|brake|J,R1_mlp_clf,-0.027833519771017157,0.3924254664454763,-0.0601056359699671,0.3786698838527842,0.9577995289852592
nuScenes|mono|brake|J,R1_gbm_reg,-0.08303591015904849,0.4161025553800544,-0.0712363421253267,0.4153122925310361,1.0258757912076601
nuScenes|mono|brake|J,R1_gbm_clf,-0.1935775938839416,0.48898516589696583,-0.2229810288234369,0.4905383600439794,0.9566141725515729
nuScenes|mono|plan_ade|JC_ade,gate_ridge,-0.18546823009923694,0.13187103105514372,-0.1815500191252327,0.1348853620392579,1.00285644413897
nuScenes|mono|plan_ade|JC_ade,gate_gbm,-0.15401021966016262,0.2099401090651298,-0.1560324603525424,0.224065190339452,0.9575179642986358
nuScenes|mono|plan_ade|JC_ade,R1_mlp_reg,-0.17111911324975174,0.35757137450088217,-0.1784166013496808,0.3662228206287922,0.9707165262295878
nuScenes|mono|plan_ade|JC_ade,R1_mlp_clf,0.014697105512719709,0.2736949018027647,0.0087315885098461,0.2687751645039837,0.9959784443815056
nuScenes|mono|plan_ade|JC_ade,R1_gbm_reg,-0.16371216854068144,0.2773131938018617,-0.1942261229060697,0.2767830166969888,0.9363414109420806
nuScenes|mono|plan_ade|JC_ade,R1_gbm_clf,-0.05420773738761928,0.18391274226233453,-0.0605924248303464,0.1914172865089033,0.9448861251596827
nuScenes|mono|plan_fde|JC_fde,gate_ridge,-0.16771124161563147,-0.00526157878991718,-0.1676600982933561,-0.0001047722004284,0.9695284931475007
nuScenes|mono|plan_fde|JC_fde,gate_gbm,-0.25912557440039474,0.2674765135525663,-0.2523359782777608,0.2542267526189297,1.0395594776994312
nuScenes|mono|plan_fde|JC_fde,R1_mlp_reg,-0.17750866786246577,0.3647996492234173,-0.1598379174626703,0.3688383743543431,1.0257852025518635
nuScenes|mono|plan_fde|JC_fde,R1_mlp_clf,-0.10366326366517155,0.25904704977308673,-0.0999800975277058,0.2696057301182249,0.9813967049238173
nuScenes|mono|plan_fde|JC_fde,R1_gbm_reg,-0.3590766916909162,0.2261233502299092,-0.3528706861211997,0.2233943676321528,1.0155049974126962
nuScenes|mono|plan_fde|JC_fde,R1_gbm_clf,-0.4635517681057534,0.2910329980066739,-0.474784492542887,0.3150553583648333,0.9553642618123457
KITTI|oracle|brake|J,gate_ridge,0.021533548952318352,0.2992823308633362,0.0220872378551835,0.2940985744199371,1.0210926699553144
KITTI|oracle|brake|J,gate_gbm,0.10126493060219531,0.45954843142215834,0.1047744229587781,0.4764964106647373,0.9638480172536192
KITTI|oracle|brake|J,R1_mlp_reg,0.02169205646409322,0.4157256541256777,0.0243791260332359,0.4120655487245255,1.0163719299897924
KITTI|oracle|brake|J,R1_mlp_clf,0.04400957715959134,0.42256490269365915,0.042784391471951,0.4406445690351885,0.9514783003732478
KITTI|oracle|brake|J,R1_gbm_reg,0.06649274726683138,0.48856461204562757,0.0520261803017818,0.489584838302936,0.9646063609091764
KITTI|oracle|brake|J,R1_gbm_clf,0.1378914122882004,0.5486763250969263,0.1487611013325413,0.5535719479902941,1.014757673121402
KITTI|oracle|traj|JB,gate_ridge,0.09410992453141767,0.937314789975008,0.1124418952388778,0.937314789975008,1.022223994538364
KITTI|oracle|traj|JB,gate_gbm,0.37813684927417834,0.9265480581547386,0.3830926223467905,0.9302787280336546,1.0022389150253703
KITTI|oracle|traj|JB,R1_mlp_reg,0.16203084073859245,0.732225542086657,0.1620308407385924,0.7333546232345409,0.9980237455844193
KITTI|oracle|traj|JB,R1_mlp_clf,0.3476213665537189,0.7906778460620605,0.3473119638534033,0.7963629465557476,0.986650729148997
