cell,g_variant,arch,constant,n_distinct_test,tie_frac_20,eta20_recomputed,eta20_in_122,matches_122
KITTI|oracle|brake|J,primary,R1_mlp_reg,False,3053,0.0014144271570014145,0.031187204831137585,0.0311872048311375,True
KITTI|oracle|brake|J,primary,R1_mlp_clf,False,2473,0.0014144271570014145,0.11895722080084105,0.118957220800841,True
KITTI|oracle|brake|J,primary,R1_gbm_reg,False,2823,0.0014144271570014145,0.1575409999953449,0.1575409999953449,True
KITTI|oracle|brake|J,primary,R1_gbm_clf,False,2928,0.0014144271570014145,0.18756083701811532,0.1875608370181153,True
KITTI|oracle|brake|J,dE_exact,gate_ridge,False,3536,0.0014144271570014145,0.08253440610344767,0.0825344061034476,True
KITTI|oracle|brake|J,dE_exact,gate_gbm,False,3370,0.0014144271570014145,0.051622143614433215,0.0516221436144332,True
KITTI|oracle|brake|J,dE_exact,R1_mlp_reg,False,3053,0.0014144271570014145,0.05627570992133559,0.0562757099213355,True
KITTI|oracle|brake|J,dE_exact,R1_mlp_clf,False,2288,0.002828854314002829,0.02768906171049369,0.0276890617104936,True
KITTI|oracle|brake|J,dE_exact,R1_gbm_reg,False,2895,0.0014144271570014145,0.1370881752838693,0.1370881752838693,True
KITTI|oracle|brake|J,dE_exact,R1_gbm_clf,False,2918,0.0014144271570014145,0.13237796170862773,0.1323779617086277,True
KITTI|oracle|brake|J,dE_E6_risk_weighted,gate_ridge,False,3536,0.0014144271570014145,0.06959819576170684,0.0695981957617068,True
KITTI|oracle|brake|J,dE_E6_risk_weighted,gate_gbm,False,3407,0.0014144271570014145,0.17280535563911034,0.1728053556391103,True
KITTI|oracle|brake|J,dE_E6_risk_weighted,R1_mlp_reg,False,3053,0.0014144271570014145,0.006539180188790394,0.0065391801887903,True
KITTI|oracle|brake|J,dE_E6_risk_weighted,R1_mlp_clf,False,2390,0.0014144271570014145,-0.00034540363096161394,-0.0003454036309616,True
KITTI|oracle|brake|J,dE_E6_risk_weighted,R1_gbm_reg,False,2859,0.0014144271570014145,0.0527749694522338,0.0527749694522338,True
KITTI|oracle|brake|J,dE_E6_risk_weighted,R1_gbm_clf,False,2942,0.0014144271570014145,0.10654693589092165,0.1065469358909216,True
KITTI|oracle|brake|J,V (official),gate_ridge,False,3536,0.0014144271570014145,,,
KITTI|oracle|brake|J,V (official),gate_gbm,False,3447,0.0014144271570014145,,,
KITTI|oracle|brake|J,V (official),R1_mlp_reg,False,3053,0.0014144271570014145,,,
KITTI|oracle|brake|J,V (official),R1_mlp_clf,False,1734,0.3620933521923621,,,
KITTI|oracle|brake|J,V (official),R1_gbm_reg,False,2976,0.0014144271570014145,,,
KITTI|oracle|brake|J,V (official),R1_gbm_clf,False,2951,0.5487977369165488,,,
KITTI|oracle|traj|JB,primary,gate_ridge,False,3536,0.0014144271570014145,0.25530349967235255,0.2553034996723525,True
KITTI|oracle|traj|JB,primary,gate_gbm,False,3396,0.0014144271570014145,0.29425683970060174,0.2942568397006017,True
KITTI|oracle|traj|JB,primary,R1_mlp_reg,False,3053,0.0014144271570014145,0.16508754486954735,0.1650875448695473,True
KITTI|oracle|traj|JB,primary,R1_mlp_clf,False,2473,0.0014144271570014145,0.07310309235804631,0.0731030923580463,True
KITTI|oracle|traj|JB,primary,R1_gbm_reg,False,2823,0.0014144271570014145,0.25318243931002027,0.2531824393100202,True
KITTI|oracle|traj|JB,primary,R1_gbm_clf,False,2928,0.0014144271570014145,0.29822123401571854,0.2982212340157185,True
KITTI|oracle|traj|JB,dE_exact,gate_ridge,False,3536,0.0014144271570014145,0.055539095040959,0.055539095040959,True
KITTI|oracle|traj|JB,dE_exact,gate_gbm,False,3370,0.0014144271570014145,0.21098714619599185,0.2109871461959918,True
KITTI|oracle|traj|JB,dE_exact,R1_mlp_reg,False,3053,0.0014144271570014145,0.15156744405854405,0.151567444058544,True
KITTI|oracle|traj|JB,dE_exact,R1_mlp_clf,False,2288,0.002828854314002829,0.09812562631091189,0.0981256263109118,True
KITTI|oracle|traj|JB,dE_exact,R1_gbm_reg,False,2895,0.0014144271570014145,0.14775539909122787,0.1477553990912278,True
KITTI|oracle|traj|JB,dE_exact,R1_gbm_clf,False,2918,0.0014144271570014145,0.3874912579723895,0.3874912579723895,True
KITTI|oracle|traj|JB,dE_E6_risk_weighted,gate_ridge,False,3536,0.0014144271570014145,0.009818208779217269,0.0098182087792172,True
KITTI|oracle|traj|JB,dE_E6_risk_weighted,gate_gbm,False,3407,0.0014144271570014145,0.34264080346372566,0.3426408034637256,True
KITTI|oracle|traj|JB,dE_E6_risk_weighted,R1_mlp_reg,False,3053,0.0014144271570014145,0.10504950118095839,0.1050495011809583,True
KITTI|oracle|traj|JB,dE_E6_risk_weighted,R1_mlp_clf,False,2390,0.0014144271570014145,0.06771099355690025,0.0677109935569002,True
KITTI|oracle|traj|JB,dE_E6_risk_weighted,R1_gbm_reg,False,2859,0.0014144271570014145,0.12335524130886673,0.1233552413088667,True
KITTI|oracle|traj|JB,dE_E6_risk_weighted,R1_gbm_clf,False,2942,0.0014144271570014145,0.2649719996280772,0.2649719996280772,True
KITTI|oracle|traj|JB,V (official),gate_ridge,False,3536,0.0014144271570014145,,,
KITTI|oracle|traj|JB,V (official),gate_gbm,False,3404,0.0014144271570014145,,,
KITTI|oracle|traj|JB,V (official),R1_mlp_reg,False,3053,0.0014144271570014145,,,
KITTI|oracle|traj|JB,V (official),R1_mlp_clf,False,1379,0.5502121640735502,,,
KITTI|oracle|traj|JB,V (official),R1_gbm_reg,False,3004,0.0014144271570014145,,,
KITTI|oracle|traj|JB,V (official),R1_gbm_clf,False,2933,0.0014144271570014145,,,
KITTI|mono|brake|J,primary,gate_ridge,False,3536,0.0014144271570014145,0.06604618152051703,0.066046181520517,True
KITTI|mono|brake|J,primary,gate_gbm,False,3396,0.0014144271570014145,0.016344207565487042,0.016344207565487,True
KITTI|mono|brake|J,primary,R1_mlp_reg,False,3053,0.0014144271570014145,0.01923324039248435,0.0192332403924843,True
KITTI|mono|brake|J,primary,R1_mlp_clf,False,2473,0.0014144271570014145,0.04501706749021231,0.0450170674902123,True
KITTI|mono|brake|J,primary,R1_gbm_reg,False,2823,0.0014144271570014145,0.052889194352304846,0.0528891943523048,True
KITTI|mono|brake|J,primary,R1_gbm_clf,False,2928,0.0014144271570014145,0.14176168924653804,0.141761689246538,True
KITTI|mono|brake|J,dE_exact,gate_ridge,False,3536,0.0014144271570014145,0.03939854461218391,0.0393985446121839,True
KITTI|mono|brake|J,dE_exact,gate_gbm,False,3370,0.0014144271570014145,-0.08044066046307159,-0.0804406604630715,True
KITTI|mono|brake|J,dE_exact,R1_mlp_reg,False,3053,0.0014144271570014145,0.02066584082777112,0.0206658408277711,True
KITTI|mono|brake|J,dE_exact,R1_mlp_clf,False,2288,0.002828854314002829,-0.04952160451859414,-0.0495216045185941,True
KITTI|mono|brake|J,dE_exact,R1_gbm_reg,False,2895,0.0014144271570014145,-0.008671040004867589,-0.0086710400048675,True
KITTI|mono|brake|J,dE_exact,R1_gbm_clf,False,2918,0.0014144271570014145,0.006905163806666534,0.0069051638066665,True
KITTI|mono|brake|J,dE_E6_risk_weighted,gate_ridge,False,3536,0.0014144271570014145,0.02680226198906506,0.026802261989065,True
KITTI|mono|brake|J,dE_E6_risk_weighted,gate_gbm,False,3407,0.0014144271570014145,0.07780084670119747,0.0778008467011974,True
KITTI|mono|brake|J,dE_E6_risk_weighted,R1_mlp_reg,False,3053,0.0014144271570014145,-0.01418755096225744,-0.0141875509622574,True
KITTI|mono|brake|J,dE_E6_risk_weighted,R1_mlp_clf,False,2390,0.0014144271570014145,-0.04278269935450009,-0.0427826993545,True
KITTI|mono|brake|J,dE_E6_risk_weighted,R1_gbm_reg,False,2859,0.0014144271570014145,0.040149084646331004,0.040149084646331,True
KITTI|mono|brake|J,dE_E6_risk_weighted,R1_gbm_clf,False,2942,0.0014144271570014145,0.013833811183534507,0.0138338111835345,True
KITTI|mono|brake|J,V (official),gate_ridge,False,3536,0.0014144271570014145,,,
KITTI|mono|brake|J,V (official),gate_gbm,False,3482,0.0014144271570014145,,,
KITTI|mono|brake|J,V (official),R1_mlp_reg,False,3053,0.0014144271570014145,,,
KITTI|mono|brake|J,V (official),R1_mlp_clf,False,2024,0.09335219236209336,,,
KITTI|mono|brake|J,V (official),R1_gbm_reg,False,2979,0.0014144271570014145,,,
KITTI|mono|brake|J,V (official),R1_gbm_clf,False,2944,0.44130127298444133,,,
KITTI|mono|traj|JB,primary,gate_ridge,False,3536,0.0014144271570014145,0.34048683875677144,0.3404868387567714,True
KITTI|mono|traj|JB,primary,gate_gbm,False,3396,0.0014144271570014145,0.2546895669212371,0.2546895669212371,True
KITTI|mono|traj|JB,primary,R1_mlp_reg,False,3053,0.0014144271570014145,0.21457410149042713,0.2145741014904271,True
