arm,model,target,seq,score
E_unc_crit,gbm,value_task,0000,0.23986855362763906
E_unc_crit,gbm,value_task,0001,0.3690071088046846
E_unc_crit,gbm,value_task,0002,0.30103129009339846
E_unc_crit,gbm,value_task,0003,0.19518603660233308
E_unc_crit,gbm,value_task,0004,0.47910666491587994
E_unc_crit,gbm,value_task,0005,0.4876726823963363
E_unc_crit,gbm,value_task,0006,0.2077258396196965
E_unc_crit,gbm,value_task,0007,0.4492969935735952
E_unc_crit,gbm,value_task,0008,0.3270782447889345
E_unc_crit,gbm,value_task,0009,0.3661543456849161
E_unc_crit,gbm,value_task,0010,0.5572243303664711
E_unc_crit,gbm,value_task,0011,0.05884485916377011
E_unc_crit,gbm,value_task,0012,0.0530281428125092
E_unc_crit,gbm,value_task,0013,0.36232617657805505
E_unc_crit,gbm,value_task,0014,0.2690913864496182
E_unc_crit,gbm,value_task,0015,0.5079843899097136
E_unc_crit,gbm,value_task,0016,0.2608912269211387
E_unc_crit,gbm,value_task,0017,-0.10946932563560559
E_unc_crit,gbm,value_task,0018,0.27511742309955894
E_unc_crit,gbm,value_task,0019,0.33746024160657345
E_unc_crit,gbm,value_task,0020,0.4838998210700796
F_all_visual,linear,value_task,0000,0.03507416997725604
F_all_visual,linear,value_task,0001,0.3520425446287145
F_all_visual,linear,value_task,0002,0.22483590252953187
F_all_visual,linear,value_task,0003,0.3089652033296713
F_all_visual,linear,value_task,0004,0.11222652885681726
F_all_visual,linear,value_task,0005,0.25630331004572227
F_all_visual,linear,value_task,0006,-0.06496806663525312
F_all_visual,linear,value_task,0007,0.26574431795793035
F_all_visual,linear,value_task,0008,0.19460732965797012
F_all_visual,linear,value_task,0009,0.27277869016650746
F_all_visual,linear,value_task,0010,0.27679539446493984
F_all_visual,linear,value_task,0011,0.1281830064621939
F_all_visual,linear,value_task,0012,0.37277567992168975
F_all_visual,linear,value_task,0013,0.22930341521613903
F_all_visual,linear,value_task,0014,0.08793026245562492
F_all_visual,linear,value_task,0015,0.6048207865440776
F_all_visual,linear,value_task,0016,0.3912274047637231
F_all_visual,linear,value_task,0017,0.13313709083959618
F_all_visual,linear,value_task,0018,0.21675277191099462
F_all_visual,linear,value_task,0019,0.2825007305904362
F_all_visual,linear,value_task,0020,0.33328139885481406
F_all_visual,tree,value_task,0000,0.04755118639900185
F_all_visual,tree,value_task,0001,0.3025713976052795
F_all_visual,tree,value_task,0002,0.4095345743719776
F_all_visual,tree,value_task,0003,0.03143839374478247
F_all_visual,tree,value_task,0004,0.1372455312124044
F_all_visual,tree,value_task,0005,0.04705336243074829
F_all_visual,tree,value_task,0006,0.22628992271129578
F_all_visual,tree,value_task,0007,0.2403010117703341
F_all_visual,tree,value_task,0008,0.22899854104698686
F_all_visual,tree,value_task,0009,0.3259676269534689
F_all_visual,tree,value_task,0010,-0.17988099140956215
F_all_visual,tree,value_task,0011,0.2078715847720326
F_all_visual,tree,value_task,0012,0.33831416760645555
F_all_visual,tree,value_task,0013,0.25049763132502345
F_all_visual,tree,value_task,0014,-0.04029102300924555
F_all_visual,tree,value_task,0015,0.416648063356494
F_all_visual,tree,value_task,0016,0.3486653512702874
F_all_visual,tree,value_task,0017,0.11854650357282866
F_all_visual,tree,value_task,0018,0.2372937074123385
F_all_visual,tree,value_task,0019,0.3172684705245277
F_all_visual,tree,value_task,0020,0.34572492895725226
F_all_visual,gbm,value_task,0000,0.016055505165326563
F_all_visual,gbm,value_task,0001,0.1690637484160563
F_all_visual,gbm,value_task,0002,0.18492954860270727
F_all_visual,gbm,value_task,0003,0.20720211927322582
F_all_visual,gbm,value_task,0004,0.2641823614785257
F_all_visual,gbm,value_task,0005,0.2676359281857952
F_all_visual,gbm,value_task,0006,0.24203628724558277
F_all_visual,gbm,value_task,0007,0.13549244122156198
F_all_visual,gbm,value_task,0008,-0.008547618928549125
F_all_visual,gbm,value_task,0009,0.261941789448252
F_all_visual,gbm,value_task,0010,-0.08445049824560098
F_all_visual,gbm,value_task,0011,0.20311865484679248
F_all_visual,gbm,value_task,0012,0.36518742196653153
F_all_visual,gbm,value_task,0013,0.2089159245041731
F_all_visual,gbm,value_task,0014,0.054214810656418956
F_all_visual,gbm,value_task,0015,0.4615717941063395
F_all_visual,gbm,value_task,0016,0.2630871692616047
F_all_visual,gbm,value_task,0017,0.1478493692279806
F_all_visual,gbm,value_task,0018,0.10647583832746906
F_all_visual,gbm,value_task,0019,0.28095494831398277
F_all_visual,gbm,value_task,0020,0.28407993669886705
G_all,linear,value_task,0000,0.14001232754972467
G_all,linear,value_task,0001,0.4173762141672966
G_all,linear,value_task,0002,0.34170258871900516
G_all,linear,value_task,0003,0.4090045119299222
G_all,linear,value_task,0004,0.28289932844551097
G_all,linear,value_task,0005,0.44767103353402604
G_all,linear,value_task,0006,0.10496373304040439
G_all,linear,value_task,0007,0.35648170671096663
G_all,linear,value_task,0008,0.3681681011478789
G_all,linear,value_task,0009,0.40173115039517543
G_all,linear,value_task,0010,0.43924370294585896
G_all,linear,value_task,0011,0.030834658031346943
G_all,linear,value_task,0012,0.32249048557500143
G_all,linear,value_task,0013,0.24819592819743982
G_all,linear,value_task,0014,0.1795375626337255
G_all,linear,value_task,0015,0.5930716889910134
G_all,linear,value_task,0016,0.3820262683302649
G_all,linear,value_task,0017,-0.044068046020146
G_all,linear,value_task,0018,0.29376808838055435
G_all,linear,value_task,0019,0.3415726103392518
G_all,linear,value_task,0020,0.42046587173137734
G_all,tree,value_task,0000,0.20598834887511241
G_all,tree,value_task,0001,0.40436520572488716
G_all,tree,value_task,0002,0.37241016535001237
