task,variant,signal,scene_normalised,n_frames,n_scenes,eta_10,reduction_frac_10,eta_10_lo,eta_10_hi,eta_10_boot_dropped,eta_20,reduction_frac_20,eta_20_lo,eta_20_hi,eta_20_boot_dropped,eta_30,reduction_frac_30,eta_30_lo,eta_30_hi,eta_30_boot_dropped,eta_50,reduction_frac_50,eta_50_lo,eta_50_hi,eta_50_boot_dropped,spearman_vs_dJ,kendall_vs_dJ,inversion_rate_vs_dJ,top10_overlap_vs_dJ,top20_overlap_vs_dJ
longitudinal,oracle,random,False,3376,85,0.03903415072764122,0.009770176244813533,-0.08738223476843157,0.13773595701264876,0.0,0.07801386092022654,0.01952672612367717,-0.09743563749606467,0.21770277975376587,0.0,0.1261713305733973,0.031580452341487715,-0.09153830898734265,0.2918589753036691,0.0,0.23916244984292098,0.05986192199775612,-0.08424486130258584,0.3966670560957597,0.0,,,,,
longitudinal,oracle,uncertainty,False,3376,85,-0.08281643005465159,-0.020728800358585715,-0.21542727838390932,0.06258559099196574,0.0,-0.06139402703520307,-0.015366812222919026,-0.3119310414188061,0.13309113589057292,0.0,-0.042321690641405306,-0.010593041447990328,-0.3422218558363866,0.1884750212811741,0.0,0.08753635421634852,0.02191018870858965,-0.27753426652589,0.3261470126510208,0.0,-0.0338218129606913,-0.0274180330970602,0.537739087022996,0.07988165680473373,0.13333333333333333
longitudinal,oracle,criticality,False,3376,85,0.07023153469200108,0.017578824160216357,-0.07769379820097945,0.28336102901877774,0.0,0.16347685963890135,0.04091795775870916,-0.10489910947475979,0.4160479488683021,0.0,0.11543259034251237,0.02889256538231996,-0.14144097220383403,0.39867208272838284,0.0,0.34584990779916996,0.08656559680335561,0.05013610809778295,0.6119943489740053,0.0,0.03331860531570408,0.026631222407113568,0.4667028592110025,0.10946745562130178,0.2074074074074074
longitudinal,oracle,perception_oracle_dE,False,3376,85,0.06902162779404218,0.017275986685530292,-0.007692176135440256,0.16457867433234216,0.0,0.14707907743087376,0.03681362298492738,-0.002829140844151429,0.2643473708788723,0.0,0.16321792285937722,0.040853146358305774,-0.0055065900131606406,0.4959865152217551,0.0,0.43672222411441064,0.10931077069913711,0.028027925453757208,0.6860592928780224,0.0,0.04625267866603725,0.04184245012503832,0.4447513812154696,0.10946745562130178,0.16148148148148148
longitudinal,oracle,best_dE_metric (E6_risk_weighted),False,3376,85,0.3693321917369718,0.09244316935012079,0.1551537572329539,0.6201260192518178,0.0,0.5624858054996026,0.14078916416760764,0.27886617873180103,0.7541072675808023,0.0,0.5321819539890585,0.13320416578451189,0.24062171963286016,0.7183490311285338,0.0,0.441629851785104,0.11053914089274412,0.0610835063416169,0.6844456811147074,0.0,0.06440217156815474,0.05597426335540874,0.43178164279450454,0.1893491124260355,0.2548148148148148
longitudinal,oracle,multimetric_dE_oracle,False,3376,85,0.373900787559602,0.09358668049475569,0.16672132181889082,0.5661067347032925,0.0,0.4338054675360617,0.1085807118839082,0.21611486614457737,0.6226322838593773,0.0,0.5347503647490066,0.13384703428109734,0.33090016516359644,0.7067147665400312,0.0,0.5797374943542838,0.14510723020693264,0.3384299157485786,0.7467596462062746,0.0,0.07979177408095983,0.06388917726914932,0.4199099340908413,0.16272189349112426,0.2222222222222222
longitudinal,oracle,PKL_gain,False,3376,85,0.19472267825050307,0.04873872877737123,-0.04649839466586971,0.39941787715658,0.0,0.109253397702624,0.027345924812025368,-0.20439244789106054,0.3446442031664262,0.0,0.18077175778591517,0.045246839004555464,-0.17648871896930926,0.4038491317717322,0.0,0.2504198138122162,0.06267961952624733,-0.12063284948958601,0.5335815122372647,0.0,-0.00671848310253209,-0.005650646754853911,0.5099492024460478,0.14497041420118342,0.20148148148148148
longitudinal,oracle,TIP_gain,False,3376,85,0.13925615760494678,0.03485556051850796,-0.08920401497509965,0.3643210207641508,0.0,0.07005414905810707,0.017534424861803663,-0.24388412472195303,0.3347132765630835,0.0,0.09206389218879175,0.02304342314872138,-0.24062015302710027,0.3682331761352459,0.0,0.1438546271497815,0.03600654900095054,-0.2189939259721287,0.4614960234551798,0.0,-0.030959010685616534,-0.026273171056122948,0.533175278490468,0.1242603550295858,0.20592592592592593
longitudinal,oracle,decision_oracle_dJ,False,3376,85,1.0,0.2502981635999828,1.0,1.0,0.0,1.0,0.2502981635999828,1.0,1.0,0.0,1.0,0.2502981635999828,1.0,1.0,0.0,1.0,0.2502981635999828,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
longitudinal,oracle,uncertainty [scene-z],True,3376,85,-0.016682669006624434,-0.004175641416304446,-0.09717851869516257,0.08154040343192473,0.0,-0.05763234085383834,-0.014425269079684002,-0.25246977429094664,0.08806811495550494,0.0,0.054371929668717046,0.0136091941474673,-0.1590680010864525,0.25546922625386703,0.0,0.18785595614284017,0.04702000084387181,-0.07943969316961698,0.38265408295766007,0.0,0.04087029915256251,0.03283393726957051,0.45914478619654914,0.08579881656804733,0.21333333333333335
