track,geometry,system,target,signal,budget_level,budget_per_frame,n_frames,feasible,overhead,overhead_source,escalated_frac,eta,eta_lo,eta_hi,minus_random,minus_random_lo,minus_random_hi,note,row_type,n_cells
nuScenes,oracle,plan_fde,JC_fde,TIP,0.1,14.645041501353262,752.0,False,,,,,,,,,,needs FULL on every frame: >= 32.06 ms per frame before computing the metric,cell,
nuScenes,oracle,plan_fde,JC_fde,random,0.2,16.5801677512718,752.0,True,0.0,none,0.2,0.0546746456051916,-0.06646547760228,0.1302997512321284,0.0,0.0,0.0,,cell,
nuScenes,oracle,plan_fde,JC_fde,oracle,0.2,16.5801677512718,752.0,True,0.0,none,0.2,1.0,1.0,1.0,0.9483282466855176,0.8697002487678716,1.0664654776022802,,cell,
nuScenes,oracle,plan_fde,JC_fde,gate_ridge,0.2,16.5801677512718,752.0,True,3.925717499981829,measured,0.0,0.0,0.0,0.0,-0.0516717533144823,-0.1302997512321284,0.0664654776022799,,cell,
nuScenes,oracle,plan_fde,JC_fde,gate_gbm,0.2,16.5801677512718,752.0,True,21.37658250001095,measured,0.0,0.0,0.0,0.0,-0.0516717533144823,-0.1302997512321284,0.0664654776022799,,cell,
nuScenes,oracle,plan_fde,JC_fde,uncertainty,0.2,16.5801677512718,752.0,True,0.2944104999755836,measured,0.1847859797267503,0.0870432019634838,-0.2392554587812343,0.2269821462207597,-0.0114209766658723,-0.2471895448719404,0.1996801084436178,,cell,
nuScenes,oracle,plan_fde,JC_fde,criticality_cheap,0.2,16.5801677512718,752.0,True,1.4709314999947765,measured,0.1239878276646448,-0.0386464067338994,-0.3857863209277949,0.1178730608662546,-0.1209702527313856,-0.3684897954604892,0.1123869108206079,,cell,
nuScenes,oracle,plan_fde,JC_fde,gate_gbm_batched,0.2,16.5801677512718,752.0,True,3.5357949274881264,measured,0.0172835013923785,-0.0049979250192191,-0.0284013680279089,0.0102396808512294,-0.0590209397223389,-0.131003740704787,0.04933383780915,,cell,
nuScenes,oracle,plan_fde,JC_fde,R1_mlp_reg,0.2,16.5801677512718,752.0,True,0.6491920000541995,measured,0.1664522146768704,0.1268303708950266,-0.0580978695533555,0.2915923833552155,0.0734595588324811,-0.0713231095614683,0.2510038376462112,,cell,
nuScenes,oracle,plan_fde,JC_fde,R1_mlp_clf,0.2,16.5801677512718,752.0,True,0.6491920000541995,measured,0.1664522146768704,0.225947652862839,-0.0246259129994935,0.4416029245759027,0.1465025210375575,-0.0526124414133211,0.3495234648877911,,cell,
