planner,loss,split,variant,logs,states_failed,states,affected,v_pos,v_neg,harm_rate,rho,all_full_reduction,oracle20_reduction,selective_extra_share,all_cheap_cost,all_full_cost,harm_rate_lo,harm_rate_hi,harm_rate_finite_draws,rho_lo,rho_hi,rho_finite_draws,all_full_reduction_lo,all_full_reduction_hi,all_full_reduction_finite_draws,oracle20_reduction_lo,oracle20_reduction_hi,oracle20_reduction_finite_draws
idm,safety,test,transported,9,0,384,14,13,1,0.07142857142857142,0.001005560772804069,0.2165802092149756,0.21679821299357596,0.0010055607728041225,432.2877349987493,338.6627669116522,0.0,0.2727272727272727,1000,0.0,0.0075201903987102145,997,0.12806570057948166,0.3024255948963602,1000,0.12807789963551736,0.3026794261958766,1000
idm,scalar_J,test,transported,9,0,384,28,20,8,0.2857142857142857,0.005948219036965331,0.1932553449843251,0.1944117486486468,0.005948219036965892,500.0673726931981,403.426680067969,0.18181818181818182,0.36363636363636365,1000,0.0030125949428715104,0.012489689740409569,997,0.1096671607367531,0.25597385753113694,1000,0.11025553652364009,0.2575397482787588,1000
idm,collision,all,primary,34,0,1440,1,1,0,0.0,0.0,0.016129032258064516,0.016129032258064516,0.0,62.0,61.0,0.0,0.0,1000,0.0,0.0,622,0.0,0.06454796264855685,1000,0.0,0.06454796264855685,1000
idm,clearance_shortfall,all,primary,34,0,1440,5,3,2,0.4,0.3050579137813538,0.007870622299166496,0.011325580153006045,0.3050579137813555,129.7063873358668,128.6855173513568,0.0,1.0,1000,0.0,1.7138143195208386,854,-0.00775719184518995,0.032656070995539625,1000,0.0,0.03689500848170503,1000
idm,log_deviation,all,primary,34,0,1440,30,19,11,0.36666666666666664,0.7587036778854989,0.0013517697108345896,0.005602114856078043,0.7587036778855079,2815.0729918931065,2811.267661488877,0.18181818181818182,0.5294117647058824,1000,0.055917299214592014,6.368914620381943,999,-0.00665914206199828,0.008840044464066442,1000,0.0007428213312586287,0.01171612024862276,1000
idm,safety,all,primary,34,0,1440,5,3,2,0.4,0.0550821604713839,0.014156490508103426,0.014981715780882678,0.05508216047138437,814.5595810038001,803.0282760270351,0.0,1.0,1000,0.0,1.713814319520839,854,-0.0021529321570318933,0.05302559231874156,1000,0.0,0.05478595634825854,1000
idm,scalar_J,all,primary,34,0,1440,30,20,10,0.3333333333333333,0.13556374251485048,0.010867802168321502,0.01257212671751927,0.13556374251484354,1096.0668801931108,1084.1550421759227,0.14285714285714285,0.5161887694145758,1000,0.004734167704693683,4.594841197742401,999,-0.002853554069539511,0.03795716221756531,1000,0.0005257256421628587,0.03909397683013146,1000
idm,collision,test,primary,9,0,384,1,1,0,0.0,0.0,0.037037037037037035,0.037037037037037035,0.0,27.0,26.0,0.0,0.0,1000,0.0,0.0,671,0.0,0.13333333333333333,993,0.0,0.13333333333333333,993
idm,clearance_shortfall,test,primary,9,0,384,4,3,1,0.25,0.2421027508464393,0.02964081515023449,0.03910927923717653,0.24210275084644112,37.56142058309283,36.448069458809165,0.0,1.0,1000,0.0,1.5166264244461467,902,-0.024569418593965903,0.09907152160320949,1000,0.0,0.10238766365792393,1000
idm,log_deviation,test,primary,9,0,384,10,8,2,0.2,0.6046285994463529,0.004506622195756664,0.011398452668670492,0.6046285994463568,654.0496977038165,651.1021428190165,0.0,0.6678571428571417,1000,0.0,17.0194298402139,978,-0.01842325328868073,0.019187913832346176,1000,0.0004267996832694793,0.019252696824030614,1000
