planner,loss,split,variant,logs,states_failed,states,affected,v_pos,v_neg,harm_rate,rho,all_full_reduction,oracle20_reduction,selective_extra_share,all_cheap_cost,all_full_cost,harm_rate_lo,harm_rate_hi,harm_rate_finite_draws,rho_lo,rho_hi,rho_finite_draws,all_full_reduction_lo,all_full_reduction_hi,all_full_reduction_finite_draws,oracle20_reduction_lo,oracle20_reduction_hi,oracle20_reduction_finite_draws
idm,clearance_shortfall,all,s1,34,0,1440,7,2,5,0.7142857142857143,3.808905717922917,-0.021687614449508896,0.007721019011469795,3.8089057179228965,129.7063873358668,132.51940945604574,0.0,1.0,1000,0.0,4210.310557255193,854,-0.07664853668602618,0.014130126140986734,1000,0.0,0.0290288270994918,1000
idm,log_deviation,all,s1,34,0,1440,25,9,16,0.64,3.429469135393631,-0.006342895661248047,0.0026108154941512926,3.4294691353936346,2815.0729918931065,2832.928706159482,0.39100449775112445,0.9002272727272725,1000,0.6085958422326503,173.1261444421352,989,-0.01652513233293913,0.0016589139826469128,1000,3.330732863817923e-05,0.005805880737878989,1000
idm,safety,all,s1,34,0,1440,7,2,5,0.7142857142857143,3.105643869896702,-0.029733286238462907,0.014120757390907516,3.1056438698966984,814.5595810038001,838.7791141840685,0.0,1.0,1000,0.0,28734.480960914083,854,-0.14879027301145586,0.03125495202273209,1000,0.0,0.053329392212807455,1000
idm,scalar_J,all,s1,34,0,1440,25,10,15,0.6,3.125204760829423,-0.02372583742547186,0.011164024221464777,3.125204760829416,1096.0668801931108,1122.0719848000167,0.3333333333333333,0.8573051948051946,1000,0.05260344633749076,3800.397465868991,999,-0.09945016690604434,0.022408620919785675,1000,1.047500397843619e-05,0.037152421066618216,1000
idm,collision,test,s1,9,0,384,1,1,0,0.0,0.0,0.037037037037037035,0.037037037037037035,0.0,27.0,26.0,0.0,0.0,1000,0.0,0.0,671,0.0,0.13333333333333333,993,0.0,0.13333333333333333,993
idm,clearance_shortfall,test,s1,9,0,384,3,2,1,0.3333333333333333,0.3551285271932823,0.017193612772314966,0.02666207685925683,0.3551285271932782,37.56142058309283,36.91560406240907,0.0,1.0,1000,0.0,485.36772665206087,902,-0.03408867817989316,0.07512520355262904,1000,0.0,0.07845308026961101,1000
idm,log_deviation,test,s1,9,0,384,7,4,3,0.42857142857142855,0.7350172322718476,0.002558291676942383,0.009654558667630386,0.7350172322718621,654.0496977038165,652.3764478058741,0.0,1.0,1000,0.0,4.087183553414036,909,-0.01970731876537492,0.015880382415818732,1000,0.0,0.01638521441559109,1000
idm,safety,test,s1,9,0,384,3,2,1,0.3333333333333333,0.046380129466447574,0.03361112079408204,0.03524582680442319,0.04638012946644802,326.3421308746392,315.3734060936136,0.0,1.0,1000,0.0,485.36772665206706,902,-0.011662014164184173,0.12029602184086727,1000,0.0,0.12217824937556615,1000
idm,scalar_J,test,s1,9,0,384,7,5,2,0.2857142857142857,0.08216921869873585,0.02842662971208756,0.030971536683249312,0.08216921869873323,391.74710064502096,380.61105087420106,0.0,0.8571428571428571,1000,0.0,641.7176346338708,978,-0.015064503847231393,0.09264935948037867,1000,4.481843150265302e-06,0.09500401303183498,1000
idm,collision,all,iou50,34,0,1440,1,1,0,0.0,0.0,0.016129032258064516,0.016129032258064516,0.0,62.0,61.0,0.0,0.0,1000,0.0,0.0,622,0.0,0.06454796264855685,1000,0.0,0.06454796264855685,1000
idm,clearance_shortfall,all,iou50,34,0,1440,5,3,2,0.4,0.4449267244953294,0.004309629159410929,0.00776407251005308,0.44492672449532994,129.72570574529817,129.16663606109307,0.0,1.0,1000,0.0,368.8964082388753,955,-0.009213375540779698,0.02665289469004463,1000,0.0,0.029127602672285088,1000
idm,log_deviation,all,iou50,34,0,1440,35,20,15,0.42857142857142855,0.8361434835284332,0.0009482995193770807,0.0057873775166065785,0.8361434835284228,2814.731327726158,2812.0621193608995,0.2857142857142857,0.625,1000,0.1382483054650885,6.202248451645383,999,-0.007006281109736303,0.008164334948935637,1000,0.0007252306858123635,0.012183861937356783,1000
idm,safety,all,iou50,34,0,1440,5,3,2,0.4,0.05839691169941328,0.013305618415138137,0.014130814331919895,0.05839691169940107,814.5885586179472,803.7499540916394,0.0,1.0,1000,0.0,368.89640823888,955,-0.0026064829943367837,0.05245963675850286,1000,0.0,0.0533400247458684,1000
idm,scalar_J,all,iou50,34,0,1440,35,21,14,0.4,0.15477572924462052,0.010132208296363167,0.011987597430570856,0.15477572924463268,1096.0616913905628,1084.9561660277295,0.2413793103448276,0.6,1000,0.017864971275333492,9.328337737429855,999,-0.0034477533213792913,0.036591977032546026,1000,0.00020711282526214174,0.03831463539483098,1000
idm,collision,test,iou50,9,0,384,1,1,0,0.0,0.0,0.037037037037037035,0.037037037037037035,0.0,27.0,26.0,0.0,0.0,1000,0.0,0.0,671,0.0,0.13333333333333333,993,0.0,0.13333333333333333,993
idm,clearance_shortfall,test,iou50,9,0,384,3,2,1,0.3333333333333333,0.3551285271932823,0.017193612772314966,0.02666207685925683,0.3551285271932782,37.56142058309283,36.91560406240907,0.0,1.0,1000,0.0,485.36772665206087,902,-0.03408867817989316,0.07512520355262904,1000,0.0,0.07845308026961101,1000
idm,log_deviation,test,iou50,9,0,384,12,8,4,0.3333333333333333,0.7560384965185474,0.0029709382794146926,0.012177897893797867,0.7560384965185352,654.1674071159403,652.223916124994,0.16666666666666666,0.6678571428571417,1000,0.0009198449268569015,22.42337536068931,978,-0.01880943731333528,0.016016823682207488,1000,0.0003239048441847107,0.020956086806668255,1000
idm,safety,test,iou50,9,0,384,3,2,1,0.3333333333333333,0.046380129466447574,0.03361112079408204,0.03524582680442319,0.04638012946644802,326.3421308746392,315.3734060936136,0.0,1.0,1000,0.0,485.36772665206706,902,-0.011662014164184173,0.12029602184086727,1000,0.0,0.12217824937556615,1000
idm,scalar_J,test,iou50,9,0,384,12,9,3,0.25,0.09229959103128177,0.028494757080856664,0.031392248807325024,0.09229959103128231,391.7588715862333,380.59579770611305,0.0,0.6666666666666666,1000,0.0,45.41915140209311,978,-0.014653395537369995,0.09272755519566367,1000,6.247242979765165e-05,0.09632170735436417,1000
