task,variant,signal,scene_normalised,n_frames,n_scenes,eta_10,reduction_frac_10,eta_10_lo,eta_10_hi,eta_10_boot_dropped,eta_20,reduction_frac_20,eta_20_lo,eta_20_hi,eta_20_boot_dropped,eta_30,reduction_frac_30,eta_30_lo,eta_30_hi,eta_30_boot_dropped,eta_50,reduction_frac_50,eta_50_lo,eta_50_hi,eta_50_boot_dropped,spearman_vs_dJ,kendall_vs_dJ,inversion_rate_vs_dJ,top10_overlap_vs_dJ,top20_overlap_vs_dJ
longitudinal,oracle,perception_oracle_dE [scene-z],True,3376,85,0.22240350702087575,0.055667189385521086,0.09260756745555948,0.35777319064195484,0.0,0.37310380923921593,0.09338719828473405,0.20173969625029523,0.5074080205706449,0.0,0.4288864617418185,0.10734949376687146,0.23631263556457083,0.615429678210694,0.0,0.42466261555935464,0.10629227282407196,0.03528403899950694,0.6661590857648967,0.0,0.08397192580735172,0.06757470368626575,0.42005605916030536,0.12130177514792899,0.24296296296296296
longitudinal,oracle,best_dE_metric (E6_risk_weighted) [scene-z],True,3376,85,0.48209623266356844,0.12066780171416124,0.23086373886341754,0.6245249297317009,0.0,0.5389055359693922,0.13488706600700337,0.23596816469280535,0.7361776465922704,0.0,0.5469984116616117,0.13691269793100883,0.2244752925494199,0.7422280507455675,0.0,0.6086902403882941,0.15235404937042213,0.28202370117773534,0.7796110539940847,0.0,0.098306114363424,0.07932323025135359,0.4015827982678811,0.1804733727810651,0.27111111111111114
longitudinal,oracle,PKL_gain [scene-z],True,3376,85,0.15361436502967085,0.03844939346950404,-0.059317616569518145,0.3044538105430201,0.0,0.22439028093836705,0.056164475248557506,-0.11510587101515227,0.4416373236268895,0.0,0.2953073146539211,0.07391487855551876,-0.1352331803352831,0.5383708552382908,0.0,0.3438822458436262,0.08607309462929746,-0.09734329212295206,0.6062170291756744,0.0,0.00719968818808805,0.005791764556393711,0.48747247515324643,0.1390532544378698,0.20148148148148148
longitudinal,oracle,TIP_gain [scene-z],True,595,15,0.3141765000314333,0.07246488525952488,-0.03463633470874419,0.48434941638101187,0.13333333333333333,0.2668203723524122,0.06154218302605949,-0.2900694843975572,0.4485104768473726,0.13333333333333333,0.25011794150405803,0.057689763335662406,-0.3798157399328663,0.4455996883659868,0.13333333333333333,0.1956307249173082,0.045122273731332777,-0.41030151302901224,0.40243384363583323,0.13333333333333333,0.00045179054996496363,0.000683873075585263,0.49236622838703464,0.1,0.19327731092436976
lateral,oracle,random,False,3376,85,0.044192968082191676,0.0038841354313577524,-0.25650344117416746,0.24386957441556756,0.04,0.0842465443690191,0.007404458269120446,-0.4205122815119494,0.3320022274382423,0.04,0.09336676450846541,0.008206037609062555,-0.4772533467534567,0.41495078240207306,0.04,0.12108230871877736,0.010641966489567294,-0.5697505157486249,0.5505830614787913,0.04,,,,,
lateral,oracle,uncertainty,False,3376,85,0.30113319975075503,0.02646670231641144,0.010750096972298055,0.729790636909131,0.04,0.4450721481769879,0.03911754686921254,-0.19368717270158634,0.8151017570905031,0.04,0.29913005497369055,0.026290645220896493,-0.288829959384053,0.7288440382874196,0.04,0.2699185044737712,0.023723231824027264,-0.8458939011812802,0.7304912297555269,0.04,0.04185952247192031,0.03463391246136441,0.3917483660130719,0.04437869822485207,0.10962962962962963
lateral,oracle,criticality,False,3376,85,-0.15382712052936548,-0.013519919459598712,-1.1420721565927605,0.3383548022710913,0.04,-0.05392525542842579,-0.0047395095723151565,-1.0415092186483852,0.40693069548566113,0.04,-0.06867878179559969,-0.006036202168151526,-1.0454787065297164,0.4134026619427742,0.04,0.005088850040273962,0.00044726081103068944,-1.0393663247576788,0.4733662836252948,0.04,-0.007248993431813367,-0.00595213950916438,0.5211100099108028,0.11834319526627218,0.19111111111111112
lateral,oracle,perception_oracle_dE,False,3376,85,0.07536080230432356,0.006623487289230599,-0.004260598845214922,0.2802701082573492,0.04,0.10864830297674809,0.00954913737325856,-0.013303966322109622,0.34351975761335857,0.04,0.21678150452516948,0.01905300230170677,-0.42773669236465145,0.5289745514905317,0.04,0.1822192431240202,0.016015313051091613,-0.9502197425371804,0.6201731495094244,0.04,-0.005805267090804784,-0.005345012219740717,0.533210332103321,0.10946745562130178,0.14222222222222222
lateral,oracle,best_dE_metric (E5_loc_heavy),False,3376,85,0.14638669215858177,0.012865977606096321,-0.23194927466212228,0.361639424954361,0.04,0.30867548219750507,0.027129596160297306,-0.1778770825775298,0.5518571676014026,0.04,0.3811290232570501,0.03349756324124373,-0.006337527688052153,0.6653363872770117,0.04,0.3233948076077844,0.02842328282206259,-0.16314440372276307,0.6682597645225627,0.04,0.024525814845503997,0.020107664532591586,0.4438943894389439,0.11538461538461539,0.26666666666666666
lateral,oracle,PKL_gain,False,3376,85,-0.0566925509519101,-0.004982728144369709,-1.0660921923275468,0.40511592092690607,0.04,0.1068222531856885,0.009388645218043123,-1.0314298634611023,0.47648910858280724,0.04,0.042024555001851704,0.0036935528468274768,-0.9845150636563578,0.4192232523805221,0.04,0.042024555001851704,0.0036935528468274768,-0.9935507584498032,0.4228555069619783,0.04,-0.008436546325812496,-0.007184898260695908,0.5232058444348947,0.1242603550295858,0.18222222222222223
lateral,oracle,TIP_gain,False,595,15,,0.0,,,1.0,,0.0,,,1.0,,0.0,,,1.0,,0.0,,,1.0,,,,0.1,0.21008403361344538
lateral,oracle,decision_oracle_dJ,False,3376,85,1.0,0.08789034997907127,1.0,1.0,0.04,1.0,0.08789034997907127,1.0,1.0,0.04,1.0,0.08789034997907127,1.0,1.0,0.04,1.0,0.08789034997907127,1.0,1.0,0.04,1.0,1.0,0.0,1.0,1.0
lateral,oracle,uncertainty [scene-z],True,3376,85,0.11311780491555652,0.009941963462892571,-0.27537285248460336,0.33094673068885966,0.04,0.03267575140045677,0.0028718832264152737,-0.989624851456622,0.5198692944040445,0.04,0.37823504951589865,0.033243210876303685,-0.6584791880174544,0.7493368127079226,0.04,0.35069574312345925,0.030822771599291313,-0.6434629454747499,0.7362562651587756,0.04,0.02263588606795129,0.01849349378470471,0.44243654822335027,0.09171597633136094,0.20148148148148148
lateral,oracle,criticality [scene-z],True,3376,85,-0.24350797423240803,-0.02140200107798101,-1.1227919633583556,0.15591150118160932,0.04,-0.059359985386695784,-0.005217169890389249,-1.0638998029973548,0.37670155198377225,0.04,0.07073798644932548,0.006217186385846018,-0.9490748185999405,0.5154956578711708,0.04,0.005088850040273962,0.00044726081103068944,-1.0454787065297164,0.4134026619427742,0.04,-0.020633891495061077,-0.016837678030562908,0.5521730422591629,0.1301775147928994,0.21037037037037037
lateral,oracle,perception_oracle_dE [scene-z],True,3376,85,0.1269981445894343,0.011161911374658075,-0.011382011375224575,0.3949146966292297,0.04,-0.03730713842144683,-0.003278937452578619,-0.6933364752588576,0.38574583082336067,0.04,0.05195575202483798,0.004566409228888851,-1.0501749985588043,0.5310868439965309,0.04,0.17484247994043536,0.015366966753173613,-1.0113800795332146,0.6283789299914623,0.04,-0.02517008827043525,-0.02057041537279296,0.5651815181518152,0.10355029585798817,0.1985185185185185
lateral,oracle,best_dE_metric (E5_loc_heavy) [scene-z],True,3376,85,0.22753108717804238,0.01999778688319672,0.0,0.3997928251203539,0.04,0.22753108717804238,0.01999778688319672,-0.13328171724218557,0.4881559765494978,0.04,0.36637549688987203,0.03220087064540699,-0.0138868081304873,0.6489505685668961,0.04,0.4881841557653462,0.042906676304453724,0.09186152107076224,0.7884467908672901,0.04,0.028456667112963845,0.023203450254292757,0.41976576946784466,0.10059171597633136,0.19555555555555557
lateral,oracle,PKL_gain [scene-z],True,3376,85,0.06797069092584118,0.005973967813791465,-0.6494632718269667,0.45977613392111166,0.04,0.1572335813721239,0.013819314495258752,-0.9257694855059517,0.5711430610567453,0.04,0.16461034455571083,0.014467660793176936,-0.9212516381092309,0.6225226702596895,0.04,0.13054571320490135,0.011473708421846245,-0.8862897962314992,0.6191404028212181,0.04,0.004164294240300327,0.0034102046909760915,0.4755582377791189,0.12721893491124261,0.1837037037037037
lateral,oracle,TIP_gain [scene-z],True,595,15,,0.0,,,1.0,,0.0,,,1.0,,0.0,,,1.0,,0.0,,,1.0,,,,0.08333333333333333,0.18487394957983194
