section,track,geometry,system,target,split,n_inputs,n_affected,n_harmed,harmed_over_affected,harmed_over_all_inputs,signal,quota,ndg_recomputed,ndg_released,matches_3dp,trivial,n_test_frames,n_test_units,all_cheap_loss,gain,gain_random,delta_vs_random,delta_share_all_cheap,ndg,oracle_prize,undefined_reason,delta_lo_all_draws,delta_hi_all_draws,delta_share_lo_all_draws,delta_share_hi_all_draws,delta_lo_filtered,delta_hi_filtered,draws_dropped_by_filter,beats_random_all_draws,beats_random_filtered,available,ndg_full,ndg_min_leave_one_out,ndg_max_leave_one_out,gain_full,gain_min_leave_one_out,gain_max_leave_one_out,most_influential_unit,ndg_without_that_unit,gain_without_that_unit,ndg_change_without_that_unit
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,dE_E5_loc_heavy,0.5,,,,False,752.0,24.0,2867.516137440666,4.461321292832048,37.534492470543675,-33.07317117771163,-0.011533734979162246,0.02703698535088366,165.00808928707866,,-95.27285590555883,9.437903908561678,-0.03322487174931555,0.0032913167550594,-95.27285590555883,9.437903908561678,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,dE_E6_risk_weighted,0.1,,,,False,752.0,24.0,2867.516137440666,46.70685316772963,7.486933338539297,39.21991982919034,0.013677314424530197,0.32442580547856864,143.96774972579996,,-4.917028384526823,93.63263418382783,-0.0017147343376122727,0.032652870880579395,-4.917028384526823,93.63263418382783,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,dE_E6_risk_weighted,0.2,,,,False,752.0,24.0,2867.516137440666,70.98979253482526,14.973866677078593,56.015925857746666,0.019534650608014487,0.4389104846377987,161.7409358389058,,-6.51770815203234,152.09657660769534,-0.002272945587622592,0.05304122777960913,-6.51770815203234,152.09657660769534,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,dE_E6_risk_weighted,0.3,,,,False,752.0,24.0,2867.516137440666,68.86086575041232,22.560625793465082,46.30023995694724,0.016146461863775743,0.4173181208747238,165.00808928707866,,-9.78598438664204,139.02630484012795,-0.0034127042072643016,0.04848318132368475,-9.78598438664204,139.02630484012795,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,dE_E6_risk_weighted,0.5,,,,False,752.0,24.0,2867.516137440666,74.81524320132023,37.534492470543675,37.28075073077655,0.013001060480186384,0.4534034878202714,165.00808928707866,,-5.311617626402343,103.31611657272488,-0.0018523409710060436,0.036029829169483676,-5.311617626402343,103.31611657272488,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,gate_ridge,0.1,,,,False,752.0,24.0,2867.516137440666,-3.446185737416422,7.486933338539297,-10.93311907595572,-0.003812748926921059,-0.023937206381151366,143.96774972579996,,-25.75196219450547,1.2344704825303183,-0.008980581437107369,0.00043050166881784867,-25.75196219450547,1.2344704825303183,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,gate_ridge,0.2,,,,False,752.0,24.0,2867.516137440666,3.524720580362154,14.973866677078593,-11.44914609671644,-0.003992705026914027,0.021792383987890244,161.7409358389058,,-32.088031451858605,9.554204455935484,-0.011190183390039443,0.0033318746950323575,-32.088031451858605,9.554204455935484,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,gate_ridge,0.3,,,,False,752.0,24.0,2867.516137440666,12.650806372682366,22.560625793465082,-9.909819420782716,-0.0034558896779662038,0.07666779505986933,165.00808928707866,,-36.78748638992624,17.413103543055975,-0.01282904249765096,0.006072538987905271,-36.78748638992624,17.413103543055975,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,gate_ridge,0.5,,,,False,752.0,24.0,2867.516137440666,26.582583768918912,37.534492470543675,-10.951908701624763,-0.00381930150579715,0.16109867027592156,165.00808928707866,,-41.09701615069683,18.53037469365564,-0.014331921489159256,0.006462169280133325,-41.09701615069683,18.53037469365564,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,gate_gbm,0.1,,,,False,752.0,24.0,2867.516137440666,0.7126850677609267,7.486933338539297,-6.77424827077837,-0.0023624098160523574,0.004950310532173366,143.96774972579996,,-20.140862509361973,4.663581007389157,-0.007023800928750212,0.0016263486529326128,-20.140862509361973,4.663581007389157,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,gate_gbm,0.2,,,,False,752.0,24.0,2867.516137440666,14.334939907770032,14.973866677078593,-0.6389267693085614,-0.00022281540493049166,0.08862901548960772,161.7409358389058,,-25.06580002262717,19.19718584488582,-0.00874129344743603,0.0066947089134849,-25.06580002262717,19.19718584488582,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,gate_gbm,0.3,,,,False,752.0,24.0,2867.516137440666,25.27371307651117,22.560625793465082,2.7130872830460895,0.000946145427961773,0.153166509506939,165.00808928707866,,-23.593368720430163,16.669635194372,-0.00822780678105891,0.005813266393419529,-23.593368720430163,16.669635194372,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,gate_gbm,0.5,,,,False,752.0,24.0,2867.516137440666,23.11212471222862,37.534492470543675,-14.422367758315055,-0.005029568123437798,0.1400666162009699,165.00808928707866,,-38.96816551903131,16.898442747830664,-0.013589519169650227,0.005893059337030609,-38.96816551903131,16.898442747830664,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,R1_mlp_reg,0.1,,,,False,752.0,24.0,2867.516137440666,16.14176401091176,7.486933338539297,8.654830672372464,0.0030182325948816206,0.11212069398636333,143.96774972579996,,-18.521670601666184,34.16481978038283,-0.006459133868448693,0.011914429821091027,-18.521670601666184,34.16481978038283,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,R1_mlp_reg,0.2,,,,False,752.0,24.0,2867.516137440666,22.056607339169712,14.973866677078593,7.082740662091119,0.002469991561551473,0.13636997476716792,161.7409358389058,,-22.93934493246995,50.11602941882716,-0.007999726534388024,0.01747715689005923,-22.93934493246995,50.11602941882716,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,R1_mlp_reg,0.3,,,,False,752.0,24.0,2867.516137440666,41.37518596986599,22.560625793465082,18.814560176400906,0.006561274383339094,0.25074640975862733,165.00808928707866,,-26.97491535439318,70.52884438538072,-0.00940706662542761,0.02459579685167163,-26.97491535439318,70.52884438538072,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,R1_mlp_reg,0.5,,,,False,752.0,24.0,2867.516137440666,43.84220831061282,37.534492470543675,6.307715840069143,0.002199714155993886,0.2656973273251882,165.00808928707866,,-28.258360656604403,48.53960748850943,-0.00985464747264709,0.016927405169490106,-28.258360656604403,48.53960748850943,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,R1_mlp_clf,0.1,,,,False,752.0,24.0,2867.516137440666,9.976128128928178,7.486933338539297,2.489194790388881,0.0008680665325254465,0.06929418670451297,143.96774972579996,,-18.34698411448291,24.237907565505612,-0.006398214773730299,0.008452579306890522,-18.34698411448291,24.237907565505612,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,R1_mlp_clf,0.2,,,,False,752.0,24.0,2867.516137440666,21.841536234078095,14.973866677078593,6.867669556999502,0.0023949889827399816,0.13504024890663607,161.7409358389058,,-9.569845729836999,26.257869215439104,-0.003337329337012324,0.009157008350395875,-9.569845729836999,26.257869215439104,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,R1_mlp_clf,0.3,,,,False,752.0,24.0,2867.516137440666,40.387527409236235,22.560625793465082,17.826901615771153,0.00621684439121662,0.24476089374606724,165.00808928707866,,-2.820019114654687,42.36194402017159,-0.0009834361794286634,0.01477304468039742,-2.820019114654687,42.36194402017159,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,R1_mlp_clf,0.5,,,,False,752.0,24.0,2867.516137440666,65.80816034601973,37.534492470543675,28.273667875476058,0.009859985618323687,0.3988177829968545,165.00808928707866,,2.2278316302808,60.4441464077077,0.0007769203462161502,0.02107892109777478,2.2278316302808,60.4441464077077,0.0,True,True,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,R1_gbm_reg,0.1,,,,False,752.0,24.0,2867.516137440666,12.127419016614638,7.486933338539297,4.640485678075342,0.0016182945293612533,0.08423705336585757,143.96774972579996,,-15.531716080922354,32.6004756945203,-0.005416435457198446,0.011368890053960457,-15.531716080922354,32.6004756945203,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,R1_gbm_reg,0.2,,,,False,752.0,24.0,2867.516137440666,22.16643003028859,14.973866677078593,7.192563353209998,0.002508290453643114,0.1370489784501209,161.7409358389058,,-17.438876883715764,36.53546882057812,-0.006081527024737312,0.012741155435375157,-17.438876883715764,36.53546882057812,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,R1_gbm_reg,0.3,,,,False,752.0,24.0,2867.516137440666,24.789861071180148,22.560625793465082,2.229235277715066,0.0007774098456180677,0.15023421686952032,165.00808928707866,,-21.651357135602048,38.07995936109771,-0.007550561565427302,0.013279771598804349,-21.651357135602048,38.07995936109771,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,R1_gbm_reg,0.5,,,,False,752.0,24.0,2867.516137440666,39.73215132714961,37.534492470543675,2.1976588566059334,0.0007663980780827974,0.24078911221148797,165.00808928707866,,-20.0397811069404,28.33436603334577,-0.006988550420095083,0.00988115312182164,-20.0397811069404,28.33436603334577,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,R1_gbm_clf,0.1,,,,False,752.0,24.0,2867.516137440666,2.8344559056023826,7.486933338539297,-4.652477432936914,-0.0016224764604426509,0.019688130925161147,143.96774972579996,,-17.82816822522928,7.253608572094871,-0.006217286100834777,0.0025295789890720224,-17.82816822522928,7.253608572094871,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,R1_gbm_clf,0.2,,,,False,752.0,24.0,2867.516137440666,19.51347925255547,14.973866677078593,4.539612575476877,0.001583116661909565,0.12064650888375544,161.7409358389058,,-11.199901755479786,13.338127503964175,-0.0039057850832100263,0.0046514568234893375,-11.199901755479786,13.338127503964175,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,R1_gbm_clf,0.3,,,,False,752.0,24.0,2867.516137440666,25.049069068973346,22.560625793465082,2.4884432755082635,0.0008678044538327393,0.15180509741794138,165.00808928707866,,-13.602743218281027,24.53207827442181,-0.00474373728561536,0.008555166596662063,-13.602743218281027,24.53207827442181,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,R1_gbm_clf,0.5,,,,False,752.0,24.0,2867.516137440666,45.861771113348034,37.534492470543675,8.327278642804359,0.002904004107972231,0.2779365018496663,165.00808928707866,,-27.02656778981271,55.325938041468774,-0.00942507957912824,0.0192940284865663,-27.02656778981271,55.325938041468774,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,R2_cnn_clf,0.1,,,,False,752.0,24.0,2867.516137440666,13.351490327791709,7.486933338539297,5.864556989252412,0.0020451696549079177,0.0927394527817575,143.96774972579996,,-2.165930922304932,23.80694503230741,-0.0007553334727657653,0.00830228807484785,-2.165930922304932,23.80694503230741,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,R2_cnn_clf,0.2,,,,False,752.0,24.0,2867.516137440666,22.670727259756127,14.973866677078593,7.696860582677534,0.002684155978123696,0.14016691038770915,161.7409358389058,,-6.079582507217145,23.24301163381215,-0.002120156335944227,0.008105625398348115,-6.079582507217145,23.24301163381215,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,R2_cnn_clf,0.3,,,,False,752.0,24.0,2867.516137440666,24.353440107609526,22.560625793465082,1.7928143141444437,0.0006252150740273001,0.1475893709988955,165.00808928707866,,-18.580891070366242,28.441374151343272,-0.006479786051683803,0.009918470476936165,-18.580891070366242,28.441374151343272,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,R2_cnn_clf,0.5,,,,False,752.0,24.0,2867.516137440666,44.45704554021912,37.534492470543675,6.922553069675445,0.0024141287225166257,0.269423430889339,165.00808928707866,,-13.50900719617843,45.037969592146354,-0.004711048359865753,0.015706265434427137,-13.50900719617843,45.037969592146354,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,trivial_ego_speed,0.1,,,,True,752.0,24.0,2867.516137440666,-3.8932208448312418,7.486933338539297,-11.38015418337054,-0.003968645209971731,-0.02704231226956207,143.96774972579996,,-24.127559369039833,-1.5514342230756863,-0.008414097153285532,-0.000541037660719281,-24.127559369039833,-1.5514342230756863,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,trivial_ego_speed,0.2,,,,True,752.0,24.0,2867.516137440666,-1.9435191453366916,14.973866677078593,-16.917385822415284,-0.0058996654287408815,-0.01201624768186354,161.7409358389058,,-43.25987781527621,0.7783544219217263,-0.015086184607800254,0.0002714385498162979,-43.25987781527621,0.7783544219217263,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,trivial_ego_speed,0.3,,,,True,752.0,24.0,2867.516137440666,-2.1380175808499273,22.560625793465082,-24.698643374315008,-0.00861325348856073,-0.012957047076220824,165.00808928707866,,-59.192885555383484,2.4390722111785306,-0.02064256405831937,0.0008505870915012416,-59.192885555383484,2.4390722111785306,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,trivial_ego_speed,0.5,,,,True,752.0,24.0,2867.516137440666,8.877459721732233,37.534492470543675,-28.657032748811442,-0.009993677934237747,0.05380014858718447,165.00808928707866,,-89.09061748361943,17.919350388803267,-0.031068915818948155,0.006249084409616177,-89.09061748361943,17.919350388803267,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,trivial_n_det,0.1,,,,True,752.0,24.0,2867.516137440666,-7.722728970188417,7.486933338539297,-15.209662308727713,-0.005304124398861357,-0.05364207598505274,143.96774972579996,,-35.09626553683914,2.9068665968437104,-0.012239256504468528,0.001013722837995313,-35.09626553683914,2.9068665968437104,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,trivial_n_det,0.2,,,,True,752.0,24.0,2867.516137440666,-7.694788792901912,14.973866677078593,-22.668655469980507,-0.00790532795055615,-0.047574776002074895,161.7409358389058,,-48.413248466377674,-0.5754628820728092,-0.01688333949868815,-0.00020068339792724758,-48.413248466377674,-0.5754628820728092,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,trivial_n_det,0.3,,,,True,752.0,24.0,2867.516137440666,-7.639426270630441,22.560625793465082,-30.200052064095523,-0.010531781031596868,-0.04629728338554044,165.00808928707866,,-65.42129357730136,-1.707098951417298,-0.022814620891965263,-0.000595323223861934,-65.42129357730136,-1.707098951417298,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,trivial_n_det,0.5,,,,True,752.0,24.0,2867.516137440666,9.818283495143984,37.534492470543675,-27.71620897539969,-0.009665580818714116,0.05950183131968929,165.00808928707866,,-84.58952258899842,7.4855962599901105,-0.029499231576948264,0.0026104809532724034,-84.58952258899842,7.4855962599901105,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,trivial_risk_cheap,0.1,,,,True,752.0,24.0,2867.516137440666,-2.81283398090661,7.486933338539297,-10.299767319445907,-0.0035918777177793744,-0.019537945034661688,143.96774972579996,,-29.59464838509496,7.785510207954198,-0.010320656263685045,0.002715071105023657,-29.59464838509496,7.785510207954198,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,trivial_risk_cheap,0.2,,,,True,752.0,24.0,2867.516137440666,-4.54335237084199,14.973866677078593,-19.517219047920584,-0.00680631533091919,-0.028090305940650515,161.7409358389058,,-45.79825305209831,3.1879111470375174,-0.015971402027740448,0.0011117325916368903,-45.79825305209831,3.1879111470375174,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,trivial_risk_cheap,0.3,,,,True,752.0,24.0,2867.516137440666,-7.577396524033261,22.560625793465082,-30.138022317498343,-0.010510149158008688,-0.045921363957194955,165.00808928707866,,-63.270856568877356,-2.7111288417225614,-0.022064690671749196,-0.0009454624531397809,-63.270856568877356,-2.7111288417225614,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,trivial_risk_cheap,0.5,,,,True,752.0,24.0,2867.516137440666,-0.5502433018458865,37.534492470543675,-38.084735772389564,-0.01328143729519904,-0.0033346444057574735,165.00808928707866,,-89.31386328377744,-1.4319716968242344,-0.031146769190806514,-0.0004993770316153502,-89.31386328377744,-1.4319716968242344,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,trivial_area_max,0.1,,,,True,752.0,24.0,2867.516137440666,-0.04068161749152943,7.486933338539297,-7.527614956030826,-0.0026251342957565433,-0.0002825745180362364,143.96774972579996,,-25.80673190527261,3.953247103145964,-0.008999681490303939,0.0013786311614881934,-25.80673190527261,3.953247103145964,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,trivial_area_max,0.2,,,,True,752.0,24.0,2867.516137440666,-7.54258439524468,14.973866677078593,-22.516451072323274,-0.007852249121924663,-0.046633737811169244,161.7409358389058,,-46.936176152789194,-1.9811485804819777,-0.0163682343544476,-0.0006908936115875551,-46.936176152789194,-1.9811485804819777,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,trivial_area_max,0.3,,,,True,752.0,24.0,2867.516137440666,-4.329398882791179,22.560625793465082,-26.89002467625626,-0.009377462370710951,-0.026237494788870348,165.00808928707866,,-64.78750103399888,0.46037950478131706,-0.02259359596553951,0.0001605499263875871,-64.78750103399888,0.46037950478131706,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,trivial_area_max,0.5,,,,True,752.0,24.0,2867.516137440666,5.594458306002389,37.534492470543675,-31.940034164541288,-0.011138571723278465,0.033904145731117656,165.00808928707866,,-95.72090489468589,8.802173788154114,-0.033381121607259485,0.0030696161298712993,-95.72090489468589,8.802173788154114,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,oracle,0.1,,,,False,752.0,24.0,2867.516137440666,143.96774972579996,7.486933338539297,136.48081638726066,0.04759548328438472,1.0,143.96774972579996,,63.94353461807235,231.07854731689417,0.02229927629113315,0.08058491608808796,63.94353461807235,231.07854731689417,0.0,True,True,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,oracle,0.2,,,,False,752.0,24.0,2867.516137440666,161.7409358389058,14.973866677078593,146.7670691618272,0.051182648022626544,1.0,161.7409358389058,,76.00536464716852,239.6340805651954,0.026505644956894756,0.08356852030798863,76.00536464716852,239.6340805651954,0.0,True,True,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,oracle,0.3,,,,False,752.0,24.0,2867.516137440666,165.00808928707866,22.560625793465082,142.44746349361358,0.04967625522092151,1.0,165.00808928707866,,77.28792540308386,228.53350356037635,0.026952917332861245,0.07969737312946686,77.28792540308386,228.53350356037635,0.0,True,True,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_ade,JC_ade,,,,,,,oracle,0.5,,,,False,752.0,24.0,2867.516137440666,165.00808928707866,37.534492470543675,127.47359681653498,0.0444543607452227,1.0,165.00808928707866,,75.55631941727378,193.68222545063256,0.026349047676052416,0.06754355203855943,75.55631941727378,193.68222545063256,0.0,True,True,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_fde,JC_fde,,,,,,,uncertainty,0.1,,,,False,752.0,24.0,5536.809548574871,-28.038436320095165,15.133246435993136,-43.1716827560883,-0.007797212885388182,-0.06623737354583425,423.30235664754156,,-124.6163153033978,-0.3124908296208923,-0.02250688130233286,-5.6438789681925195e-05,-124.6163153033978,-0.3124908296208923,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_fde,JC_fde,,,,,,,uncertainty,0.2,,,,False,752.0,24.0,5536.809548574871,-42.07482158338555,30.266492871986273,-72.34131445537182,-0.013065523352522009,-0.09657932521500405,435.6503991896708,,-144.01879617896643,-12.955844226997865,-0.026011152255731043,-0.0023399476021949486,-144.01879617896643,-12.955844226997865,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_fde,JC_fde,,,,,,,uncertainty,0.3,,,,False,752.0,24.0,5536.809548574871,-69.94975247193118,45.60151592712599,-115.55126839905716,-0.020869648375172866,-0.16056395816930466,435.6503991896708,,-201.4053198811593,-10.723994169981035,-0.03637569941935232,-0.0019368544422376426,-201.4053198811593,-10.723994169981035,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_fde,JC_fde,,,,,,,uncertainty,0.5,,,,False,752.0,24.0,5536.809548574871,11.02710501375772,75.86800879911226,-64.84090378535454,-0.01171087847911331,0.02531182120863111,435.6503991896708,,-196.2513123901677,14.969993770885626,-0.0354448370796285,0.002703721997217473,-196.2513123901677,14.969993770885626,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_fde,JC_fde,,,,,,,criticality_cheap,0.1,,,,False,752.0,24.0,5536.809548574871,0.6974180077934768,15.133246435993136,-14.43582842819966,-0.0026072467007494096,0.0016475646705982668,423.30235664754156,,-53.87380649081562,24.997381156024847,-0.009730117320846315,0.0045147626871975335,-53.87380649081562,24.997381156024847,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_fde,JC_fde,,,,,,,criticality_cheap,0.2,,,,False,752.0,24.0,5536.809548574871,16.939307331858846,30.266492871986273,-13.327185540127427,-0.0024070153439823003,0.038882799977612126,435.6503991896708,,-88.15855649650535,50.676161065565694,-0.015922266374359336,0.00915259241282903,-88.15855649650535,50.676161065565694,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_fde,JC_fde,,,,,,,criticality_cheap,0.3,,,,False,752.0,24.0,5536.809548574871,25.402335020835352,45.60151592712599,-20.199180906290636,-0.003648162489441187,0.05830899057612441,435.6503991896708,,-102.12940572888867,41.2320895808938,-0.018445533448983437,0.007446904073394866,-102.12940572888867,41.2320895808938,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_fde,JC_fde,,,,,,,criticality_cheap,0.5,,,,False,752.0,24.0,5536.809548574871,10.143837836243478,75.86800879911226,-65.72417096286878,-0.011870404857935857,0.023284353360197692,435.6503991896708,,-171.3030797774932,16.99822556990016,-0.030938951082683564,0.0030700397802693727,-171.3030797774932,16.99822556990016,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_fde,JC_fde,,,,,,,criticality_gt,0.1,,,,False,752.0,24.0,5536.809548574871,10.699610741721802,15.133246435993136,-4.433635694271334,-0.000800756402288122,0.025276520609193595,423.30235664754156,,-49.308975721564416,70.52416558545582,-0.008905665851240294,0.012737329136344984,-49.308975721564416,70.52416558545582,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_fde,JC_fde,,,,,,,criticality_gt,0.2,,,,False,752.0,24.0,5536.809548574871,14.023808484419872,30.266492871986273,-16.2426843875664,-0.002933581920249927,0.03219050989165804,435.6503991896708,,-80.85348204057252,70.12799100826403,-0.014602901062649614,0.012665776272964708,-80.85348204057252,70.12799100826403,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_fde,JC_fde,,,,,,,criticality_gt,0.3,,,,False,752.0,24.0,5536.809548574871,-19.0101949357945,45.60151592712599,-64.61171086292049,-0.011669484076719057,-0.04363635376245337,435.6503991896708,,-149.02598706529525,27.201935149355045,-0.026915498132612004,0.004912925920732924,-149.02598706529525,27.201935149355045,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_fde,JC_fde,,,,,,,criticality_gt,0.5,,,,False,752.0,24.0,5536.809548574871,53.25997333967091,75.86800879911226,-22.608035459441354,-0.004083224330022418,0.12225392984543762,435.6503991896708,,-182.5970941173557,70.34335882486309,-0.03297875654118439,0.01270467373091583,-182.5970941173557,70.34335882486309,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_fde,JC_fde,,,,,,,PKL,0.1,,,,False,752.0,24.0,5536.809548574871,34.26358090005139,15.133246435993136,19.13033446405825,0.00345511874595402,0.0809435155792922,423.30235664754156,,-37.399409381529416,95.45447873900314,-0.00675468589869697,0.017239978710044727,-37.399409381529416,95.45447873900314,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_fde,JC_fde,,,,,,,PKL,0.2,,,,False,752.0,24.0,5536.809548574871,69.57702499059246,30.266492871986273,39.31053211860619,0.0070998526811752805,0.15970839260106,435.6503991896708,,-54.72781862154613,105.80169708509396,-0.009884359962432266,0.01910878388662049,-54.72781862154613,105.80169708509396,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_fde,JC_fde,,,,,,,PKL,0.3,,,,False,752.0,24.0,5536.809548574871,90.91980463177349,45.60151592712599,45.3182887046475,0.008184910155761463,0.2086990045249319,435.6503991896708,,-45.6681419826599,141.0737949410958,-0.008248096955838854,0.025479257269632297,-45.6681419826599,141.0737949410958,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_fde,JC_fde,,,,,,,PKL,0.5,,,,False,752.0,24.0,5536.809548574871,73.2634441830788,75.86800879911226,-2.604564616033457,-0.00047040892289745644,0.16817026753413306,435.6503991896708,,-127.61861526646825,127.48072730031302,-0.02304912497835802,0.02302422111179994,-127.61861526646825,127.48072730031302,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_fde,JC_fde,,,,,,,TIP,0.1,,,,False,752.0,24.0,5536.809548574871,16.00899076436153,15.133246435993136,0.8757443283683948,0.0001581676813488743,0.03781928097719346,423.30235664754156,,-61.52827353602811,78.18227123922983,-0.01111258622790538,0.014120455210411437,-61.52827353602811,78.18227123922983,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,mono,plan_fde,JC_fde,,,,,,,TIP,0.2,,,,False,752.0,24.0,5536.809548574871,13.448549772967883,30.266492871986273,-16.81794309901839,-0.003037479066504498,0.030870050384397184,435.6503991896708,,-100.04095859892583,70.56589964033151,-0.01806834020951209,0.012744866700082647,-100.04095859892583,70.56589964033151,0.0,False,False,,,,,,,,,,,
