section,track,geometry,system,target,split,n_inputs,n_affected,n_harmed,harmed_over_affected,harmed_over_all_inputs,signal,quota,ndg_recomputed,ndg_released,matches_3dp,trivial,n_test_frames,n_test_units,all_cheap_loss,gain,gain_random,delta_vs_random,delta_share_all_cheap,ndg,oracle_prize,undefined_reason,delta_lo_all_draws,delta_hi_all_draws,delta_share_lo_all_draws,delta_share_hi_all_draws,delta_lo_filtered,delta_hi_filtered,draws_dropped_by_filter,beats_random_all_draws,beats_random_filtered,available,ndg_full,ndg_min_leave_one_out,ndg_max_leave_one_out,gain_full,gain_min_leave_one_out,gain_max_leave_one_out,most_influential_unit,ndg_without_that_unit,gain_without_that_unit,ndg_change_without_that_unit
paired_gain,nuScenes,oracle,plan_ade,JC_ade,,,,,,,R1_mlp_clf,0.5,,,,False,752.0,24.0,3006.829334022631,3.090349777601133,3.881212462332206,-0.7908626847310729,-0.00026302213956155336,0.0343596119971833,89.94134677232302,,-14.679375485261156,13.636593612597443,-0.004882011532600896,0.004535207056249507,-14.679375485261156,13.636593612597443,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,oracle,plan_ade,JC_ade,,,,,,,R1_gbm_reg,0.1,,,,False,752.0,24.0,3006.829334022631,-8.944021094913966,0.7741780177524347,-9.718199112666401,-0.0032320421391077384,-0.11433396141315035,78.22716001761181,,-21.536781380268497,4.769679245382258,-0.007162621814473225,0.0015862819985866076,-21.536781380268497,4.769679245382258,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,oracle,plan_ade,JC_ade,,,,,,,R1_gbm_reg,0.2,,,,False,752.0,24.0,3006.829334022631,-9.875402198476099,1.5483560355048693,-11.42375823398097,-0.0037992705820446104,-0.10987772467015096,89.8762895584315,,-27.845210964966487,1.4843715472447472,-0.009260655618160505,0.000493666710793628,-27.845210964966487,1.4843715472447472,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,oracle,plan_ade,JC_ade,,,,,,,R1_gbm_reg,0.3,,,,False,752.0,24.0,3006.829334022631,-11.262424936696554,2.3328564268273366,-13.595281363523892,-0.004521467583707419,-0.1252196608219153,89.94134677232302,,-31.05750949068679,1.2320535634082626,-0.01032898978976538,0.00040975174396079957,-31.05750949068679,1.2320535634082626,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,oracle,plan_ade,JC_ade,,,,,,,R1_gbm_reg,0.5,,,,False,752.0,24.0,3006.829334022631,-1.7610193823746967,3.881212462332206,-5.642231844706902,-0.0018764722629463465,-0.019579642128692273,89.94134677232302,,-33.302234097822954,4.218996478264108,-0.011075531863749039,0.0014031379934090911,-33.302234097822954,4.218996478264108,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,oracle,plan_ade,JC_ade,,,,,,,R1_gbm_clf,0.1,,,,False,752.0,24.0,3006.829334022631,-1.5763228130407105,0.7741780177524347,-2.350500830793145,-0.0007817207329318459,-0.020150582133952228,78.22716001761181,,-10.856049892826482,6.291849086260511,-0.0036104642754375806,0.0020925195238278046,-10.856049892826482,6.291849086260511,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,oracle,plan_ade,JC_ade,,,,,,,R1_gbm_clf,0.2,,,,False,752.0,24.0,3006.829334022631,-5.735911502028321,1.5483560355048693,-7.28426753753319,-0.002422574322762798,-0.06382007457371967,89.8762895584315,,-16.06312309905327,4.574261297243303,-0.005342213113759775,0.0015212906317911008,-16.06312309905327,4.574261297243303,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,oracle,plan_ade,JC_ade,,,,,,,R1_gbm_clf,0.3,,,,False,752.0,24.0,3006.829334022631,-4.530733956265813,2.3328564268273366,-6.8635903830931495,-0.002282667095678098,-0.05037431747308483,89.94134677232302,,-20.638253543587314,6.660146757416626,-0.006863792803290504,0.0022150065792082957,-20.638253543587314,6.660146757416626,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,oracle,plan_ade,JC_ade,,,,,,,R1_gbm_clf,0.5,,,,False,752.0,24.0,3006.829334022631,-2.6295959207732986,3.881212462332206,-6.510808383105505,-0.0021653401839056624,-0.029236786140526026,89.94134677232302,,-28.092881857245832,10.101144725171142,-0.009343025072747408,0.0033594007517738006,-28.092881857245832,10.101144725171142,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,oracle,plan_ade,JC_ade,,,,,,,R2_cnn_clf,0.1,,,,False,752.0,24.0,3006.829334022631,6.093062205502133,0.7741780177524347,5.318884187749699,0.0017689345143623194,0.07788934436748517,78.22716001761181,,-3.339332319298948,16.147902206056276,-0.0011105825932699292,0.005370408630560054,-3.339332319298948,16.147902206056276,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,oracle,plan_ade,JC_ade,,,,,,,R2_cnn_clf,0.2,,,,False,752.0,24.0,3006.829334022631,-1.7994889133946033,1.5483560355048693,-3.3478449488994726,-0.0011134136916313173,-0.020021842493004757,89.8762895584315,,-18.744005182967506,13.432975538997598,-0.0062338108022550074,0.004467488522544956,-18.744005182967506,13.432975538997598,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,oracle,plan_ade,JC_ade,,,,,,,R2_cnn_clf,0.3,,,,False,752.0,24.0,3006.829334022631,-4.649458240295502,2.3328564268273366,-6.982314667122838,-0.0023221519718851745,-0.05169433644422862,89.94134677232302,,-24.32596612419068,9.750906916842029,-0.008090238394623693,0.00324291997770188,-24.32596612419068,9.750906916842029,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,oracle,plan_ade,JC_ade,,,,,,,R2_cnn_clf,0.5,,,,False,752.0,24.0,3006.829334022631,6.06303518516086,3.881212462332206,2.181822722828654,0.0007256224016910674,0.06741098952530465,89.94134677232302,,-15.562898082894726,18.03103459092868,-0.0051758501577720715,0.00599669372215622,-15.562898082894726,18.03103459092868,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,oracle,plan_ade,JC_ade,,,,,,,trivial_ego_speed,0.1,,,,True,752.0,24.0,3006.829334022631,-4.050591965511891,0.7741780177524347,-4.824769983264325,-0.001604603869155951,-0.0517798673069552,78.22716001761181,,-10.843908826581911,4.290896013554538,-0.003606426445253076,0.0014270500706516794,-10.843908826581911,4.290896013554538,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,oracle,plan_ade,JC_ade,,,,,,,trivial_ego_speed,0.2,,,,True,752.0,24.0,3006.829334022631,-2.08518263948565,1.5483560355048693,-3.633538674990519,-0.0012084286373944134,-0.02320058660332217,89.8762895584315,,-18.943760224541695,7.751718348219134,-0.006300244583286054,0.002578037356662555,-18.943760224541695,7.751718348219134,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,oracle,plan_ade,JC_ade,,,,,,,trivial_ego_speed,0.3,,,,True,752.0,24.0,3006.829334022631,-6.7848746689846475,2.3328564268273366,-9.117731095811983,-0.0030323407426699526,-0.07543665858328583,89.94134677232302,,-35.98218808924607,6.021371387213823,-0.011966820890731424,0.002002565067156054,-35.98218808924607,6.021371387213823,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,oracle,plan_ade,JC_ade,,,,,,,trivial_ego_speed,0.5,,,,True,752.0,24.0,3006.829334022631,-21.08236089283605,3.881212462332206,-24.963573355168258,-0.008302291411322372,-0.23440121422913326,89.94134677232302,,-47.32564099863201,2.5857699419549984,-0.01573938382971616,0.0008599656497615958,-47.32564099863201,2.5857699419549984,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,oracle,plan_ade,JC_ade,,,,,,,trivial_n_det,0.1,,,,True,752.0,24.0,3006.829334022631,1.3930333341970438,0.7741780177524347,0.6188553164446091,0.00020581657543452425,0.017807540678754296,78.22716001761181,,-11.115043294139744,10.846772815618952,-0.0036965993275280737,0.003607378939963911,-11.115043294139744,10.846772815618952,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,oracle,plan_ade,JC_ade,,,,,,,trivial_n_det,0.2,,,,True,752.0,24.0,3006.829334022631,-2.579927529346908,1.5483560355048693,-4.1282835648517775,-0.0013729690335729265,-0.028705318633226548,89.8762895584315,,-23.247036858736234,11.924627385825067,-0.0077314121542228055,0.0039658477622579015,-23.247036858736234,11.924627385825067,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,oracle,plan_ade,JC_ade,,,,,,,trivial_n_det,0.3,,,,True,752.0,24.0,3006.829334022631,-7.2155498161336915,2.3328564268273366,-9.548406242961029,-0.003175573064596543,-0.08022505860846281,89.94134677232302,,-33.13581799738096,15.454042578056285,-0.011020185822469285,0.005139647403060745,-33.13581799738096,15.454042578056285,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,oracle,plan_ade,JC_ade,,,,,,,trivial_n_det,0.5,,,,True,752.0,24.0,3006.829334022631,3.938949142767859,3.881212462332206,0.05773668043565294,1.9201848200147425e-05,0.04379464266572404,89.94134677232302,,-30.31947790915578,21.735031059203255,-0.010083538019962519,0.007228554947654926,-30.31947790915578,21.735031059203255,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,oracle,plan_ade,JC_ade,,,,,,,trivial_risk_cheap,0.1,,,,True,752.0,24.0,3006.829334022631,-1.2521408255364128,0.7741780177524347,-2.0263188432888475,-0.0006739055058299483,-0.016006471732509655,78.22716001761181,,-23.942875025444398,10.631048561141988,-0.007962831396690169,0.0035356341781192604,-23.942875025444398,10.631048561141988,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,oracle,plan_ade,JC_ade,,,,,,,trivial_risk_cheap,0.2,,,,True,752.0,24.0,3006.829334022631,-16.76781139500464,1.5483560355048693,-18.31616743050951,-0.006091522130391606,-0.18656546100630178,89.8762895584315,,-43.977252999977765,6.351804784192368,-0.014625789532638225,0.0021124593645275914,-43.977252999977765,6.351804784192368,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,oracle,plan_ade,JC_ade,,,,,,,trivial_risk_cheap,0.3,,,,True,752.0,24.0,3006.829334022631,-19.142385708990712,2.3328564268273366,-21.47524213581805,-0.007142155323823383,-0.21283187761739472,89.94134677232302,,-48.15923071012637,9.607953326847163,-0.016016615963267006,0.003195377009972608,-48.15923071012637,9.607953326847163,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,oracle,plan_ade,JC_ade,,,,,,,trivial_risk_cheap,0.5,,,,True,752.0,24.0,3006.829334022631,-5.7837698108956275,3.881212462332206,-9.664982273227833,-0.0032143434826404716,-0.0643060174041715,89.94134677232302,,-37.34982846076643,11.536373677691975,-0.012421665585787889,0.003836723803096018,-37.34982846076643,11.536373677691975,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,oracle,plan_ade,JC_ade,,,,,,,trivial_area_max,0.1,,,,True,752.0,24.0,3006.829334022631,-4.423453661217388,0.7741780177524347,-5.197631678969822,-0.0017286088106691,-0.056546264241492415,78.22716001761181,,-16.199472422370604,3.1365036601801495,-0.005387559659296805,0.0010431266000668006,-16.199472422370604,3.1365036601801495,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,oracle,plan_ade,JC_ade,,,,,,,trivial_area_max,0.2,,,,True,752.0,24.0,3006.829334022631,-13.4212991514744,1.5483560355048693,-14.96965518697927,-0.004978551664903573,-0.14933081035514686,89.8762895584315,,-32.50345391249198,7.295390813999707,-0.010809876551592582,0.0024262736602478543,-32.50345391249198,7.295390813999707,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,oracle,plan_ade,JC_ade,,,,,,,trivial_area_max,0.3,,,,True,752.0,24.0,3006.829334022631,-10.185404720185801,2.3328564268273366,-12.518261147013138,-0.004163276247629862,-0.11324496558817462,89.94134677232302,,-42.592748942577394,11.779916154613295,-0.014165336376306889,0.00391772024481807,-42.592748942577394,11.779916154613295,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,oracle,plan_ade,JC_ade,,,,,,,trivial_area_max,0.5,,,,True,752.0,24.0,3006.829334022631,2.9812122708187476,3.881212462332206,-0.9000001915134583,-0.0002993186814196101,0.03314618223769064,89.94134677232302,,-32.04080152157773,16.098762715994965,-0.010656009358107644,0.005354066003625664,-32.04080152157773,16.098762715994965,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,oracle,plan_ade,JC_ade,,,,,,,oracle,0.1,,,,False,752.0,24.0,3006.829334022631,78.22716001761181,0.7741780177524347,77.45298199985938,0.025759021678905977,1.0,78.22716001761181,,45.62867576402947,110.94147063689014,0.01517501350932545,0.036896497377345044,45.62867576402947,110.94147063689014,0.0,True,True,,,,,,,,,,,
paired_gain,nuScenes,oracle,plan_ade,JC_ade,,,,,,,oracle,0.2,,,,False,752.0,24.0,3006.829334022631,89.8762895584315,1.5483560355048693,88.32793352292663,0.02937577218749517,1.0,89.8762895584315,,52.17660996948085,126.1442665038068,0.017352700859705042,0.04195258609342055,52.17660996948085,126.1442665038068,0.0,True,True,,,,,,,,,,,
paired_gain,nuScenes,oracle,plan_ade,JC_ade,,,,,,,oracle,0.3,,,,False,752.0,24.0,3006.829334022631,89.94134677232302,2.3328564268273366,87.60849034549568,0.029136502479271173,1.0,89.94134677232302,,54.20925829609093,125.37138303074394,0.018028711401311254,0.04169554341250827,54.20925829609093,125.37138303074394,0.0,True,True,,,,,,,,,,,
paired_gain,nuScenes,oracle,plan_ade,JC_ade,,,,,,,oracle,0.5,,,,False,752.0,24.0,3006.829334022631,89.94134677232302,3.881212462332206,86.06013430999081,0.02862155604783091,1.0,89.94134677232302,,56.171676615285506,120.76210236895358,0.018681365110981295,0.04016260617206173,56.171676615285506,120.76210236895358,0.0,True,True,,,,,,,,,,,
paired_gain,nuScenes,oracle,plan_fde,JC_fde,,,,,,,uncertainty,0.1,,,,False,752.0,24.0,5799.289892503355,6.154318995769998,7.520839664493247,-1.3665206687232487,-0.0002356358612956609,0.022370189037775195,275.11251627679894,,-45.85185764015925,49.0479626524115,-0.00790646070296144,0.008457580766192595,-45.85185764015925,49.0479626524115,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,oracle,plan_fde,JC_fde,,,,,,,uncertainty,0.2,,,,False,752.0,24.0,5799.289892503355,1.2585139931718992,15.041679328986493,-13.783165335814594,-0.0023766988012845955,0.004574542845973866,275.11251627679894,,-68.96577396553423,58.06100721873281,-0.01189210666200445,0.010011744247133999,-68.96577396553423,58.06100721873281,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,oracle,plan_fde,JC_fde,,,,,,,uncertainty,0.3,,,,False,752.0,24.0,5799.289892503355,3.210723561458,22.662796855672983,-19.452073294214983,-0.003354216404901633,0.01167058338497255,275.11251627679894,,-103.32476923719327,60.357550646670184,-0.017816796737607388,0.010407748494292962,-103.32476923719327,60.357550646670184,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,oracle,plan_fde,JC_fde,,,,,,,uncertainty,0.5,,,,False,752.0,24.0,5799.289892503355,37.7393602378992,37.70447618465948,0.03488405323972188,6.015228396293124e-06,0.13717791087312253,275.11251627679894,,-104.37514102847759,81.47144931540394,-0.017997917497347665,0.01404852159929455,-104.37514102847759,81.47144931540394,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,oracle,plan_fde,JC_fde,,,,,,,criticality_cheap,0.1,,,,False,752.0,24.0,5799.289892503355,-8.463100119886596,7.520839664493247,-15.983939784379842,-0.0027561891336113434,-0.030762323119358254,275.11251627679894,,-82.60314891356231,30.02658154421225,-0.014243666111663432,0.005177630727345965,-82.60314891356231,30.02658154421225,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,oracle,plan_fde,JC_fde,,,,,,,criticality_cheap,0.2,,,,False,752.0,24.0,5799.289892503355,-47.42464653470257,15.041679328986493,-62.466325863689065,-0.01077137494789461,-0.17238272971552923,275.11251627679894,,-154.7816066468555,7.921502978447987,-0.02668975159302505,0.0013659436112493672,-154.7816066468555,7.921502978447987,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,oracle,plan_fde,JC_fde,,,,,,,criticality_cheap,0.3,,,,False,752.0,24.0,5799.289892503355,-46.179359635919795,22.662796855672983,-68.84215649159277,-0.011870790694664854,-0.1678562657231391,275.11251627679894,,-167.47458378599958,18.55005916262365,-0.028878463896500704,0.003198677684073528,-167.47458378599958,18.55005916262365,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,oracle,plan_fde,JC_fde,,,,,,,criticality_cheap,0.5,,,,False,752.0,24.0,5799.289892503355,-6.677010800175027,37.70447618465948,-44.3814869848345,-0.0076529174791220055,-0.024270109155837483,275.11251627679894,,-133.144441735981,27.210067381630868,-0.02295874912342192,0.004691965376106628,-133.144441735981,27.210067381630868,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,oracle,plan_fde,JC_fde,,,,,,,criticality_gt,0.1,,,,False,752.0,24.0,5799.289892503355,-71.81774892428258,7.520839664493247,-79.33858858877583,-0.01368074196313854,-0.2610486425562136,275.11251627679894,,-170.16024527167156,28.21768553198968,-0.029341565678866106,0.004865713915847906,-170.16024527167156,28.21768553198968,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,oracle,plan_fde,JC_fde,,,,,,,criticality_gt,0.2,,,,False,752.0,24.0,5799.289892503355,-7.940074982361113,15.041679328986493,-22.981754311347608,-0.003962856614747909,-0.028861191376594316,275.11251627679894,,-159.81248667375348,66.3671176329911,-0.027557250911071095,0.011444007604928107,-159.81248667375348,66.3671176329911,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,oracle,plan_fde,JC_fde,,,,,,,criticality_gt,0.3,,,,False,752.0,24.0,5799.289892503355,-8.616793978822145,22.662796855672983,-31.279590834495128,-0.00539369326491675,-0.03132098130407317,275.11251627679894,,-142.56574469228593,69.04308040025091,-0.02458331060093724,0.0119054369897083,-142.56574469228593,69.04308040025091,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,oracle,plan_fde,JC_fde,,,,,,,criticality_gt,0.5,,,,False,752.0,24.0,5799.289892503355,15.227832915490982,37.70447618465948,-22.476643269168495,-0.0038757578403217393,0.05535129088845163,275.11251627679894,,-122.81878723151735,51.73682030477044,-0.021178245872875427,0.008921233679256103,-122.81878723151735,51.73682030477044,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,oracle,plan_fde,JC_fde,,,,,,,PKL,0.1,,,,False,752.0,24.0,5799.289892503355,-30.725630642156293,7.520839664493247,-38.24647030664954,-0.006595026462824373,-0.11168387050497665,275.11251627679894,,-190.50914356921754,69.30318476552772,-0.03285042601775875,0.011950288061149485,-190.50914356921754,69.30318476552772,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,oracle,plan_fde,JC_fde,,,,,,,PKL,0.2,,,,False,752.0,24.0,5799.289892503355,5.123265080932335,15.041679328986493,-9.918414248054159,-0.0017102808157384109,0.01862243546846725,275.11251627679894,,-159.85441242248217,119.90008487577552,-0.027564480373558027,0.02067495971028597,-159.85441242248217,119.90008487577552,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,oracle,plan_fde,JC_fde,,,,,,,PKL,0.3,,,,False,752.0,24.0,5799.289892503355,56.6022132024907,22.662796855672983,33.93941634681772,0.005852340023679561,0.20574205044724872,275.11251627679894,,-84.81023300823126,142.40152341698243,-0.014624244447214827,0.024554993120978915,-84.81023300823126,142.40152341698243,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,oracle,plan_fde,JC_fde,,,,,,,PKL,0.5,,,,False,752.0,24.0,5799.289892503355,56.6022132024907,37.70447618465948,18.897737017831226,0.0032586294819060544,0.20574205044724872,275.11251627679894,,-69.00065252645004,107.98112509317866,-0.011898120943332395,0.018619715015930495,-69.00065252645004,107.98112509317866,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,oracle,plan_fde,JC_fde,,,,,,,TIP,0.1,,,,False,752.0,24.0,5799.289892503355,-45.52444225463979,7.520839664493247,-53.04528191913303,-0.009146858133045527,-0.16547572197273744,275.11251627679894,,-201.42626153785616,39.66049160887231,-0.03473291821438975,0.006838853091331193,-201.42626153785616,39.66049160887231,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,oracle,plan_fde,JC_fde,,,,,,,TIP,0.2,,,,False,752.0,24.0,5799.289892503355,-5.458396099896273,15.041679328986493,-20.500075428882766,-0.0035349285531290427,-0.019840595309027733,275.11251627679894,,-171.2452847638413,86.64516166307028,-0.02952866436030508,0.014940650194961805,-171.2452847638413,86.64516166307028,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,oracle,plan_fde,JC_fde,,,,,,,TIP,0.3,,,,False,752.0,24.0,5799.289892503355,30.286763777943452,22.662796855672983,7.623966922270469,0.0013146380097545812,0.1100886436859566,275.11251627679894,,-107.59813791327876,94.77738024221948,-0.01855367465805927,0.016342928530739015,-107.59813791327876,94.77738024221948,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,oracle,plan_fde,JC_fde,,,,,,,TIP,0.5,,,,False,752.0,24.0,5799.289892503355,30.286763777943452,37.70447618465948,-7.417712406716024,-0.0012790725320189248,0.1100886436859566,275.11251627679894,,-85.95168030474053,62.51380113268959,-0.014821069803019992,0.010779561341380802,-85.95168030474053,62.51380113268959,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,oracle,plan_fde,JC_fde,,,,,,,dE_exact,0.1,,,,False,752.0,24.0,5799.289892503355,9.264467396512943,7.520839664493247,1.7436277320196965,0.0003006622818206855,0.03367519414199129,275.11251627679894,,-21.234232079559295,30.078735323468155,-0.003661522785230728,0.005186623859302228,-21.234232079559295,30.078735323468155,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,oracle,plan_fde,JC_fde,,,,,,,dE_exact,0.2,,,,False,752.0,24.0,5799.289892503355,40.38538730375108,15.041679328986493,25.343707974764587,0.004370139869628861,0.14679589227819112,275.11251627679894,,-35.18136526157347,61.707237028242815,-0.006066495366450267,0.010640481536887944,-35.18136526157347,61.707237028242815,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,oracle,plan_fde,JC_fde,,,,,,,dE_exact,0.3,,,,False,752.0,24.0,5799.289892503355,25.65262252048646,22.662796855672983,2.989825664813477,0.0005155503036118912,0.09324411287299117,275.11251627679894,,-79.1982588613422,61.34853398102172,-0.013656544219960527,0.010578628611121155,-79.1982588613422,61.34853398102172,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,oracle,plan_fde,JC_fde,,,,,,,dE_exact,0.5,,,,False,752.0,24.0,5799.289892503355,18.057289836770302,37.70447618465948,-19.647186347889175,-0.003387860705719637,0.06563601715089662,275.11251627679894,,-95.02939206910531,42.28611822026534,-0.01638638416609389,0.007291602765871024,-95.02939206910531,42.28611822026534,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,oracle,plan_fde,JC_fde,,,,,,,dE_E1_fn_only,0.1,,,,False,752.0,24.0,5799.289892503355,9.264467396512943,7.520839664493247,1.7436277320196965,0.0003006622818206855,0.03367519414199129,275.11251627679894,,-21.234232079559295,30.078735323468155,-0.003661522785230728,0.005186623859302228,-21.234232079559295,30.078735323468155,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,oracle,plan_fde,JC_fde,,,,,,,dE_E1_fn_only,0.2,,,,False,752.0,24.0,5799.289892503355,40.38538730375108,15.041679328986493,25.343707974764587,0.004370139869628861,0.14679589227819112,275.11251627679894,,-35.18136526157347,61.707237028242815,-0.006066495366450267,0.010640481536887944,-35.18136526157347,61.707237028242815,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,oracle,plan_fde,JC_fde,,,,,,,dE_E1_fn_only,0.3,,,,False,752.0,24.0,5799.289892503355,25.65262252048646,22.662796855672983,2.989825664813477,0.0005155503036118912,0.09324411287299117,275.11251627679894,,-79.1982588613422,61.34853398102172,-0.013656544219960527,0.010578628611121155,-79.1982588613422,61.34853398102172,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,oracle,plan_fde,JC_fde,,,,,,,dE_E1_fn_only,0.5,,,,False,752.0,24.0,5799.289892503355,18.057289836770302,37.70447618465948,-19.647186347889175,-0.003387860705719637,0.06563601715089662,275.11251627679894,,-95.02939206910531,42.28611822026534,-0.01638638416609389,0.007291602765871024,-95.02939206910531,42.28611822026534,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,oracle,plan_fde,JC_fde,,,,,,,dE_E2_fn_fp,0.1,,,,False,752.0,24.0,5799.289892503355,30.99081908096953,7.520839664493247,23.469979416476285,0.004047043664227846,0.11264779770975138,275.11251627679894,,-15.481981088172946,56.372274880866705,-0.0026696339336625065,0.009720547847373211,-15.481981088172946,56.372274880866705,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,oracle,plan_fde,JC_fde,,,,,,,dE_E2_fn_fp,0.2,,,,False,752.0,24.0,5799.289892503355,18.37158536042396,15.041679328986493,3.329906031437467,0.0005741920292244712,0.06677844254072307,275.11251627679894,,-52.29496043306195,50.98936554751416,-0.009017476519092928,0.008792346389413515,-52.29496043306195,50.98936554751416,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,oracle,plan_fde,JC_fde,,,,,,,dE_E2_fn_fp,0.3,,,,False,752.0,24.0,5799.289892503355,10.621089850993929,22.662796855672983,-12.041707004679054,-0.0020764105998986476,0.03860634912120004,275.11251627679894,,-76.16524798464441,55.29177453004871,-0.013133547278452479,0.009534231872340692,-76.16524798464441,55.29177453004871,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,oracle,plan_fde,JC_fde,,,,,,,dE_E2_fn_fp,0.5,,,,False,752.0,24.0,5799.289892503355,24.208748547194787,37.70447618465948,-13.49572763746469,-0.002327134509159542,0.08799580940489687,275.11251627679894,,-72.68199444320784,53.87813029001942,-0.012532912785953783,0.009290470262517274,-72.68199444320784,53.87813029001942,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,oracle,plan_fde,JC_fde,,,,,,,dE_E3_class_aware,0.1,,,,False,752.0,24.0,5799.289892503355,8.012909496574824,7.520839664493247,0.49206983208157773,8.48500146056965e-05,0.029125935835332174,275.11251627679894,,-50.15711259763151,28.82539141410383,-0.008648836931305809,0.00497050362172202,-50.15711259763151,28.82539141410383,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,oracle,plan_fde,JC_fde,,,,,,,dE_E3_class_aware,0.2,,,,False,752.0,24.0,5799.289892503355,0.8065011380287199,15.041679328986493,-14.235178190957773,-0.002454641594888945,0.002931531974420513,275.11251627679894,,-119.22003920733465,63.3449000819678,-0.02055769610024986,0.010922871809504246,-119.22003920733465,63.3449000819678,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,oracle,plan_fde,JC_fde,,,,,,,dE_E3_class_aware,0.3,,,,False,752.0,24.0,5799.289892503355,-0.23891714231658767,22.662796855672983,-22.90171399798957,-0.00394905487094105,-0.0008684342884502063,275.11251627679894,,-149.1506262328112,87.2584673404102,-0.025718774021904943,0.015046405500992073,-149.1506262328112,87.2584673404102,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,oracle,plan_fde,JC_fde,,,,,,,dE_E3_class_aware,0.5,,,,False,752.0,24.0,5799.289892503355,26.155280420904745,37.70447618465948,-11.549195763754732,-0.001991484471001214,0.09507121222572489,275.11251627679894,,-101.71692746955524,71.33221882460136,-0.017539548695615824,0.012300164355779372,-101.71692746955524,71.33221882460136,0.0,False,False,,,,,,,,,,,
paired_gain,nuScenes,oracle,plan_fde,JC_fde,,,,,,,dE_E4_localization,0.1,,,,False,752.0,24.0,5799.289892503355,11.53284764437378,7.520839664493247,4.012007979880533,0.0006918102137068175,0.041920476030869624,275.11251627679894,,-28.650823226027452,30.002738393191,-0.004940401972845657,0.005173519335871627,-28.650823226027452,30.002738393191,0.0,False,False,,,,,,,,,,,
