scenario,log,iteration,planner,n_tracks_cheap,shared_cheap,collision_cheap,min_clearance_cheap,log_deviation_mean_cheap,log_deviation_final_cheap,ok_cheap,n_tracks_full,shared_full,collision_full,min_clearance_full,log_deviation_mean_full,log_deviation_final_full,ok_full,n_tracks_cheap_nofp,shared_cheap_nofp,collision_cheap_nofp,min_clearance_cheap_nofp,log_deviation_mean_cheap_nofp,log_deviation_final_cheap_nofp,ok_cheap_nofp,n_tracks_full_nofp,shared_full_nofp,collision_full_nofp,min_clearance_full_nofp,log_deviation_mean_full_nofp,log_deviation_final_full_nofp,ok_full_nofp,n_tracks_full_s1,shared_full_s1,collision_full_s1,min_clearance_full_s1,log_deviation_mean_full_s1,log_deviation_final_full_s1,ok_full_s1,n_tracks_cheap_iou50,shared_cheap_iou50,collision_cheap_iou50,min_clearance_cheap_iou50,log_deviation_mean_cheap_iou50,log_deviation_final_cheap_iou50,ok_cheap_iou50,n_tracks_full_iou50,shared_full_iou50,collision_full_iou50,min_clearance_full_iou50,log_deviation_mean_full_iou50,log_deviation_final_full_iou50,ok_full_iou50,sig_reference,n_tracks_reference,collision_reference,min_clearance_reference,log_deviation_mean_reference,log_deviation_final_reference,ok_reference,sig_identity_equals_reference
00009841879a5bb9,2021.06.09.12.39.51_veh-26_05620_06003,4,idm,124,,0.0,1.0238498452066251,0.9107430994980588,1.4191131453003691,1,128,,0.0,1.0238498452066251,0.9107430994980588,1.4191131453003691,1,124,,0.0,1.0238498452066251,0.9107430994980588,1.4191131453003691,1,126,,0.0,1.0238498452066251,0.9107430994980588,1.4191131453003691,1,125,,0.0,1.0238498452066251,0.9107430994980588,1.4191131453003691,1,123,,0.0,1.0238498452066251,0.9107430994980588,1.4191131453003691,1,128,,0.0,1.0238498452066251,0.9107430994980588,1.4191131453003691,1,b9d13c68ffccea3b41cb76a1bdcc2d794d768c8f,150,0.0,1.0238498452066251,0.9107430994980588,1.4191131453003691,1,True
00009841879a5bb9,2021.06.09.12.39.51_veh-26_05620_06003,17,idm,122,,0.0,1.0323651928224198,0.9091240307380875,1.4156584001892847,1,126,,0.0,1.0323651928224198,0.9091240307380875,1.4156584001892847,1,121,,0.0,1.0323651928224198,0.9091240307380875,1.4156584001892847,1,125,,0.0,1.0323651928224198,0.9091240307380875,1.4156584001892847,1,121,,0.0,1.0323651928224198,0.9091240307380875,1.4156584001892847,1,122,,0.0,1.0323651928224198,0.9091240307380875,1.4156584001892847,1,125,,0.0,1.0323651928224198,0.9091240307380875,1.4156584001892847,1,e13a866047855a65d1c9ab67db5d7a86ec7106dc,150,0.0,1.0323651928224198,0.9091240307380875,1.4156584001892847,1,True
00009841879a5bb9,2021.06.09.12.39.51_veh-26_05620_06003,30,idm,121,,0.0,1.0349865694110978,0.9109511333073222,1.420086001093175,1,124,,0.0,1.0349865694110978,0.9109511333073222,1.420086001093175,1,119,,0.0,1.0349865694110978,0.9109511333073222,1.420086001093175,1,122,,0.0,1.0349865694110978,0.9109511333073222,1.420086001093175,1,121,,0.0,1.0349865694110978,0.9109511333073222,1.420086001093175,1,121,,0.0,1.0349865694110978,0.9109511333073222,1.420086001093175,1,124,,0.0,1.0349865694110978,0.9109511333073222,1.420086001093175,1,acde2e5ed5abae276555905e970f44ffd13b5ef2,149,0.0,1.0349865694110978,0.9109511333073222,1.420086001093175,1,True
00009841879a5bb9,2021.06.09.12.39.51_veh-26_05620_06003,43,idm,122,,0.0,1.031306790585043,0.9127283042081749,1.4218853060705527,1,127,,0.0,1.031306790585043,0.9127283042081749,1.4218853060705527,1,122,cheap,0.0,1.031306790585043,0.9127283042081749,1.4218853060705527,1,125,,0.0,1.031306790585043,0.9127283042081749,1.4218853060705527,1,122,,0.0,1.031306790585043,0.9127283042081749,1.4218853060705527,1,120,,0.0,1.031306790585043,0.9127283042081749,1.4218853060705527,1,127,,0.0,1.031306790585043,0.9127283042081749,1.4218853060705527,1,384f7320f75b1ddbdd7aa63b1bd0787af322f067,152,0.0,1.031306790585043,0.9127283042081749,1.4218853060705527,1,True
00009841879a5bb9,2021.06.09.12.39.51_veh-26_05620_06003,57,idm,132,,0.0,1.027997932475554,0.9064700738544191,1.4096440303367275,1,137,,0.0,1.027997932475554,0.9064700738544191,1.4096440303367275,1,129,,0.0,1.027997932475554,0.9064700738544191,1.4096440303367275,1,132,,0.0,1.027997932475554,0.9064700738544191,1.4096440303367275,1,130,,0.0,1.027997932475554,0.9064700738544191,1.4096440303367275,1,131,,0.0,1.027997932475554,0.9064700738544191,1.4096440303367275,1,135,,0.0,1.027997932475554,0.9064700738544191,1.4096440303367275,1,7f4e5bfa84371bc23ce06abc7393243c0b4af9c2,159,0.0,1.027997932475554,0.9064700738544191,1.4096440303367275,1,True
00009841879a5bb9,2021.06.09.12.39.51_veh-26_05620_06003,70,idm,127,,0.0,1.027407204794301,0.9111856149566091,1.4150568944037152,1,133,,0.0,1.027407204794301,0.9111856149566091,1.4150568944037152,1,126,,0.0,1.027407204794301,0.9111856149566091,1.4150568944037152,1,131,,0.0,1.027407204794301,0.9111856149566091,1.4150568944037152,1,126,,0.0,1.027407204794301,0.9111856149566091,1.4150568944037152,1,125,,0.0,1.027407204794301,0.9111856149566091,1.4150568944037152,1,131,,0.0,1.027407204794301,0.9111856149566091,1.4150568944037152,1,ab15d6c886bb96c9317087d813d6d5d7dbb775e6,155,0.0,1.027407204794301,0.9111856149566091,1.4150568944037152,1,True
00009841879a5bb9,2021.06.09.12.39.51_veh-26_05620_06003,83,idm,126,,0.0,1.0255904255692443,0.8948337489056082,1.3046825469657204,1,127,,0.0,1.0255904255692443,0.8948337489056082,1.3046825469657204,1,125,,0.0,1.0255904255692443,0.8948337489056082,1.3046825469657204,1,126,,0.0,1.0255904255692443,0.8948337489056082,1.3046825469657204,1,123,,0.0,1.0255904255692443,0.8948337489056082,1.3046825469657204,1,124,,0.0,1.0255904255692443,0.8948337489056082,1.3046825469657204,1,126,,0.0,1.0255904255692443,0.8948337489056082,1.3046825469657204,1,3e319d904817053a9752f9455d9ca9181ba0cb43,154,0.0,1.0255904255692443,0.8948337489056082,1.3046825469657204,1,True
00009841879a5bb9,2021.06.09.12.39.51_veh-26_05620_06003,96,idm,121,,0.0,1.0238000921492032,0.7834529769111257,0.561822666787791,1,123,,0.0,1.0238000921492032,0.7834529769111257,0.561822666787791,1,120,,0.0,1.0238000921492032,0.7834529769111257,0.561822666787791,1,122,,0.0,1.0238000921492032,0.7834529769111257,0.561822666787791,1,119,,0.0,1.0238000921492032,0.7834529769111257,0.561822666787791,1,119,,0.0,1.0238000921492032,0.7834529769111257,0.561822666787791,1,122,,0.0,1.0238000921492032,0.7834529769111257,0.561822666787791,1,25039243308894c2717f57997404ad515b52520e,151,0.0,1.0238000921492032,0.7834529769111257,0.561822666787791,1,True
00009841879a5bb9,2021.06.09.12.39.51_veh-26_05620_06003,110,idm,119,,0.0,1.017778980396596,0.7137987250224298,1.4036848410609646,1,125,,0.0,1.017778980396596,0.7137987250224298,1.4036848410609646,1,118,,0.0,1.017778980396596,0.7137987250224298,1.4036848410609646,1,124,,0.0,1.017778980396596,0.7137987250224298,1.4036848410609646,1,120,,0.0,1.017778980396596,0.7137987250224298,1.4036848410609646,1,118,,0.0,1.017778980396596,0.7137987250224298,1.4036848410609646,1,124,,0.0,1.017778980396596,0.7137987250224298,1.4036848410609646,1,60188f7b4c5044aafc2cabc83b9728575dbcbb7a,148,0.0,1.017778980396596,0.7137987250224298,1.4036848410609646,1,True
00009841879a5bb9,2021.06.09.12.39.51_veh-26_05620_06003,123,idm,124,,0.0,1.0119295537981579,1.1313923215588089,4.147520572182874,1,125,,0.0,1.0119295537981579,1.1313923215588089,4.147520572182874,1,123,,0.0,1.0119295537981579,1.1313923215588089,4.147520572182874,1,125,full,0.0,1.0119295537981579,1.1313923215588089,4.147520572182874,1,123,,0.0,1.0119295537981579,1.1313923215588089,4.147520572182874,1,122,,0.0,1.0119295537981579,1.1313923215588089,4.147520572182874,1,124,,0.0,1.0119295537981579,1.1313923215588089,4.147520572182874,1,7d1eba1a5bf7f11eaab6a9be217545883e6ffa72,150,0.0,1.0119295537981579,1.1313923215588089,4.147520572182874,1,True
