group,track,geometry,trained_for,evaluated_on,diagonal,signal,quota,coverage,n_test_frames,n_test_units,gain,gain_random,delta_vs_random,gain_share_all_cheap,ndg,official_ndg,matches_3dp,undefined_reason,ndg_diag,transfer_regret,delta_lo_all_draws,delta_hi_all_draws,beats_random_all_draws,delta_lo_filtered,beats_random_filtered,draws_dropped_by_filter,delta_share_lo_all_draws,n_entries,median_transfer_regret,off_diag_beating_random_all_draws,off_diag_beating_random_filtered,diag_beating_random_all_draws,n_diag_entries
nuPlan real perception,nuPlan,n/a,pdm_closed/safety,pdm_closed/scalar_J,False,R1_gbm_clf,0.3,1.0,384.0,9.0,10.462776007013339,32.42952910990675,-21.966753102893414,0.02133638789401778,0.060339200656411476,,,,0.06495091189024785,-0.004611711233836371,-45.92891500941927,2.4860644139415986,False,-46.229822185655856,False,319.0,-0.09366129462539065,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/safety,pdm_closed/scalar_J,False,R1_gbm_clf,0.5,1.0,384.0,9.0,22.477990325903875,54.143213818279094,-31.66522349237522,0.04583861112480879,0.12963136816829884,,,,0.26776602692924495,-0.1381346587609461,-100.4087313142527,1.1185463746573,False,-110.39398428789043,False,319.0,-0.20476015522372387,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/safety,idm/scalar_J,False,gate_ridge,0.1,1.0,384.0,9.0,0.34035762745174264,1.1840149027250237,-0.8436572752732812,0.0008688197740106708,0.026285748924041594,,,,0.0,0.026285748924041594,-3.2891347879653487,21.652613607341596,False,-3.478252272918515,False,346.0,-0.00839606670362004,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/safety,idm/scalar_J,False,gate_ridge,0.2,1.0,384.0,9.0,12.141672188495122,2.399188092363864,9.742484096131257,0.030993649138700882,0.9376988230124277,,,,0.056206833299475525,0.8814919897129522,-2.2902902748904674,28.63330065322473,False,-4.032629587866107,False,346.0,-0.005846349012205706,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/safety,idm/scalar_J,False,gate_ridge,0.3,1.0,384.0,9.0,12.154534616249366,3.5832029950888877,8.571331621160478,0.031026482636978384,0.9386921856381841,,,,0.056206833299475525,0.8824853523387086,-0.6872511229345397,25.226840366235347,False,7.554948781324044,True,346.0,-0.001754323444392988,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/safety,idm/scalar_J,False,gate_ridge,0.5,1.0,384.0,9.0,11.170945853150393,5.9823910874527515,5.188554765697641,0.02851570779913154,0.8627298296160791,,,,0.0628085946015181,0.799921235014561,-1.5139184402957175,17.259658169124084,False,4.176327324960975,True,346.0,-0.0038645300445185543,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/safety,idm/scalar_J,False,gate_gbm,0.1,1.0,384.0,9.0,12.096216037887475,1.1840149027250237,10.912201135162451,0.030877614711048953,0.9341882539358012,,,,0.0,0.9341882539358012,-2.72167642009511,31.737204530558795,False,-3.1051171966697937,False,346.0,-0.006947534303671436,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/safety,idm/scalar_J,False,gate_gbm,0.2,1.0,384.0,9.0,12.17512786058464,2.399188092363864,9.775939768220775,0.031079050337674486,0.9402825976238981,,,,0.0,0.9402825976238981,-0.2897341034896745,28.84145013082095,False,2.925138938488096,True,346.0,-0.0007395947615505523,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/safety,idm/scalar_J,False,gate_gbm,0.3,1.0,384.0,9.0,12.17512786058464,3.5832029950888877,8.591924865495752,0.031079050337674486,0.9402825976238981,,,,0.0,0.9402825976238981,-0.19899532250268928,25.34251979404939,False,7.899092849147117,True,346.0,-0.0005079688456533277,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/safety,idm/scalar_J,False,gate_gbm,0.5,1.0,384.0,9.0,12.890052359642585,5.9823910874527515,6.907661272189833,0.03290401470341148,0.9954960682976172,,,,0.026285748924041594,0.9692103193735756,0.17017881372587132,18.865886843019634,True,6.064059064797954,True,346.0,0.0004344098870053354,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/safety,idm/scalar_J,False,R1_mlp_reg,0.1,1.0,384.0,9.0,0.17593033877435013,1.1840149027250237,-1.0080845639506737,0.00044909161672077887,0.013587063547737956,,,,0.026285748924041594,-0.012698685376303639,-3.264778228539877,0.19671775261979485,False,-3.314315309721623,False,346.0,-0.008333892511685068,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/safety,idm/scalar_J,False,R1_mlp_reg,0.2,1.0,384.0,9.0,0.17593033877435013,2.399188092363864,-2.223257753589514,0.00044909161672077887,0.013587063547737956,,,,0.030775317321001854,-0.017188253773263898,-6.764221058234026,9.470288811133402,False,-6.874294336746622,False,346.0,-0.01726680566900578,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/safety,idm/scalar_J,False,R1_mlp_reg,0.3,1.0,384.0,9.0,12.212460199325356,3.5832029950888877,8.629257204236469,0.031174347376706168,0.9431657663962063,,,,0.03428588639762831,0.908879879998578,-3.0228369340144923,25.225114218258234,False,-5.967142819646618,False,346.0,-0.0077162968890830816,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/safety,idm/scalar_J,False,R1_mlp_reg,0.5,1.0,384.0,9.0,11.235441667712228,5.9823910874527515,5.253050580259477,0.02868034415369713,0.867710827988047,,,,0.03428588639762831,0.8334249415904187,-1.5427504565663797,17.926499005678828,False,4.22640713138748,True,346.0,-0.003938128588638446,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/safety,idm/scalar_J,False,R1_mlp_clf,0.1,1.0,384.0,9.0,12.133548376628191,1.1840149027250237,10.949533473903168,0.030972911750080635,0.9370714227081094,,,,0.9370714227081094,0.0,-0.07184492773000208,32.22105615664995,False,10.462233982780543,True,346.0,-0.0001833961951772143,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/safety,idm/scalar_J,False,R1_mlp_clf,0.2,1.0,384.0,9.0,12.219030430811202,2.399188092363864,9.819842338447337,0.031191118991543972,0.9436731840101519,,,,0.937578840322055,0.006094343688096915,-0.2917638294116742,28.73682920833023,False,9.219140940892247,True,346.0,-0.0007447759764686914,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/safety,idm/scalar_J,False,R1_mlp_clf,0.3,1.0,384.0,9.0,12.219030430811202,3.5832029950888877,8.635827435722314,0.031191118991543972,0.9436731840101519,,,,0.937578840322055,0.006094343688096915,-1.3433261915635089,25.463575834326843,False,7.2010952484239,True,346.0,-0.0034290647955063105,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/safety,idm/scalar_J,False,R1_mlp_clf,0.5,1.0,384.0,9.0,11.235441667712228,5.9823910874527515,5.253050580259477,0.02868034415369713,0.867710827988047,,,,0.9437931667005246,-0.0760823387124776,-1.7129292702922512,17.623517765168422,False,4.099283003434632,True,346.0,-0.004372538475643782,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/safety,idm/scalar_J,False,R1_gbm_reg,0.1,1.0,384.0,9.0,11.754304830054647,1.1840149027250237,10.570289927329624,0.030004829163255843,0.9077825223213869,,,,0.0,0.9077825223213869,-0.18204557685268477,31.76363576272082,False,10.395301449281792,True,346.0,-0.00046470178478141225,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/safety,idm/scalar_J,False,R1_gbm_reg,0.2,1.0,384.0,9.0,11.799760980662294,2.399188092363864,9.400572888298429,0.03012086359090777,0.9112930913980134,,,,0.0,0.9112930913980134,-0.5046001076858782,28.387186611071858,False,9.004916499330228,True,346.0,-0.0012880761768371534,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/safety,idm/scalar_J,False,R1_gbm_reg,0.3,1.0,384.0,9.0,10.81617221756332,3.5832029950888877,7.232969222474432,0.027610088753060927,0.8353307353759084,,,,0.0,0.8353307353759084,-1.9190092367309812,24.52652085676849,False,6.198981538243856,True,346.0,-0.00489859205995727,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/safety,idm/scalar_J,False,R1_gbm_reg,0.5,1.0,384.0,9.0,10.90794646801473,5.9823910874527515,4.9255553805619785,0.027844357877963962,0.8424184416897618,,,,-0.025209024497524733,0.8676274661872865,-1.8573832285096314,17.326214823489707,False,4.019930942597992,True,346.0,-0.004741281366094109,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/safety,idm/scalar_J,False,R1_gbm_clf,0.1,1.0,384.0,9.0,11.793190749176448,1.1840149027250237,10.609175846451425,0.030104091976069964,0.9107856737840677,,,,0.0,0.9107856737840677,-0.18204557685268477,31.858942582031013,False,10.405985997195508,True,346.0,-0.00046470178478141225,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/safety,idm/scalar_J,False,R1_gbm_clf,0.2,1.0,384.0,9.0,12.848472875686136,2.399188092363864,10.449284783322272,0.03279787611581762,0.9922848933818283,,,,0.05920998476215632,0.933074908619672,-0.16336216411333698,29.127697839672802,False,9.177523920863157,True,346.0,-0.0004170092486820126,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/safety,idm/scalar_J,False,R1_gbm_clf,0.3,1.0,384.0,9.0,11.864884112587163,3.5832029950888877,8.281681117498275,0.030287101277970782,0.9163225373597234,,,,0.08998530208315816,0.8263372352765652,-1.138773929122344,25.38915263604357,False,6.862281792062559,True,346.0,-0.0029069109311781133,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/safety,idm/scalar_J,False,R1_gbm_clf,0.5,1.0,384.0,9.0,11.884316771827253,5.9823910874527515,5.901925684374501,0.03033670639108609,0.9178233175994255,,,,0.9932782560075849,-0.07545493840815942,-0.9835887630989743,17.944390410163244,False,4.748158107549656,True,346.0,-0.002510774837846845,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/scalar_J,pdm_closed/safety,False,gate_ridge,0.1,1.0,384.0,9.0,138.70781635280167,10.374520426637886,128.33329592616377,0.33294613357345487,0.8449951726962819,,,,0.8449951726962819,0.0,0.0,178.39620851527565,False,93.75908101755101,True,319.0,0.0,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/scalar_J,pdm_closed/safety,False,gate_ridge,0.2,1.0,384.0,9.0,162.85680724453601,21.022054548713612,141.8347526958224,0.3909119595702616,0.9921085889806255,,,,0.9921085889806255,0.0,0.0,334.0333304837518,False,129.87101836161997,True,319.0,0.0,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/scalar_J,pdm_closed/safety,False,gate_ridge,0.3,1.0,384.0,9.0,162.85680724453601,31.396574975351502,131.4602322691845,0.3909119595702616,0.9921085889806255,,,,0.9921085889806255,0.0,0.0,370.88739084231,False,119.0161138852126,True,319.0,0.0,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/scalar_J,pdm_closed/safety,False,gate_ridge,0.5,1.0,384.0,9.0,150.83725904813022,52.41862952406511,98.41862952406511,0.3620609387372726,0.9188866143939853,,,,0.9188866143939853,0.0,0.0,306.11822971211717,False,75.1852682773515,True,319.0,0.0,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/scalar_J,pdm_closed/safety,False,gate_gbm,0.1,1.0,384.0,9.0,152.18358045023922,10.374520426637886,141.80906002360132,0.3652925699255198,0.9270882797045129,,,,0.9270882797045129,0.0,-0.09276109556866582,246.3794459580355,False,130.0278204132959,True,319.0,-0.00022265831102892428,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/scalar_J,pdm_closed/safety,False,gate_gbm,0.2,1.0,384.0,9.0,162.85680724453601,21.022054548713612,141.8347526958224,0.3909119595702616,0.9921085889806255,,,,0.9921085889806255,0.0,0.0,370.8832955645563,False,129.87101836161997,True,319.0,0.0,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/scalar_J,pdm_closed/safety,False,gate_gbm,0.3,1.0,384.0,9.0,162.85680724453601,31.396574975351502,131.4602322691845,0.3909119595702616,0.9921085889806255,,,,0.9921085889806255,0.0,0.0,370.3998503174604,False,119.51679846532008,True,319.0,0.0,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/scalar_J,pdm_closed/safety,False,gate_gbm,0.5,1.0,384.0,9.0,162.85680724453601,52.41862952406511,110.4381777204709,0.3909119595702616,0.9921085889806255,,,,0.9921085889806255,0.0,0.0,307.6144494212719,False,86.70413189364982,True,319.0,0.0,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/scalar_J,pdm_closed/safety,False,R1_mlp_reg,0.1,1.0,384.0,9.0,0.5476963752037687,10.374520426637886,-9.826824051434118,0.001314658360942525,0.0033365156003415685,,,,0.0033365156003415685,0.0,-20.074443709402956,5.113054657857101,False,-20.07444370940296,False,319.0,-0.04818552113662971,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/scalar_J,pdm_closed/safety,False,R1_mlp_reg,0.2,1.0,384.0,9.0,23.54769637520377,21.022054548713612,2.5256418264901583,0.05652251379074785,0.1434503857702971,,,,0.1434503857702971,0.0,-26.786204973547825,5.614794888923036,False,-37.885923536754525,False,319.0,-0.0642960405083809,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/scalar_J,pdm_closed/safety,False,R1_mlp_reg,0.3,1.0,384.0,9.0,23.54769637520377,31.396574975351502,-7.8488786001477315,0.05652251379074785,0.1434503857702971,,,,0.2134957658556118,-0.07004538008531472,-23.290393773621346,26.674066443787048,False,-23.567944877858963,False,319.0,-0.0559048996677098,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/scalar_J,pdm_closed/safety,False,R1_mlp_reg,0.5,1.0,384.0,9.0,70.79886000123452,52.41862952406511,18.380230477169405,0.16994144467579053,0.43130009906060124,,,,0.4983069100476104,-0.06700681098700917,-0.46672249342724975,67.5069469024104,False,6.646869230455792,True,319.0,-0.001120293388824777,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/scalar_J,pdm_closed/safety,False,R1_mlp_clf,0.1,1.0,384.0,9.0,22.82309590379698,10.374520426637886,12.448575477159093,0.05478322517901764,0.1390361867974371,,,,0.06899080671212239,0.0700453800853147,-0.1393685223428592,38.34274060268021,False,0.7429749294588301,True,319.0,-0.0003345320536073985,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/scalar_J,pdm_closed/safety,False,R1_mlp_clf,0.2,1.0,384.0,9.0,46.545799596591294,21.022054548713612,25.523745047877682,0.11172581630405666,0.28355270094058954,,,,-0.06672041948463618,0.35027312042522574,-8.917597004805824,74.23466526239024,False,-17.388998668301937,False,319.0,-0.021405278531416737,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/scalar_J,pdm_closed/safety,False,R1_mlp_clf,0.3,1.0,384.0,9.0,113.75161931735336,31.396574975351502,82.35504434200186,0.27304273713820415,0.6929643313327761,,,,0.07339345068531931,0.6195708806474568,-0.2800334960563497,156.98650775651657,False,36.738723052635976,True,319.0,-0.0006721760332948658,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/scalar_J,pdm_closed/safety,False,R1_mlp_clf,0.5,1.0,384.0,9.0,102.25161931735336,52.41862952406511,49.83298979328825,0.24543880942330148,0.6229073962477983,,,,0.3580781244739611,0.26482927177383725,-0.4667224934272495,131.14592077241912,False,26.832989793288256,True,319.0,-0.0011202933888247763,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/scalar_J,pdm_closed/safety,False,R1_gbm_reg,0.1,1.0,384.0,9.0,11.791715175836709,10.374520426637886,1.4171947491988224,0.028304143769436282,0.07183403692296864,,,,0.07183403692296864,0.0,-32.038426841946794,2.5131969155295977,False,-42.44824389224335,False,319.0,-0.07690316683863448,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/scalar_J,pdm_closed/safety,False,R1_gbm_reg,0.2,1.0,384.0,9.0,11.791715175836709,21.022054548713612,-9.230339372876903,0.028304143769436282,0.07183403692296864,,,,0.07183403692296864,0.0,-28.6473438855934,4.0706682171814546,False,-28.810422848960123,False,319.0,-0.06876340955146774,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/scalar_J,pdm_closed/safety,False,R1_gbm_reg,0.3,1.0,384.0,9.0,23.291715175836707,31.396574975351502,-8.104859799514795,0.05590807148433894,0.14189097200794637,,,,-0.001273022259977703,0.14316399426792406,-25.458504852004282,0.9795031276532407,False,-25.458504852004282,False,319.0,-0.061109106753410865,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/scalar_J,pdm_closed/safety,False,R1_gbm_reg,0.5,1.0,384.0,9.0,22.791030595729232,52.41862952406511,-29.62759892833588,0.05470625748805606,0.13884084790997778,,,,0.28647333062629565,-0.14763248271631788,-87.84746553811243,0.4667224934272495,False,-94.4411023797681,False,319.0,-0.21086392075230073,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/scalar_J,pdm_closed/safety,False,R1_gbm_clf,0.1,1.0,384.0,9.0,0.0,10.374520426637886,-10.374520426637886,0.0,0.0,,,,0.0,0.0,-31.11300363775997,3.4689760192022447,False,-31.46464704957957,False,319.0,-0.07468183507915042,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/scalar_J,pdm_closed/safety,False,R1_gbm_clf,0.2,1.0,384.0,9.0,12.22270369279431,21.022054548713612,-8.799350855919302,0.029338663410136346,0.07445957905817467,,,,0.06897925171245935,0.0054803273457153245,-41.31223496271182,0.0,False,-41.5733439979989,False,319.0,-0.0991634737088497,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/scalar_J,pdm_closed/safety,False,R1_gbm_clf,0.3,1.0,384.0,9.0,11.720122334074354,31.396574975351502,-19.676452641277148,0.028132296497356934,0.07139789996054303,,,,0.06877235782533699,0.0026255421352060493,-82.38893263599174,23.0,False,-93.24981059703907,False,319.0,-0.1977615774775566,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/scalar_J,pdm_closed/safety,False,R1_gbm_clf,0.5,1.0,384.0,9.0,46.220122334074354,52.41862952406511,-6.198507189990757,0.11094407964206493,0.2815687052154763,,,,0.13882929291031473,0.14273941230516154,-104.16365313326787,34.03911153774059,False,-104.63037562669513,False,319.0,-0.2500283436183409,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/scalar_J,pdm_closed/scalar_J,True,gate_ridge,0.1,1.0,384.0,9.0,145.37210008366367,10.715844401534403,134.65625568212926,0.2964524438135635,0.8383660618283683,0.8383660618283683,True,,0.8383660618283683,0.0,0.0905998901610525,188.83857038392793,True,98.63841335318182,True,319.0,0.0001847573147256383,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/scalar_J,pdm_closed/scalar_J,True,gate_ridge,0.2,1.0,384.0,9.0,171.34788853220675,21.713684708372345,149.6342038238344,0.3494239972349073,0.9881693559402288,0.9881693559402288,True,,0.9881693559402288,0.0,0.16121263752211337,352.10090283538585,True,136.61990378087484,True,319.0,0.0003287555200726673,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/scalar_J,pdm_closed/scalar_J,True,gate_ridge,0.3,1.0,384.0,9.0,170.80627771367682,32.42952910990675,138.37674860377007,0.34831950847360676,0.9850458671228198,0.9850458671228198,True,,0.9850458671228198,0.0,0.279920757098334,392.1825446134445,True,123.93864678471589,True,319.0,0.0005708330035005757,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/scalar_J,pdm_closed/scalar_J,True,gate_ridge,0.5,1.0,384.0,9.0,156.13723478196204,54.143213818279094,101.99402096368294,0.3184054216370666,0.9004489757910216,0.9004489757910216,True,,0.9004489757910216,0.0,0.19993591305492506,319.61799148909023,True,77.56135197960967,True,319.0,0.0004077225959941221,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/scalar_J,pdm_closed/scalar_J,True,gate_gbm,0.1,1.0,384.0,9.0,160.5803976018351,10.715844401534403,149.8645532003007,0.32746621442643176,0.9260728535035636,0.9260728535035636,True,,0.9260728535035636,0.0,0.0,259.4557639146586,False,137.35489073224804,True,319.0,0.0,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/scalar_J,pdm_closed/scalar_J,True,gate_gbm,0.2,1.0,384.0,9.0,171.55388701829452,21.713684708372345,149.84020230992218,0.34984408303257736,0.9893573565223529,0.9893573565223528,True,,0.9893573565223529,0.0,0.0,392.6139776875238,False,136.94056948828342,True,319.0,0.0,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/scalar_J,pdm_closed/scalar_J,True,gate_gbm,0.3,1.0,384.0,9.0,171.54346920619648,32.42952910990675,139.11394009628972,0.34982283833807354,0.9892972766301558,0.9892972766301558,True,,0.9892972766301558,0.0,0.0,391.09435498039454,False,126.28245452973407,True,319.0,0.0,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/scalar_J,pdm_closed/scalar_J,True,gate_gbm,0.5,1.0,384.0,9.0,171.5158697671659,54.143213818279094,117.3726559488868,0.34976655572852333,0.9891381096854984,0.9891381096854984,True,,0.9891381096854984,0.0,0.0,326.6460412964288,False,91.8265720966533,True,319.0,0.0,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/scalar_J,pdm_closed/scalar_J,True,R1_mlp_reg,0.1,1.0,384.0,9.0,0.4715534863832538,10.715844401534403,-10.244290915151149,0.0009616231955558776,0.0027194656959144505,0.0027194656959144,True,,0.0027194656959144505,0.0,-21.201563304309907,5.5789717913414085,False,-21.211742730850595,False,319.0,-0.04323563634709405,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/scalar_J,pdm_closed/scalar_J,True,R1_mlp_reg,0.2,1.0,384.0,9.0,24.3644222900276,21.713684708372345,2.6507375816552567,0.04968554850502584,0.14051048827290885,0.1405104882729088,True,,0.14051048827290885,0.0,-26.976777019796646,6.133767960864871,False,-39.07374244608029,False,319.0,-0.055012835813266235,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/scalar_J,pdm_closed/scalar_J,True,R1_mlp_reg,0.3,1.0,384.0,9.0,24.377365240483464,32.42952910990675,-8.052163869423289,0.049711942629418276,0.14058513072765688,0.1405851307276568,True,,0.14058513072765688,0.0,-23.684171180729805,28.052695675035054,False,-23.765846220304837,False,319.0,-0.048298335252674386,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/scalar_J,pdm_closed/scalar_J,True,R1_mlp_reg,0.5,1.0,384.0,9.0,75.02399332936996,54.143213818279094,20.880779511090864,0.15299391117239264,0.4326660328493792,0.4326660328493792,True,,0.4326660328493792,0.0,-0.05029834290689937,74.12867060003185,False,8.69357814802951,True,319.0,-0.0001025717222626722,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/scalar_J,pdm_closed/scalar_J,True,R1_mlp_clf,0.1,1.0,384.0,9.0,23.457469215645137,10.715844401534403,12.741624814110734,0.04783602954526555,0.13528005769650828,0.1352800576965082,True,,0.13528005769650828,0.0,-0.442300241654914,40.45964071199753,False,0.24413344728736774,True,319.0,-0.0009019680355616173,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/scalar_J,pdm_closed/scalar_J,True,R1_mlp_clf,0.2,1.0,384.0,9.0,48.12916182140329,21.713684708372345,26.415477113030942,0.0981481840906338,0.2775625847881968,0.2775625847881968,True,,0.2775625847881968,0.0,-9.103284796914817,77.88569558452434,False,-17.64398589488656,False,319.0,-0.018564023105005174,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/scalar_J,pdm_closed/scalar_J,True,R1_mlp_clf,0.3,1.0,384.0,9.0,117.15374635368696,32.42952910990675,84.7242172437802,0.2389077022927849,0.6756298141283948,0.6756298141283948,True,,0.6756298141283948,0.0,-1.2064573945231407,164.1453228272876,False,37.92622615472985,True,319.0,-0.0024602880659871655,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/scalar_J,pdm_closed/scalar_J,True,R1_mlp_clf,0.5,1.0,384.0,9.0,105.4837797590695,54.143213818279094,51.34056594079041,0.21510953115674195,0.6083287024985333,0.6083287024985333,True,,0.6083287024985333,0.0,-0.13885731473206653,135.57319500474352,False,27.44902141209915,True,319.0,-0.0002831670607359972,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/scalar_J,pdm_closed/scalar_J,True,R1_gbm_reg,0.1,1.0,384.0,9.0,11.165116789085126,10.715844401534403,0.44927238755072274,0.022768647874545557,0.06438962487940961,0.0643896248794096,True,,0.06438962487940961,0.0,-36.57494281803146,1.0295022803865155,False,-48.21414502903694,False,319.0,-0.07458605313197392,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/scalar_J,pdm_closed/scalar_J,True,R1_gbm_reg,0.2,1.0,384.0,9.0,11.197817239790345,21.713684708372345,-10.515867468582,0.022835332805971793,0.06457820953947828,0.0645782095394782,True,,0.06457820953947828,0.0,-32.32185217567573,2.9360530260234996,False,-32.36020418388725,False,319.0,-0.0659128681538294,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/scalar_J,pdm_closed/scalar_J,True,R1_gbm_reg,0.3,1.0,384.0,9.0,23.371232330468885,32.42952910990675,-9.058296779437867,0.047660169560146966,0.13478272651832518,0.1347827265183251,True,,0.13478272651832518,0.0,-27.844415637891732,0.40865202298904646,False,-27.925716554105577,False,319.0,-0.056782182122037186,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/scalar_J,pdm_closed/scalar_J,True,R1_gbm_reg,0.5,1.0,384.0,9.0,22.73370021062882,54.143213818279094,-31.409513607650272,0.04636007170899494,0.13110605615109652,0.1311060561510965,True,,0.13110605615109652,0.0,-92.1528786793318,0.13715328928297083,False,-98.57035521096978,False,319.0,-0.1879242720798579,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/scalar_J,pdm_closed/scalar_J,True,R1_gbm_clf,0.1,1.0,384.0,9.0,0.29072803926273716,10.715844401534403,-10.425116362271666,0.0005928719312368895,0.00167663892314626,0.0016766389231462,True,,0.00167663892314626,0.0,-31.631772667132687,3.7308781081488362,False,-31.876361300343344,False,319.0,-0.06450561217681929,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/scalar_J,pdm_closed/scalar_J,True,R1_gbm_clf,0.2,1.0,384.0,9.0,12.529887488961796,21.713684708372345,-9.183797219410549,0.025551778949839506,0.07226030595436043,0.0722603059543604,True,,0.07226030595436043,0.0,-44.632466021484454,0.45643102842572597,False,-44.83788079562903,False,319.0,-0.09101748972381939,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/scalar_J,pdm_closed/scalar_J,True,R1_gbm_clf,0.3,1.0,384.0,9.0,11.262443571776314,32.42952910990675,-21.167085538130436,0.022967123115397888,0.06495091189024785,0.0649509118902478,True,,0.06495091189024785,0.0,-89.70503396945026,23.512955048286106,False,-98.8579489726746,False,319.0,-0.18293246453286055,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/scalar_J,pdm_closed/scalar_J,True,R1_gbm_clf,0.5,1.0,384.0,9.0,46.430445408144536,54.143213818279094,-7.712768410134558,0.0946840487320131,0.26776602692924495,0.2677660269292449,True,,0.26776602692924495,0.0,-109.17172373922355,34.75700055347184,False,-110.238147225541,False,319.0,-0.22263023151764325,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/scalar_J,idm/scalar_J,False,gate_ridge,0.1,1.0,384.0,9.0,0.34035762745174264,1.1840149027250237,-0.8436572752732812,0.0008688197740106708,0.026285748924041594,,,,0.0,0.026285748924041594,-3.2690099198178593,21.652613607341596,False,-3.478252272918515,False,346.0,-0.008344694611486228,,,,,,
nuPlan real perception,nuPlan,n/a,pdm_closed/scalar_J,idm/scalar_J,False,gate_ridge,0.2,1.0,384.0,9.0,12.141672188495122,2.399188092363864,9.742484096131257,0.030993649138700882,0.9376988230124277,,,,0.056206833299475525,0.8814919897129522,-2.2902902748904674,28.673487912604276,False,-4.025785318353797,False,346.0,-0.005846349012205706,,,,,,
