sample_token,tip_cheap,tip_full,G_TIP
001899e5cdf548fba1e27741e0d172a5,-0.011705456301569939,-0.011713415384292603,-7.95908272266388e-06
00972ce25a2142b2867ccf11fb8bffeb,-0.07740336656570435,-0.11442021280527115,-0.0370168462395668
020154f4d8cd4e8582c4a02f10d70d7a,-0.030189083889126778,-0.030189083889126778,0.0
027520592f994e3887e4f8b4ba4fc099,-0.028451966121792793,-0.0027008678298443556,0.025751098291948438
029a6b83ae1a42cbbf775fd77415745f,-6.069289520382881e-05,-5.8469828218221664e-05,2.2230669856071472e-06
02b68afcd7504587a003bffe899e4986,-0.0022983846720308065,-0.0029022404924035072,-0.0006038558203727007
02c072c88359462ba2d87a8a673be1ad,-0.2282218188047409,-0.20876450836658478,0.019457310438156128
038e74a5fb5f467cb0ff08036b938dae,-0.004543968476355076,-0.00422254204750061,0.0003214264288544655
03b1880912dc4590b00679eb1d363841,-0.01578149013221264,-0.043581824749708176,-0.027800334617495537
03f54952344b4fd29253e26557b6d56f,-1.1132215149700642e-09,-1.1132215149700642e-09,0.0
053ccfde42e04975969c107a59b4c305,-0.018243813887238503,-0.013569050468504429,0.004674763418734074
05a38d819af84ccd8a76291422820369,-0.07455573230981827,-0.07708080857992172,-0.0025250762701034546
05fee16065df4a869ed5e1ace1ff0fd5,-0.16792336106300354,-0.16792336106300354,0.0
063e9501cfd046d5a4902dad5b17f8f5,-0.03697650134563446,-0.017151184380054474,0.019825316965579987
0659d7e9140d4c8790ef46003e30f514,-0.0037451894022524357,-0.0037451894022524357,0.0
07030fd431244721b416f1ad898ffeb3,-0.005941299255937338,-0.019068339839577675,-0.013127040583640337
076fcc0d55aa452f949f4d92e074d50d,-0.0910162478685379,-0.09228300303220749,-0.0012667551636695862
07a6e4ffcd6f4d4caad66fb043435c4f,-0.01971198059618473,-0.01971198059618473,0.0
07ac4f2a277e4d68823954e788e4be8c,-0.25252416729927063,-0.2562939524650574,-0.003769785165786743
07eba9ddc28840d489afd0c222b0f056,-0.0857323631644249,-0.07999276369810104,0.0057395994663238525
08078980e5564ecd80cdab0d0c71f2ac,-0.021758288145065308,-0.02141501195728779,0.0003432761877775192
08642b2f02cf46adab1598b0ef664549,-0.023473618552088737,-0.023593105375766754,-0.00011948682367801666
087066c62df340bba2e4a12936375a4e,-0.018682463094592094,-0.018655965104699135,2.6497989892959595e-05
08d37299402f4598b2ff735a48743cd3,-0.008889795280992985,-0.007008851505815983,0.001880943775177002
08d9dfe15f544635b3cc72c742cd85ad,-0.045360416173934937,-0.13082434237003326,-0.08546392619609833
09b70515d2e9431ab772ee60b3029d0a,-0.0163457989692688,-0.009796728380024433,0.006549070589244366
09f3a3ce512a442db7dd47f9ed39e64f,-0.007875318638980389,-0.00952860526740551,-0.0016532866284251213
0b1755bf21ba4417b5a5c63cf620d36e,-0.0038512172177433968,-0.0038512172177433968,0.0
0b3a5293539a4cd5933ef42edc7200d2,-0.1346350908279419,-0.14454208314418793,-0.009906992316246033
0b505a6c6c9c4e09ae50716f9581ed29,-0.1151329055428505,-0.12300784140825272,-0.007874935865402222
0bc8de2e16054030862df31f52fd1f00,-0.27706632018089294,-0.26753973960876465,0.009526580572128296
0bc8f639dc95404ebd8195e45f72adf9,1.5279510989785194e-10,1.5279510989785194e-10,0.0
0c45e7984f2f453fa8650c20bf9a3fa6,-0.01844966784119606,-0.02194938249886036,-0.003499714657664299
0ca68b053a8b4a2c8d3e0393262ee49d,-0.046387817710638046,-0.046387817710638046,0.0
0cd37221c4724bfc8e1c369278c49d03,-0.0018326317658647895,-0.0036077885888516903,-0.0017751568229869008
0d4ff8b9b8da4d75b84e61a6392743ed,-0.001137809595093131,-0.001137809595093131,0.0
0da044f464b44e5d8c782a13903d6e50,-0.0934930294752121,-0.07162240892648697,0.021870620548725128
0df15d68b83a49e9aa4a7474a823c61f,-0.01396617479622364,-0.01539341825991869,-0.0014272434636950493
0e4aea0d177c480a9ae050a01368ebde,-0.0261964350938797,-0.029427189379930496,-0.0032307542860507965
0e8c8fdb2076484dbeae81024c49cc08,-0.1573079526424408,-0.15555958449840546,0.0017483681440353394
0f34a8e8f3a04b4f9928d12fd57a5f2d,-0.0012978872982785106,-0.008454766124486923,-0.007156878826208413
0f39f34febc84a6689f08599105d1421,-0.020841918885707855,-0.020800655707716942,4.126317799091339e-05
0f8910c8005d43029efa7de74e59ab44,-0.016833337023854256,-0.016833337023854256,0.0
0f96fbf018914f72874dd2ee2c91e8fb,-0.026073787361383438,-0.026073787361383438,0.0
0fac00de343d4c5d85109bb7b4dd4bae,-0.013433808460831642,-0.018318282440304756,-0.004884473979473114
0fbd36207be943fa874684ffb22bf256,-0.06683293730020523,-0.06294669955968857,0.0038862377405166626
104e1393ff1d4d7d8d56603527a77080,-0.07017036527395248,-0.07017036527395248,0.0
10ec5f51c91d43d98b7bfc1f3c65183f,-0.007668407633900642,-0.01777883991599083,-0.010110432282090187
11c869e882034b69b67b121c9deabd9e,-0.006335181649774313,-0.006422930397093296,-8.774874731898308e-05
124b2bf95a634996811d0043c9fb7b89,-0.007719550281763077,-0.007956953719258308,-0.00023740343749523163
1259716cd6dd4e9c8506624cbb91b9f6,-0.08949533849954605,-0.1719295233488083,-0.08243418484926224
125a63c9e5b14ebfb5839143c88e3a44,-0.08098885416984558,-0.08090841770172119,8.043646812438965e-05
12bff9ace37e47bea1dd609ca4b9a672,-0.10273406654596329,-0.10872522741556168,-0.005991160869598389
1315ebfd98fd43f4894a95eea2a41761,-9.022187441587448e-10,-9.022187441587448e-10,0.0
139bce92199440ea8929d1a1bd10dbda,-0.0077998097985982895,-0.0077998097985982895,0.0
13a40491dcbf420c9fd9b9ff3e44595d,-0.07046625763177872,-0.06364124268293381,0.00682501494884491
13b659ff8b004f8b9285cefeb975af49,-0.0670451894402504,-0.0670451894402504,0.0
13d8ba3229ab42afa91ca78380266b25,-0.0016080932691693306,-0.0016080932691693306,0.0
13da317bc2a547f89ee12cdf67c6ce4c,-0.009008453227579594,-0.009008453227579594,0.0
148323f4736143f691d6927540f328ba,-0.29357296228408813,-0.31044304370880127,-0.016870081424713135
14c42b6999fc44b68f0322c882cb8b31,-0.03705544024705887,-0.03705544024705887,0.0
14f665de1fa34d0a9d12838a5b77d687,-0.003525682957842946,-0.003525682957842946,0.0
1573c3aca0f54db0bd9b84450f879b68,-0.06653502583503723,-0.08096116781234741,-0.01442614197731018
15c59626df6b4f96bb7ef7c5c1797159,-0.02011450007557869,-0.010084991343319416,0.010029508732259274
164353442084444991643f97a148df91,-0.01515133772045374,-0.011384673416614532,0.0037666643038392067
16b9470fc196483ea76a2a02b0144c05,-0.10504468530416489,-0.1315024048089981,-0.02645771950483322
17a9d3f4cf624ab38bee0b73ccb77e2e,-0.010247417725622654,-0.010247417725622654,0.0
17d6152bed1f4d97928dedad04c0d7b8,-0.011316760443150997,-0.011316760443150997,0.0
17dd14b176364a539463dbe99d96918a,-0.016496364027261734,-0.016496364027261734,0.0
17f302aa135e441bae78b53af27fbc0b,-0.06926696002483368,-0.06796111166477203,0.0013058483600616455
18c337ec8b5340f5bcc01530bfcea2d5,-0.03759153187274933,-0.04254801571369171,-0.004956483840942383
194a2ed1ada14516bddf15a1e7cb407c,-0.06234053522348404,-0.007712837774306536,0.054627697449177504
1abc4343ba1543eaa63223c81ae8531e,-0.03196107968688011,-0.03541642427444458,-0.0034553445875644684
1ba83cad37be40a98e3d6a04ef36e1aa,-0.0038547508884221315,-0.009529423899948597,-0.005674673011526465
1bce8b98bc384b38aa81257803a88eb6,-0.04681273177266121,-0.039918482303619385,0.006894249469041824
1c75075b05f3428b9475cdb9302833e6,-0.06834451109170914,-0.06834451109170914,0.0
1dda3d57404f4057af294145ba7332f6,-0.0023117985110729933,-0.0023117985110729933,0.0
1de8245a7c92454a81b13883ae1a5eca,-0.030888261273503304,-0.030888261273503304,0.0
1ec3cc62101d4a12afed1218ed07515a,-0.007133749313652515,-0.006106974557042122,0.0010267747566103935
1f849b9356d54294b0ad4a9045fe244c,-0.019368678331375122,-0.03146065026521683,-0.012091971933841705
1fbc55886e8a4919a7de916b2194f850,-0.062112607061862946,-0.05617368593811989,0.005938921123743057
204501d4011845d98914a30fea25dffe,-0.0002992663357872516,-0.0002992663357872516,0.0
2073ebd27d7844d2a0379ec496b0e9fd,-0.003678313922137022,-0.003678313922137022,0.0
20c8eae6cfaf4ccc9642a7a1cd9cd9e1,-0.011890209279954433,-0.0026400324422866106,0.009250176837667823
20f83156211f49fe984de945bad0450f,-0.03450414165854454,-0.02800251729786396,0.00650162436068058
213ee1a50ed245eaab655babec4f15d3,-0.06711576133966446,-0.05292365327477455,0.014192108064889908
23407e5a4e854b06bda7c43a2c6aab45,-0.1313846856355667,-0.1611267477273941,-0.029742062091827393
23937bb1598e4f7a8954d4e070524f7b,-0.026420461013913155,-0.030429204925894737,-0.004008743911981583
23cd0004606a4127acc8505a8de5c282,-0.002539959968999028,-0.002539959968999028,0.0
253071304afe4ae993141c9198e117ac,2.0372681319713593e-10,2.0372681319713593e-10,0.0
255fe8730d224dcf851a872231130ca2,-0.06732193380594254,-0.06783570349216461,-0.0005137696862220764
25a5a54ce55347fe877f2d72b0231a37,-0.054737966507673264,-0.052551280707120895,0.002186685800552368
25ace73eef48498889357c0f13315932,-0.0346643291413784,-0.049181003123521805,-0.014516673982143402
25cc5360f643439ebd7f0e6ca1571f23,-0.0011118263937532902,-0.0011118263937532902,0.0
261f6d2b5d25457690fd40372ed01e2f,-0.0013831403339281678,-0.0013831403339281678,0.0
27291258b1f343c887e72e69617d8ff8,-0.08880758285522461,-0.03296659514307976,0.05584098771214485
27463499352b4c1291346bf9ba3839fb,-0.005657057277858257,-0.007390952203422785,-0.0017338949255645275
274efd8b53b44ed59141097b10701786,-0.00619484530761838,-0.00619484530761838,0.0
2845ebeeef274d59862d9f5384368db9,-0.05519093573093414,-0.0552000068128109,-9.07108187675476e-06
28b65b60537d4f70be13fae042ecace9,-0.03264034539461136,-0.03264034539461136,0.0
2931313f6b2248b0829694d3acafbd37,-0.01107549387961626,-0.01634976826608181,-0.0052742743864655495
29560e3766b241d281b8b85cdcd790e8,-0.02372918836772442,-0.04277980700135231,-0.01905061863362789
29a181d7191048c48e1b4b55bbdfa1e0,-0.016089634969830513,-0.072286456823349,-0.056196821853518486
2b946a3f99fc479aac0f470b284199a0,-0.07745683193206787,-0.04621429368853569,0.03124253824353218
2c1cc66b06774c42ba1fdfb169a67edd,-0.007956750690937042,-0.007956750690937042,0.0
2c5a6350ebcf46cba99dc6c37cfd3e23,-0.016984041780233383,-0.016984041780233383,0.0
2c73c6cba15844adac243045434eff88,-0.1280701607465744,-0.13208267092704773,-0.004012510180473328
2c974b12b5ad4dd8906396b705a91a1d,-0.07019340246915817,-0.06775976717472076,0.0024336352944374084
2c9c230704cb4870b5dfae8b435dd0fe,-0.0978243425488472,-0.10992161929607391,-0.012097276747226715
2d19c619a4f44cd0b50e85250a2c7f07,-0.009663423523306847,-0.009663423523306847,0.0
2e62af9882e144f8adc3d60bbd68804b,-0.0008189209620468318,-0.0036049503833055496,-0.0027860294212587178
2f598ed435a94ed1a58f8523592cefb4,-0.010626244358718395,-0.01455170288681984,-0.003925458528101444
302f341c35eb4bd1bcb0ea39a543b1c3,-0.07161165773868561,-0.07299945503473282,-0.0013877972960472107
302fa5e1a4394b158800a0bd289e54b3,0.0,0.0,0.0
30941de4be51439f89ed7ea9a0ae0674,-0.002491597319021821,-0.0357874371111393,-0.033295839792117476
