quota,policy,mode,total_risk,risk_sd,risk_all_cheap,risk_all_full,risk_oracle,risk_reduction,eta,frac_of_full_gain,n_selected,std_err_total,seq
0.2,random,pooled,45.58827354029611,1.2452984683646555,46.19290028682937,41.09931959660605,37.20579697120785,0.6046267465332633,0.06727715541917628,0.11870367494006548,31,189.3125,0000
0.2,lowest_confidence,pooled,44.367566297024155,0.0,46.19290028682937,41.09931959660605,37.20579697120785,1.825333989805216,0.20310593143314523,0.35835968856030576,31,184.0,0000
0.2,lowest_min_confidence,pooled,43.81106347233765,0.0,46.19290028682937,41.09931959660605,37.20579697120785,2.38183681449172,0.2650283112192085,0.467615408363599,31,179.0,0000
0.2,highest_uncertainty,pooled,45.0975293195491,0.0,46.19290028682937,41.09931959660605,37.20579697120785,1.0953709672802674,0.1218825386569527,0.21504930105117126,31,191.0,0000
0.2,highest_entropy,pooled,45.12975018018558,0.0,46.19290028682937,41.09931959660605,37.20579697120785,1.0631501066437892,0.118297305517319,0.20872352305803507,31,187.0,0000
0.2,scene_complexity,pooled,45.029910671922536,0.0,46.19290028682937,41.09931959660605,37.20579697120785,1.1629896149068344,0.1294065033040522,0.2283245688321166,31,190.0,0000
0.2,criticality_heuristic,pooled,45.04791696177352,0.0,46.19290028682937,41.09931959660605,37.20579697120785,1.144983325055854,0.12740293338629222,0.22478947418140424,31,187.0,0000
0.2,riskweighted_uncertainty,pooled,45.257075498941575,0.0,46.19290028682937,41.09931959660605,37.20579697120785,0.9358247878877961,0.10412974626219457,0.18372631058619127,31,183.0,0000
0.2,learned_uncertainty,pooled,45.18341699719177,0.0,46.19290028682937,41.09931959660605,37.20579697120785,1.0094832896376005,0.11232576884733277,0.19818735601366144,31,185.0,0000
0.2,learned_criticality,pooled,45.54419735739302,0.0,46.19290028682937,41.09931959660605,37.20579697120785,0.6487029294363538,0.07218153688171901,0.1273569555266852,31,184.0,0000
0.2,learned_unc_crit,pooled,45.53590687974746,0.0,46.19290028682937,41.09931959660605,37.20579697120785,0.656993407081913,0.07310402295475087,0.1289845880606062,31,183.0,0000
0.2,learned_all_visual,pooled,45.46077188731077,0.0,46.19290028682937,41.09931959660605,37.20579697120785,0.7321283995186008,0.08146433548237998,0.14373550632541404,31,187.0,0000
0.2,learned_all,pooled,45.2306243518239,0.0,46.19290028682937,41.09931959660605,37.20579697120785,0.9622759350054721,0.1070729801595615,0.18891934643392932,31,184.0,0000
0.2,oracle,pooled,37.20579697120785,0.0,46.19290028682937,41.09931959660605,37.20579697120785,8.987103315621518,1.0,1.7643979475718274,31,161.0,0000
0.2,random,pooled,95.38638031611768,1.8893402068705822,109.93449520773193,38.865287520298715,64.35546316472511,14.548114891614247,0.3191843757868123,0.20470349065375484,89,1036.6875,0001
0.2,lowest_confidence,pooled,99.29996199991774,0.0,109.93449520773193,38.865287520298715,64.35546316472511,10.634533207814187,0.23332073392387542,0.14963629895222025,89,1053.0,0001
0.2,lowest_min_confidence,pooled,96.39410912909864,0.0,109.93449520773193,38.865287520298715,64.35546316472511,13.54038607863329,0.2970748932504105,0.1905239486865359,89,1033.0,0001
0.2,highest_uncertainty,pooled,94.08646003314239,0.0,109.93449520773193,38.865287520298715,64.35546316472511,15.84803517458954,0.34770451376931116,0.2229943978591992,89,1032.0,0001
0.2,highest_entropy,pooled,98.57337213900178,0.0,109.93449520773193,38.865287520298715,64.35546316472511,11.361123068730151,0.24926205229655127,0.15985999335601256,89,1044.0,0001
0.2,scene_complexity,pooled,91.61543017649996,0.0,109.93449520773193,38.865287520298715,64.35546316472511,18.319065031231972,0.40191869397197216,0.25776374364268073,89,1009.0,0001
0.2,criticality_heuristic,pooled,89.53926667345002,0.0,109.93449520773193,38.865287520298715,64.35546316472511,20.395228534281912,0.44746954070980866,0.2869770073135104,89,1026.0,0001
0.2,riskweighted_uncertainty,pooled,91.32664488246522,0.0,109.93449520773193,38.865287520298715,64.35546316472511,18.60785032526671,0.40825461821367726,0.26182718128933125,89,1026.0,0001
0.2,learned_uncertainty,pooled,92.55933943520645,0.0,109.93449520773193,38.865287520298715,64.35546316472511,17.375155772525474,0.3812094069073444,0.24448219331419152,89,976.0,0001
0.2,learned_criticality,pooled,83.58562051982165,0.0,109.93449520773193,38.865287520298715,64.35546316472511,26.348874687910282,0.5780920196604523,0.37074952071780887,89,979.0,0001
0.2,learned_unc_crit,pooled,86.3601541723986,0.0,109.93449520773193,38.865287520298715,64.35546316472511,23.574341035333333,0.5172189925641552,0.3317096363169651,89,976.0,0001
0.2,learned_all_visual,pooled,93.40509744851454,0.0,109.93449520773193,38.865287520298715,64.35546316472511,16.52939775921739,0.3626535496326647,0.23258170869041772,89,959.0,0001
0.2,learned_all,pooled,87.27532369361819,0.0,109.93449520773193,38.865287520298715,64.35546316472511,22.659171514113737,0.49714025284111596,0.31883247684102767,89,970.0,0001
0.2,oracle,pooled,64.35546316472511,0.0,109.93449520773193,38.865287520298715,64.35546316472511,45.57903204300682,1.0,0.6413330544427374,89,914.0,0001
0.2,random,pooled,26.424588361046617,0.601410259794258,28.76779149445572,16.211888985150242,17.344254058172126,2.343203133409105,0.2051206245419734,0.18662164122989178,47,981.0625,0002
0.2,lowest_confidence,pooled,28.164462741975036,0.0,28.76779149445572,16.211888985150242,17.344254058172126,0.6033287524806852,0.05281452928620728,0.048051404670715135,47,1027.0,0002
0.2,lowest_min_confidence,pooled,25.101330234978555,0.0,28.76779149445572,16.211888985150242,17.344254058172126,3.666461259477167,0.3209567334048123,0.2920109690848479,47,948.0,0002
0.2,highest_uncertainty,pooled,25.53111851136915,0.0,28.76779149445572,16.211888985150242,17.344254058172126,3.236672983086571,0.283333687234762,0.2577809903101585,47,957.0,0002
0.2,highest_entropy,pooled,25.198056190948115,0.0,28.76779149445572,16.211888985150242,17.344254058172126,3.5697353035076063,0.31248948265091375,0.2843073447617159,47,946.0,0002
0.2,scene_complexity,pooled,24.91586604595947,0.0,28.76779149445572,16.211888985150242,17.344254058172126,3.851925448496253,0.3371920011625921,0.3067820449897169,47,944.0,0002
