track,geometry,system,target,section,objective,signal,tier,n_units,n_frames,n_affected,available,quota,k,coverage,gain,prize,eta,ndg_defined,undefined_reason,pool,n_methods,kendall_tau,kendall_p,argmax_dec,argmax_perc,argmax_differs,eta_dec_of_dec,eta_dec_of_perc,regret_ndg,perc_winner_worse_than_random,cheap_loss_total,e_dec_defined,n_affected_dec,regret_gain,regret_gain_lo,regret_gain_hi,regret_share_cheap,regret_share_lo,regret_share_hi,n_draws,n_draws_kept_under_official_filter,eta_official,abs_diff,matches_to_3dp
nuScenes,mono,brake,J,compare,E_perc_dE,,,,,,,0.2,,,,,,,,headline,9.0,0.2571428571428572,0.3428561815035278,criticality_cheap,dE_exact,True,0.31667530522612286,0.13155929576869002,-0.18511600945743284,False,329.8157951257077,True,120.0,-14.04389732355246,-41.44343445328676,8.713043780156054,-0.04258103320430635,-0.1256563059312875,0.02641790935705526,1000.0,998.0,,,
nuScenes,mono,brake,J,compare,E_perc_dE,,,,,,,0.3,,,,,,,,headline,9.0,0.2571428571428572,0.3428561815035278,criticality_cheap,dE_exact,True,0.49685178233909444,0.15440927165934482,-0.3424425106797496,False,329.8157951257077,True,120.0,-23.647864551582526,-50.52760040273108,1.3905445227471611,-0.07170021842819642,-0.15319945602809207,0.0042161247074815255,1000.0,998.0,,,
nuScenes,mono,brake,J,compare,E_perc_dE,,,,,,,0.5,,,,,,,,headline,9.0,0.14285714285714285,0.5982179208798719,criticality_cheap,dE_exact,True,0.3773737483234386,0.19255903906681487,-0.18481470925662374,False,329.8157951257077,True,120.0,-13.857258600310837,-46.88541901241889,13.125565285842606,-0.0420151454390752,-0.14215637851591897,0.039796654616980544,1000.0,998.0,,,
nuScenes,mono,brake,J,compare,E_perc_dE,,,,,,,0.1,,,,,,,,all,16.0,-0.06751114949037704,0.7178945101602099,dE_E6_risk_weighted,dE_exact,True,0.2644009774202718,0.03278701815697655,-0.23161395926329525,True,329.8157951257077,True,120.0,-19.472009088764178,-53.67593878736613,3.978106783435203,-0.059039043540478446,-0.16274520377930293,0.01206160178568454,1000.0,998.0,,,
nuScenes,mono,brake,J,compare,E_perc_dE,,,,,,,0.2,,,,,,,,all,16.0,0.04201680672268908,0.8215371415829129,criticality_cheap,dE_exact,True,0.31667530522612286,0.13155929576869002,-0.18511600945743284,False,329.8157951257077,True,120.0,-14.04389732355246,-41.44343445328676,8.713043780156054,-0.04258103320430635,-0.1256563059312875,0.02641790935705526,1000.0,998.0,,,
nuScenes,mono,brake,J,compare,E_perc_dE,,,,,,,0.3,,,,,,,,all,16.0,0.008403361344537816,0.9640167017684114,criticality_cheap,dE_exact,True,0.49685178233909444,0.15440927165934482,-0.3424425106797496,False,329.8157951257077,True,120.0,-23.647864551582526,-50.52760040273108,1.3905445227471611,-0.07170021842819642,-0.15319945602809207,0.0042161247074815255,1000.0,998.0,,,
nuScenes,mono,brake,J,compare,E_perc_dE,,,,,,,0.5,,,,,,,,all,16.0,0.05882352941176471,0.7521575652990108,R1_gbm_reg,dE_exact,True,0.564675540699516,0.19255903906681487,-0.3721165016327011,False,329.8157951257077,True,120.0,-27.44133841990665,-68.52758051278973,5.196902686538043,-0.08320201404983504,-0.20777531435894622,0.015756985454736236,1000.0,998.0,,,
nuScenes,mono,brake,J,compare,E_perc_risk,,,,,,,0.1,,,,,,,,headline,9.0,-0.02857142857142857,0.9160639764766552,dE_E6_risk_weighted,dE_E6_risk_weighted,False,0.2644009774202718,0.2644009774202718,0.0,False,329.8157951257077,True,120.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,998.0,,,
nuScenes,mono,brake,J,compare,E_perc_risk,,,,,,,0.2,,,,,,,,headline,9.0,0.19999999999999998,0.46066580737034446,criticality_cheap,dE_E6_risk_weighted,True,0.31667530522612286,0.27363445975405176,-0.0430408454720711,False,329.8157951257077,True,120.0,-3.6682846283681894,-39.939940012210215,41.152867305887206,-0.01112222241196799,-0.12109771758198329,0.12477530765378288,1000.0,998.0,,,
nuScenes,mono,brake,J,compare,E_perc_risk,,,,,,,0.3,,,,,,,,headline,9.0,0.19999999999999998,0.46066580737034446,criticality_cheap,dE_E6_risk_weighted,True,0.49685178233909444,0.17230727313052968,-0.32454450920856476,False,329.8157951257077,True,120.0,-23.02535023627845,-49.70447740554982,11.229923367749425,-0.06981275783806062,-0.15070375082128856,0.03404907688993243,1000.0,998.0,,,
nuScenes,mono,brake,J,compare,E_perc_risk,,,,,,,0.5,,,,,,,,headline,9.0,-0.02857142857142857,0.9160639764766552,criticality_cheap,dE_E6_risk_weighted,True,0.3773737483234386,0.20379213562106063,-0.17358161270237799,False,329.8157951257077,True,120.0,-13.308530437811584,-41.0873464253282,13.329876195754451,-0.04035140413071818,-0.12457664864009303,0.04041612437231465,1000.0,998.0,,,
nuScenes,mono,brake,J,compare,E_perc_risk,,,,,,,0.1,,,,,,,,all,16.0,0.02521008403361345,0.8923422511524315,dE_E6_risk_weighted,dE_E6_risk_weighted,False,0.2644009774202718,0.2644009774202718,0.0,False,329.8157951257077,True,120.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,998.0,,,
nuScenes,mono,brake,J,compare,E_perc_risk,,,,,,,0.2,,,,,,,,all,16.0,-0.04201680672268908,0.8215371415829129,criticality_cheap,dE_E6_risk_weighted,True,0.31667530522612286,0.27363445975405176,-0.0430408454720711,False,329.8157951257077,True,120.0,-3.6682846283681894,-39.939940012210215,41.152867305887206,-0.01112222241196799,-0.12109771758198329,0.12477530765378288,1000.0,998.0,,,
nuScenes,mono,brake,J,compare,E_perc_risk,,,,,,,0.3,,,,,,,,all,16.0,-0.09243697478991597,0.6197177415265653,criticality_cheap,dE_E6_risk_weighted,True,0.49685178233909444,0.17230727313052968,-0.32454450920856476,False,329.8157951257077,True,120.0,-23.02535023627845,-49.70447740554982,11.229923367749425,-0.06981275783806062,-0.15070375082128856,0.03404907688993243,1000.0,998.0,,,
nuScenes,mono,brake,J,compare,E_perc_risk,,,,,,,0.5,,,,,,,,all,16.0,0.008403361344537816,0.9640167017684114,R1_gbm_reg,dE_E6_risk_weighted,True,0.564675540699516,0.20379213562106063,-0.36088340507845534,False,329.8157951257077,True,120.0,-26.892610257407394,-60.51326142181282,-0.44850662251103335,-0.08153827274147803,-0.18347593510113266,-0.001359870052130424,1000.0,998.0,,,
nuScenes,mono,plan_ade,JC_ade,score,E_dec,random,1.0,24.0,752.0,422.0,True,0.1,75.0,1.0,7.486933338539297,143.96774972579996,0.05200423951057692,True,,,,,,,,,,,,,,,,,,,,,,,,,,
nuScenes,mono,plan_ade,JC_ade,score,E_dec,random,1.0,24.0,752.0,422.0,True,0.2,150.0,1.0,14.973866677078593,161.7409358389058,0.09257932507570368,True,,,,,,,,,,,,,,,,,,,,,,,,,,
nuScenes,mono,plan_ade,JC_ade,score,E_dec,random,1.0,24.0,752.0,422.0,True,0.3,226.0,1.0,22.560625793465082,165.00808928707866,0.1367243623687711,True,,,,,,,,,,,,,,,,,,,,,,,,,,
nuScenes,mono,plan_ade,JC_ade,score,E_dec,random,1.0,24.0,752.0,422.0,True,0.5,376.0,1.0,37.534492470543675,165.00808928707866,0.22747062057813247,True,,,,,,,,,,,,,,,,,,,,,,,,,,
nuScenes,mono,plan_ade,JC_ade,score,E_dec,uncertainty,1.0,24.0,752.0,422.0,True,0.1,75.0,1.0,-4.203986847270852,143.96774972579996,-0.02920089294496676,True,,,,,,,,,,,,,,,,,,,,,,,,,,
nuScenes,mono,plan_ade,JC_ade,score,E_dec,uncertainty,1.0,24.0,752.0,422.0,True,0.2,150.0,1.0,-7.768288593991751,161.7409358389058,-0.0480292051835843,True,,,,,,,,,,,,,,,,,,,,,,,,,,
nuScenes,mono,plan_ade,JC_ade,score,E_dec,uncertainty,1.0,24.0,752.0,422.0,True,0.3,226.0,1.0,-9.74296288767832,165.00808928707866,-0.05904536516829582,True,,,,,,,,,,,,,,,,,,,,,,,,,,
nuScenes,mono,plan_ade,JC_ade,score,E_dec,uncertainty,1.0,24.0,752.0,422.0,True,0.5,376.0,1.0,14.889936845522875,165.00808928707866,0.09023761750017953,True,,,,,,,,,,,,,,,,,,,,,,,,,,
nuScenes,mono,plan_ade,JC_ade,score,E_dec,criticality_cheap,1.0,24.0,752.0,422.0,True,0.1,75.0,1.0,-2.81283398090661,143.96774972579996,-0.019537945034661688,True,,,,,,,,,,,,,,,,,,,,,,,,,,
nuScenes,mono,plan_ade,JC_ade,score,E_dec,criticality_cheap,1.0,24.0,752.0,422.0,True,0.2,150.0,1.0,-4.54335237084199,161.7409358389058,-0.028090305940650515,True,,,,,,,,,,,,,,,,,,,,,,,,,,
nuScenes,mono,plan_ade,JC_ade,score,E_dec,criticality_cheap,1.0,24.0,752.0,422.0,True,0.3,226.0,1.0,-7.577396524033261,165.00808928707866,-0.045921363957194955,True,,,,,,,,,,,,,,,,,,,,,,,,,,
nuScenes,mono,plan_ade,JC_ade,score,E_dec,criticality_cheap,1.0,24.0,752.0,422.0,True,0.5,376.0,1.0,-0.5502433018458865,165.00808928707866,-0.0033346444057574735,True,,,,,,,,,,,,,,,,,,,,,,,,,,
nuScenes,mono,plan_ade,JC_ade,score,E_dec,trivial_ego_speed,1.0,24.0,752.0,422.0,True,0.1,75.0,1.0,-3.8932208448312418,143.96774972579996,-0.02704231226956207,True,,,,,,,,,,,,,,,,,,,,,,,,,,
nuScenes,mono,plan_ade,JC_ade,score,E_dec,trivial_ego_speed,1.0,24.0,752.0,422.0,True,0.2,150.0,1.0,-1.9435191453366916,161.7409358389058,-0.01201624768186354,True,,,,,,,,,,,,,,,,,,,,,,,,,,
nuScenes,mono,plan_ade,JC_ade,score,E_dec,trivial_ego_speed,1.0,24.0,752.0,422.0,True,0.3,226.0,1.0,-2.1380175808499273,165.00808928707866,-0.012957047076220824,True,,,,,,,,,,,,,,,,,,,,,,,,,,
nuScenes,mono,plan_ade,JC_ade,score,E_dec,trivial_ego_speed,1.0,24.0,752.0,422.0,True,0.5,376.0,1.0,8.877459721732233,165.00808928707866,0.05380014858718447,True,,,,,,,,,,,,,,,,,,,,,,,,,,
nuScenes,mono,plan_ade,JC_ade,score,E_dec,gate_ridge,2.0,24.0,752.0,422.0,True,0.1,75.0,1.0,-3.446185737416422,143.96774972579996,-0.023937206381151366,True,,,,,,,,,,,,,,,,,,,,,,,,,,
nuScenes,mono,plan_ade,JC_ade,score,E_dec,gate_ridge,2.0,24.0,752.0,422.0,True,0.2,150.0,1.0,3.524720580362154,161.7409358389058,0.021792383987890244,True,,,,,,,,,,,,,,,,,,,,,,,,,,
nuScenes,mono,plan_ade,JC_ade,score,E_dec,gate_ridge,2.0,24.0,752.0,422.0,True,0.3,226.0,1.0,12.650806372682366,165.00808928707866,0.07666779505986933,True,,,,,,,,,,,,,,,,,,,,,,,,,,
nuScenes,mono,plan_ade,JC_ade,score,E_dec,gate_ridge,2.0,24.0,752.0,422.0,True,0.5,376.0,1.0,26.582583768918912,165.00808928707866,0.16109867027592156,True,,,,,,,,,,,,,,,,,,,,,,,,,,
nuScenes,mono,plan_ade,JC_ade,score,E_dec,gate_gbm,2.0,24.0,752.0,422.0,True,0.1,75.0,1.0,0.7126850677609267,143.96774972579996,0.004950310532173366,True,,,,,,,,,,,,,,,,,,,,,,,,,,
nuScenes,mono,plan_ade,JC_ade,score,E_dec,gate_gbm,2.0,24.0,752.0,422.0,True,0.2,150.0,1.0,14.334939907770032,161.7409358389058,0.08862901548960772,True,,,,,,,,,,,,,,,,,,,,,,,,,,
nuScenes,mono,plan_ade,JC_ade,score,E_dec,gate_gbm,2.0,24.0,752.0,422.0,True,0.3,226.0,1.0,25.27371307651117,165.00808928707866,0.153166509506939,True,,,,,,,,,,,,,,,,,,,,,,,,,,
nuScenes,mono,plan_ade,JC_ade,score,E_dec,gate_gbm,2.0,24.0,752.0,422.0,True,0.5,376.0,1.0,23.11212471222862,165.00808928707866,0.1400666162009699,True,,,,,,,,,,,,,,,,,,,,,,,,,,
nuScenes,mono,plan_ade,JC_ade,score,E_dec,R1_mlp_reg,2.0,24.0,752.0,422.0,True,0.1,75.0,1.0,16.14176401091176,143.96774972579996,0.11212069398636333,True,,,,,,,,,,,,,,,,,,,,,,,,,,
nuScenes,mono,plan_ade,JC_ade,score,E_dec,R1_mlp_reg,2.0,24.0,752.0,422.0,True,0.2,150.0,1.0,22.056607339169712,161.7409358389058,0.13636997476716792,True,,,,,,,,,,,,,,,,,,,,,,,,,,
nuScenes,mono,plan_ade,JC_ade,score,E_dec,R1_mlp_reg,2.0,24.0,752.0,422.0,True,0.3,226.0,1.0,41.37518596986599,165.00808928707866,0.25074640975862733,True,,,,,,,,,,,,,,,,,,,,,,,,,,
nuScenes,mono,plan_ade,JC_ade,score,E_dec,R1_mlp_reg,2.0,24.0,752.0,422.0,True,0.5,376.0,1.0,43.84220831061282,165.00808928707866,0.2656973273251882,True,,,,,,,,,,,,,,,,,,,,,,,,,,
nuScenes,mono,plan_ade,JC_ade,score,E_dec,R1_mlp_clf,2.0,24.0,752.0,422.0,True,0.1,75.0,1.0,9.976128128928178,143.96774972579996,0.06929418670451297,True,,,,,,,,,,,,,,,,,,,,,,,,,,
nuScenes,mono,plan_ade,JC_ade,score,E_dec,R1_mlp_clf,2.0,24.0,752.0,422.0,True,0.2,150.0,1.0,21.841536234078095,161.7409358389058,0.13504024890663607,True,,,,,,,,,,,,,,,,,,,,,,,,,,
nuScenes,mono,plan_ade,JC_ade,score,E_dec,R1_mlp_clf,2.0,24.0,752.0,422.0,True,0.3,226.0,1.0,40.387527409236235,165.00808928707866,0.24476089374606724,True,,,,,,,,,,,,,,,,,,,,,,,,,,
nuScenes,mono,plan_ade,JC_ade,score,E_dec,R1_mlp_clf,2.0,24.0,752.0,422.0,True,0.5,376.0,1.0,65.80816034601973,165.00808928707866,0.3988177829968545,True,,,,,,,,,,,,,,,,,,,,,,,,,,
nuScenes,mono,plan_ade,JC_ade,score,E_dec,R1_gbm_reg,2.0,24.0,752.0,422.0,True,0.1,75.0,1.0,12.127419016614638,143.96774972579996,0.08423705336585757,True,,,,,,,,,,,,,,,,,,,,,,,,,,
nuScenes,mono,plan_ade,JC_ade,score,E_dec,R1_gbm_reg,2.0,24.0,752.0,422.0,True,0.2,150.0,1.0,22.16643003028859,161.7409358389058,0.1370489784501209,True,,,,,,,,,,,,,,,,,,,,,,,,,,
nuScenes,mono,plan_ade,JC_ade,score,E_dec,R1_gbm_reg,2.0,24.0,752.0,422.0,True,0.3,226.0,1.0,24.789861071180148,165.00808928707866,0.15023421686952032,True,,,,,,,,,,,,,,,,,,,,,,,,,,
nuScenes,mono,plan_ade,JC_ade,score,E_dec,R1_gbm_reg,2.0,24.0,752.0,422.0,True,0.5,376.0,1.0,39.73215132714961,165.00808928707866,0.24078911221148797,True,,,,,,,,,,,,,,,,,,,,,,,,,,
nuScenes,mono,plan_ade,JC_ade,score,E_dec,R1_gbm_clf,2.0,24.0,752.0,422.0,True,0.1,75.0,1.0,2.8344559056023826,143.96774972579996,0.019688130925161147,True,,,,,,,,,,,,,,,,,,,,,,,,,,
nuScenes,mono,plan_ade,JC_ade,score,E_dec,R1_gbm_clf,2.0,24.0,752.0,422.0,True,0.2,150.0,1.0,19.51347925255547,161.7409358389058,0.12064650888375544,True,,,,,,,,,,,,,,,,,,,,,,,,,,
nuScenes,mono,plan_ade,JC_ade,score,E_dec,R1_gbm_clf,2.0,24.0,752.0,422.0,True,0.3,226.0,1.0,25.049069068973346,165.00808928707866,0.15180509741794138,True,,,,,,,,,,,,,,,,,,,,,,,,,,
nuScenes,mono,plan_ade,JC_ade,score,E_dec,R1_gbm_clf,2.0,24.0,752.0,422.0,True,0.5,376.0,1.0,45.861771113348034,165.00808928707866,0.2779365018496663,True,,,,,,,,,,,,,,,,,,,,,,,,,,
nuScenes,mono,plan_ade,JC_ade,score,E_dec,R2_cnn_clf,2.0,24.0,752.0,422.0,True,0.1,75.0,1.0,13.351490327791709,143.96774972579996,0.0927394527817575,True,,,,,,,,,,,,,,,,,,,,,,,,,,
nuScenes,mono,plan_ade,JC_ade,score,E_dec,R2_cnn_clf,2.0,24.0,752.0,422.0,True,0.2,150.0,1.0,22.670727259756127,161.7409358389058,0.14016691038770915,True,,,,,,,,,,,,,,,,,,,,,,,,,,
nuScenes,mono,plan_ade,JC_ade,score,E_dec,R2_cnn_clf,2.0,24.0,752.0,422.0,True,0.3,226.0,1.0,24.353440107609526,165.00808928707866,0.1475893709988955,True,,,,,,,,,,,,,,,,,,,,,,,,,,
nuScenes,mono,plan_ade,JC_ade,score,E_dec,R2_cnn_clf,2.0,24.0,752.0,422.0,True,0.5,376.0,1.0,44.45704554021912,165.00808928707866,0.269423430889339,True,,,,,,,,,,,,,,,,,,,,,,,,,,
nuScenes,mono,plan_ade,JC_ade,score,E_dec,dE_exact,3.0,24.0,752.0,422.0,True,0.1,75.0,1.0,43.45710970803517,143.96774972579996,0.30185308717267095,True,,,,,,,,,,,,,,,,,,,,,,,,,,
nuScenes,mono,plan_ade,JC_ade,score,E_dec,dE_exact,3.0,24.0,752.0,422.0,True,0.2,150.0,1.0,64.66079575060745,161.7409358389058,0.3997800273333999,True,,,,,,,,,,,,,,,,,,,,,,,,,,
nuScenes,mono,plan_ade,JC_ade,score,E_dec,dE_exact,3.0,24.0,752.0,422.0,True,0.3,226.0,1.0,65.50362657967965,165.00808928707866,0.39697221428773344,True,,,,,,,,,,,,,,,,,,,,,,,,,,
nuScenes,mono,plan_ade,JC_ade,score,E_dec,dE_exact,3.0,24.0,752.0,422.0,True,0.5,376.0,1.0,67.81871126626962,165.00808928707866,0.41100234272926833,True,,,,,,,,,,,,,,,,,,,,,,,,,,
nuScenes,mono,plan_ade,JC_ade,score,E_dec,dE_E1_fn_only,3.0,24.0,752.0,422.0,True,0.1,75.0,1.0,43.45710970803517,143.96774972579996,0.30185308717267095,True,,,,,,,,,,,,,,,,,,,,,,,,,,
nuScenes,mono,plan_ade,JC_ade,score,E_dec,dE_E1_fn_only,3.0,24.0,752.0,422.0,True,0.2,150.0,1.0,64.66079575060745,161.7409358389058,0.3997800273333999,True,,,,,,,,,,,,,,,,,,,,,,,,,,
nuScenes,mono,plan_ade,JC_ade,score,E_dec,dE_E1_fn_only,3.0,24.0,752.0,422.0,True,0.3,226.0,1.0,65.50362657967965,165.00808928707866,0.39697221428773344,True,,,,,,,,,,,,,,,,,,,,,,,,,,
nuScenes,mono,plan_ade,JC_ade,score,E_dec,dE_E1_fn_only,3.0,24.0,752.0,422.0,True,0.5,376.0,1.0,67.81871126626962,165.00808928707866,0.41100234272926833,True,,,,,,,,,,,,,,,,,,,,,,,,,,
nuScenes,mono,plan_ade,JC_ade,score,E_dec,dE_E6_risk_weighted,3.0,24.0,752.0,422.0,True,0.1,75.0,1.0,46.70685316772963,143.96774972579996,0.32442580547856864,True,,,,,,,,,,,,,,,,,,,,,,,,,,
nuScenes,mono,plan_ade,JC_ade,score,E_dec,dE_E6_risk_weighted,3.0,24.0,752.0,422.0,True,0.2,150.0,1.0,70.98979253482526,161.7409358389058,0.4389104846377987,True,,,,,,,,,,,,,,,,,,,,,,,,,,
nuScenes,mono,plan_ade,JC_ade,score,E_dec,dE_E6_risk_weighted,3.0,24.0,752.0,422.0,True,0.3,226.0,1.0,68.86086575041232,165.00808928707866,0.4173181208747238,True,,,,,,,,,,,,,,,,,,,,,,,,,,
nuScenes,mono,plan_ade,JC_ade,score,E_dec,dE_E6_risk_weighted,3.0,24.0,752.0,422.0,True,0.5,376.0,1.0,74.81524320132023,165.00808928707866,0.4534034878202714,True,,,,,,,,,,,,,,,,,,,,,,,,,,
nuScenes,mono,plan_ade,JC_ade,score,E_dec,PKL,3.0,24.0,752.0,422.0,True,0.1,75.0,1.0,15.483282502717017,143.96774972579996,0.10754688138285398,True,,,,,,,,,,,,,,,,,,,,,,,,,,
nuScenes,mono,plan_ade,JC_ade,score,E_dec,PKL,3.0,24.0,752.0,422.0,True,0.2,150.0,1.0,32.86561302861003,161.7409358389058,0.20319910267703795,True,,,,,,,,,,,,,,,,,,,,,,,,,,
nuScenes,mono,plan_ade,JC_ade,score,E_dec,PKL,3.0,24.0,752.0,422.0,True,0.3,226.0,1.0,35.562059122080726,165.00808928707866,0.21551706510709528,True,,,,,,,,,,,,,,,,,,,,,,,,,,
nuScenes,mono,plan_ade,JC_ade,score,E_dec,PKL,3.0,24.0,752.0,422.0,True,0.5,376.0,1.0,33.72134953750391,165.00808928707866,0.2043617963410024,True,,,,,,,,,,,,,,,,,,,,,,,,,,
nuScenes,mono,plan_ade,JC_ade,score,E_dec,TIP,3.0,24.0,752.0,422.0,True,0.1,75.0,1.0,15.012534195781466,143.96774972579996,0.10427706360885852,True,,,,,,,,,,,,,,,,,,,,,,,,,,
nuScenes,mono,plan_ade,JC_ade,score,E_dec,TIP,3.0,24.0,752.0,422.0,True,0.2,150.0,1.0,19.72731211640162,161.7409358389058,0.12196857903709701,True,,,,,,,,,,,,,,,,,,,,,,,,,,
nuScenes,mono,plan_ade,JC_ade,score,E_dec,TIP,3.0,24.0,752.0,422.0,True,0.3,226.0,1.0,34.32166009703154,165.00808928707866,0.2079998637964907,True,,,,,,,,,,,,,,,,,,,,,,,,,,
nuScenes,mono,plan_ade,JC_ade,score,E_dec,TIP,3.0,24.0,752.0,422.0,True,0.5,376.0,1.0,32.319527577964905,165.00808928707866,0.19586632217609565,True,,,,,,,,,,,,,,,,,,,,,,,,,,
nuScenes,mono,plan_ade,JC_ade,score,E_perc_dE,random,1.0,24.0,752.0,321.0,True,0.1,75.0,1.0,55.75132978723404,273.0,0.20421732522796351,True,,,,,,,,,,,,,,,,,,,,,,,,,,
nuScenes,mono,plan_ade,JC_ade,score,E_perc_dE,random,1.0,24.0,752.0,321.0,True,0.2,150.0,1.0,111.50265957446808,423.0,0.26359966802474727,True,,,,,,,,,,,,,,,,,,,,,,,,,,
nuScenes,mono,plan_ade,JC_ade,score,E_perc_dE,random,1.0,24.0,752.0,321.0,True,0.3,226.0,1.0,167.99734042553192,503.0,0.333990736432469,True,,,,,,,,,,,,,,,,,,,,,,,,,,
nuScenes,mono,plan_ade,JC_ade,score,E_perc_dE,random,1.0,24.0,752.0,321.0,True,0.5,376.0,1.0,279.5,579.0,0.48272884283246975,True,,,,,,,,,,,,,,,,,,,,,,,,,,
nuScenes,mono,plan_ade,JC_ade,score,E_perc_dE,uncertainty,1.0,24.0,752.0,321.0,True,0.1,75.0,1.0,127.0,273.0,0.4652014652014652,True,,,,,,,,,,,,,,,,,,,,,,,,,,
nuScenes,mono,plan_ade,JC_ade,score,E_perc_dE,uncertainty,1.0,24.0,752.0,321.0,True,0.2,150.0,1.0,210.0,423.0,0.49645390070921985,True,,,,,,,,,,,,,,,,,,,,,,,,,,
nuScenes,mono,plan_ade,JC_ade,score,E_perc_dE,uncertainty,1.0,24.0,752.0,321.0,True,0.3,226.0,1.0,287.0,503.0,0.5705765407554672,True,,,,,,,,,,,,,,,,,,,,,,,,,,
nuScenes,mono,plan_ade,JC_ade,score,E_perc_dE,uncertainty,1.0,24.0,752.0,321.0,True,0.5,376.0,1.0,394.0,579.0,0.6804835924006909,True,,,,,,,,,,,,,,,,,,,,,,,,,,
nuScenes,mono,plan_ade,JC_ade,score,E_perc_dE,criticality_cheap,1.0,24.0,752.0,321.0,True,0.1,75.0,1.0,149.0,273.0,0.5457875457875457,True,,,,,,,,,,,,,,,,,,,,,,,,,,
nuScenes,mono,plan_ade,JC_ade,score,E_perc_dE,criticality_cheap,1.0,24.0,752.0,321.0,True,0.2,150.0,1.0,213.0,423.0,0.5035460992907801,True,,,,,,,,,,,,,,,,,,,,,,,,,,
nuScenes,mono,plan_ade,JC_ade,score,E_perc_dE,criticality_cheap,1.0,24.0,752.0,321.0,True,0.3,226.0,1.0,250.0,503.0,0.4970178926441352,True,,,,,,,,,,,,,,,,,,,,,,,,,,
nuScenes,mono,plan_ade,JC_ade,score,E_perc_dE,criticality_cheap,1.0,24.0,752.0,321.0,True,0.5,376.0,1.0,337.0,579.0,0.5820379965457686,True,,,,,,,,,,,,,,,,,,,,,,,,,,
nuScenes,mono,plan_ade,JC_ade,score,E_perc_dE,trivial_ego_speed,1.0,24.0,752.0,321.0,True,0.1,75.0,1.0,9.0,273.0,0.03296703296703297,True,,,,,,,,,,,,,,,,,,,,,,,,,,
nuScenes,mono,plan_ade,JC_ade,score,E_perc_dE,trivial_ego_speed,1.0,24.0,752.0,321.0,True,0.2,150.0,1.0,43.0,423.0,0.1016548463356974,True,,,,,,,,,,,,,,,,,,,,,,,,,,
nuScenes,mono,plan_ade,JC_ade,score,E_perc_dE,trivial_ego_speed,1.0,24.0,752.0,321.0,True,0.3,226.0,1.0,79.0,503.0,0.15705765407554673,True,,,,,,,,,,,,,,,,,,,,,,,,,,
nuScenes,mono,plan_ade,JC_ade,score,E_perc_dE,trivial_ego_speed,1.0,24.0,752.0,321.0,True,0.5,376.0,1.0,163.0,579.0,0.2815198618307427,True,,,,,,,,,,,,,,,,,,,,,,,,,,
nuScenes,mono,plan_ade,JC_ade,score,E_perc_dE,gate_ridge,2.0,24.0,752.0,321.0,True,0.1,75.0,1.0,51.0,273.0,0.18681318681318682,True,,,,,,,,,,,,,,,,,,,,,,,,,,
nuScenes,mono,plan_ade,JC_ade,score,E_perc_dE,gate_ridge,2.0,24.0,752.0,321.0,True,0.2,150.0,1.0,116.0,423.0,0.27423167848699764,True,,,,,,,,,,,,,,,,,,,,,,,,,,
nuScenes,mono,plan_ade,JC_ade,score,E_perc_dE,gate_ridge,2.0,24.0,752.0,321.0,True,0.3,226.0,1.0,160.0,503.0,0.31809145129224653,True,,,,,,,,,,,,,,,,,,,,,,,,,,
nuScenes,mono,plan_ade,JC_ade,score,E_perc_dE,gate_ridge,2.0,24.0,752.0,321.0,True,0.5,376.0,1.0,226.0,579.0,0.3903281519861831,True,,,,,,,,,,,,,,,,,,,,,,,,,,
nuScenes,mono,plan_ade,JC_ade,score,E_perc_dE,gate_gbm,2.0,24.0,752.0,321.0,True,0.1,75.0,1.0,68.0,273.0,0.2490842490842491,True,,,,,,,,,,,,,,,,,,,,,,,,,,
nuScenes,mono,plan_ade,JC_ade,score,E_perc_dE,gate_gbm,2.0,24.0,752.0,321.0,True,0.2,150.0,1.0,101.0,423.0,0.23877068557919623,True,,,,,,,,,,,,,,,,,,,,,,,,,,
nuScenes,mono,plan_ade,JC_ade,score,E_perc_dE,gate_gbm,2.0,24.0,752.0,321.0,True,0.3,226.0,1.0,129.0,503.0,0.25646123260437376,True,,,,,,,,,,,,,,,,,,,,,,,,,,
nuScenes,mono,plan_ade,JC_ade,score,E_perc_dE,gate_gbm,2.0,24.0,752.0,321.0,True,0.5,376.0,1.0,208.0,579.0,0.3592400690846287,True,,,,,,,,,,,,,,,,,,,,,,,,,,
nuScenes,mono,plan_ade,JC_ade,score,E_perc_dE,R1_mlp_reg,2.0,24.0,752.0,321.0,True,0.1,75.0,1.0,76.0,273.0,0.2783882783882784,True,,,,,,,,,,,,,,,,,,,,,,,,,,
nuScenes,mono,plan_ade,JC_ade,score,E_perc_dE,R1_mlp_reg,2.0,24.0,752.0,321.0,True,0.2,150.0,1.0,133.0,423.0,0.3144208037825059,True,,,,,,,,,,,,,,,,,,,,,,,,,,
nuScenes,mono,plan_ade,JC_ade,score,E_perc_dE,R1_mlp_reg,2.0,24.0,752.0,321.0,True,0.3,226.0,1.0,191.0,503.0,0.3797216699801193,True,,,,,,,,,,,,,,,,,,,,,,,,,,
